mishnah_tref,yerushalmi_french_text
Mishnah Maasrot 1:2,"A partir de quel moment les fruits sont-ils soumis aux dîmes? Pour les figues, lorsqu’elles commencent à se colorer<sup>11</sup><i class=""footnote"">Cf. Babli, Nida 47a.</i> du haut (à blanchir près de la tige); le raisin et le verjus, lorsqu’il devient transparent; le fruit du cornouiller<sup>12</sup><i class=""footnote"">Voir (Pea 1, 5).</i> et les mûres<sup>13</sup><i class=""footnote"">De même en arabe: eq. de morum.</i>, lorsqu’ils rougissent; et tous les fruits rouges lorsqu’ils atteignent cette couleur; les grenades, lorsqu’elles s‘amollissent; les dattes, lorsqu’elles se fendillent par excès de sève; les pêches, lorsqu’elles semblent veinées; les noix, lorsqu’elles se détachent de la 1re écorce qui leur sert de garde. Selon R. Juda, l’époque précise pour les noix et les amandes est lorsque leur peau interne est formée (pouvant se détacher)."
Mishnah Maasrot 1:3,"Pour les caroubes, l’obligation de la dîme commence lorsqu’ils se couvrent de points noirs; et, en général, pour tous les fruits noirs, lorsqu’ils commencent à être pointillés. Pour les poires (moriega), les orangers (poires de paradis), les coings et les sorbes (ou alises)<sup class=""footnote-marker"">18</sup><i class=""footnote"">Ces mêmes termes se retrouvent en (Kilayim 1, 4)</i>, c’est à partir du moment où ils se pellent (où le duvet tombe); et il en est de même pour tous les fruits clairs. Le fenugrec y est soumis dès qu’il est apte à la reproduction<sup class=""footnote-marker"">19</sup><i class=""footnote"">Cf. Babli, Rosh Hashana 12b.</i>; pour les blé et les olives, lorsqu’ils sont parvenus au tiers de la maturité."
Mishnah Maasrot 1:4,"En fait de légumes verts, les courges, les concombres, les potirons, les melons, outre les pommes et les cédrats (parmi les produits des arbres), sont soumis aux divers droits, qu’ils soient grands ou petits. R. Simon en dispense les cédrats<sup>23</sup><i class=""footnote"">B. Suka 36a.</i> aussi longtemps qu’ils sont petits (peu mûrs). L’époque à laquelle les amandes amères sont soumises aux droits<sup>24</sup><i class=""footnote"">Mishna, (Hulin 1, 6) (Babli, ib., 25b).</i> (que l’on mange toutes petites) n’est pas celle des amandes douces (que l’on mangera de préférence plus tard); et, à l’inverse, l’époque des amandes douces n’est pas celle des amères (pour la même raison)."
Mishnah Maasrot 1:5,"A quel moment les fruits sont-ils considérés comme complètement cueillis<sup>29</sup><i class=""footnote"">""Cf. Babli, Betsa, 13b; Baba Metsia 88b.""</i> et soumis aux dîmes (comme le blé au grenier)? Les courges et les concombres, lorsqu’ils n’ont plus de duvet, peco"", ou, à défaut de cet indice, lorsqu’on les entasse. Pour les potirons aussi, lorsqu’ils perdent leur duvet, ou, à défaut de cet indice, lorsqu’on les range pour les sécher. Pour les légumes verts que l’on a l’habitude de mettre en bottes<sup>30</sup><i class=""footnote"">""Cf. Babli, Rosh Hashana 12a; Hulin 7a.""</i>, dès qu’on les ficèle, ou, à défaut, dès qu’on a rempli la hotte servant à les réunir; ou encore, à défaut de cette indication, lorsqu’on a réuni autant qu’il en faut pour ses besoins. Le panier de figues est soumis aux dîmes lorsqu’on les couvre de feuilles (en signe d’achèvement); ou, à défaut, lorsqu’on a rempli le panier; ou encore, lorsqu’on en a réuni autant qu’il en faut pour ses besoins. Dans quel cas toutes ces règles sont-elles applicables? Lorsqu’on porte ces fruits au marché; mais lorsqu’on les porte chez soi, on peut en manger accidentellement jusqu’à l’arrivée à la maison."
Mishnah Maasrot 1:6,"Les grenades fendues (pour sécher), les raisins secs et les caroubes y sont soumis, dès qu’on les entasse; les oignons lorsqu’ils se pellent, ou, à défaut, lorsqu’on les entasse. Le blé y est soumis lorsqu’on a ratissé le monceau; ou, à défaut de ce soin, lorsqu’on l’amoncelle. Les légumes secs, lorsqu’on les vanne; ou, à défaut, lorsqu’on en ratisse le tas. Cependant, même après cet acte, on peut prendre et manger des épis brisés (non battus), ou des côtés, ou de ce qui est encore mêlé à la paille."
Mishnah Maasrot 1:7,"Le vin y est soumis<sup class=""footnote-marker"">32</sup><i class=""footnote"">""Cf. Babli, Baba Metsia 92b; Avoda Zara 56a.""</i> lorsqu’on écume le résidu (qui monte à la surface par la fermentation). Pourtant, même après cet acte, on peut en puiser de la cuve supérieure, ou de la rigole (qui précède la cuve) et en boire. L’huile y est soumise à partir du moment où elle descend dans le récipient en fosse; et, même après qu’elle est descendue, on peut en prendre du sac de cordes (pour comprimer les olives), ou de ce qui se trouve entre les meules, ou entre les poutres du pressoir, en enduire les gâteaux<sup class=""footnote-marker"">33</sup><i class=""footnote"">Le Arukh, éd. Landau, rappelle l'équivalent Focaccia. On les rend lisses à l'huile, au sortir du four.</i> minces (flancs), en mettre dans la marmite; mais on n’en prendra pas pour le pot ou la poêle, pendant que les mets y cuisent (tout mets cuit est soumis à la dîme). Selon R. Juda, on peut en mettre dans tout, sauf dans ce qui contient du vinaigre ou un acide<sup class=""footnote-marker"">34</sup><i class=""footnote"">""Ce qui contribue à la cuisson et en fait un mets. Cf. Babli, Shabat 42b; Pessahim 40b.""</i>."
Mishnah Maasrot 1:8,"Le rond de figues comprimées y est soumis depuis le moment où on le rend lisse, ce que l’on peut faire avec du jus de figues ou de raisins non libérés. Selon R. Juda, c’est interdit (il leur attribue de la valeur). Un gâteau de figues frotté de raisins<sup>46</sup><i class=""footnote"">Tossefta sur le Taharoth, 10. Cf. Babli, Shabat 145a.</i> ne devient pas pour cela apte à devenir impur; selon R. Juda, il le devient. Les figues sèches y sont soumises lorsqu’on les comprime au tonneau; ou, ce qui est au grenier, dès qu’on l’arrondit à la main. Si, au moment de battre les figues dans le tonneau, ou d’arrondir le dépôt du grenier, le tonneau se brise, ou le grenier s’ouvre, on ne doit plus en manger, même accidentellement (sans le libérer); mais R. Yossé le permet."
Mishnah Maasrot 2:1,"Si, en passant sur la place publique, un individu (soupçonné de retenir les dîmes), offre des figues, on peut en manger sans crainte<sup>49</sup><i class=""footnote"">Ces fruits, n'ayant sans doute jamais été rentrés, ne sont pas encore soumis aux dîmes.</i>. En conséquence, si l’on apporte ce don à la maison, il faut le rédimer avec certitude (c’est devenu une valeur soumise aux dîmes). Si on a dit, en l’offrant, de l’emporter chez soi, il n’est pas permis d’en manger passagèrement (et les dîmes sont dues); aussi, dès que ces produits sont rentrés, on en prélève ce qui est dû pour le doute, demaï<sup>50</sup><i class=""footnote"">C. à d. l'oblation de la dîme seule ou 1/100.</i>."
Mishnah Maasrot 2:2,"Si des personnes devant une porte ou une boutique offrent des figues, on peut en manger sans crainte; mais le propriétaire lui-même, assis chez lui (à sa porte ou dans la boutique), doit la dîme sur ce qu’il a recueilli. Selon R. Juda, on en est dispensé jusqu’à ce que l’on tourne le dos à la rue pour manger (ce qui constitue une installation d’intérieur), ou que l’on change de place."
Mishnah Maasrot 2:3,"Si l’on importe des fruits de Galilée en Judée, ou si l’on monte à Jérusalem, on peut en manger en route jusqu’à ce que l’on arrive à destination, et de même si on les remporte au lieu de départ. Selon R. Meir, on peut en manger jusqu’à l’arrivée au lieu où l’on se reposera le samedi. Quant aux marchands d’épices qui colportent dans les villes, ils peuvent manger de leurs fruits jusqu’à l’arrivée à l’endroit où ils passent la nuit. Selon R. Juda, dès l’arrivée à la première maison de la ville où l’on séjournera, la résidence est acquise (et la libération des dîmes est due)."
Mishnah Maasrot 2:4,"Lorsqu’on a prélevé l’oblation sacerdotale de certains fruits<sup>63</sup><i class=""footnote"">Cf. Babli, Betsa 35a.</i> avant l’achèvement de la rentrée (ce qui les rend aptes aux dîmes), il n’est plus permis, selon R. Eliézer, d’en manger même accidentellement, selon les autres sages, cela est permis, excepté pour le panier de figues (sa constitution lui donne de la valeur). Ainsi, lorsqu’on a prélevé l’oblation sacerdotale d’un panier de figues, il est encore permis, selon R. Simon, d’en manger passagèrement; selon les autres sages, c’est interdit."
Mishnah Maasrot 2:5,"Lorsqu’on dit à son prochain: “voici un issar<sup>64</sup><i class=""footnote"">Pour cette monnaie, ou as romain</i> pour lequel tu me donneras 5 figues”, il n’est pas permis d’en manger sans les rédimer (la vente implique ce devoir). Tel est l’avis de R. Meir. Selon R. Juda, si on en mange une à une, c’est permis; mais si l’on en réunit au moins deux, l’obligation de la dîme subsiste. R. Juda raconte que dans un jardin de roses à Jérusalem<sup>65</sup><i class=""footnote"">En raison des fleurs, l'accès n'était pas libre.</i>, le jardinier vendait pour un issar 3 ou 4 figues, et pourtant on n’en a jamais prélevé ni oblation ni dîme."
Mishnah Maasrot 2:6,"Lorsque l’on dit à son prochain: “Voici un issar, pour lequel je désire choisir dix figues”, il peut les choisir et les manger sans dîme (une à une); ou s’il offre le montant d’une grappe, il peut la manger grain à grain; ou s’il offre un issar pour une grenade au choix, il peut l’égrener (sans la détacher); ou s’il s’agit d’un melon, il peut en couper successivement des morceaux. Mais, s’il offre un issar en indiquant telles 20 figues, ou ces 2 grappes, ou ces 2 grenades, ou ces 2 melons, il peut en manger comme d’ordinaire, sans rédimer, parce qu’il a acquis ce qui adhérent à la terre (non soumis aux droits)."
Mishnah Maasrot 2:7,"Si quelqu’un prend un ouvrier à gage pour se faire aider à la cueillette des figues<sup>71</sup><i class=""footnote"">Cf. Babli, Baba Metsia 92a.</i>, et que celui-ci rappelle la condition de pouvoir en manger, il peut en effet en manger sans rédimer (Dt 23, 25). S’il établit la condition d’en manger lui et toute sa famille, ou d’en donner à son fils à manger à titre de salaire, lui seul peut en manger sans rédimer, mais non le fils. De même, s’il établit la condition d’en manger, pendant la cueillette et après, il ne peut en manger que pendant le travail sans rédimer; mais, pour ce qui suit, l’obligation de la dîme subsiste, parce qu’à ce moment l’autorisation d’en manger prescrite par la loi cesse. En règle générale, lorsque la loi permet d’en manger, on est dispensé des droits, mais non lorsqu’elle ne l’autorise plus."
Mishnah Maasrot 2:8,"Si l’ouvrier est en train de travailler dans les figues de mauvaise qualité, il ne pourra pas manger des blanches; s’il est occupé à ces dernières, il ne devra pas manger des mauvaises, mais il peut conserver son appétit et se retenir de manger, jusqu’à ce qu’il arrive aux bonnes. Si quelqu’un échange avec son prochain les figues vertes à manger, ou celles qui doivent sécher, ou si l’un doit manger les figues vertes, tandis que l’autre mangera les sèches, dans tous ces cas, l’obligation de la dîme subsiste (en raison de l’échange commercial). R. Juda dit: si on échange les figues vertes, on doit les dîmes; si on échange les sèches, on en est dispensé (il n’y a pas d’acquisition possible aussi longtemps que le travail de cueillette n’est pas achevé)."
Mishnah Maasrot 3:1,"Pendant que l’on passe des figues dans sa cour pour les mettre à sécher<sup>84</sup><i class=""footnote"">Cf. Babli, Betsa, 35b.</i>, toute la famille peut en manger sans rien rédimer. Quant aux ouvriers qui l’aident, s’ils n’ont pas de part à la nourriture, ils peuvent en manger passagèrement sans rédimer; mais si la nourriture est convenue et fait partie de leur salaire<sup>85</sup><i class=""footnote"">Légalement, ils n'ont pas de droits sur ces mêmes fruits, puisqu'ils sont à gage pour le transport seul.</i>, ils ne peuvent pas en manger sans dîme (c’est une commerce)."
Mishnah Maasrot 3:2,"Les ouvriers que l’on emmène aux travaux du champ (non pour cueillir les fruits), qui n’ont pas de part à la nourriture de la maison, peuvent en manger sans rédimer (c’est un cadeau reçu); mais si la nourriture entre dans les conventions faites comme salaire, ils ne peuvent manger des figues qu’un à une, ni du panier, ni de la hotte, ni des ballots de figues (à sécher)."
Mishnah Maasrot 3:3,"Si un ouvrier, pris à gage pour travailler aux olives<sup class=""footnote-marker"">91</sup><i class=""footnote"">Non pour les cueillir, mais pour émonder, ou sarcler, ou nettoyer.</i>, établit la condition de pouvoir en manger, il peut en manger une à une sans les rédimer; mais s’il les réunit, elles sont soumises à la dîme. S’il est engagé pour sarcler les oignons et qu’il établisse la condition d’en manger des feuilles vertes, il peut les couper isolément et en manger; mais s’il les réunit, il doit la dîme."
