Index Title,Nazir
Nazir 56b:4,"<sup>iv,2</sup> <b>R.</b> A͑<small>QIBA SAGTE</small> : I<small>CH DEDUZIERTE VOR</small> R. E<small>LIE͑ZER</small> : W<small>ENN DER</small> N<small>AZIR SICH SCHEREN MUSS WEGEN DER</small> B<small>ERÜHRUNG UND DES</small> T<small>RAGENS EINES GERSTENGROSSEN</small> K<small>NOCHENS, DER EINEN</small> M<small>ENSCHEN DURCH</small> B<small>EZELTUNG NICHT UNREIN MACHT, UM WIEVIEL MEHR MUSS DER</small> N<small>AZIR SICH SCHEREN WEGEN DER</small> B<small>ERÜHRUNG UND DES</small> T<small>RAGENS EINES</small> V<small>IERTEL</small>[<small>LOGS</small>] B<small>LUT, DAS EINEN</small> M<small>ENSCHEN DURCH</small> B<small>EZELTUNG UNREIN MACHT.</small> D<small>A SPRACH ER ZU MIR:</small> W<small>AS SOLL DIES,</small> A͑<small>QIBA; MAN DEDUZIERT HIERBEI NICHTS DURCH EINEN</small> [S<small>CHLUSS VOM</small>] L<small>EICHTEREN AUF DAS</small> S<small>CHWERERE.</small> A<small>LS ICH DARAUF ZU</small> R. J<small>EHOŠUA͑ KAM UND IHM DIES UNTERBREITETE, SPRACH ER ZU MIR</small>: D<small>U HAST RECHT, ABER SO HABEN SIE DIE</small> H<small>ALAKHA FESTGESETZT</small>."
Nazir 56b:5,GEMARA. Sie fragten : Besteht über den gerstengroßen Knochen eine
Nazir 57a:1,"Halakha$fn162, und [der Schluß] vom Leichteren auf das Schwerere soll hinsichtlich des Viertel[logs] Blut gefoIgert$fn163werden, und von einer Halakha ist [kein Schluß vom] Leichteren auf das Schwerere zu folgern, oder besteht über das Viertel[log] Blut eine Halakha$fn163, und vom gerstengroßen Knochen soll [durch einen Schluß] vom Leichteren auf das Schwerere gefolgert$fn163werden, und von einer Halakha ist kein [Schluß vom] Leichteren auf das Schwerere zu folgern? – Komm und höre: Über den gerstengroßen Knochen besteht eine Halakha, und hinsichtlich des Viertel[logs] Blut soll [ein Schluß] vom Leichteren auf das Schwerere gefolgert werden, und von einer Halakha ist nichts [durch einen Schluß vom] Leichteren auf das Schwerere zu folgern."
Nazir 57a:2,"<sup>i,1</sup> <b>W</b>ENN <small>JEMAND ZU ZWEI</small> N<small>AZIRÄERN</small>$fn1 <small>SPRICHT : ICH HABE GESEHEN, DASS EINER VON EUCH SICH VERUNREINIGT HAT, WEISS ABER NICHT, WER VON EUCH, SO MÜSSEN SIE</small>$fn2 <small>SICH SCHEREN UND</small> [<small>ZUSAMMEN</small>] <small>EIN</small> O<small>PFER DER</small> U<small>NREINHEIT UND EIN</small> O<small>PFER DER</small> R<small>EINHEIT DARBRINGEN, WOBEI EINER SPRECHE: BIN ICH DER</small> U<small>NREINE, SO SEI DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR MICH UND DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR DICH, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR MICH UND DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR DICH.</small> S<small>ODANN ZÄHLEN SIE DREISSIG</small> T<small>AGE</small>$fn3<small>UND BRINGEN EIN</small> O<small>PFER DER</small> R<small>EINHEIT, WOBEI EINER SPRECHE: BIN ICH DER</small> U<small>NREINE, SO SEI DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR MICH, DAS</small> O<small>PFER DER</small> R<small>EINHEIT</small>$fn4 <small>FÜR DICH UND DIESES SEI MEIN</small> O<small>PFER DER</small> R<small>EINHEIT, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR MICH, DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR DICH UND DIESES SEI DEIN</small> O<small>PFER DER</small> R<small>EINHEIT</small>."
Nazir 57a:3,"GEMARA. Er lehrt den Fall, wenn jemand zu zwei Naziräern spricht: ich habe gesehen, daß einer von euch sich verunreinigt hat, weiß aber nicht, wer von euch. Weshalb denn, hinsichtlich der zweifelhaften Unreinheit auf Privatgebiet$fn5 wird ja von der Ehebruchsverdächtigten$fn6 gefolgert: wie bei der Ehebruchsverdächtigten nur der Ehebrecher und die Ehebrecherin [zugegen sind], ebenso gilt dies$fn5 von jeder zweifelhaften Unreinheit nur auf Privatgebiet, wenn bis zwei Personen zugegen sind; hierbei aber sind es ja drei, die zwei Naziräer und dieser, der neben ihnen stand, somit ist dies eine zweifelhafte Unreinheit auf öffentlichem$fn7 Gebiete, und die zweifelhafte Unreinheit auf öffentlichem Gebiete gilt ja als rein!? Rabba b. R. Hona erwiderte: Wenn er sagt: ich habe gesehen, daß das Verunreinigende unter euch gekommen ist. R. Aši sagte: Dies ist auch zu beweisen, denn er lehrt: weiß aber nicht,"
Nazir 57b:1,wer von euch. Schließe hieraus.
Nazir 57b:2,"S<small>CHEREN UND</small> &amp;<small>C. DARBRINGEN.</small> Weshalb denn, vielleicht sind sie nicht unrein und vollziehen ein Rundscheren$fn8!? Šemuél erwiderte: Dies gilt von einer Frau und einem Minderjährigen$fn9. – Er könnte es ja auch auf Erwachsene beziehen [und erklären,] das Rundscheren des ganzen Kopfes$fn10gelte nicht als Rundscheren, da er aber nicht so erklärt, so ist hieraus zu entnehmen, Šemuél sei der Ansicht, das Rundscheren des ganzen Kopfes gelte als Rundscheren. Mar Zuṭra bezieht die Lehre Šemuéls auf den Schlußsatz: Wenn ein Nazir zweifelhaft unrein und zweifelhaft aussätzig ist, so darf er nach sechzig Tagen Heiliges essen und muß sich vierma$fn11scheren. Weshalb denn, er vollzieht ja ein Rundscheren!? Šemuél erwiderte: Dies gilt von einer Frau und einem Minderjährigen."
Nazir 57b:3,"R. Hona sagte: Wenn jemand einen Minderjährigen rundschert, so ist er schuldig$fn12. R. Ada b. Ahaba sprach zu R. Hona : Wer schert deine [Kinder]? Dieser erwiderte: Ḥoba$fn13. – Ḥoba wird ihre Kinder begraben ! Während der ganzen Lebenszeit des R. Ada b. Ahaba erhielten sich R. Hona keine Kinder. – Merke, beide sind ja der Ansicht, das Rundscheren des ganzen Kopfes gelte als Rundscheren$fn14, worin besteht nun ihr Streit? – R. Hona ist der Ansicht, [es heißt :]$fn15<i>ihr sollt die Ecke eures Haupthaares nicht rundscheren und die Ecke deines Bartes sollst du nicht zerstören;</i> wer [dem Verbote] des Zerstörens unterliegt, unterliegt auch dem des Rundscherens, Frauen aber, die dem des Zerstörens nicht unterliegen, unterliegen auch nicht dem des Rundscherens$fn16. R. Ada b. Ahaba aber ist der Ansicht, sowohl der Scherende als auch der Geschorene sei einbegriffen; der Scherende ist mit dem Geschorenen zu vergleichen: wenn der Geschorene strafbar ist, ist auch der Scherende strafbar, bei einem Minderjährigen aber, der selber nicht strafbar ist, ist auch der Scherende nicht strafbar."
Nazir 57b:4,"Es wäre anzunehmen, daß über das Rundscheren des ganzen Kopfes Tannaím streiten, denn die Rabbanan lehrten:$fn17<i>Sein Haupt;</i> was lehrt dies? Da es lieißt: <i>ihr sollt die Ecke eures Haupthaares nicht rundscneren,</i>"
Nazir 58a:1,"so könnte man glauben, dies gelte auch von einem Aussätzigen, so heißt es: <i>sein Haupt.</i> Ferner lehrt ein Anderes: <i>Sein Haupt;</i> was lehrt dies? Da es beim Nazir heißt:$fn17<i>ein Schermesser gehe nicht über sein Haupt,</i> so könnte man glauben, dies gelte auch vom aussätzigen Nazir$fn18, so heißt es: <i>sein Haupt.</i> Der Streit dieser Tannaím besteht wahrscheinlich in folgendem: derjenige, der es auf den Nazir bezieht, ist der Ansicht, das Rundscheren des ganzen Kopfes gelte nicht als Rundscheren, und der Schriftvers lehrt die Verdrängung des Verbotes und des Gebotes$fn19, und, der andere ist der Ansicht, das Rundscheren des ganzen Kopfes gelte als Rundscheren, und der Schriftvers lehrt die Verdrängung dieses Verbotes$fn20allein. Raba erwiderte: Alle sind der Ansicht, das Rundscheren des ganzen Kopfes gelte nicht als Rundscheren, und der Schriftvers bezieht sich auf den Fall, wenn er zuerst [die Ecken] und nachher [den ganzen Kopf] geschoren hat. Er ist, da er nicht strafbar wäre, wenn er sich mit einem Male geschoren hätte, auch dann nicht strafbar, wenn er sich zuerst [die Ecken] und nachher [den ganzen Kopf] geschoren hat. – Lehrt denn die Schrift solches, Reš Laqiš sagte ja, überall, wo du ein Gebot mit einem Verbote [zusammenstoßen] findest, sei es, wenn du beide aufrecht erhalten kannst, recht, wenn aber nicht, so komme das Gebot und verdränge das Verbot$fn21!? Vielmehr sind alle der Ansicht, das Rundscheren des ganzen Kopfes gelte als Rundscheren$fn22. – Woher weiß derjenige, nach dem der Schriftvers lehrt, daß [das Gebot] das Verbot und Gebot verdränge, daß dies auch von einem Verbote allein$fn23gelte? – Er folgert dies von den Çiçithfaden$fn24. Die Schrift sagt:$fn25<i>du sollst kein Mischgewebe tragen,</i> und hierzu wird gelehrt: <i>du sollst kein Mischgewebe tragen,</i> wohl aber darfst du dir aus solchen Çiçithfaden machen. – Weshalb folgert derjenige, der dies aus [dem Worte] <i>Haupt</i> folgert, es nicht von den Çiçithfaden!? – Er kann dir erwidern: [dieser Schriftvers] deutet auf eine Lehre Rabas. Raba wies nämlich auf einen Widerspruch hin: es heißt:$fn26<i>sie sollen an der Zipfelquaste einen purpurblauen Faden anbringen,</i> von der Art des Zipfels, und es heißt:$fn25<i>Wolle und Flachs zusammen;</i> wie ist dies$fn27zu erklären? Wolle und Flachs sind zulässig sowohl für dieselbe Art$fn28als auch für andere Arten, alles andere aber ist zulässig nur für dieselbe Art, nicht aber für andere Arten. – Woher weiß der Autor, der aus [dem Worte] <i>Haupt</i> [die Verdrängung] eines Verbotes allena entnimmt, daß ein Gebot ein Verbot und Gebot verdränge!? – Er entnimmt dies aus [dem Worte] <i>seinen Bart.</i> Es wird nämlich gelehrt: <i>Seinen Bart;</i> was lehrt dies? Da es heißt:$fn29<i>die Ecke ihres Bartes sollen sie nicht scheren,</i> so könnte man glauben, dies gelte auch von einem aussätzigen Priester, so heißt es <i>seinen Bart</i>$fn30. – Sollte doch derjenige, der [die Verdrängung] eines Gebotes und Verbotes aus [dem Worte] <i>sein Haupt</i> entnimmt, es aus [dem Worte] <i>seinen Bart</i> entnehmen!? – Wir wissen, daß sonst ein"
Nazir 58b:1,"Gebot nicht ein Verbot und Gebot verdränge, und nach deiner Auffassung sollte doch vom [aussätzigen] Priester gefolgert werden, daß es wohl [beide] verdränge!? Vielmehr ist vom Priester nicht zu folgern, da es sich bei einem Priester um ein Verbot handelt, das nicht für jeden anderen gilt, ebenso ist auch hinsichtlich des Nazirs nicht vom Priester zu folgern, da es ein Verbot ist, das nicht für jeden anderen gilt. – Wozu ist nach demjenigen, der [das Wort] <i>sein Haupt</i> auf den Nazir bezieht, [das Wort] <i>seinen Bart</i> nötig? – Wegen der folgenden Lehre: <i>Seinen</i> <i>Bart;</i> was lehrt dies? Da es heißt: <i>die Ecke ihres Bartes sollen sie nicht scheren,</i> so könnte man glauben, dies gelte auch von einem aussätzigen Priester, so heißt es <i>seinen Bart.</i> – Woher, daß mit einem Schermesser? – Es wird gelehrt: <i>Die Ecke ihres Bartes sollen sie nicht scheren;</i> man könnte glauben, er sei schuldig, auch wenn er ihn mit einer Schere geschoren hat, so heißt es:$fn31<i>sollst du nicht zerstören.</i> Aus [dem Worte] <i>zerstören</i> könnte man entnehmen, man sei schuldig, auch wenn man ihn mit einer Zange oder einer Feile entfernt hat, so heißt es: <i>die Ecke ihres Bartes sollen sie nicht scheren,</i> und ein Zerstören erfolgt beim Scheren nur dann, wenn es mit einem Schermesser geschieht. – Wozu heißt es nach demjenigen, der aus [dem Worte] <i>sein Haupt</i> hinsichtlich eines Verbotes allein folgert, sowohl <i>sein Haupt</i> als auch <i>seinen Bart,</i> aus jenem ist ja sowohl die Verdrängung eines Verbotes allein als auch die Verdrängung eines Verbotes und Gebotes zu entnehmen, denn da sie gleichwertig sind, ist aus ihnen beides zu entnehmen!? – Hinsichtlich des Priesters ist nicht vom Nazir zu folgern, weil bei diesem die Auflösung möglich ist, und hinsichtlich des Nazirs ist nicht vom Priester zu folgern, weil es bei diesem ein Verbot ist, das nicht für jeden anderen gilt. Und auch sonst ist von diesen nicht zu folgern, weil zu erwidern ist, wie wir eben erwidert haben."
Nazir 58b:2,"Rabh sagte: man darf seinen ganzen Körper mit einem Schermesser enthaaren$fn32. Man wandte ein: Wer das Haar der Achselhöhle und an der Scham entfernt, erhält Geißelhiebe!? – Das eine mit einem Schermesser und das andere mit einer Schere. – Rabh spricht ja ebenfalls von einem Schermesser !? – Wie mit einem Schermesser$fn33."
Nazir 58b:3,"R. Ḥija b. Abba sagte im Namen R. Joḥanans: Wer das Haar der Achselhöhle und das Haar an der Scham entfernt, erhält Geißelhiebe. Man wandte ein: Die Entfernung des Haares$fn34ist nicht nach der Tora, sondern nur rabbanitisch [verboten]!? – Auch die Geißelhiebe, wovon er spricht, sind rabbanitisch. Manche lesen : R. Ḥija b. Abba sagte im Namen R. Joḥanans: Wer das Haar der Achselhöhle und an der Scham entfernt, erhält Geißelhiebe wegen [des Verbotes :]$fn35<i>ein Mann soll nicht Frauenkleider anlegen.</i> Man wandte ein: Die Entfernung des Haares ist nicht nach der Tora, sondern nur rabbanitisch [verboten] !? – Er ist der Ansicht des Autors der folgenden Lehre: Wer das Haar der Achselhöhle und an der Scham entfernt, begeht das Verbot: <i>ein Mann soll nicht</i> <i>Frauenkleider anlegen.</i> – Wofür verwendet jener Autor [den Vers:] <i>ein Mann soll nicht anlegen</i>!? – Diesen verwendet er für folgende Lehre: <i>Eine Frau soll nicht Männertracht tragen;</i> was lehrt dies: wenn etwa, daß ein Mann nicht Frauenkleider und eine Frau nicht Männerkleider anlege, so heißt es ja :$fn36<i>das ist ein Gräuel,</i> und dies ist ja kein Gräuel. Vielmehr, daß ein Mann nicht Frauenkleider anlege und zwischen Frauen weile, und eine Frau nicht Männerkleider anlege und zwischen Männern weile. R. Elie͑zer b. Ja͑qob sagte : Woher, daß eine Frau nicht mit Waffen in den Krieg ziehe? Es heißt: <i>eine Frau soll nicht Männertracht tragen. Ein Mann soll nicht Frauenkleider anlegen,</i> daß ein Mann nicht die Kosmetika einer Frau anwende. R. Naḥman sagte : Einem Nazir ist es$fn37erlaubt. Die Halakha ist aber nicht wie er."
Nazir 58b:4,"Die Jünger sprachen zu R. Šimo͑n b. Abba : Wir sahen, daß R. Joḥanan keines$fn38hatte. Er erwiderte ihnen : Ihm war es durch das Alter ausgefallen."
Nazir 58b:5,"Einst sollte jemand vor R. Ami gegeißelt werden, und als man ihm die Achselhöhle entblößte, sah er, daß diese nicht geschoren war. Da sprach R. Ami zu ihnen : Laßt ihn, er gehört zu den Genossen."
Nazir 58b:6,"Rabh fragte R. Ḥija: Darf man sich da scheren? Dieser erwiderte: Es ist verboten. Jener sprach: [Das Haar] wächst$fn39ja aus. Dieser erwiderte: Fürstensohn$fn40, es hat eine Grenze; je mehr es wächst, desto mehr fällt es aus."
Nazir 58b:7,"Rabh fragte R. Ḥija: Darf man sich da kratzen$fn41? Dieser erwiderte: Es ist verboten. – Mit einem Gewände? Dieser erwiderte: Es ist erlaubt. Manche sagen, er habe ihn gefragt, ob es beim Gebete$fn42mit einem Gewände erlaubt sei, und dieser erwiderte ihm, es sei verboten. Die Halakha ist aber nicht wie er."
Nazir 58b:8,
Nazir 59a:1,"<sup>i,2</sup> <b>I</b><small>ST EINER VON IHNEN</small>$fn43<small>GESTORBEN, SO BITTE DER ANDERE, WIE</small> R. J<small>EHOŠUA͑ SAGT, EINEN VON DER</small> S<small>TRASSE, DASS ER EIN ENTSPRECHENDES</small> N<small>AZIRAT GELOBE</small>$fn44, <small>UND SPRECHE ZU IHM: BIN ICH DER</small> U<small>NREINE, SO SEI SOFORT</small> N<small>AZIR, UND BIN ICH DER</small> R<small>EINE, SO SEI NACH DREISSIG</small> T<small>AGEN</small> N<small>AZIR.</small> S<small>ODANN ZÄHLEN SIE DREISSIG</small> T<small>AGE UND BRINGEN EIN</small> O<small>PFER DER</small> U<small>NREINHEIT UND EIN</small> O<small>PFER DER</small> R<small>EINHEIT, WOBEI DIESER SPRECHE: BIN ICH DER</small> U<small>NREINE SO SEI DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR MICH UND DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR DICH, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR MICH UND DAS</small> O<small>PFER DER</small> U<small>NREINHEIT WEGEN DES</small> Z<small>WEIFELS.</small> H<small>IERAUF ZÄHLEN SIE WIEDERUM DREISSIG</small> T<small>AGE UND BRINGEN EIN</small> O<small>PFER DER</small> R<small>EINHEIT, WOBEI DIESER SPRECHE</small> : <small>BIN ICH DER</small> U<small>NREINE, SO SEI DAS</small> O<small>PFER DER</small> U<small>NREINHEIT FÜR MICH, DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR DICH, UND DIESES SEI MEIN</small> O<small>PFER DER</small> R<small>EINHEIT, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS</small> O<small>PFER DER</small> R<small>EINHEIT FÜR MICH, DAS</small> O<small>PFER DER</small> U<small>NREINHEIT WEGEN DES</small> Z<small>WEIFELS, UND DIESES SEI DEIN</small> O<small>PFER DER</small> R<small>EINHEIT.</small> B<small>EN</small> Z<small>OMA SPRACH ZU IHM:</small> W<small>ER WIRD AUF IHN HÖREN, EIN ENTSPRECHENDES</small> N<small>AZIRAT ZU GELOBEN</small>!? V<small>IELMEHR BRINGE ER EIN</small> G<small>EFLÜGELSÜNDOPFER UND EIN</small> V<small>IEHBRANDOPFER, WOBEI ER SPRECHE: BIN ICH DER</small> U<small>NREINE, SO SEI DAS</small> S<small>ÜNDOPFER MEIN PFLICHTGEMÄSSES UND DAS</small> B<small>RANDOPFER EIN FREIWILLIGES, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS</small> B<small>RANDOPFER MEIN PFLICHTGEMÄSSES UND DAS</small> S<small>ÜNDOPFER DES</small> Z<small>WEIFELS WEGEN.</small> S<small>ODANN ZÄHLE ER DREISSIG</small> T<small>AGE UND BRINGE DAS</small> O<small>PFER DER</small> R<small>EINHEIT UND SPRECHE: BIN ICH DER</small> U<small>NREINE, SO SEI DAS ERSTE</small> B<small>RANDOPFER EIN FREIWILLIGES UND DIESES DAS PFLICHTGEMÄSSE, UND BIN ICH DER</small> R<small>EINE, SO SEI DAS ERSTE</small> B<small>RANDOPFER DAS PFLICHTGEMÄSSE, DIESES EIN FREIWILLIGES UND DIE ANDEREN MEINE ÜBRIGEN</small>$fn44O<small>PFER</small>. R. J<small>EHOŠUA͑ ENTGEGNETE</small> : D<small>EMNACH BRINGT DIESER SEINE</small> O<small>PFER GETEILT</small>$fn45! D<small>IE</small> W<small>EISEN ABER PFLICHTETEN</small> B<small>EN</small> Z<small>OMA BEI</small>."
Nazir 59a:2,"GEMARA. Soll er sie doch so$fn46bringen !? R. Jehuda erwiderte im Namen Šemuéls: R. Jehošua͑ sagte es nur, um den Scharfsinn der Schüler zu wecken. R. Naḥman sagte : Was kann R. Jehošua͑ tun, damit die Eingeweide nicht stinken$fn47."
Nazir 59a:3,"<sup>ii</sup> <b>W</b><small>ENN EIN</small> N<small>AZIR ZWEIFELHAFT UNREIN UND ZWEIFELHAFT AUSSÄTZIG IST, SO DARF ER NACH SECHZIG</small> T<small>AGEN</small>$fn48H<small>EILIGES ESSEN UND NACH HUNDERTUNDZWANZIG</small> T<small>AGEN</small> W<small>EIN TRINKEN UND SICH AN</small> T<small>OTEN VERUNREINIGEN, DENN DAS</small> S<small>CHEREN WEGEN DES</small> A<small>USSATZES VERDRÄNGT DAS</small> S<small>CHEREN WEGEN DES</small> N<small>AZIRATES NUR DANN, WENN ES SICHER ZU ERFOLGEN HAT, NICHT ABER, WENN ES ZWEIFELHAFT IST</small>$fn49."
