Index Title,Nedarim
Nedarim 77b:2,"Rabba sagte im Namen R. Naḥmans: Die Halakha ist, die Auflösung von Gelübden kann erfolgen stehend, durch einen einzelnen, nachts, am Šabbath, durch Verwandte, und [am Šabbath], auch wenn dafür am Tage Zeit war. – Wieso stehend, es wird ja gelehrt: Da stieg R. Gamliél vom Esel, hüllte sich ein, setzte sich nieder und löste ihm sein Gelübde$fn135auf!? – R. Gamliél ist der Ansicht, man gebe ihm keine Anleitung$fn136zum Bereuen, vielmehr muß das Gelübde annulliert werden, und dies erfordert ein Nachdenken, daher setzte er sich nieder; R. Naḥman aber ist der Ansicht, man gebe ihm eine Anleitung zum Bereuen, somit kann es auch stehend erfolgen."
Nedarim 77b:3,"Raba sprach zu R. Naḥman: Hat der Meister jenen Jünger gesehen, der aus dem Westen kam und erzählte, die Rabbanan hätten sich mit dem Sohne des R. Hona b. Abin befaßt und ihm sein Gelübde aufgelöst, indem sie zu ihm sprachen: geh, bete um Erbarmen für deine Seele, denn du hast$fn137gesündigt. R. Dimi, der Bruder R. Saphras, lehrte nämlich: Wer ein Gelübde tut, auch wenn er es hält, heißt Sünder. R. Zebid sagte: Hierauf deutet folgender Schriftvers:$fn138<i>wenn du zu geloben vermeidest, wird an dir keine Sünde sein</i>; wenn du aber nicht vermeidest, ist eine Sünde vorhanden."
Nedarim 77b:4,"Es wird gelehrt: Wenn jemand zu seiner Frau sagt: jedes Gelübde, das du tust: ich will nicht, daß du gelobest, [oder:] es sei kein Gelübde, so hat er nichts gesagt; [sagt er:] du hast recht getan, ich$fn139hätte es ebenso getan, hättest du nicht gelobt, so würde ich dich mit dem Gelübde belegt haben, so sind seine Worte gültig$fn140."
Nedarim 77b:5,"Man sage am Šabbath nicht zu seiner Frau: es sei dir aufgehoben, es sei nichtig, wie man zu ihr am Wochentage sagt, vielmehr sage man ihr: nimm$fn141und iß, nimm und trink, und das Gelübde wird von selbst nichtig. R. Joḥanan sagte: Jedoch muß man im Herzen [das Gelübde] als nichtig erklären."
Nedarim 77b:6,"Es wird gelehrt: Die Schule Šammajs sagt, am Šabbath erkläre man es im Herzen als nichtig, am Wochentage bringe man es mit den Lippen hervor; die Schule Hillels sagt, an diesem und an jenem erkläre man es im Herzen als nichtig, und man brauche es nicht mit den Lippen hervorzubringen."
Nedarim 77b:7,"R. Joḥanan sagte: Wenn der Gelehrte$fn142die Formel des Ehemannes$fn143 oder der Ehemann die Formel des Gelehrten$fn144gebraucht, so hat er nichts gesagt. Es wird nämlich gelehrt:$fn145<i>Das ist das Wort</i>; der Gelehrte kann [ein Gelübde] auflösen, nicht aber kann der Ehemann es$fn146auflösen. Man könnte nämlich [folgern:] wenn der Gelehrte, der es nicht aufheben kann, es auflösen kann, wie sollte der Ehemann, der es aufheben kann, es nicht auflösen können!? Daher heißt es: <i>das ist das Wort</i>, der"
Nedarim 78a:1,"Gelehrte kann es auflösen, nicht aber kann der Ehemann es auflösen. Ein Anderes lehrt: <i>Das ist das Wort</i>, der Ehemann kann [das Gelübde] aufheben, nicht aber kann der Gelehrte es aufheben. Man könnte nämlich [folgern:] wenn der Ehemann, der es nicht auflösen kann, es aufheben kann, wie sollte der Gelehrte, der es auflösen kann, es nicht aufheben können!? Daher heißt es: <i>das ist das Wort</i>, der Ehemann kann es aufheben, nicht aber kann der Gelehrte es aufheben."
Nedarim 78a:2,"Hierbei heißt es: <i>das ist das Wort</i>, und dort beim außerhalb$fn147Geschlachteten heißt es:$fn148<i>das ist das Wort</i>, wie beim außerhalb Geschlachteten Ahron, seine Söhne und ganz Jisraél, ebenso im Abschnitte von den Gelübden Ahron, seine Söhne und ganz Jisraél, und wie hierbei die Stammeshäupter$fn149, ebenso dort die Stammeshäupter. – Von welcher Bedeutung ist dies$fn150beim Abschnitte von den Gelübden? R. Aḥa b. Ja͑qob erwiderte: Daß drei Laien zulässig$fn151sind. – Es heißt ja aber: $fn152<i>die Stammeshäupter</i>!? R. Ḥisda, nach anderen R. Joḥanan, erwiderte: Ein einzelner Autorisierter. – Von welcher Bedeutung sind die Stammeshäupter beim außerhalb Geschlachteten? R. Šešeth erwiderte: Dies besagt, daß es beim Heiligen ein Nachsuchen$fn153gibt. – Worauf deutet nach der Schule Šammajs, welche sagt, beim Heiligen gebe es kein Nachsuchen, [das Wort] <i>die Stammeshäupter</i> beim außerhalb Geschlachteten? – Die Schule Šammajs hält nichts von der Wortanalogie. – Wozu heißt es im Abschnitte von den Gelübden: <i>das ist das Wort</i>? – Um zu sagen, nur der Gelehrte könne [das Gelübde] auflösen, nicht aber könne der Ehemann es auflösen; nur der Ehemann könne es aufheben, nicht aber könne der Gelehrte es aufheben. – Wozu heißt es beim außerhalb Geschlachteten <i>dies ist das Wort</i>? – Um zu sagen, man sei schuldig nur wegen des Schlachtens, nicht aber wegen des Abkneifens$fn154. – Woher ist nach der Schule Šammajs$fn155zu entnehmen, daß drei Laien zulässig$fn156sind? – Sie entnimmt dies aus einer Lehre des R. Asi b. Nathan: Es heißt:$fn157<i>und Moše sagte den Kindern Jisraél die Feste des Herrn</i>. Hierzu wird gelehrt: R. Jose der Galiläer sagte: Die Feste sind ihnen gesagt worden, nicht aber der gewöhnliche Šabbath$fn158mit ihnen. Ben A͑zaj sagte: Die Feste sind ihnen gesagt worden, nicht aber der Abschnitt von den Gelübden mit ihnen."
Nedarim 78a:3,"R. Asi b. Nathan war diese Barajtha schwierig; da ging er zu R. Šešeth nach Nehardea͑, wo er ihn nicht traf, und folgte ihm nach Maḥoza. Er sprach zu ihm: Wieso heißt es, die Feste des Herrn seien ihnen gesagt worden, nicht aber der gewöhnliche Šabbath mit ihnen, der Šabbath wird ja mit ihnen$fn159genannt!? Und wieso heißt es ferner, die Feste des Herrn seien ihnen gesagt worden, nicht aber der Abschnitt von den Gelübden mit ihnen, er steht ja daneben$fn160geschrieben!? Dieser erwiderte:"
Nedarim 78b:1,"Er meint es wie folgt: die Feste des Herrn benötigen der Weihung$fn161 durch das Gericht, der gewöhnliche Šabbath benötigt nicht der Weihung durch das Gericht; die Feste des Herrn benötigen eines Autorisierten, nicht aber benötigt [die Auflösung von] Gelübden eines Autorisierten, vielmehr genügt auch ein Laiengericht. – Im Abschnitte von den Gelübden heißt es ja aber <i>die Stammeshäupter</i>!? R. Ḥisda, nach anderen R. Joḥanan, erwiderte: Ein einzelner Autorisierter."
Nedarim 78b:2,"R. Ḥanina sagte: Schweigt er, um sie zu kränken, so kann er es auch von jetzt ab bis nach zehn Tagen$fn162aufheben. Raba wandte ein: Nur dann sagten sie, wenn der Ehemann gestorben ist, gehe die Gewalt auf den Vater über, wenn der Ehemann es nicht gehört hat, oder gehört$fn163und aufgehoben hat, oder gehört und geschwiegen hat und am selben Tage gestorben ist, wenn er es aber gehört und bestätigt hat, oder gehört und geschwiegen hat und am folgenden Tage gestorben ist, so kann er es nicht aufheben. Doch wohl, wenn er geschwiegen hat, um sie zu kränken!? – Nein, wenn er geschwiegen hat, um es zu bestätigen. – Demnach ist dies ja dasselbe, was gehört und bestätigt!? – Vielmehr, wenn er ohne Absicht geschwiegen hat. R. Ḥisda wandte ein: Strenger ist die Bestätigung als die Aufhebung und die Aufhebung als die Bestätigung. Strenger ist die Bestätigung, denn das Schweigen bestätigt, aber das Schweigen"
Nedarim 79a:1,"hebt nicht auf; hat er es im Herzen bestätigt, so ist es bestätigt, hat er es im Herzen aufgehoben, so ist es nicht aufgehoben. Hat er es bestätigt, so kann er es nicht mehr aufheben, hat er es aufgehoben, so kann er es nicht mehr bestätigen. Er lehrt also, das Schweigen bestätige; doch wohl, wenn er schweigt, um sie zu kränken!? – Nein, wenn er schweigt, um es zu bestätigen. – Dies ist ja dasselbe, was im Herzen bestätigt!? – Vielmehr, wenn er ohne Absicht schweigt. – Wir finden nun, daß die Bestätigung strenger ist als die Aufhebung, wieso die Aufhebung als die Bestätigung? – R. Joḥanan sagte, man suche nach wegen der Bestätigung und man suche nicht nach wegen der Aufhebung. R. Kahana wandte ein:$fn164<i>Wenn ihr Mann dazu schweigt &amp;c</i>.; die Schrift spricht von dem Falle, wenn er schweigt, um sie zu kränken. Du sagst, wenn er schweigt, um sie zu kränken, vielleicht ist dem nicht so, sondern wenn er schweigt, um es zu bestätigen? Wenn es heißt:$fn164<i>denn er hat dazu geschwiegen</i>, so spricht ja die Schrift von dem Falle, wenn er schweigt, um es zu bestätigen, worauf beziehe ich nun [die Worte] <i>wenn ihr Mann dazu schweigt</i>? Wenn er schweigt um sie zu kränken. – Eine Widerlegung. – Sollte er doch das eine auf den Fall beziehen, wenn er schweigt, um es zu bestätigen, und das andere auf den Fall, wenn er ohne Absicht schweigt!? – Es sind überflüssige Schriftworte$fn165vorhanden. Raba wandte ein: Gelobt sie bei einbrechender Dunkelheit, so kann er es aufheben, solange es nicht dunkel ist; ist es dunkel geworden, ohne daß er es aufgehoben hat, so kann er es nicht mehr aufheben. Weshalb denn, dies sollte doch$fn166ebenso sein, wie wenn er schweigt, um sie zu kränken!? – Eine Widerlegung. R. Aši wandte ein: [Sagt er$fn167:] ich wußte wohl, daß man Gelübde tun kann, wußte aber nicht, daß man sie aufheben kann, so kann er es$fn168aufheben; [siagt er:] ich wußte wohl, daß man [Gelübde] aufheben kann, wußte aber nicht, daß dies ein Gelübde ist, so kann er es, wie R. Meír sagt, nicht aufheben, und wie die Weisen sagen, aufheben. Weshalb denn, dies sollte doch$fn169ebenso sein, wie wenn er schweigt, um sie zu kränken!? – Eine Widerlegung."
Nedarim 79a:2,"<sup>i</sup> <b>F</b>OLGENDE G<small>ELÜBDE KANN ER AUFHEBEN</small>: D<small>INGE</small> [<small>BETREFFEND</small>], <small>DIE EINE</small> K<small>ASTEIUNG DES</small> L<small>EIBES</small>$fn1 <small>SIND: WENN ICH BADE, ODER: WENN ICH NICHT BADE, WENN ICH MICH SCHMÜCKE, ODER: WENN ICH MICH NICHT</small>"
Nedarim 79b:1,"<small>SCHMÜCKE</small>. R. J<small>OSE SPRACH</small>: D<small>IES SIND KEINE</small> G<small>ELÜBDE DER</small> K<small>ASTEIUNG DES</small> L<small>EIBES</small>. <sup>ii</sup> F<small>OLGENDES</small> [<small>VIELMEHR</small>] <small>SIND</small> G<small>ELÜBDE DER</small> K<small>ASTEIUNG DES</small> L<small>EIBES</small>. S<small>AGT SIE</small>: Q<small>ONAM SEIEN MIR DIE</small> F<small>RÜCHTE DER</small> W<small>ELT, SO KANN ER ES AUFHEBEN</small>; [<small>SAGT SIE</small>: Q<small>ONAM</small>] <small>SEIEN MIR DIE</small> F<small>RÜCHTE DIESER</small> P<small>ROVINZ, SO HOLE ER SIE IHR AUS EINER ANDEREN</small> P<small>ROVINZ</small>$fn2. [S<small>AGT SIE</small>: Q<small>ONAM</small>] <small>SEIEN MIR DIE</small> F<small>RÜCHTE DIESES</small> K<small>RÄMERS, SO KANN ER ES NICHT AUFHEBEN</small><sup><endnote1>2</endnote1></sup>; <small>ERHÄLT ER ABER SEINEN</small> U<small>NTERHALT</small>$fn3 <small>NUR VON DIESEM, SO KANN ER ES AUFHEBEN – SO</small> R. J<small>OSE</small>."
Nedarim 79b:2,"GEMARA. Er kann somit nur Gelübde der Kasteiung des Leibes aufheben, die aber keine Kasteiung des Leibes betreffen, kann er nicht aufheben, dagegen aber wird gelehrt: $fn4<i>Zwischen einem Manne und seinem Weibe, zwischen einem Vater und seiner Tochter</i>, dies lehrt, daß der Ehemann Gelübde über zwischen ihm und ihr vorgehende Dinge aufheben kann!? – Ich will dir sagen, aufheben kann er diese und jene, jedoch kann er [Gelübde] der Kasteiung des Leibes für immer aufbeben, für die keine Kasteiung des Leibes betreffenden aber besteht die Aufhebung nur solange sie bei ihm ist, und sobald sie von ihm geschieden wird, wird sie vom Gelübde erfaßt. Zwischen ihm und ihr vorgehende Dinge, nur wenn sie keine Kasteiung des Leibes sind, sind sie aber eine Kasteiung des Leibes, wird sie vom Gelübde überhaupt nicht erfaßt. – Wird sie denn [von Gelübden], die keine Kasteiung des Leibes sind, sobald sie von ihm geschieden wird, erfaßt, wir haben ja gelernt; R. Joḥanan b. Nuri sagt, er hebe es auf, denn er könnte sich von ihr scheiden lassen und sie ihm verboten bleiben. Demnach bleibt, wenn er es ihr aufhebt und sich von ihr scheiden läßt, die Aufhebung bestehen!? – Ich will dir sagen, die Aufhebung bleibt bei diesen und jenen bestehen, nur kann er Gelübde der Kasteiung des Leibes [für immer] aufheben, sowohl für sich als auch für andere$fn5, die keine Kasteiung des Leibes betreffenden aber kann er nur für sich$fn6 aufheben und nicht für andere. Er lehrt wie folgt: Folgende Gelübde kann er aufheben, sowohl für sich als auch für andere: Gelübde, die eine Kasteiung des Leibes sind."
Nedarim 79b:3,"W<small>ENN ICH BADE</small>. Wie soll sie gesagt haben: wollte man sagen, wenn sie gesagt hat: Qonam seien mir die Früchte der Welt, falls ich bade, so ist ja keine Aufhebung nötig$fn7, bade sie nicht, so werden ihr die Früchte der Welt nicht verboten sein!? Und wieso sagt ferner R. Jose, dies sei keine Kasteiung des Leibes, wenn sie badet, sind ihr ja die Früchte der Welt verboten!? Und wenn sie gesagt hat: Qonam sei mir"
Nedarim 80a:1,"der Genuß des Badens für immer, falls ich bade, und er hebe es ihr auf, weil sie sonst nichts machen kann: badet sie, so wird ihr der Genuß des Badens verboten, badet sie nicht, so ist sie der Verwahrlosung ausgesetzt. R. Jose aber ist der Ansicht, mag sie nicht baden, und man berücksichtige die Verwahrlosung nicht, so sollte er doch wie folgt lehren: R. Jose sagt, in dieser Bedingung liege keine Kasteiung des Leibes. – Vielmehr, wenn sie gesagt hat: [Qonam] sei mir der Genuß des Badens für immer, falls ich heute bade, und R. Jose ist der Ansicht, die Verwahrlosung für den einen Tag sei keine Verwahrlosung. – Du lehrest: wenn ich bade,"
Nedarim 80b:1,"oder: wenn ich nicht bade. In welchem Falle: wollte man sagen, wenn sie gesagt hat: der Genuß des Badens sei mir für immer verboten, wenn ich heute nicht bade, so ist ja keine Aufhebung nötig, bade sie doch!? R. Jehuda erwiderte: Wenn sie gesagt hat: der Genuß des Badens sei mir für immer verboten, wenn ich nicht im Weichwasser$fn8 bade. – Dem entsprechend: wenn ich mich schmücke, oder: wenn ich mich nicht schmükke, nämlich mit Naphta, – dies ist ja eine Sudelung$fn9!? R. Jehuda erwiderte: Wenn sie gesagt hat: [Qonam] sei mir der Genuß des Badens für immer, wenn ich heute bade, und ein Schwur, daß ich nicht bade; [Qonam] sei mir der Genuß des Schmückens für immer, wenn ich mich heute schmücke, und ein Schwur, daß ich mich nicht schmücke. Rabina sprach zu R. Aši: Hiervon müßte er ja lehren: folgende sind Gelübde und Schwüre!? Dieser erwiderte: Lies: folgende sind Gelübde und Schwüre. Wenn du aber willst, sage ich: auch Schwüre heißen Gelübde, denn wir haben gelernt: [Sagt jemand:] wie die Gelobte der Frevler, so ist dies ein Gelübde des Nazirates, des Opfers und des Eides$fn10. – Sagten denn die Rabbanan vom Baden, die Unterlassung desselben sei eine Kasteiung des Körpers, ich will auf einen Widerspruch hinweisen: Obgleich dies alles$fn11verboten ist, so ist mit der Ausrottungsstrafe$fn12nur das Essen und Trinken und die Arbeitsleistung belegt. Wenn du nun sagst, nicht baden sei eine Kasteiung, so sollte man doch, wenn man am Versöhnungstag badet, sich der Ausrottung schuldig machen!? Raba erwiderte: Es ist auf das Thema der Schrift zu achten; beim Versöhnungstage heißt es:$fn13<i>ihr sollt eure Leiber kasteien</i>, eine Kasteiung, die dann zu merken$fn14 ist, während [die Unterlassung des] Badens eine Kasteiung ist, die dann nicht zu merken$fn15ist, bei den Gelübden aber heißt es: <i>irgend ein Gelübde oder ein Schwur der Enthaltung, den Leib zu kasteien</i>, was zur Kasteiung gereicht, und wenn sie nicht badet, so gereicht es ihr zur Kasteiung. – Ich will auf einen Widerspruch hinweisen, in dem R. Jose sich befindet: Von einer den Stadtleuten gehörenden Quelle$fn16[gilt folgendes]: von ihrem Leben und dem Leben anderer geht ihr Leben dem Leben anderer vor; von ihrem Vieh und dem Vieh anderer geht ihr Vieh dem Vieh anderer vor; von ihrer Wäsche und der Wäsche anderer geht ihre Wäsche der Wäsche anderer vor; vom Leben anderer und ihrer Wäsche geht das Leben anderer ihrer Wäsche vor. R. Jose sagt, ihre Wäsche gehe dem Leben anderer vor. Wenn R. Jose sogar von der Wäsche sagt, es sei$fn17"
Nedarim 81a:1,"eine Qual, um wieviel mehr gilt dies vom Körper selbst!? – Ich will dir sagen, nach R. Jose ist die Wäsche [zu entbehren] tatsächlich schwerer. Šemuél sagte nämlich: Der Kopf schmutz bringt zur Blindheit, der Kleiderschmutz bringt zum Irrsinn, der Körperschmutz bringt zu Ausschlägen und Blattern$fn18."
Nedarim 81a:2,"Von dort ließen sie sagen: Seid vorsichtig mit dem Schmutze; seid vorsichtig mit der Gesellschaft$fn19; seid vorsichtig mit den Kindern der Armen, denn von diesen geht die Tora aus, wie es heißt:$fn20<i>Wasser fließt aus seinem Eimer</i>, von ihnen$fn21geht die Tora aus. – Weshalb pflegen von Schriftgelehrten nicht Kinder hervorzugehen, die Schriftgelehrte sind? R. Joseph erwiderte: Damit man nicht sage, die Tora sei ihr Erbe. R. Šiša, Sohn des R. Idi, erwiderte: Damit sie sich nicht über die Gemeinde erheben. Mar Zuṭra erwiderte: Weil sie sich über die Gemeinde erheben. R. Aši erwiderte: Weil sie die Leute Esel$fn22nennen. Rabina erwiderte: Weil sie nicht vorher$fn23den Segen über die Tora sprechen. R. Jehuda sagte nämlich im Namen Rabhs: Es heißt:$fn24<i>Wer ist der weise Mann, der dies begreife</i>. Über diese Sache wurden die Weisen befragt und die Propheten, und sie beantworteten es nicht, bis der Heilige, gepriesen sei er, es selber beantwortete, denn es heißt:$fn25<i>und der Herr sprach: weil sie meine Lehre verlassen haben &amp;c.</i>$fn25<i>Nicht auf meine Stimme gehört</i> und <i>ihr nicht gefolgt</i> ist ja dasselbe!? Dies erklärte R. Jehuda im Namen Rabhs, sie sprachen nicht vorher den Segen über die Tora."
Nedarim 81a:3,"Isi b. Jehuda kam drei Tage nicht ins Lehrhaus R. Joses. Da traf ihn Vardimos b. R. Jose und sprach zu ihm: Weshalb kam der Meister seit drei Tagen nicht in das Lehrhaus des Vaters? Dieser erwiderte: Ich verstehe die Begründung [der Lehren] deines Vaters nicht, wie sollte ich kommen!? Jener sprach: Sage mir doch der Meister, was ihm unverständlich$fn26ist, vielleicht kenne ich die Begründung. Dieser erwiderte: Es wird gelehrt: R. Jose sagt, ihre Wäsche gehe dem Leiben anderer vor; welcher Schriftvers deutet$fn27darauf? Da sprach jener: Es heißt:$fn28<i>und ihre Vorplätze für ihr Vieh &amp;c</i>., was ist unter <i>ḥajjatham</i>$fn29zu verstehen; wollte man sagen, Tiere, so sind ja Tiere unter ‘Vieh’ einbegriffen, und wollte man sagen, darunter sei ihre eigene Nahrung zu verstehen, so ist dies ja selbstverständlich!? Wahrscheinlich die Wäsche$fn30, wegen der Qual des Schmutzes."
Nedarim 81a:4,"R. J<small>OSE SPRACH</small>: D<small>IES SIND KEINE</small> G<small>ELÜBDE DER</small> K<small>ASTEIUNG DES</small> L<small>EIBES</small>. Sie fragten: Kann er es nach R. Jose als [Gelübde] über zwischen ihm und ihr vorgehende Dinge$fn31aufheben$fn32? – Komm und höre: R. Jose sprach: Dies sind keine Gelübde der Kastei ung des Leibes. Wohl aber sind es zwischen ihm und ihr vorgehende Dinge$fn33. – Vielleicht sagte er es nur nach ihrer Ansicht: nach mir gehört dies auch nicht zu den zwischen ihm und ihr vorgehenden Dingen, ihr aber, die ihr sagt, es seien Gelübde der Kasteiung des Leibes, solltet mir beipflichten, daß diese keine Gelübde der Kasteiung des Leibes sind. – Wie bleibt es damit? – R. Ada b. Ahaba sagte, er könne sie aufheben, R. Hona sagte, er könne sie"
