Index Title,Numbers
Numbers 33:4,"Micrejczycy grzebali tymczasem tych, których Wiekuisty wpośród nich poraził, wszystkich pierworodnych; nad bóstwami téż ich spełnił Wiekuisty sądy. "
Numbers 33:5,I wyruszyli synowie Israela z Raamses i stanęli obozem w Sukkoth; 
Numbers 33:6,"I wyruszyli z Sukkoth, i stanęli obozem w Etham, które na krańcu pustyni; "
Numbers 33:7,"I wyruszyli z Etham, i zwrócili się ku Pi-Hachiroth, które naprzeciw Baal-Cefon, i stanęli obozem przed Migdolem; "
Numbers 33:8,"I wyruszyli z Pne-Hachiroth, przeszli przez morze na pustynię, i szli drogą trzech dni po pustyni Etham, i stanęli obozem w Mara; "
Numbers 33:9,"I wyruszyli z Mara, i przybyli do Elim, - a w Elim było dwanaście źródeł wód, i siedmdziesiąt palm, - i stanęli tam obozem; "
Numbers 33:10,"I wyruszyli z Elim, i stanęli obozem nad morzem Sitowém; "
Numbers 33:11,"I wyruszyli od morza Sitowego, i stanęli obozem na puszczy Syn; "
Numbers 33:12,"I wyruszyli z puszczy Syn, i stanęli obozem w Dofka; "
Numbers 33:13,"I wyruszyli z Dofka, i stanęli obozem w Alusz; "
Numbers 33:14,"I wyruszyli z Alusz, i stanęli obozem w Refidym, a nie było tam dla ludu wody do picia; "
Numbers 33:15,"I wyruszyli z Refidym, i stanęli obozem na puszczy Synai; "
Numbers 33:16,"I wyruszyli z puszczy Synai, i stanęli obozem w Kibroth-Hataawa; "
Numbers 33:17,"I wyruszyli z Kibroth-Hataawa, i stanęli obozem w Chaceroth; "
Numbers 33:18,"I wyruszyli z Chaceroth, i stanęli obozem w Rythma; "
Numbers 33:19,"I wyruszyli z Rythma, i stanęli obozem w Rymmon-Perec; "
Numbers 33:20,"I wyruszyli z Rymmon-Perec, i stanęli obozem w Libna; "
Numbers 33:21,"I wyruszyli z Libna, i stanęli obozem w Ryssa; "
Numbers 33:22,"I wyruszyli z Ryssa, i stanęli obozem w Kehelatha; "
Numbers 33:23,"I wyruszyli z Kehelatha, i stanęli obozem u góry Szefer; "
Numbers 33:24,"I wyruszyli od góry Szefer, i stanęli obozem w Charada; "
Numbers 33:25,"I wyruszyli z Charada, i stanęli obozem w Makheloth; "
Numbers 33:26,"I wyruszyli z Makheloth, i stanęli obozem w Tachath; "
Numbers 33:27,"I wyruszyli z Tachath, i stanęli obozem w Therach; "
Numbers 33:28,"I wyruszyli z Therach, i stanęli obozem w Mithka; "
Numbers 33:29,"I wyruszyli z Mithka, i stanęli obozem w Chaszmona; "
Numbers 33:30,"I wyruszyli z Chaszmona, i stanęli obozem w Moseroth; "
Numbers 33:31,"I wyruszyli z Moseroth, i stanęli obozem w Bne-Jaakan; "
Numbers 33:32,"I wyruszyli z Bne-Jaakan, i stanęli obozem w Chor-Hagidgad; "
Numbers 33:33,"I wyruszyli z Chor-Hagidgad, i stanęli obozem w Jotbatha; "
Numbers 33:34,"I wyruszyli z Jotbatha, i stanęli obozem w Abrona; "
Numbers 33:35,"I wyruszyli z Abrona, i stanęli obozem w Ecjon-Geber; "
Numbers 33:36,"I wyruszyli z Ecjon-Geber, i stanęli obozem na puszczy Cyn, czyli Kadesz; "
Numbers 33:37,"I wyruszyli z Kadesz, i stanęli obozem u góry Hor, na kresach ziemi Edomu; "
Numbers 33:38,"Tedy wstąpił Ahron, kapłan, na górę Hor, według rozkazu Wiekuistego, i umarł tam roku czterdziestego po wyjściu synów Israela z ziemi Micraim, miesiąca piątego, pierwszego dnia tegoż miesiąca; "
Numbers 33:39,"Miał zaś Ahron sto dwadzieścia i trzy lata, gdy umarł na górze Hor. "
Numbers 33:40,"Wtedy to usłyszał Kanaanejczyk, król Aradu - osiadły na południu ziemi Kanaan, - że nadciągają synowie Israela... "
Numbers 33:41,"I wyruszyli od góry Hor, i stanęli obozem w Calmona; "
Numbers 33:42,"I wyruszyli z Calmona, i stanęli obozem w Funon; "
Numbers 33:43,"I wyruszyli z Funon, i stanęli obozem w Oboth; "
Numbers 33:44,"I wyruszyli z Oboth, i stanęli obozem w Ije-Abarym, na granicy Moabu; "
Numbers 33:45,"I wyruszyli z Iim, i stanęli obozem w Dybon-Gad; "
Numbers 33:46,"I wyruszyli z Dybon-Gad, i stanęli obozem w Almon-Dyblathajma; "
Numbers 33:47,"I wyruszyli z Almon-Dyblathajma, i stanęli obozem przy górach Abarym, przed Nebo; "
Numbers 33:48,"I wyruszyli od gór Abarym, i stanęli obozem na stepach Moabu, nad Jardenem Jerychońskim; "
Numbers 33:49,I rozłożyli się nad Jardenem od Beth-Jeszymoth do Abel-Szyttym na stepach Moabu. 
Numbers 33:50,"I oświadczył Wiekuisty Mojżeszowi na stepach Moabu, nad Jardenem Jerychońskim, i rzekł: "
Numbers 33:51,"""Oświadcz synom Israela, a powiedz im: Gdy przeprawicie się za Jarden do ziemi Kanaan; "
Numbers 33:52,"Wypędźcie wtedy wszystkich mieszkańców owej ziemi z przed oblicza waszego, zniszczcie wszystkie ich rzeźby, i wszystkie posągi ich lite zniszczcie, i wszystkie ołtarze ich zburzcie; "
Numbers 33:53,"I zawładniecie ziemią i osiądziecie na niej; bo wam oddaję tę ziemię, byście zawładnęli nią; "
Numbers 33:54,"A zajmiecie ziemię tę podług losu, podług rodzin waszych - dla liczniejszego wyznaczycie większy udział, dla mniej licznego mniejszy udział - gdzie komu przypadnie los, tam mu się dostanie; według pokoleń ojców waszych, weźmiecie sobie udziały. "
Numbers 33:55,"Jeżeli zaś nie wypędzicie mieszkańców tej ziemi z przed oblicza waszego; to będą pozostali z nich cierniami dla oczu waszych, i kolcami dla boków waszych, i wrogować wam będą na ziemi, na której osiądziecie; "
Numbers 33:56,"A stanie się, że com umyślił uczynić im, uczynię wam!"" "
Numbers 34:1,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 34:2,"""Rozkaż synom Israela, a powiedz im: Ponieważ wchodzicie do ziemi Kanaan - to oto ziemia, która przypadnie wam w udziale: ziemia Kanaan w granicach swoich; "
Numbers 34:3,"Kraniec południowy niechaj będzie u was - od puszczy Cyn, wzdłuż Edomu; a pociągnie się wam ta granica południowa od końca morza Słonego ku wschodowi; "
Numbers 34:4,"I zwróci się u was granica na południe od wzgórza Skorpionów i przejdzie ku Cyn, i będą występy jej na południe od Kadesz-Barnea, i pójdzie do Chacar-Addar, i przejdzie do Acmon; "
Numbers 34:5,"A zakrąży ta granica od Acmon ku potokowi egipskiemu, a będą występy jej ku morzu. "
Numbers 34:6,A co się tyczy granicy zachodniej - to będzie nią u was morze Wielkie i Gewul; to wam będzie granicą od zachodu. 
Numbers 34:7,Taka zaś będzie wasza granica północna: od morza Wielkiego pociągniecie ją sobie do góry Hor; 
Numbers 34:8,"Od góry Hor pociągniecie ją w kierunku Chamath, a będą występy tej granicy ku Cedad; "
Numbers 34:9,"I pójdzie granica ku Zyfronowi, a będą występy jej ku Chacar-Enan; taka będzie granica wasza północna; "
Numbers 34:10,I pociągniecie sobie granicę od wschodu od Chacar-Enan do Szefam; 
Numbers 34:11,"I zstąpi granica ta od Szefam ku Ryble na wschód od źródła; i zstąpi ta granica i dotknie się brzegów jeziora Kinnereth, ze strony wschodniej; "
Numbers 34:12,"I zstąpi ta granica do Jardenu, a będą występy jej ku morzu Słonemu; taką niechaj będzie ziemia wasza w granicach swoich, wokoło!"" "
Numbers 34:13,"I zapowiedział Mojżesz synom Israela, i rzekł: ""Oto ziemia, którą rozdzielicie na udziały losem, a którą rozkazał Wiekuisty oddać dziewięciu pokoleniom, i połowie pokolenia. "
Numbers 34:14,"Gdyż wzięły pokolenie synów Reubena, według domów swych rodowych, i pokolenie synów Gada, według domów swych rodowych, i pokolenie synów Gada, według domów swych rodowych, i połowa pokolenia Menaszy, - wzięły one udział swój; "
Numbers 34:15,"Dwa i pół pokolenia wzięły udział swój z tej strony Jardenu Jerychońskiego, ku wschodowi, na wschód słońca."" "
Numbers 34:16,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 34:17,"""Oto imiona mężów, którzy rozdzielą wam ziemię: Elazar, kapłan, i Jehoszua, syn Nuna; "
Numbers 34:18,I po naczelniku jednym z pokolenia przybierzecie dla rozdziału ziemi; 
Numbers 34:19,"A oto imiona tych mężów: z pokolenia Jehudy - Kaleb, syn Jefunny; "
Numbers 34:20,"A z pokolenia synów Szymeona - Szemuel, syn Ammihuda; "
Numbers 34:21,"Z pokolenia Binjamina - Elidad, syn Kislona; "
Numbers 34:22,"A z pokolenia synów Dana - naczelnik Bukki, syn Jogli; "
Numbers 34:23,"Z synów Josefa: z pokolenia synów Menaszy - naczelnik Channiel, syn Efoda; "
Numbers 34:24,"A z pokolenia synów Efraima - naczelnik Kemuel, syn Szyftana; "
Numbers 34:25,"A z pokolenia synów Zebuluna - naczelnik Elicafan, syn Parnacha; "
Numbers 34:26,"A z pokolenia synów Isachara - naczelnik Paltiel, syn Azzana; "
Numbers 34:27,"A z pokolenia synów Aszera - naczelnik Achihud, syn Szelomiego; "
Numbers 34:28,"A z pokolenia synów Naftali - naczelnik Pedahel, syn Ammihuda."" "
Numbers 34:29,"Oto ci, którym rozkazał Wiekuisty uwłaszczyć synów Israela na ziemi Kanaan. "
Numbers 35:1,"I oświadczył Wiekuisty Mojżeszowi na stepach Moabu, nad Jardenem Jerychońskim, i rzekł: "
Numbers 35:2,"""Rozkaż synom Israela, aby dali Lewitom z dziedzicznej posiadłości swojej miasta na osiedlenie; i wygony przy miastach wokoło oddacie Lewitom; "
Numbers 35:3,"I będą im te miasta na osiedlenie, a wygony będą dla bydła ich, i dla dobytku ich, i dla wszystkich potrzeb ich życiowych; "
Numbers 35:4,"Wagony zaś przy miastach, które oddacie Lewitom, od muru miejskiego pójdą na tysiąc łokci wokoło; "
Numbers 35:5,"I wymierzycie za miastem po stronie wschodniej dwa tysiące łokci, i po stronie południowej - dwa tysiące łokci, i po stronie zachodniej - dwa tysiące łokci, i po stronie północnej - dwa tysiące łokci, a miasto pośrodku; takie będą wygony dla nich przy miastach. "
Numbers 35:6,"A miasta, które oddacie Lewitom: sześć będzie miast schronienia, do których pozwolicie uciekać zabójcom; a oprócz tych oddacie czterdzieści dwa miasta; "
Numbers 35:7,"Wszystkich miast, które oddacie Lewitom - czterdzieści ośm miast wraz z wygonami przy nich. "
Numbers 35:8,"Miasta zaś które oddacie z posiadłości synów Israela - od licznych weźmiecie więcej, a od mniej licznych mniej; każde stosownie do posiadłości swojej, które zajmie, odda z miast swoich Lewitom."" "
Numbers 35:9,"I oświadczył Wiekuisty Mojżeszowi, i rzekł: "
Numbers 35:10,"""Oświadcz synom Israela, a powiedz im: Gdy przejdziecie za Jarden do ziemi Kanaan; "
Numbers 35:11,"Urządźcie sobie miasta, miastami schronienia będą u was, kędy uciekać by mógł zabójca, któryby zabił człowieka niebacznie; "
Numbers 35:12,"A będą wam te miasta schronieniem przed mścicielem, aby nie zginął zabójca, póki nie stanie przed zborem na sąd; "
Numbers 35:13,"Miasta zaś, które na to przeznaczycie - sześć miast schronienia będzie u was, -  "
Numbers 35:14,"Trzy miasta przeznaczycie z tej strony Jardenu, a trzy miasta przeznaczycie na ziemi Kanaan; miastami schronienia być powinny; "
Numbers 35:15,"Dla synów Israela, i dla cudzoziemca, i dla przysiedleńca między nimi będą te sześć miast schronieniem, aby mógł uciec tam każdy, któryby zabił człowieka niebacznie; "
Numbers 35:16,"Jeżeliby wszakże kogo narzędziem żelazném ugodził, tak że umarł, - mordercą jest: na śmierć wydany będzie morderca; "
Numbers 35:17,"Jeżeliby téż kogo kamieniem ręcznym, od którego umrzeć można, ugodził tak, że umarł, - mordercą jest: na śmierć wydany będzie morderca; "
Numbers 35:18,"Albo jeżeli kogo narzędziem drewnianém ręczném, od którego umrzeć można, ugodził tak, że umarł, - mordercą jest: na śmierć wydany będzie morderca; "
Numbers 35:19,"Mściciel krwi sam może zabić mordercę; gdziekolwiek go napotka, sam zabić go może; "
Numbers 35:20,"Gdyby téż kogo z nienawiści strącił, albo cisnął nań czémkolwiek z namysłu tak, że umarł; "
Numbers 35:21,"Albo gdyby kogo w waśni uderzył ręką swoją tak, że umarł, - na śmierć wydany będzie uderzający: mordercą jest; mściciel krwi zabić może mordercę, gdziekolwiek go napotka. "
Numbers 35:22,"Jeżeliby wszakże przypadkowo, nie dla waśni kogo popchnął, albo cisnął nań jakiémkolwiek narzędziem nierozmyślnie; "
Numbers 35:23,"Albo jakimkolwiek kamieniem, od którego umrzeć można, jeżeli nie widząc, upuścił go nań tak, że umarł, a nie był wrogiem jego, ani życzącym jego zła, -  "
Numbers 35:24,"Wtedy rozsądzi zbór między zabójcą, a mścicielem krwi, wedle praw tych; "
Numbers 35:25,"I ocali zbór zabójcę z ręki mściciela krwi, i zwróci go zbór do miasta schronienia jego, do którego był uciekł, i pozostanie tam aż do śmierci kapłana najwyższego, który namaszczony był olejem świętym; "
Numbers 35:26,"Gdyby jednak wyszedł zabójca po za obręb miasta schronienia swego, do którego uciekł, "
Numbers 35:27,"A znalazł go mściciel krwi po za obrębem miasta schronienia jego, i zabiłby mściciel krwi zabójcę owego: nie będzie winien krwi; "
Numbers 35:28,Albowiem w mieście schronienia swego mu pozostać aż do śmierci kapłana najwyższego; a po śmierci kapłana najwyższego wrócić może zabójca do ziemi osiadłości swojej. 
Numbers 35:29,"A niechaj będzie to wam zasadniczém prawem w pokoleniach waszych, we wszystkich siedzibach waszych! "
Numbers 35:30,"Każdego, ktoby zabił człowieka, wedle świadectwa świadków, zabijać należy jako mordercę; wszakże świadek jeden nie będzie mógł świadczyć przeciw osobie, aby ją na śmierć skazano; "
Numbers 35:31,"Nie przyjmiecie téż okupu za duszę mordercy, przestępcy krwiożerczego, bo na śmierć wydany być winien; "
Numbers 35:32,"Nie przyjmiecie téż okupu na to, aby mógł uciec do miasta schronienia swego, aby mógł wrócić i zamieszkać tam na ziemi do śmierci kapłana; "
Numbers 35:33,"A nie kalajcie ziemi, na której się znajdujecie; gdyż krew ta kala ziemię, a nie może ziemia być rozgrzeszoną od krwi na niej przelanej, jak tylko krwią tego, który ją przelał; "
Numbers 35:34,"Nie należy przeto kazić ziemi, na której mieszkacie, wpośród której téż Ja przebywam: gdyż Ja, Wiekuisty, przebywam wpośród synów Israela!"" "
Numbers 36:1,"Przystąpili tedy naczelnicy rodów z rodziny synów Gileada, syna Machyra, syna Menaszy, z rodzin synów Josefa i mówili przed Mojżeszem i przed książętami, naczelnikami rodów synów Israela, -  "
Numbers 36:2,"I rzekli: ""Panu naszemu rozkazał Wiekuisty rozdać ziemię na własność, podług losu, synom Israela; panu téż naszemu nakazaném było przez Wiekuistego, abyś oddał posiadłość Celafchada, brata naszego, córkom jego; "
Numbers 36:3,"Jeżeliby tedy któregokolwiek z synów innych pokoleń Israela stały się żonami, odjętą będzie posiadłość ich od posiadłości ojców naszych, a przyłączy się do posiadłości tego pokolenia, do którego należeć będą, tak że z przypadłej nam losem posiadłości naszej ubędzie; "
Numbers 36:4,"A choć przyjdzie jubileusz dla synów Israela, jednak przyłączy się posiadłość ich do posiadłości tego pokolenia, do którego należeć będą, a z posiadłości pokolenia ojców naszych odjętą będzie posiadłość ich!"" "
Numbers 36:5,"I rozkazał Mojżesz synom Israela, wedle słowa Wiekuistego, i rzekł: ""Słusznie pokolenie synów Israela powiada: "
Numbers 36:6,"Oto co rozkazał Wiekuisty o córkach Celafchada, mówiąc: ""Kogokolwiek by sobie upodobały, tego mogą być żonami, wszakże tylko w rodzinie pokolenia ojców swoich mogą wyjść za mąż; "
Numbers 36:7,Aby nie przechodziła posiadłość synów Israela z pokolenia na pokolenie; lecz żeby każdy przy posiadłości pokolenia ojców swoich zostawał między synami Israela; 
Numbers 36:8,"Każda téż córka odziedziczająca posiadłość w pokoleniach synów Israela, czyjąkolwiek z rodziny pokolenia ojca swojego żoną być winna, - aby odziedziczali synowie Israela - każdy posiadłość ojców swoich, -  "
Numbers 36:9,"A nie przechodziła posiadłość z pokolenia jednego na pokolenie inne, lecz żeby każdy posiadłości swojej się trzymał, - każde z pokoleń synów Israela."" "
Numbers 36:10,"Jak tedy rozkazał Wiekuisty Mojżeszowi, tak uczyniły córki Celafchada. "
Numbers 36:11,"I wyszły Machla, Thyrca, i Chogla, i Milka, i Noa, córki Celafchada, za synów stryjów swoich za mąż; "
