Index Title,Isaiah
Isaiah 59:11,"Pomrukujem jako niedźwiedzie my wszyscy, i jako gołębie gruchamy; czekamy sądu a niemasz go, pomocy, - daleką ona od nas. "
Isaiah 59:12,"Bo rozmnożyły się występki nasze przed Tobą, a grzechy nasze świadczą przeciw nam; bo występki nasze są nam obecne, a winy nasze - znamy je. "
Isaiah 59:13,"Odstępstwo i zaprzanie się Wiekuistego, i odwracanie się od Boga naszego, rozprawy o grabieży i rozpasaniu, zmyślanie i wynurzanie z serca mów kłamliwych. "
Isaiah 59:14,"I odpartém wstecz prawo, a sprawiedliwość zdala stoi; bo potknęła się na ulicy prawda, a uczciwość nie może przejść. "
Isaiah 59:15,"I tak jest prawda wyrugowana, a unikający złego ograbiany. Widział Wiekuisty i gorszyło to oczy Jego, że nie było prawa. "
Isaiah 59:16,"Widział On, że niemasz męża, i zdumiał się, że niemasz orędownika, więc wspomogło Mu ramię Jego, a sprawiedliwość Jego ona Go wsparła. "
Isaiah 59:17,"I odział się w sprawiedliwość jako w pancerz, a hełm pomocy na głowie Jego, i oblókł się w szaty pomsty niby w opończę, a przybrał się jako płaszczem w żarliwość. "
Isaiah 59:18,"Wedle zasług ściśle wypłaci, gniew wrogom Swoim, zasługę - przeciwnikom Swoim; pomorzom zasługę wypłaci. "
Isaiah 59:19,"I obawiać się będą na Zachodzie imienia Wiekuistego, a na wschodzie słońca majestatu Jego, gdy nadciągnie jako rzeka wróg; tchnienie Wiekuistego unosi go. "
Isaiah 59:20,"I przyjdzie do Cyonu jako wyswobodziciel, i dla nawróconych od występku w Jakóbie, rzecze Wiekuisty. "
Isaiah 59:21,"A ja, - takie przymierze Moje z nimi, rzecze Wiekuisty: Duch Mój, który na tobie, i słowa Moje, którem złożył w usta twe, nie ustąpią z ust twoich, ani z ust potomków twoich, ani z ust potomstwa potomków twoich, rzecze Wiekuisty, odtąd i aż na wieki. "
Isaiah 60:1,"Wstań, zajaśniej, bo nadchodzi światło twoje, a majestat Wiekuistego nad tobą zabłyśnie. "
Isaiah 60:2,"Bo oto ciemność okryje jeszcze ziemię, a pomroka plemiona, ale ciebie opromieni Wiekuisty, a majestat Jego nad tobą się objawi. "
Isaiah 60:3,"I pielgrzymować będą ludy do światła twojego, a królowie do blasku promieni twoich. "
Isaiah 60:4,"Powiedź wokoło oczyma twojemi i obacz, wszyscy się gromadzą, przybywają do ciebie; synowie twoi nadciągają zdaleka, a są córy twoje do boku ich tulone. "
Isaiah 60:5,"Wtedy spojrzysz i zachwycony będziesz, i zadrży i rozszerzy się serce twoje, gdy zwróci się ku tobie obfitość morza, bogactwo ludów przeniesie się do ciebie. "
Isaiah 60:6,"Mnóstwo wielbłądów pokryje cię, drabarze z Midjanu i Efy; wszyscy oni z Szeby nadciągną, złoto i wonności niosąc i chwałę Wiekuistego wygłaszając. "
Isaiah 60:7,"Wszystkie trzody Kedaru zbiorą się u ciebie, barany Nebajotu na usługi twe będą; wstąpią ku upodobaniu na ołtarz Mój, i tak dom sławy Mojej uświetnię. "
Isaiah 60:8,"Któż to są one, co jako obłoki pędzą, i jako gołębie do gołębników swoich? "
Isaiah 60:9,"Tak, Mnie pomorza wyglądają, i okręty Tarszyszu (płyną) na czele, aby sprowadzić synów twoich zdaleka, złoto i srebro ich wraz z nimi, dla imienia Wiekuistego, Boga twojego, i dla Świętego w Israelu, który cię uświetni. "
Isaiah 60:10,"I pobudują cudzoziemcy mury twoje, a książęta ich posługiwać ci będą; bo w gniewie Moim zgromiłem cię, a w łasce Mojej ulituję się nad tobą. "
Isaiah 60:11,"I staną otworem bramy twoje ustawicznie, we dnie i w nocy zamknięte nie będą, aby przepuścić do ciebie zastępy narodów przez królów ich prowadzonych. "
Isaiah 60:12,"Bo lud, albo królestwo, któreby nie służyło tobie zginie, a plemiona takie do szczętu zniszczeją. "
Isaiah 60:13,"Wspaniałość Libanu sprowadzoną ci będzie, cyprys, klon i bukszpan pospołu, aby wsławić miejsce świątyni Mojej; a miejsce stóp Moich uświetnię. "
Isaiah 60:14,"I przyjdą do ciebie w pokorze synowie ciemięzców twoich, i kłaniać się będą stopom nóg twoich wszyscy, którzy poniewierali tobą; i nazywać cię będą grodem Wiekuistego, Cyonem Świętego w Israelu. "
Isaiah 60:15,"Za to, żeś była opuszczona i znienawidzona, a omijał cię przechodzień, ustanowię cię chlubą świata, radością pokolenia każdego. "
Isaiah 60:16,"I będziesz się karmiła mlekiem ludów, a z opływu królów się żywić, i poznasz żem Ja Wiekuisty wybawca twój, a wyswobodziciel twój mocarz Jakóba. "
Isaiah 60:17,"Miasto miedzi naniosę złota, a miasto żelaza naniosę srebra, a miasto drzewa miedzi, a miasto kamieni żelaza; a ustanowię nadzorcą twoim pokój, a starostami twoimi sprawiedliwość. "
Isaiah 60:18,"Nie będzie nadal słychać o grabieży w kraju twoim, o klęsce i ruinie w granicach twoich, i ogłosisz zbawienie w murach twoich, a w bramach twoich chwałę. "
Isaiah 60:19,"Nie będzie ci nadal słońce światłem dzienném, ani będzie dla jasności księżyc przyświecał tobie, bo będzie Wiekuisty światłem twém wieczném, a Bóg twój świetnością twoją. "
Isaiah 60:20,"Twoje słońce nie zajdzie nigdy, ani skryje się księżyc twój, bo będzie Wiekuisty światłem twém wieczném, a skończą się dni żałoby twojej. "
Isaiah 60:21,"A ludność twoja to sami cnotliwi, na wieki posiędą ziemię; odróśl to szczepień Moich, dzieło rąk Moich, którém się poszczycę. "
Isaiah 60:22,"Najmniejszy rozrośnie się w tysiące, a najuniżeńszy w lud potężny; Ja, Wiekuisty, czasu swego szybko to spełnię. "
Isaiah 61:1,"Duch Pana Wiekuistego na mnie, bo pomazał mnie Wiekuisty, abym zwiastował pomyślność upokorzonym, wysłał mnie, abym leczył skruszonych na sercu, abym zapowiadał brańcom wyzwolenie, a uwięzionym wyswobodzenie. "
Isaiah 61:2,"Abym ogłosił rok łaski Wiekuistego, i dzień pomsty Boga naszego, abym pocieszył wszystkich strapionych. "
Isaiah 61:3,"Abym obdarzył strapionych Cyonu, abym dał im strój zamiast prochu, olejek radości zamiast żałości, płaszcz chwały, zamiast duszy zbolałej, aby byli nazwani dębami sprawiedliwości, szczepieniem Wiekuistego, którém się uświetni. "
Isaiah 61:4,"I odbudują ruiny dawne, zwaliska przodków dźwigną, i odnowią miasta zburzone, zwaliska wielu pokoleń. "
Isaiah 61:5,"I stawią się obcy i paść będą trzody wasze, a będą cudzoziemcy oraczami i winiarzami waszymi. "
Isaiah 61:6,"A wy kapłanami Wiekuistego nazywani będziecie, sługami Boga naszego mianować was będą; bogactwa ludów wam pożywać, a dobrem ich się wymieniać. "
Isaiah 61:7,"Za wstyd wasz podwójny i za to, że wołano: sromotą udział ich! w kraju swoim w dwójnasób posiędą, radość wieczna będzie udziałem ich. "
Isaiah 61:8,"Bo Ja Wiekuisty miłuję prawo, nienawidzę zdzierstwa i krzywdy; i tak oddam im nagrodę ich wiernie, a przymierze wieczne zawrę z nimi. "
Isaiah 61:9,"I wsławionym będzie między ludami ród ich, a potomstwo ich wpośród narodów; ktokolwiek ich ujrzy pozna po nich, że to ród, któremu błogosławił Wiekuisty. "
Isaiah 61:10,"Szczerze się raduję w Wiekuistym, cieszy się dusza moja Bogiem moim, bo oblókł mnie w szaty zwycięstwa, a płaszczem szczęścia przyodział mnie, jako oblubieńca, który się przybiera w strój wspaniały, i jako oblubienicę, która kładzie klejnoty swoje. "
Isaiah 61:11,"Bo jako ziemia wydaje roślinność swoję, i jako ogród nasiona swe rozkrzewia, tak Pan, Wiekuisty, rozkrzewi szczęście i sławę twoję wobec wszystkich ludów. "
Isaiah 62:1,"Dla Cyonu nie zamilknę, dla Jerozolimy nie spocznę, aż wzejdzie jako zorza szczęście jej, a ocalenie jej jako pochodnia gorejąca. "
Isaiah 62:2,"I obaczą ludy szczęście twoje, a wszyscy królowie sławę twoję, i nazwą cię imieniem nowém, które usta Wiekuistego wyznaczą. "
Isaiah 62:3,I staniesz się koroną świetną przez moc Wiekuistego i zawojem królewskim przez dłoń Boga twojego. 
Isaiah 62:4,"Nie będą cię nadal nazywać opuszczoną, a ziemi twojej nie będą nadal nazywać spustoszoną; ale nazywać cię będą upodobaną Moją, a ziemię twą zaślubioną, bo upodobał Sobie Wiekuisty ciebie, a ziemia twoja zaślubioną będzie. "
Isaiah 62:5,"Bo jak sobie zaślubia młodzieniec dziewicę, tak zaślubią cię synowie twoi, a radością oblubieńca z narzeczoną, radować się tobą będzie Bóg twój. "
Isaiah 62:6,"Na murach twoich Jeruszalaim ustanowiłem stróżów, cały dzień i całą noc - nigdy nie zamilkną, - którzy wzywacie Wiekuistego, nie dajcie spoczynku sobie. "
Isaiah 62:7,"I nie dajcie wypoczynku Jemu, dopóki znowu nie utwierdzi i nie ustanowi Jeruszalaim chwałą na ziemi. "
Isaiah 62:8,"Zaprzysiągł Wiekuisty na prawicę Swoję i na ramię potęgi Swej: Nie podam więcej zboża twego na karm wrogom twoim, ani mają pić cudzoziemcy moszczu twojego, około którego się trudziłeś. "
Isaiah 62:9,"Ale gromadzący je pożywać je mają i chwalić imię Wiekuistego, a zbierający go pić go będą w przedsieniach świątyni Mojej. "
Isaiah 62:10,"Przeciągajcie, przeciągajcie przez bramy, gotujcie drogę ludu, torujcie, torujcie tór, obierzcie z kamienia, wznieście sztandar narodom! "
Isaiah 62:11,"Oto Wiekuisty wygłasza aż do kończyn ziemi: Zwiastujcie córze Cyonu: Oto pomoc twoja nadchodzi, oto nagroda Jego z Nim, a odpłata Jego przed Nim! "
Isaiah 62:12,"I nazywać ich będą ludem świętym, wyswobodzonymi Wiekuistego, a ciebie nazywać będą poszukiwaném, miastem nieopuszczoném. "
Isaiah 63:1,"Któż to ten, co nadchodzi z Edomu, ów czerwonoszaty z Bocrah? ten tak okazały w szacie swojej, uginający się pod pełnią siły swojej? - «Ja, zwiastujący zbawienie, mocen dopomódz». "
Isaiah 63:2,"Czemuż czerwień na ubiorze twoim, a szaty twoje jako tłoczącego w prasie? -  "
Isaiah 63:3,"Prasę tłoczyłem Sam jeden, a z narodów nie był żaden zemną; a tłoczyłem je w gniewie Moim, a pryskała posoka ich na ubiór Mój, że wszystkie szaty Moje zbryzgałem. "
Isaiah 63:4,"Bo gdy dzień pomsty co w sercu Mojém, a rok wyzwolenia Moich był nadszedł, "
Isaiah 63:5,"Spojrzałem, ale nie było wybawcy, zdumiałem się, ale nie było ktoby wspierał; więc wspomogło Mi ramię Moje, a uniesienie Moje ono Mnie wsparło. "
Isaiah 63:6,"I podeptałem narody w gniewie Moim, i upoiłem je uniesieniem Mojém, i wytoczyłem na ziemię posokę ich» -  "
Isaiah 63:7,"Łaski Wiekuistego wspominam, chwałę Wiekuistego, za wszystko co nam wyświadczył Wiekuisty, i wielką dobroć dla domu Israela, którą okazał im, według łaski Swej, i według wielkości miłosierdzia Swojego. "
Isaiah 63:8,"I rzekł: Wszak naród to Mój, dzieci które się nie sprzeniewierzą - i tak stał się wybawcą ich. "
Isaiah 63:9,"W każdej niedoli ich żal Mu było, a anioł opatrzności Jego dopomagał im, w miłości i litości Swojej wyswobadzał ich: i tak nosił i dźwigał ich po wszystkie dni starożytności. "
Isaiah 63:10,"Oni wszakże przekornymi byli i jątrzyli ducha Jego świętego; przeto obrócił się im w nieprzyjaciela, Sam walczył przeciw nim. "
Isaiah 63:11,"Wspomniał wtedy o dniach przeszłości, o Mojżeszu lud Jego: Gdzież Ten, co wywiódł ich z morza wraz z pasterzem trzody Swojej; gdzież Ten, co złożył we wnętrze jego ducha Swego świętego? "
Isaiah 63:12,"Który wiódł po prawicy Mojżesza ramię wspaniałości Swojej, który rozdzielił wody przed nimi, aby uczynić Sobie imię wieczne? "
Isaiah 63:13,"Który wiódł ich przez głębie jako rumaki, po stepie, a szwanku nie ponieśli. "
Isaiah 63:14,"Jako stado w dolinę się spuszczające, duch Wiekuistego do pokoju ich prowadził; takeś prowadził naród Twój, aby uczynić Sobie imię sławne. "
Isaiah 63:15,"Spójrz z nieba, a wejrzyj z przybytku świętości i wspaniałości Twojej! Gdzież rzewniwość i potęga Twoja? Wzruszenie wnętrza Twego i litość Twoja powściągnęły się odemnie. "
Isaiah 63:16,"Tyś wszak ojciec nasz; bo Abraham nie przyzna się do nas, a Israel nie uzna nas; Tyś Wiekuisty ojciec nasz; wyswobodziciel nasz - takie od wieków imię Twoje. "
Isaiah 63:17,"Czemu dozwoliłeś nam zbłądzić Wiekuisty z dróg Twoich, oddaliłeś uporczywe serca nasze od bojaźni Twojej? Zwróć się gwoli sługom Twoim, gwoli pokoleniom dziedzictwa Twego. "
Isaiah 63:18,"Niedługo dzierżył naród święty Twój, - nieprzyjaciele nasi podeptali świątynię Twoję. "
Isaiah 63:19,"Podobniśmy do tych, nad którymi nigdy nie panowałeś, ani mianowane nie było imię Twoje nad nimi. "
Isaiah 64:1,"Gdybyś téż rozdarł niebiosa i zstąpił, - przed obliczem Twojém góry by zadrżały. "
Isaiah 64:2,"Jak ogień, rozpalający chróst, jak woda, kipiąca od ognia (ukaż się) by dać poznać imię Twoje wrogom; przed obliczem Twojém niechaj ludy zadrżą. "
Isaiah 64:3,"Gdybyś spełnił dziwy nieoczekiwane, gdybyś zstąpił; - przed obliczem Twojém góry by zadrżały. "
Isaiah 64:4,"Bo od wieków tego nie słyszano i do uszu nie doszło; żadne oko nie widziało oprócz Ciebie boga, któryby coś podobnego zdziałał dla tych, którzy wyglądają go. "
Isaiah 64:5,"(Niegdy) napotykałeś takich, którzy radośnie spełniali cnotę, a na drogach Twoich pamiętali o Tobie; a choć gniewałeś się gdyśmy grzeszyli, przez nich zawsze bywaliśmy ocalani. "
Isaiah 64:6,"Teraz jednak, jako nieczysty my wszyscy, i jako szata plugawa wszystka sprawiedliwość nasza; i więdniem jako liść, my wszyscy, a winy nasze jako wiatr nas unoszą. "
Isaiah 64:7,"A nikt nie wzywa imienia Twojego, unosi się, aby trzymać się Ciebie; boś zakrył oblicze Twe przed nami, a dajesz nam ginąć przez winy nasze. "
Isaiah 64:8,"A teraz Wiekuisty, Tyś ojciec nasz! myśmy gliną a Tyś twórcą naszym, a dziełem ręki Twojej my wszyscy. "
Isaiah 64:9,"Nie gniewaj się Wiekuisty, tak bardzo, nie na wieki pomnij winy, spojrzyj téż, narodem Twoim my wszyscy. "
Isaiah 64:10,"Miasta Twoje święte obróciły się w pustynię; Cyon w pustynię się obrócił, Jeruszalaim w pustkowie. "
Isaiah 64:11,"Dom świętości i świetności naszej, kędy cię chwalili ojcowie nasi, stał się pastwą ognia, a wszelkie chluby nasze poszły w ruinę. "
Isaiah 64:12,Czyż się przytém powstrzymać możesz Wiekuisty? milczeć i trapić nas tak nadmiernie? 
Isaiah 65:1,"Byłem powolny dla tych, którzy nie prosili, dałem się znaleść tym, którzy nie szukali Mnie; wołałem: Oto jestem! oto jestem! do ludu, który się nie mianował imieniem Mojém. "
Isaiah 65:2,"Wyciągałem ręce Moje wciąż do narodu krnąbrnego, który postępuje drogą nie dobrą, za zamysłami swojemi. "
Isaiah 65:3,"Do narodu, który Mnie jątrzy zuchwale, ustawicznie, zarzynając ofiary w ogrodach, a kadząc na cegłach. "
Isaiah 65:4,"Którzy przesiadują na cmentarzach, a w zaroślach nocują, którzy jedzą wieprzowinę, a polewka obrzydła w naczyniach ich. "
Isaiah 65:5,"Którzy wołają: Odstąp precz, nie przybliżaj się do mnie, bom świętszy od ciebie; ci to dymem są w nozdrzach Moich, ogniem, gorejącym ustawicznie. "
Isaiah 65:6,"Oto zapisanem to przedemną; nie spocznę póki nie odpłacę; a odpłacę na łono ich, "
Isaiah 65:7,"Winy wasze, i winy ojców waszych społem, rzecze Wiekuisty, którzy kadzili po górach, a na wzgórzach Mnie lżyli; a odmierzę wysługę ich jak najrychlej na łono ich. "
Isaiah 65:8,"Tak rzecze Wiekuisty: Jak gdy się znajduje moszcz w gronie, a powiadają: nie psuj go, bo błogosławieństwo w niém! tak uczynię gwoli sługom Moim, że nie wygubię ich wszystkich. "
Isaiah 65:9,"I wywiodę z Jakóba zasiew, a z Jehudy dziedziców gór Moich, a odziedziczą je wybrani Moi, a słudzy Moi osiedlą się tam. "
Isaiah 65:10,"I będzie Szaron pastwiskiem dla trzód, a dolina Achor legowiskiem wołów dla narodu Mojego, który szuka Mnie. "
Isaiah 65:11,"Wy zaś, którzy opuszczacie Wiekuistego, którzy zapominacie o górze Mojej świętej, którzy zastawiacie dla «Szczęścia» stół, a nalewacie dla «Przeznaczenia» napój. "
Isaiah 65:12,"Was przeznaczę Ja na miecz, a wszyscy na rzeź poklękniecie; za to żem wołał, a wyście się nie ozwali, mówił a wyście nie słyszeli, a spełnialiście zło w oczach Moich, a to czegom nie chciał, wybieraliście. "
Isaiah 65:13,"Przeto tak rzecze Pan, Wiekuisty: Oto słudzy Moi pożywać będą, a wam łaknąć: oto słudzy Moi pić będą, a wam - pragnąć; oto słudzy moi weselić się będą, a wam - się wstydzić. "
Isaiah 65:14,"Tak, sługom Moim śpiewać z radości serdecznej, a wam wykrzykiwać od bólu serca, a od skruszenia ducha wyć. "
Isaiah 65:15,"I zostawicie imię wasze na przekleństwo wybranym Moim: «Oby cię tak zgładził Pan, Wiekuisty», a sługom Swoim nada imię inne. "
Isaiah 65:16,"Tak, że kto błogosławić się zechce na ziemi, błogosławić się będzie w Bogu prawdziwym, a kto przysięgać zechce na ziemi, przysięgać będzie na Boga prawdziwego; bo zapomniane będą utrapienia poprzednie i zakryte od oczu Moich. "
