Index,Daf,Siman,Siman Ref,Wiki Snippet
2221,Gittin 80a,ג,Gittin 80a:11,תקינו מלכות בגיטין <ג> משום שלום מלכות ומשום שלום
2222,Gittin 80a,ד,Gittin 80a:17,דאמרי קמדכרי שבחייהו אבל חורבן הבית דצערא הוא אימא לא צריכא: <ד> היה במזרח וכתב במערב: מאן
2223,Gittin 80a,ה,Gittin 80a:18,אילימא בעל היינו שינה שמו ושמה שם עירו ושם עירה <ה> אלא לאו סופר כדאמר להו
2224,Gittin 80a,ו,Gittin 80a:18,רב לספריה וכן אמר להו רב הונא לספריה <ו> כי יתביתו בשילי כתובו בשילי
2225,Gittin 80b,א,Gittin 80b:8,"ש""מ: <א> כל עריות שאמרו כו':"
2226,Gittin 80b,ב,Gittin 80b:8,כל עריות שאמרו כו': <ב> נישאו אין זינו לא לימא
2227,Gittin 80b,ג,Gittin 80b:19,זהו לאחר זמן ורב אדא בר אהבה אמר <ג> לא נישאת זהו לאלתר נישאת
2228,Gittin 81a,א,Gittin 81a:2,"זכות הראויה לשני: כתב לגרש את אשתו ונמלך ב""ש אומרים פסלה מן הכהונה וב""ה אומרים <א> אע""פ שנתנו לה על תנאי"
2229,Gittin 81a,ב,Gittin 81a:6,וכי קרו לנתינה כתיבה לכתיבה גופה מי לא קרו לה כתיבה <ב> אין דאי מיגליא מילתא דקרו
2230,Gittin 81a,ג,Gittin 81a:7,"לנתינה כתיבה דלמא נתן קאמרי תצא והא""ר אשי <ג> כל קלא דבתר נישואין לא"
2231,Gittin 81a,ד,Gittin 81a:8,"חיישינן ליה מאי תצא נמי תצא <ד> משני א""כ אתה מוציא לעז"
2232,Gittin 81a,ה,Gittin 81a:15,המעשר דאמר רבי ינאי אין הטבל מתחייב במעשר עד שיראה פני הבית שנאמר בערתי הקדש מן הבית ורבי יוחנן אמר <ה> אפילו חצר קובעת שנאמר ואכלו
2233,Gittin 81a,ו,Gittin 81a:16,"בשעריך ושבעו: המגרש את אשתו ולנה עמו בפונדקי ב""ש אומרים אינה צריכה הימנו גט שני ובה""א <ו> צריכה הימנו גט שני אימתי"
2234,Gittin 81b,א,Gittin 81b:3,ואי בשראוה שנבעלה <א> מה לי מן האירוסין ומה
2235,Gittin 81b,ב,Gittin 81b:7,"יחוד וליכא עדי ביאה ב""ש סברי לא אמרי' הן הן עדי יחוד והן הן עדי ביאה וב""ה סברי <ב> אמרינן הן הן עדי יחוד"
2236,Gittin 82a,א,Gittin 82a:7,מתיר וחכמים <א> אוסרים כיצד יעשה
2237,Gittin 82a,ב,Gittin 82a:7,אוסרים כיצד יעשה <ב> יטלנו הימנה ויחזור ויתננו לה
2238,Gittin 82a,ג,Gittin 82a:9,על מנת הוא חוץ הוא ובחוץ הוא דפליגי רבנן עליה דר' אליעזר דהא שייר לה בגט <ג> אבל בעל מנת מודו ליה
2239,Gittin 82a,ד,Gittin 82a:11,"שייר לה בגט אמר רבינא ת""ש <ד> כל הבתים מטמאין בנגעים אלא"
2240,Gittin 82a,ה,Gittin 82a:12,"מטמאי והתניא ונתתי נגע צרעת בבית ארץ אחוזתכם ארץ אחוזתכם מטמאה בנגעים ואין בתי עובדי כוכבים מטמאין בנגעים אלא <ה> שמע מינה חוץ הוא ש""מ"
2241,Gittin 82b,א,Gittin 82b:5,"דר""א) האי איש לכל איש ואיש ורבי יוחנן אמר טעמא דר""א מהכא ואשה גרושה מאישה לא יקחו <א> אפילו לא נתגרשה אלא מאישה"
2242,Gittin 82b,ב,Gittin 82b:7,נפסלה מן הכהונה אלמא הוי גיטא ורבנן איסור כהונה שאני <ב> בעי רבי אבא בקידושין היאך
2243,Gittin 82b,ג,Gittin 82b:16,לראובן ושמעון מהו מי אמרינן מאי דאסר שרא או דלמא מאי דאסר שרא ומאי דשרא אסר <ג> אם תמצא לומר
2244,Gittin 83a,א,Gittin 83a:2,מאי דאסר שרא לראובן מהו לראובן והוא הדין לשמעון והאי דקאמר לראובן משום דפתח ביה או דלמא לראובן דוקא <א> ואם תמצא לומר לראובן דוקא
2245,Gittin 83a,ב,Gittin 83a:2,"לשמעון <ב> מהו לשמעון וה""ה לראובן והאי"
2246,Gittin 83a,ג,Gittin 83a:3,"אף אעלמא קאי <ג> תיקו: ת""ר לאחר פטירתו של"
2247,Gittin 83b,א,Gittin 83b:13,"קא אסר לה דאי מבעל הא שריא וקיימא הרי נדרים דנודר אוסר <א> וחכם מתיר הא א""ר יוחנן"
2248,Gittin 83b,ב,Gittin 83b:13,"וחכם מתיר הא א""ר יוחנן <ב> אין חכם מתיר כלום אלא"
2249,Gittin 83b,ג,Gittin 83b:14,בחרטה הרי הפרת הבעל דאשה נודרת <ג> ובעל מיפר התם כדרב פנחס
2250,Gittin 83b,ד,Gittin 83b:16,"כריתות דבר הכורת בינו לבינה הא למדת שאין זה כריתות ורבנן האי כריתות מאי עבדי ליה מיבעי להו לכדתניא <ד> ה""ז גיטך ע""מ שלא תשתי"
2251,Gittin 83b,ה,Gittin 83b:20,אלא אימא <ה> כל ימי חייכי אין זה
2252,Gittin 84a,א,Gittin 84a:1, <א> מסתברא בין לרבי אליעזר בין
2253,Gittin 84a,ב,Gittin 84a:7,יהודה קמדמית ליה דאתמר קונם עיני בשינה היום אם אישן למחר אמר רב יהודה <ב> אל יישן היום שמא יישן
2254,Gittin 84a,ג,Gittin 84a:10,בסילואתא ולא נאים הכא בדידה קיימא לאיגרושי אלא אמר רבא <ג> הרי זו לא תנשא לא
2255,Gittin 84a,ד,Gittin 84a:15,עליו מתחילתו אינו אלא כמפליגה בדברים וכשר אמר רב נחמן אמר רב <ד> הלכה כר' יהודה בן תימא
2256,Gittin 84a,ה,Gittin 84a:18,"אפשר דאכלה ולקיא לאביי כלל לאתויי בשר חזיר לרבא כזה למעוטי בשר חזיר מיתיבי <ה> הרי זה גיטך ע""מ שתבעלי"
2257,Gittin 84a,ו,Gittin 84a:18,לפלוני נתקיים התנאי הרי זה גט ואם לאו אינו גט <ו> על מנת שלא תבעלי לאבא
2258,Gittin 84a,ז,Gittin 84a:20,רבא בשלמא בשר חזיר אפשר דאכלה ולקיא פלוני נמי אפשר דמשחדא ביה בממונא <ז> אלא אבא ואביך בדידה קיימא
2259,Gittin 84b,א,Gittin 84b:2,"לאביי כלל לאתויי בשר חזיר כזה למעוטי פלוני מיתיבי <א> הרי זה גיטך ע""מ שתאכלי"
2260,Gittin 84b,ב,Gittin 84b:7,קא עקרה מתקיף לה רבינא כלום קא עקרה איהי אלא לקיומי לתנאי דידיה אישתכח דאיהו קא עקר אלא אמר רבינא <ב> כי אמרינן מתנה על מה
2261,Gittin 84b,ג,Gittin 84b:7,שכתוב בתורה תנאו בטל כגון שארה כסותה ועונתה דודאי קא עקר אבל הכא מי קאמר לה לא סגיא דלא אכלה <ג> לא תיכול ולא תיגרש: כיצד
2262,Gittin 84b,ד,Gittin 84b:13,"לפני התורף אפילו על פה נמי פסול קמ""ל <ד> ורבא אמר לא שנו אלא"
2263,Gittin 85a,א,Gittin 85a:2,ודברי הכל ורבא אמר מחלוקת לאחר התורף דרבי סבר גזרינן אטו לפני התורף <א> ורבנן סברי לא גזרינן אטו
2264,Gittin 85a,ב,Gittin 85a:5,מיפלג פליגי אלא אימא לדברי הכל כשר והיכי דמי <ב> לאחר התורף ולימא הרי זה
2265,Gittin 85a,ג,Gittin 85a:7,פסול ורבי תנא דברי הכל אתנייה כשר בפסול מיחלף ליה הרי זה בדברי הכל לא מיחלף ליה: <ג> הרי את מותרת לכל אדם
2266,Gittin 85a,ד,Gittin 85a:9,קדושין אפילו בעבירה פסול: <ד> כללא דרישא לאתויי שאר חייבי
2267,Gittin 85a,ה,Gittin 85a:12,אביה אמאי והא בעינן ויצאה והיתה אלא אתיא לכלל הויה <ה> הכא נמי אתיא לכלל הויה
2268,Gittin 85a,ו,Gittin 85a:13,הכא נמי אתיא לכלל הויה <ו> חוץ מן הנולדים מהו השתא
2269,Gittin 85a,ז,Gittin 85a:16,הנך לאו לאיגיורי קיימי הני לאיתילודי קיימי <ז> חוץ מבעל אחותה מהו השתא
2270,Gittin 85a,ח,Gittin 85a:18,נמי עבידי דמיגיירי גירות לא שכיחא מיתה שכיחא <ח> חוץ מזנותיך מהו בנשואין הא
2271,Gittin 85a,ט,Gittin 85a:21,בזנות ולאבא ולאביך הוא דלא שייר הא לאחר שייר דלמא בנשואין דעבר ואינסיב <ט> חוץ משלא כדרכה מהו בכדרכה
2272,Gittin 85a,י,Gittin 85a:22,הא לא שייר או דלמא משכבי אשה כתיב <י> חוץ מהפרת נדריך מהו בנשואין
2273,Gittin 85a,כ,Gittin 85a:23,הא לא שייר או דלמא אישה יקימנו ואישה יפירנו כתיב <כ> חוץ מתרומתיך מהו בנשואין הא
2274,Gittin 85a,ל,Gittin 85a:26,חוץ מקידושיך בשטר מהו מי אמרינן אפשר דמקדש לה בכסף ובביאה או דלמא ויצאה והיתה איתקוש הוויות להדדי <ל> תיקו:
2275,Gittin 85a,מ,Gittin 85a:27,תיקו: <מ> גופו של גט הרי את
2276,Gittin 85b,א,Gittin 85b:1,רבי יהודה אומר ודן דיהוי ליכי מינאי ספר תירוכין ואגרת שבוקין וגט פטורין למהך להתנסבא לכל גבר דיתצביין <א> גופו של גט שחרור הרי
2277,Gittin 85b,ב,Gittin 85b:2,את בת חורין הרי את לעצמך: <ב> פשיטא אמר לה לאשתו הרי
2278,Gittin 85b,ג,Gittin 85b:2,את בת חורין לא אמר ולא כלום <ג> אמר לה לשפחתו הרי את
2279,Gittin 85b,ד,Gittin 85b:4,"דקני ליה גופיה כי א""ל הרי את לעצמך קני גופיה אשה דלא קני גופה <ד> לא כ""ש א""ל רבינא לרב"
2280,Gittin 85b,ה,Gittin 85b:6,"אשי א""ל לעבדו אין לי עסק בך מהו א""ל רב חנין לרב אשי ואמרי לה רב חנין מחוזנאה לרב אשי <ה> ת""ש דתניא"
2281,Gittin 85b,ו,Gittin 85b:6,"ת""ש דתניא <ו> המוכר עבדו לעובד כוכבים יצא"
2282,Gittin 85b,ז,Gittin 85b:10,הוא אמר אביי האי מאן דכתב גיטא <ז> לא לכתוב ודין דמשמע ודין
2283,Gittin 85b,ח,Gittin 85b:11,אלא ודן <ח> ולא לכתוב איגרת דמשמע איגרת
2284,Gittin 85b,ט,Gittin 85b:11,אלא אגרת <ט> ולא לכתוב לימהך דמשמע לי
2285,Gittin 85b,י,Gittin 85b:11,מהך <י> ולא לכתוב למחך דמשמע כי
2286,Gittin 85b,כ,Gittin 85b:12,"חוכא <כ> דיתיהויין דיתיצבייין תלתא תלתא יודי""ן"
2287,Gittin 85b,ל,Gittin 85b:12,"דמשמע תהויין ותצביין <ל> ולורכיה לוי""ו דתירוכין ולוי""ו דשבוקין"
2288,Gittin 85b,מ,Gittin 85b:13,"דמשמע תריכין ושביקין <מ> ולורכיה לוי""ו דכדו דמשמע וכדי"
2289,Gittin 85b,נ,Gittin 85b:13,"ולורכיה לוי""ו דכדו דמשמע וכדי <נ> ולא ליכתוב לאיתנסבא דמשמע לא"
2290,Gittin 85b,ס,Gittin 85b:15,יתנסבא אלא להתנסבא איבעיא להו בעינן ודן או לא בעינן ודן תא שמע <ס> דאתקין רבא בגיטי איך פלניא
2291,Gittin 85b,ע,Gittin 85b:16,כולהו מי קאמר אלא בעינן <ע> הכא נמי בעינן: מיומא דנן
2292,Gittin 86a,א,Gittin 86a:1, <א> לאפוקי מדבעא מיניה רבא מרב
2293,Gittin 86a,ב,Gittin 86a:5,ומרתכא וכבריתא וחלא דחמרא ומשחא דזיתא ונטפיק חיורא ושייפי ליה בגדפא דאווזא: שלשה גיטין פסולין ואם נשאת הוולד כשר <ב> כתב בכתב ידו ואין עליו
2294,Gittin 86a,ג,Gittin 86a:5,עדים <ג> יש עליו עדים ואין בו
2295,Gittin 86a,ד,Gittin 86a:6,"אומר <ד> אע""פ שאין עליו עדים אלא"
2296,Gittin 86a,ה,Gittin 86a:6,שנתנו לה בפני עדים כשר וגובה מנכסים משועבדים <ה> שאין העדים חותמים על הגט
2297,Gittin 86a,ו,Gittin 86a:23,יש עליו עדים <ו> אלא אסיפא יש בו זמן
2298,Gittin 86b,א,Gittin 86b:1,ודוקא כתב ידו ועד <א> אבל כתב סופר ועד לא
2299,Gittin 86b,ב,Gittin 86b:8,לה בנים לא תצא אין לה בנים תצא מתיב מר זוטרא בר טוביה <ב> וכולן שהיו בהן ספק קידושין
2300,Gittin 86b,ג,Gittin 86b:13,חששא דרבנן היא לוי אמר לעולם לא תצא וכן אמר ר' יוחנן <ג> לעולם לא תצא וכן אמר
2301,Gittin 86b,ד,Gittin 86b:16,מאי קרצית אמר אביי דידבתא דביני כיפי מתיב רב דניאל בר רב קטינא <ד> כל העופות פוסלין במי חטאת
2302,Gittin 86b,ה,Gittin 86b:18,רב הלכה כר' אלעזר בגיטין כי אמריתה קמיה דשמואל אמר <ה> אף בשטרות ורב סבר בשטרות
2303,Gittin 86b,ו,Gittin 86b:29,כי אתא רבין אמר ר' אלעזר אמר רב הלכה כרבי אלעזר בגיטין: <ו> שנים ששלחו שני גיטין שוין
2304,Gittin 86b,ז,Gittin 86b:30,ונתערבו נותן שניהם לזו ושניהם לזו לפיכך אבד אחד מהן הרי השני בטל <ז> חמשה שכתבו כלל בתוך הגט
2305,Gittin 86b,ח,Gittin 86b:32,והעדים מלמטה את שהעדים ניקרין עמו כשר: מאן תנא אמר ר' ירמיה דלא כר' אלעזר דאי ר' אלעזר כיון דאמר <ח> עדי מסירה כרתי הא לא
2306,Gittin 86b,ט,Gittin 86b:35,בעי: חמשה שכתבו כלל כו': היכי דמי כלל היכי דמי טופס אמר רבי יוחנן <ט> זמן אחד לכולן זהו כלל
2307,Gittin 87a,א,Gittin 87a:2,לא תניא <א> עדים חתומין על שאילת שלום
2308,Gittin 87a,ב,Gittin 87a:3,"בגט פסול חיישינן שמא על שאילת שלום חתמו לאו איתמר עלה א""ר אבהו <ב> לדידי מפרשא לי מיניה דרבי"
2309,Gittin 87a,ג,Gittin 87a:3,"יוחנן שאלו פסול ושאלו כשר ה""נ <ג> דכתיב ביה פלוני ופלוני ופלוני"
2310,Gittin 87a,ד,Gittin 87a:5,"בלילה א""ל מר קשישא בריה דרב חסדא לרב אשי הכי אמרינן משמיה דרבי יוחנן <ד> דכתיב בהו בחד בשבא בחד"
2311,Gittin 87a,ה,Gittin 87a:6,אנו פלוני ופלוני גירשנו נשותינו פלונית ופלונית נמצאו שתי נשים מתגרשות בגט אחד והתורה אמרה וכתב לה <ה> ולא לה ולחברתה
2312,Gittin 87a,ו,Gittin 87a:7,ולא לה ולחברתה <ו> דהדר כתב פלוני גירש פלונית
2313,Gittin 87a,ז,Gittin 87a:12,זמן לכל אחד ואחד והעדים מלמטה <ז> את שהעדים נקראים עמו כשר
2314,Gittin 87a,ח,Gittin 87a:17,פליג להו זמן אין אי לא לא: <ח> שני גיטין שכתבן זה בצד
2315,Gittin 87a,ט,Gittin 87a:19,שניהם פסולין: <ט> וליתכשר האי בראובן והאי בבן
2316,Gittin 87a,י,Gittin 87a:22,וליתכשר האי ביעקב עד דהא תנן איש פלוני עד כשר <י> דלא כתב עד ואיבעית אימא
2317,Gittin 87a,כ,Gittin 87a:22,דלא כתב עד ואיבעית אימא <כ> לעולם דכתב עד ודידעינן בהא
2318,Gittin 87b,א,Gittin 87b:5,"וכ""ת כיון <א> דמופלג בשני שיטין לא והאמר"
2319,Gittin 87b,ב,Gittin 87b:5,חזקיה <ב> מלאהו בקרובים כשר הא תני
2320,Gittin 87b,ג,Gittin 87b:9,יוני כשר הא תני זעירי שניהם כשרים ותנא דידן דלמא גונדלית חתים ותלתא אחד וחד אחד: <ג> שייר מקצת הגט וכתבו בדף
2321,Gittin 87b,ד,Gittin 87b:9,השני והעדים מלמטה כשר <ד> חתמו עדים בראש הדף מן
