Phrase,Freq,,Alternate #1,Alternate #2,Alternate #3,Alternate #4,Alternate #5,Alternate #6,Alternate #7,Alternate #8,Alternate #9,Alternate #10,Alternate #11,Alternate #12,Alternate #13,Alternate #14,Alternate #15,Alternate #16,Alternate #17,Alternate #18,Alternate #19,Alternate #20,Alternate #21,Alternate #22,Alternate #23,,,,,,,,,,,,,,,,,,,,,,,,
התעני',51,|,התענית (0),התעניתים (293),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נרבונ""א",24,|,נרבונא (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובדגמ""ר",14,|,ובדגול_מרבבה (438),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בא""ל",193,|,באומר_לה (8),באומר_לשלוחו (63),באמר_לשון (73),באומר_לשליח (84),באמר_לשליח (151),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אדכרי',7,|,אדכרינן (315),אדכריה (782),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ותנש',9,|,ותנשא (122),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"החב""י",15,|,החינוך_בית_יהודה (115),הרב_חינוך_בית_יהודה (826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וקא',51,|,וקאמר (1),וקאמרינן (104),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עסק',23,|,עסקא (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מח""ע",24,|,משום_חשש_עיגון (700),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בט""ג",189,|,בספר_טיב_גיטין (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דלכתחי',50,|,דלכתחילה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בדו""ד",32,|,בדין_ודברים (192),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כמע""פ",14,|,כמו_מלוה_על_פה (35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
האלמנ',183,|,האלמנה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"נל""ע",50,|,ניתק_לעשה (3),נתק_לעשה (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תושי',26,|,תושיה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תחל',185,|,תחלה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דסו""ס",188,|,דסוף_סוף (0),דהא_סוף_סוף (48),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ו""על",8,|,ועברנו_על (217),ונתתי_עליכם (271),ועיין_לקט (580),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לדעת',54,|,לדעתה (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דמ""ס",187,|,דמחמת_ספק (349),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מופקדי',14,|,מופקדים (2),מופקדין (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שווי',185,|,שוויה (2),שווייה (4),שוויא (6),שווייא (84),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מהתק',10,|,מהתקנה (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לאמ',50,|,לאמר (0),לאמור (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"תק""י",193,|,תקיד (732),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כרחי',54,|,כרחיה (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דעב',14,|,דעביר (24),דעבד (98),דעביד (220),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אל""א",9,|,אבאר_לך_את (217),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
והוי',52,|,והויא (0),והוי (2),והוייא (30),והויין (62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בכיו""ב",222,|,בכיוצא_בזה (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בהגמ""ר",192,|,בהגהת_מרדכי (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מכשפ""ה",7,|,מכשפופרת_הנוד (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"משוה""ד",50,|,משורת_הדין (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כנ""ה",7,|,כן_השיבן (914),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הו""י",53,|,הברכה_ויתן (609),הווייתו_יתברך (669),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שר""ע",186,|,שרבי_עצמו (265),שרב_עמרם (939),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שבעה""ב",184,|,שבעל_הבית (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שהפסי',9,|,שהפסיד (311),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והפס""מ",5,|,והפסד_ממון (590),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחיו',56,|,אחיותיהן (297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבנ""ט",14,|,דבעינן_נתינת_טעם (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דמו""מ",51,|,דהטלת_מום (165),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ברשב""ג",25,|,ברבן_שמעון_בן_גמליאל (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובפ""ע",7,|,וכפעם_בפעם (200),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבעוה""ז",23,|,דבעולם_הזה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לקדוה""ג",14,|,להם_קדושת_הגוף (67),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בנ""ב",188,|,בנודע_ביהודה (1),בתשובות_נודע_ביהודה (23),בתשובת_נודע_ביהודא (387),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"של""נ",7,|,שלא_נתרצתה (20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להח""א",24,|,להרב_חיי_אדם (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לחשאיב""ס",5,|,לחולי_שאין_בו_סכנה (139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דיהבי',50,|,דיהבינן (6),דיהביה (7),דיהבינהו (115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בספ',182,|,בספר (0),בספור (910),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כשהא""י",23,|,כשהוא_אינו (91),כשהמוכר_אינו (126),כאן_שהאיסור (239),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
יחידי',51,|,יחידי (191),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דשאי""מ",14,|,דבר_שאינו_מתכוין (99),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בא""ב",188,|,באלפא_ביתא (2),בארון_במצרים (127),בחד_אבר (771),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עמשכ""ב",7,|,על_מה_שכתב_בתורה (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
החצ',49,|,החצר (0),החצרות (19),החצירות (63),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מסקי',188,|,מסקינן (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשתיי',24,|,בשתייה (22),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לפי""ה",52,|,לפי_פירוש_הראשון (384),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
רוחותי',15,|,רוחותיו (39),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דנוטל""פ",9,|,דכל_נותן_טעם_לפגם (292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במ""ת",192,|,במשנה_תורה (5),במת (119),ביהודה_מהדורא_תניינא (282),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ואסקיני',7,|,ואסקיניה (808),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מר""ג",183,|,מרבן_גמליאל (1),מריש_גלותא (10),מבי_ריש_גלותא (129),מכדי_רגילות (812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דוי""ו",186,|,דויו (0),דמילתא_ולשון_יותר (596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"במנ""י",53,|,במנחת_יעקב (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בדידי',189,|,בדידיה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הראשו',186,|,הראשונה (3),הראשונות (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובהה""מ",52,|,ובהרב_המגיד (2),ועיין_בהרב_המגיד (21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולדר',9,|,ולדרב (329),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אומדנ',182,|,אומדנא (0),אומדנות (14),אומדן (17),אומדנה (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
החיצונ',26,|,החיצונה (1),החיצונית (576),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סופרי',186,|,סופרים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
סברת',24,|,סברתו (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דבס""ת",184,|,דבספר_תורה (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מע""ס",14,|,מערכת_ספרים (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"קה""ק",202,|,קדש_הקדשים (2),קדשי_הקדשים (3),קודש_הקדשים (10),קודש_הקודשים (92),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מסותר',5,|,מסותרת (292),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשות',23,|,בשותפות (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"התו""ח",190,|,הרב_תורת_חטאת (893),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שח""ו",181,|,שחס_ושלום (0),שחלילה_וחס (98),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דאגיד',9,|,דאגידה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
הסו',183,|,הסוברים (0),הסוברין (1),הסובר (79),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ולקושי',8,|,ולקושיא (85),ולקושית (141),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מדליקי',51,|,מדליקין (0),מדליקים (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אכתו',52,|,אכתוב (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אחרינ',187,|,אחרינא (0),אחריני (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אר""ל",196,|,אמר_ריש_לקיש (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והזל""א",5,|,והזכור_לאברהם (707),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כרנבה""ק",51,|,כרבי_נחוניא_בן_הקנה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כתיב',188,|,כתיבתו (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ויכתו',9,|,ויכתוב (12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תמצ',50,|,תמצא (0),תמצאה (135),תמצה (373),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לבע""ה",184,|,לבעל_הבית (0),לבעל_השדה (7),לבעל_הפירות (26),לבעל_המעות (34),לבעל_העליה (47),לבעל_הספינה (50),לבעל_השטר (91),לבעל_הגג (104),לבעל_הכלי (105),לבעל_האילנות (109),לבעל_הצמר (148),לבעל_הדבר (170),לבעל_החורבה (303),לבעל_הגדיש (400),לבעל_היינו (815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובד""א",55,|,ובדיעבד_אף (556),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מוהי',24,|,מוהיה (0),מוהיו (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הגר""מ",197,|,הגאון_רבי_מאיר (34),הגאון_רבי_מנשה (188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לפ""י",24,|,ליישב_פירושו (692),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דנשבעי',9,|,דנשבעים (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פחות',23,|,פחותה (0),פחות (80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אג',51,|,אגופה (339),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שהשלי',15,|,שהשלים (8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אי""ל",181,|,אי_יכול_לטעון (290),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בכה""ד",9,|,בכהנים_דוקא (314),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"העוכ""ם",7,|,העובד_כוכבים_מכוין (12),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
עילוי',50,|,עילויה (1),עילויא (853),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כבי""ש",7,|,כבידי_שמים (194),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובלע""ז",221,|,ובלעז (1),ובלשון_לעז (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"למב""מ",9,|,למום_במקח (77),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רב""ה",16,|,רבא_בהאי (598),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לטי""ת",50,|,לטית (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ובב""ר",242,|,ובמדרש_בראשית_רבה (68),ושם_בברייתא (124),ואמרו_בברכות (126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
גבינ',23,|,גבינה (0),גבינות (81),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ות""י",185,|,וכן_תרגם_יונתן (3),וכן_תירגם_יונתן (6),ותרגם_יונתן (7),ותירגם_יונתן (10),ויונתן_תירגם (12),ותרגום_יונתן (37),ותרגמו_יונתן (66),ותירגם (108),ותקדיש_יתיה (137),ותרבי_ית (201),ותרגם_ירושלמי (310),ותרבי_יתיה (331),ותיטרון (582),ותיכלון_יתיה (836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ליטר',181,|,ליטרין (10),ליטרא (15),ליטראות (363),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שהכ""ג",51,|,שהכהן_גדול (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"אר""ה",194,|,אמר_רב_הונא (3),ארב_הונא (310),אמר_רבי_הושעיא (370),אמר_רב_הושעיה (633),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דרברבת',5,|,דרברבתא (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בגה""ר",24,|,בגלוי_הראש (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כשה',50,|,כשהעולם (4),כשהכהן (34),כשהמקום (44),כשהישראל (60),כשהקהל (114),כשהלוה (178),כשהמוכר (191),כשהקטן (220),כשהשואל (230),כשהחזן (246),כשהמבוקש (264),כשהיורש (326),כשהמערער (412),כשהשדה (580),כשהעדים (695),כשהשותף (746),כשהדף (781),כשהסופר (883),כשהכותל (948),,,,,,,,,,,,,,,,,,,,,,,,,,,,
"והו""א",181,|,והוה_אמינא (0),ובדין_הוא (156),והתם_הוא (270),ולהכי_הוא (329),וסברא_הוא (476),וקושטא_הוא (536),ואנן_הוא (837),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לטבועי',9,|,לטבועין (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דחיי""ל",14,|,דחייבי_לאוין (4),דחיישינן_לסמפון (214),דלא_חיישינן_לנמלך (953),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דקאמרי',188,|,דקאמרינן (1),דקאמרי (32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לחמשי',9,|,לחמשים (7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
להגי',185,|,להגיה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מיסה""ת",23,|,מיסודי_התורה (164),מהלכות_יסודי_התורה (506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דמסייע',14,|,דמסייעינן (126),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ההי',181,|,ההיא (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
העני',197,|,העניה (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שמפ',198,|,שמפקפק (965),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
וברתי',7,|,וברתיה (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
העזר',14,|,העזרה (6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כמוש""ב",59,|,כמו_שביארתי (29),כמו_שביאר (63),כמו_שבארנו (70),כמו_שבארתי (114),כמו_שביררנו (203),כמו_שאכתוב_בסמוך (315),כמו_שכתבתי_בחידושי (325),כמו_שאפרש_בסמוך (418),כמו_שאבאר_בסמוך (430),כמו_שבררנו (579),כמו_שיתבאר_במקומו (616),כמו_שכתבתי_בסמוך (633),כמו_שיתבאר_בסמוך (666),כמו_שהארכתי_בזה (867),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דד""ח",14,|,דהא_דחלב (126),דכל_דבר_חריף (184),דדבר_חשוב (480),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לחו""כ",7,|,לחתן_וכלה (324),לכבוד_חתן_וכלה (593),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
משבתיכם',5,|,משבתיכם (11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ובירוש',212,|,ובירושלמי (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
שומעני',23,|,שומעניה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הי""ש",184,|,היין_שרף (1),הישיבה (389),היד_שאול (521),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
המיי',52,|,המיימוני (0),המיימון (17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כרכורי',14,|,כרכורים (0),כרכורין (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כהר""ר",183,|,כהרב_רבינו (46),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"כע""מ",51,|,כעל_מנת (0),כמו_על_מנת (6),כתנאי_על_מנת (14),כעונה_ממש (210),כעין_מיגו (382),כשאר_עמידות (505),כמעלים_עין_מאיסור (731),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
דכפלי',14,|,דכפליה (59),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
כבסי',182,|,כבסימן (16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בציר""י",191,|,בצירי (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"שמש""כ",52,|,שמה_שכותב (25),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לקוק""ד",26,|,לקדיש_וקדושה (6),לעניית_קדיש_וקדושה (15),לענות_קדיש_וקדושה (63),לענות_קדושה_וקדיש (79),לענין_קדיש_וקדושה (384),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רי""י",9,|,רייוויטץ (182),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"דלכ""פ",49,|,דלכמה_פוסקים (2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בהה""מ",186,|,בהרב_המגיד (4),בדברי_הרב_המגיד (17),בזה_הרב_המגיד (826),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נבוכדנצ',9,|,נבוכדנצאר (172),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ד""אם",23,|,דאחין_מן (81),דאף_אם_מת (172),דאחד_אמר (920),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
בשמעת',51,|,בשמעתא (0),בשמעתתא (1),בשמעתין (36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"להשל""ה",15,|,להרב_שלטי_הגבורים (342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
התיבו',9,|,התיבות (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הע""ק",14,|,העדי_קידושין (342),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ני""ד",185,|,נידון_דשם (980),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"לשה""ר",53,|,לשון_הרע (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
לכתחיל',185,|,לכתחילה (0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בשימק""ו",23,|,בשיטה_מקובצת (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"עה""ד",184,|,על_הדעת (1),ענין_הדור (567),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
פירש',53,|,פירשה (0),פירש (1),פירשנו (6),פירשתים (838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"רייני""ש",15,|,רייניש_שיין (293),רייניש (512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
השייכי',23,|,השייכים (0),השייכי (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מעותי',50,|,מעותיך (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אכלך',5,|,אכלך (604),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"הגרא""ל",5,|,הגאון_רבי_אלישע (420),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"מעיה""ק",14,|,מעיר_הקודש (303),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ההלכ',51,|,ההלכה (0),ההלכות (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"סה""א",23,|,סוף_הלכה_א (80),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"בר""ב",59,|,בר_ברוך (7),בן_רבינו_ברוך (73),בר_רבי (457),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
מיתרצ',9,|,מיתרצו (3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
תופ',7,|,תופסין (60),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
