level 1,level 2,level 3,level 4,level 5,level 6,level 7,level 8,level 9,level 10,level 11,refs
Tort Law,Beyond Physical Damage,Surreptitious Theft and Armed Robbery,Other,,,,,,,,
Tort Law,Beyond Physical Damage,Breaking and Entering,,,,,,,,,
Tort Law,Beyond Physical Damage,Overstepping the boundaries of another's business,,,,,,,,,
Tort Law,Beyond Physical Damage,Overstepping the boundaries of another's business,General statements,,,,,,,,
Tort Law,Beyond Physical Damage,Employees' Salaries,,,,,,,,,
Tort Law,Beyond Physical Damage,Employees' Salaries,Withholding Salary,,,,,,,,
Tort Law,Beyond Physical Damage,Employees' Salaries,Beyond the Laws,,,,,,,,
Tort Law,Beyond Physical Damage,Building Protective Fences around Rooves,,,,,,,,,
Tort Law,Beyond Physical Damage,Damage caused by Observing Another's Property [Hezek Ri'eeyah],,,,,,,,,
Tort Law,Beyond Physical Damage,Causing a Prohibition against use of Another's Items,,,,,,,,,
Kashrut / Dietary Laws,,,,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,,,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Causing pain to creatures [tzaar baalei chayyim],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Causing pain to creatures [tzaar baalei chayyim],The Prohibition Against Paining Animals,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Sending away a mother bird before taking the young [shiluach haken],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],The blessing before shechitah,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],Which animals require shechitah,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],The legal status of a slaughtered animal,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],The act of shechitah,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],After the shechitah,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],The knife,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kosher slaughter [shechitah],The shochet [slaughterer],,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Covering blood after kosher slaughter [kisui hadam],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Covering blood after kosher slaughter [kisui hadam],Basic rules,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Covering blood after kosher slaughter [kisui hadam],What-Ifs,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,"Food taken from live animals [eiver min hachai, basar min hachai]",,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,"Food taken from live animals [eiver min hachai, basar min hachai]",Prohibitions,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which were not slaughtered in a kosher fashion [neveilah],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which were not slaughtered in a kosher fashion [neveilah],When is an animal considered a neveilah?,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which were not slaughtered in a kosher fashion [neveilah],The prohibition against consuming a neveilah,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which are mortally wounded [tereifah],,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which are mortally wounded [tereifah],General Rules,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Animals which are mortally wounded [tereifah],Specific Wounds,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Tevilat Kelim / Toyveling - Immersion of Vessels to Allow their Use,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Tevilat Kelim / Toyveling - Immersion of Vessels to Allow their Use,Requirements,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Tevilat Kelim / Toyveling - Immersion of Vessels to Allow their Use,Procedure,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,Principles,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,Pottery,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,Lead-Coated Pottery [Mani DiKunya],,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,Knives,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Making Vessels Kosher for Use,Spoons,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Taam lifgam - Vessels Invaded by a Bad Taste of Non-Kosher Food,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Taam lifgam - Vessels Invaded by a Bad Taste of Non-Kosher Food,The Leniency,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Rules for Ovens,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Rules for Ovens,Forbidden Fuels,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Kashering utensils - Preparation of utensils for use with kosher food,Rules for Ovens,Meat and Milk,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,Meat which was unsupervised for a time,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,Pat Akum - Bread baked by a Nochri,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,Meat & Dairy Bread,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,Meat & Dairy Bread,Meat Bread,,,,,,,
Kashrut / Dietary Laws,Food Preparation,Rabbinic dietary prohibitions,Meat & Dairy Bread,Dairy Bread,,,,,,,
Kashrut / Dietary Laws,Food Preparation,How the method of eating affects the law,,,,,,,,,
Kashrut / Dietary Laws,Food Preparation,How the method of eating affects the law,The Method of Eating,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,General issues in consuming non-kosher creatures,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Fish,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Fish,Laws,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Grasshoppers,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Grasshoppers,Specific Species,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Grasshoppers,Laws,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Crawling Creatures,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Crawling Creatures,The Prohibition against consuming such creatures,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain classes of [non-]kosher creatures,Crawling Creatures,Specific Crawling Creatures,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,The Prohibition,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,Stages of Growth of Grafted/Mixed Species,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,"Defining a Vineyard, regarding the issue of mixed species in a vineyard",,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,Specific Produce,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,Planting Schema to Avoid Grafted/Mixed Species,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,Use of a fence to separate Crops,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Grafted Species,Other laws,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Ben Pekuah - Animals found inside Slaughtered Animals,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Ben Pekuah - Animals found inside Slaughtered Animals,Status of an animal discovered inside a slaughtered animal,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,"Oto v'et B'no - An animal and its young, slaughtered on the Same Day",,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,"Laws Specific to ""Chayah"" Class Animals",,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Blood,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Blood,Extent of the prohibition,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Blood,Beyond the laws,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Gid haNasheh - The Sciatic Neurovascular Bundle,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Cooking Vessels that were owned by a Nochri,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain Forbidden Fats,,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Certain Forbidden Fats,The Extent of the Prohibition,,,,,,,,
Kashrut / Dietary Laws,Specific Creatures/Foods,Basar b'Chalav - Meat and Milk Mixtures,,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,,,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,Nullification in a mixture - Bitul,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,Ratios for Annulment - Shiurim,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,An element with others of its type [min b'mino],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,An element with elements of other types [min b'she'eino mino],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,An Element which is Significant [davar chashuv],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,An Element which will become permitted if we wait [Davar sheYesh Lo Matirin],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,An Element which Affects the Nature of the Whole Mixture - davar hama'amid,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,Where the Prohibition can be Tasted in the Mixture,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,"Where Two causes Create an Item, one permissible and one not [Zeh v'Zeh Gorem]",,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Taarovet - Mixtures of Forbidden and Permitted Foods,"Annulling An Item by ""Planting/Seeding"" it in a Mixture [Zeriah]",,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,The Witnesses,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,"Amatla - An Excuse, Explaining a [False] Statement",,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,BeYado - Credibility Where the Truth is Under the Testifier's Control,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,"Worrying about ""Favor-Traders"" Among Witnesses Aiding Each Others' Cases",,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,"The one who forbade X, permitted X",,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,Mah Li LeShaker - Why would I lie?,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,Maysi'ach Lefi Tumo [Speaking without Knowledge of the Speech's Effect],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,Migu - Since they could have said X...,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,Milta De'Avida Le'Igluyay - A Case where the Truth Will be Known,,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Testimony regarding potential prohibitions,Shavyah ANafsheih Chaticha De'Issura - Forbidding an item to one's self (alone)],,,,,,,,
Kashrut / Dietary Laws,Food of Debatable Kashrut Status,Trustworthy people,,,,,,,,,
Blessings,,,,,,,,,,,
Blessings,The Basic Elements of a Blessing,,,,,,,,,,
Blessings,The Basic Elements of a Blessing,The Structure of Blessings,,,,,,,,,
Blessings,The Basic Elements of a Blessing,The Structure of Blessings,"""Hashem/Melech Ha'Olam""",,,,,,,,
Blessings,The Basic Elements of a Blessing,The Structure of Blessings,"Having an Extra Beginning/Closure [of ""Baruch""]",,,,,,,,
Blessings,The Basic Elements of a Blessing,The Structure of Blessings,Other Issues of Structure,,,,,,,,
Blessings,The Basic Elements of a Blessing,Reciting Blessings,,,,,,,,,
Blessings,The Basic Elements of a Blessing,Reciting Blessings,The need for verbalization,,,,,,,,
Blessings,The Basic Elements of a Blessing,Reciting Blessings,Reciting the blessing before performing the relevant action,,,,,,,,
Blessings,The Basic Elements of a Blessing,Reciting Blessings,One's physical state,,,,,,,,
Blessings,The Basic Elements of a Blessing,"""Amen""",,,,,,,,,
Blessings,The Basic Elements of a Blessing,Mental Focus [kavvanah] when reciting a blessing,,,,,,,,,
Blessings,The Basic Elements of a Blessing,Mental Focus [kavvanah] when reciting a blessing,Concentration during specific parts of the blessing,,,,,,,,
Blessings,The Basic Elements of a Blessing,Beyond the Law,,,,,,,,,
Blessings,Types of Blessings,,,,,,,,,,
Blessings,Types of Blessings,Blessings on Mitzvot,,,,,,,,,
Blessings,Types of Blessings,Blessings on Mitzvot,Recital,,,,,,,,
Blessings,Types of Blessings,Blessings on Mitzvot,General Structure,,,,,,,,
Blessings,Types of Blessings,Blessings on Mitzvot,"Language of ""Al [On] -X-"" vs. ""Li [To] -X-""",,,,,,,,
Blessings,Types of Blessings,Blessings on Enjoyment,,,,,,,,,
Blessings,Types of Blessings,Blessings on Enjoyment,Requirement,,,,,,,,
Blessings,Types of Blessings,Blessings on Enjoyment,Structure,,,,,,,,
Blessings,Types of Blessings,Blessings on Enjoyment,Types of Food,,,,,,,,
Blessings,Specific Blessings,,,,,,,,,,
Blessings,Specific Blessings,"The Blessing of ""Shehechiyanu"" for Special and ""First Time"" Occasions",,,,,,,,,
Blessings,Specific Blessings,"The Blessing of ""Shehechiyanu"" for Special and ""First Time"" Occasions",Procedure,,,,,,,,
Blessings,Specific Blessings,"The Blessing of ""Shehechiyanu"" for Special and ""First Time"" Occasions",Specific Instances of the Blessing,,,,,,,,
Blessings,Specific Blessings,Blessings Honoring a Day's Holiness,,,,,,,,,
Blessings,Specific Blessings,Blessings Honoring a Day's Holiness,Laws,,,,,,,,
Blessings,Specific Blessings,Specific Blessings Recited before Enjoyment,,,,,,,,,
Blessings,Specific Blessings,Specific Blessings Recited before Enjoyment,Borei Minei Mezonot - Who Creates the Types of Sustaining Foods,,,,,,,,
Blessings,Specific Blessings,Specific Blessings Recited before Enjoyment,Borei Peri HaAdamah - Who Creates the Fruit of the Earth,,,,,,,,
