entry,suspected string
"<entry id=""E18397""><head-word>קָרֵר</head-word><binyan><binyan-name>פַעל,</binyan-name><binyan-name>אפ׳,</binyan-name><senses><sense><definition><bold>
אַקַּר
</bold>
  צינן</definition><notes>
 to cool | 
<italic>
kühlen
</italic>
 
שבת ח׳ ע״ב׃ דעבידי אינשי לקרורי נפשייהו; פס׳ ע״ו ע״א׃ אקורי קא מיקר ליה.</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְקְרָר &gt;אתפ׳,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref rid=""E18396"">
נִתְקָרֵר</xref>
</bold>
. תרג׳ יב״ע שמ׳ ב׳ ה׳׃ לאתקררא על נהרא.</definition></sense></senses></binyan>
</entry>

",אִתְקְרָר
"<entry id=""E18400""><head-word>קָרַשׁ</head-word><pos>פ״ע,</pos><senses>
<sense>
<number>1) </number><definition>
 נעשה מוצק</definition><notes>
 to become solid | 
<italic>
fest werden
</italic>
 
ירוש׳ נזיר פ״ז נ״ו ע״ב׃ הנפל שלא קרשו אבריו.
 
</notes></sense><sense>
<number>2) </number><definition>
 קפא</definition><notes>
 to congeal | 
<italic>
gerinnen
</italic>
 
פס׳ ס״ד ע״א׃ שמא יניחום ויקרש הדם.
</notes></sense></senses>
<binyan><binyan-name>הִקְרִישׁ &gt;הפ׳,</binyan-name><senses><sense><definition>נתן לדם וכדומה לקפוא</definition><notes>
 to cause to congeal | 
<italic>
gerinnen lassen
</italic>
 
תוס׳ חול׳ ו׳ ז׳׃ השוחט והקויש.</notes></sense></senses></binyan>
</entry>

",הִקְרִישׁ
"<entry id=""E18410""><head-word>קָשָׁה</head-word><binyan><binyan-name>הפ׳</binyan-name><binyan-form>הִקְשָׁה</binyan-form><senses><sense><definition>·– 

  ·– נעשה</definition><notes>
 to become hard | 
<italic>
hart werden
</italic>
 
ירוש׳ פס׳ פ״ו ל״ה ע״ב׃ שסופו להקשות.</notes></sense></senses></binyan>
<binyan><binyan-name>הִקְשָׁה עַצְמוֹ לָדַעַת</binyan-name> <senses><sense><definition>עורר עצמו לקישוי אבר</definition><notes>
 to cause erection wilfully | 
<italic>
vorsätzlich Erektion verursachen
</italic>
 
נדה י״ג ע״ב׃ המקשה עצמו לדעת יהא בנדוי.</notes></sense></senses>
</binyan>
<binyan><binyan-name>הִתְקַשָּׁה &gt;התפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 ילדה בקושי</definition><notes>
 to be in hard labourin travailing | 
<italic>
schwer gebären
</italic>
 
ב״ר פכ״ד׃ נתקשית אמו בלידה.
 
</notes></sense><sense>
<number>2) </number><definition>
 נעשה קשה</definition><notes>
 to become hard | 
<italic>
hart werden
</italic>
 
תוס׳ נדה ו׳ ד׳׃ משתיקשו הדדין.
 
</notes></sense><sense>
<number>3) </number><definition>
 נמצא במצב קשה</definition><notes>
 to find oneself in difficulty | 
<italic>
sich in einer Schwierigkeit befinden
</italic>
 
תנח׳ בהעלותך ו׳׃ נתקשיתי לעשוחה.
 
</notes></sense><sense>
<number>4) </number><definition>
 סירב</definition><notes> 
to resist | 
<italic>
sich sträuben
</italic>
 
דב״ר פ״ט׃ מתקשה כנגדו.
</notes></sense></senses></binyan></entry>

",הִקְשָׁה
"<entry id=""E18416""><head-word>קִשֵּׁט</head-word>

 <pos>פ׳על,</pos> <senses>
<sense>
<number>1) </number><definition>
 בנ״ל 2. שמו״ר פכ״ג׃ בנוהג שבעולם כלה מקשטין אותה ואח״כ מכניסין אותה לחופה.
 
</definition></sense><sense>
<number>2) </number><definition>
 קלח</definition><notes>
 to gush | 
<italic>
mit Heftigkeit fließen
</italic>
 
תוס׳ צוק׳ עיר׳ ט׳ (ו), כ״ו׃ ביבין המקשטין וכו׳.
</notes></sense></senses>
<binyan><binyan-name>הִקְשִׁיט &gt;הפ׳,</binyan-name><senses><sense><definition>הכין</definition><notes>
 to make ready | 
<italic>
vorbereiten
</italic>
 
ב״ר פכ״ח׃ והקשיטן לפורענות ואחר כך הוא פורע.</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְקַשֵּׁט &gt;התפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 התהדר</definition><notes>
 to adorn oneself | 
<italic>
sich schmücken
</italic>
 
במ״ר פ״ב׃ לאבן יקרה שמתקשטות בה הנשים.
 
</notes></sense><sense>
<number>2) </number><definition>
 התאמת והתאשר</definition><notes>
 to be verified | 
<italic>
sich bewahrheiten
</italic>
 
ב״ר פנ״ה׃ מפני קושט בשביל שתתקשט וכו׳.
</notes></sense></senses></binyan></entry>

",הִקְשִׁיט
"<entry id=""E18419""><head-word>קַשֵּׁט</head-word><binyan><binyan-name>פַעל,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 יישר</definition><notes>
 to straighten, to corret | 
<italic>
gerade machen
</italic>
 
תרג׳ דהי״א כ״ט י״ח׃ לקשטא יצר הרהורי לבבא.
 
</notes></sense><sense>
<number>2) </number><definition>
 תוקן</definition><notes>
 to prepare | 
<italic>
zubereiten
</italic>
 
יב׳ ס״ג ע״ב׃ מקשטא ליה תכא.
</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְקַשֵּׁט, אִיקַשֵּׁט &gt;אתפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 התהדר</definition><notes>
 to be dressed | 
<italic>
sich putzen
</italic>
 
תענ׳ כ״ג ע״ב׃ כי מיקשטא.
 
</notes></sense><sense>
<number>2) </number><definition>
 התכונן</definition><notes> 
to be prepared | 
<italic>
sich bereiten
</italic>
 
תרג׳ עמ׳ ד׳ יב׳ (הכון)׃ אתקשט.
 
</notes></sense><sense>
<number>3) </number><definition>
 נזרק ביריה</definition><notes>
 to be shot | 
<italic>
geschleudert werden
</italic>
 
תרג׳ ירוש׳ שמות י״ט י״ג׃ גירא דאשא יתקשטון ביה.
</notes></sense></senses></binyan></entry>

","אִתְקַשֵּׁט,"
"<entry id=""E18423""><head-word>קְשֵׁי</head-word><pos>פעו״י,</pos><senses>
<sense>
<number>1) </number><definition>
 היה קשה</definition><notes>
 to be hard | 
<italic>
hart sein
</italic>
 
יומא כ״ח ע״ב׃ קשו משמשא.
 
</notes></sense><sense>
<number>2) </number><definition>
 שאל שאלה, קושיא</definition><notes>
 to object | 
<italic>
fragen, einwenden
</italic>
 
ירוש׳ נד׳ פ״ח מ׳ ע״ד׃ לא כבר קשונתה ר׳ לעזר קומי ר׳ יוחנן.
</notes></sense></senses>
<binyan><binyan-name>אַקְשֵי &gt;אפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 כנ״ל 2. יב׳ ע״ז ע״א׃ אקשי להו כל הני קושייתא.
 
</definition></sense><sense>
<number>2) </number><definition>
 הקשה</definition><notes>
 to harden | 
<italic>
hart machen
</italic>
 
תרג׳ יב״ע שמ׳ י״ג ט״ו׃ אקשי לבא דפרעה.
</notes></sense></senses></binyan>
<binyan><binyan-name>אִתְקַשֵּׁי &gt;אתפ׳,</binyan-name><senses><sense><definition>עי׳ <bold>
<xref>
הִתְקַשָּׁה</xref>--&gt;
</bold>
. ב״ר פס״ב׃ הוון יתבין ומתקשיין.</definition></sense></senses></binyan>
</entry>

",אַקְשֵי
"<entry id=""E18438""><head-word>קִשְׁקֵשׁ</head-word><binyan><binyan-name>פיעל</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 השמיע קול</definition><notes>
 to ring | 
<italic>
klingeln
</italic>
 
סוטה ט׳ ע״ב׃ היתה שכינה מקשקשת לפניו כזוג.
 
</notes></sense><sense>
<number>2) </number><definition>
 נדנד</definition><notes>
 to dangle | 
<italic>
baumeln lassen
</italic>
 
ירוש׳ תענ׳ פ״ג ס״ז ע״א׃ מקשקש את רגליו בנחל קדרון.
 
</notes></sense><sense>
<number>3) </number><definition>
 עדר</definition><notes>to hoe | 
<italic>
behacken
</italic>
 
מו״ק ג׳ ע״א׃ יכול לא יקשקש תחת הזיתים.
 
</notes></sense><sense>
<number>4) </number><definition>
 קושש, ליקט</definition><notes>
 to gather | 
<italic>
sammeln, auflesen
</italic>
 
ילק׳ בר׳ ע״ו׃ פועלים הייתי צריך שיקשקשו אותה.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְקַשְׁקֵשׁ &gt;התפ׳,</binyan-name>

 <senses>
<sense>
<number>1) </number><definition>
  נעשה קשה</definition><notes>
 to become stiff | 
<italic>
steif werden
</italic>
 
גדה מ״ז ע״א׃ משיחקשקשו הדדין.
 
</notes></sense><sense>
<number>2) </number><definition>
 השמיע קול קשקוש</definition><notes>
 to rattle | 
<italic>
klappern
</italic>
 
חול׳ ע״ד ע״ב׃ כאגוז המתקשקש.
</notes></sense></senses></binyan></entry>

",הִתְקַשְׁקֵשׁ
"<entry id=""E18441""><head-word>קָשַׁר</head-word><senses><sense><definition>·–
 ערך</definition><notes>
 to compose | 
<italic>
veranstalten
</italic>
 
איכ״ר פתיחתא׃ מה לכם קישרין מספד.</notes></sense></senses>
<binyan><binyan-name>נִקְשַׁר &gt;נפ׳</binyan-name><senses><sense><definition>·–
 עי׳ <bold>
<xref>
נִצְרַר</xref>--&gt;
</bold>
. ב״ר פמ״ו׃ משנקשר דמו.</definition></sense></senses></binyan>
<binyan><binyan-name>הוּקְשַׁר &gt;הופ׳,</binyan-name><senses><sense><definition>נתחכר</definition><notes>
 to be joined | 
<italic>
sich vereinigen
</italic>
 
ויק״ר פ״ל׃ יוקשרו כולם אגודה אחת וכו׳.</notes></sense></senses></binyan>
</entry>

",נִקְשַׁר
"<entry id=""E18446""><head-word>קְשַׁש</head-word><pos>פ״ע,</pos><senses><sense><definition>נזדקן</definition><notes>
 to grow old | 
<italic>
alt werden
</italic>
 
ב״ק צ״ב ע״ב׃ השתא דקשישנא לדרדקי.</notes></sense></senses>
<binyan><binyan-name>אִתְקוֹשֵׁשׁ &gt;אתפ׳,</binyan-name><senses><sense><definition>התקשט</definition><notes>
 to adorn oneself | 
<italic>
sich schmücken
</italic>
 
ירוש׳ תענ׳ פ״ב ס״ה ע״א׃ נתקושש גרמן עד דלא נקושש חורנין.</notes></sense></senses></binyan>
</entry>

",אִתְקוֹשֵׁשׁ
"<entry id=""E18471""><head-word>רָאָה כְּאִילוּ</head-word><senses><sense><definition>חשב והחזיק</definition><notes> 
to consider (as if) | 
<italic>
betrachten als ob
</italic>
…
 ב״ב פ״ג ע״א׃ רואין את האמצעיים כאילו אינן.</notes></sense></senses>
<binyan><binyan-name>נִרְאָה</binyan-name> <senses>
<sense>
<number>1) </number><definition>
 התקבל על הדעת</definition><notes> 
to appear reasonable | 
<italic>
einleuchten
</italic>
 חול׳ ק״ח ע״ב׃ נראין דברי ר׳ יהודה.
 
</notes></sense><sense>
<number>2) </number><definition>
 היה ראוי</definition><notes> 
to be fit, to become fit | 
<italic>
(rituell) zulässig sein, (werden)
</italic>
 סוכה ל״ג ע״ב׃ נראה ונדחה חוזר ונראה.
</notes></sense></senses></binyan>
</entry>

",נִרְאָה
"<entry id=""E18495""><head-word>רַבִּים</head-word><senses><sense><definition>צבור, פומבי</definition><notes> 
public, community | 
<italic>
Gemeinde, Öffentlichkeit
</italic>
 ירוש׳ מגי׳ פ״ג ע״ג ע״ד׃ בית הכנסת של דבים וכו׳ של יחיד.</notes></sense></senses>
<binyan><binyan-name>בָּרַבִּים</binyan-name> <senses><sense><definition>בפומפי</definition><notes> 
in public | 
<italic>
öffentlich
</italic>
 בר׳ ס״א ע״ב׃ הקהיל קהלות ברבים.</notes></sense></senses></binyan>
</entry>

",בָּרַבִּים
"<entry id=""E18504""><head-word>רִבָּה</head-word><binyan><binyan-name>פיעל</binyan-name><senses>
<sense>
<number>1) </number><definition>
 לקח רבית</definition><notes> 
to borrow on usury | 
<italic>
gegen Zinsen verborgen
</italic>
 ב״מ פ״ה מ״א׃ ואיזהו תרבית המרבה בפירות.

 
</notes></sense><sense>
<number>2) </number><definition>
 הכניס בכלל</definition><notes> 
to include | 
<italic>
hinzufügen, einschließen
</italic>
 שבי׳ כ״ו ע״א׃ או נפש כי תשבע ריבה.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְרַבָּה התפ׳,</binyan-name><senses><sense><definition>נתוסף</definition><notes> 
to be increased | 
<italic>
zunehmen
</italic>
 אבות פ״ה מ״ט׃ בארבעה פרקים חדבר מתרבה.</notes></sense></senses></binyan>
</entry>
",הִתְרַבָּה
"<entry id=""E18539""><head-word>רָבַע</head-word><pos> ·–</pos><senses><sense>
<number>1) </number><definition>
 היה מונח</definition><notes> 
to lie | 
<italic>
liegen
</italic>
 תוס׳ כלא׳ פ״א׃ אין נותנין זמורה בין שתי קורות כדי שתרבע ביניהן.
 
</notes></sense><sense>
<number>2) </number><definition>
 הפרה</definition><notes> 
to fructify | 
<italic>
befruchten
</italic>
 תענ׳ ו׳ ע״ב׃ שרובע את הקרקע.
 
</notes></sense><sense>
<number>2) </number><definition>
 שכב את זכר משכבי אשה</definition><notes> 
to commit pederasty | 
<italic>
Päderastie treiben
</italic>
 סנה׳ ט׳ ע״ב׃ פלוני רבעו לאונסו.
</notes></sense></senses>
<binyan><binyan-name>נִרְבַּע נפ׳,</binyan-name><senses><sense><definition>נבעל בעל החי ע״י אדם</definition><notes> 
to be covered by a man (animal) | 
<italic>
von einen Menschen begattet werden (Tier)
</italic>
 סנה׳ פ״א מ״ד׃ הרובע והנרבע.</notes></sense></senses></binyan>
</entry>

",נִרְבַּע
"<entry id=""E18544""><head-word>רִבֵּץ</head-word><binyan><binyan-name>פיעל,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 הזה</definition><notes> 
to irrigate | 
<italic>
bewässern
</italic>
 תוס׳ פאה ב׳ כ׳׃ המרבץ את שדהו.
 
</notes></sense><sense>
<number>2) </number><definition>
 הרטיב את הקרקע כדי לנקותה</definition><notes> 
to sprinkle | 
<italic>
besprengen
</italic>
 שבת צ״ה ע״א׃ המכבד והמרבץ.
 
</notes></sense><sense>
<number>3) </number><definition>
 הפיץ והרחיב</definition><notes> 
to spread | 
<italic>
verbreiten
</italic>
 ירוש׳ כת׳ פי״ב ל״ה ע״א׃ ריבץ תורה בישראל יותר ממך.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִרְבִּיץ הפ׳,</binyan-name><pos> ·–</pos><senses><sense>
<number>1) </number><definition>
 כנ״ל 2. תנח׳ חוקת ו׳׃ ומרביצין עליו מים.
 
</definition></sense><sense>
<number>2) </number><definition>
 כנ״ל 3. מגי׳ כ״ט ע״א׃ בתי כנסיות ובתי מדרשות שקורין ומרביצין בהם תורה.
</definition></sense></senses></binyan>
<binyan><binyan-name>הִתְרַבֵּץ התפ׳,</binyan-name><senses><sense><definition>נעשה מורטב</definition><notes> 
to be besprinkled | 
<italic>
besprengt werden
</italic>
 שבת צ״ה ע״א׃ ונמצא מתרכץ מאליו.</notes></sense></senses></binyan>
</entry>

",הִרְבִּיץ
"<entry id=""E18576""><head-word>רָגַל</head-word><binyan><binyan-name/><binyan-form>·– נִרְגַּל נפ׳,</binyan-form><senses><sense><definition> 

  הסכין לדבר</definition><notes> 
to be wont to | 
<italic>
gewohnt sein
</italic>
 נדה ט״ז ע״ב׃ שר הנרגל וכו׳.</notes></sense></senses></binyan>
<binyan><binyan-name>הִרְגִּיל הפ׳,</binyan-name>

  <senses>
<sense>
<number>1) </number><definition>
 הדריך, קירב וסיגל לדבר</definition><notes> 
to accustom | 
<italic>
gewöhnen
</italic>
 ב״מ פ״ד מי״ב׃ שהוא מרגילן לבוא אצלו.
 
</notes></sense><sense>
<number>2) </number><definition>
 המשיך</definition><notes> 
to convey (water) | 
<italic>
Wasser leiten
</italic>
 מו״ק ה׳ ע״א׃ כל מקוה שאין ארבעים סאה מרגילין לתוכו ארבעים סאה.
 
</notes></sense><sense>
<number>3) </number><definition>
 הפשיט את העור מן הרגלים ולמעלה</definition><notes> 
to flay an animal from its feet upward | 
<italic>
einem Tier das Fell von den Beinen aufwärts (im ganzen) abziehen
</italic>
 חול׳ פ״ט מ״ג׃ המפשיט וכו׳ המרגיל וכו׳.
</notes></sense></senses></binyan>
<binyan><binyan-name>הִתְרַגֵּל התפ׳,</binyan-name><senses><sense><definition>הסכין</definition><notes> 
to get used to | 
<italic>
sich gewöhnen
</italic>
 ירוש׳ נד׳ פי״א מ״ב ע״ד׃ יעשו סעודה והן מתרגלין לבא דרך סעודה.</notes></sense></senses></binyan>
</entry>

",הִרְגִּיל
"<entry id=""E18582""><head-word>רְגַם</head-word><binyan><binyan-name/><pos>פ״י,</pos><senses><sense><definition><bold>
רַגֵּם פַעל,
</bold>
  כנ״ל. תרג׳ תה׳ ס״ח כ״ח (רגמתם)׃ רגמז יתהון שבטיא אבנין; אס׳ ה׳ י״ד׃ רגמיה דוד לגלית.</definition></sense></senses></binyan>
<binyan><binyan-name>אִתְרַגֵּם אתפ׳,</binyan-name><senses><sense><definition>נסקל</definition><notes> 
to be stoned to death | 
<italic>
gesteinigt werden
</italic>
 תרג׳ שמ׳ כ״א כ״ח (סקל יסקל השור)׃ אתרגמא יתרגם תורא.</notes></sense></senses></binyan>
</entry>

",אִתְרַגֵּם
