Index Title,Rashi on Numbers
Rashi on Numbers 30:11:1,"<b> ואם בית אישה נדרה.</b> °בנשואה הכתוב מדבר <small>(ספרי שם)</small>: 
"
Rashi on Numbers 30:14:1,"<b> כל נדר וכל שבועת אסר וגו'.</b> לפי שאמר שהבעל מפר יכול כל נדרים במשמע תלמוד לומר לענות נפש °אינו מפר אלא נדרי ענוי נפש בלבד. והם מפורשים במסכת נדרים <small>(עט, א)</small>: "
Rashi on Numbers 30:15:1,"<b> מיום אל יום.</b> °שלא תאמר מעת לעת לכך נאמר מיום אל יום ללמדך שאין מפר אלא °עד שתחשך <small>(שם עו, ב)</small>: "
Rashi on Numbers 30:16:1,<b> אחרי שמעו.</b> אחרי ששמע וקיים °שאמר אפשי בו וחזר והפר לה אפילו בו ביום <small>(ספרי קנו)</small>:
Rashi on Numbers 30:16:2,<b>ונשא את עונה.</b> הוא נכנס תחתיה. למדנו מכאן שהגורם תקלה לחבירו הוא נכנס תחתיו לכל עונשין:
Rashi on Numbers 31:2:1,"<b> מאת המדינים.</b> °ולא מאת המואבים שהמואבים נכנסו לדבר מחמת יראה שהיו יראים מהם שיהיו שוללים אותם שלא נאמר אלא <small>(דברים ב, ט)</small> אל תתגר בם מלחמה. אבל מדינים °נתעברו על ריב לא להם. דבר אחר °מפני ב' פרידות טובות שיש לי להוציא מהם רות המואביה ונעמה העמונית <small>(ב""ק לח, ב)</small>: 
"
Rashi on Numbers 31:3:1,<b> וידבר משה וגו'.</b> °אף על פי ששמע שמיתתו תלויה בדבר עשה בשמחה ולא איחר <small>(ספרי קנז)</small>:
Rashi on Numbers 31:3:2,<b>החלצו.</b> כתרגומו לשון חלוצי צבא מזויינים:
Rashi on Numbers 31:3:3,"<b>אנשים.</b> °צדיקים וכן <small>(שמות יז, ט)</small> בחר לנו אנשים וכן <small>(דברים א, טו)</small> אנשים חכמים וידועים <small>(תנחומא מטות ג)</small>: "
Rashi on Numbers 31:3:4,"<b>נקמת ה'.</b> שהעומד כנגד ישראל °כאלו עומד כנגד הקב""ה <small>(שם)</small>: "
Rashi on Numbers 31:4:1,<b> לכל מטות ישראל.</b> °לרבות שבט לוי <small>(ספרי שם)</small>:
Rashi on Numbers 31:5:1,"<b> וימסרו. </b>להודיעך שבחן של רועי ישראל כמה הם חביבים על ישראל עד שלא שמעו במיתתו מה הוא אומר <small>(שמות יז, ד)</small> עוד מעט וסקלוני ומששמעו שמיתת משה תלויה בנקמת מדין °לא רצו ללכת עד שנמסרו על כרחן <small>(ספרי שם)</small>: "
Rashi on Numbers 31:6:1,"<b> אותם ואת פינחס.</b> °מגיד שהיה פינחס שקול כנגד כולם. °ומפני מה הלך פינחס ולא הלך אלעזר אמר הקב""ה מי שהתחיל במצוה °שהרג כזבי בת צור יגמור <small>(תנחומא שם)</small>. דבר אחר שהלך לנקום נקמת יוסף אבי אמו שנאמר <small>(בראשית לז, לו)</small> והמדנים מכרו אותו <small>(ספרי שם)</small> ומנין שהיה אמו של פנחס משל יוסף שנאמר <small>(שמות ו, כה)</small> מבנות פוטיאל מזרע יתרו שפיטם עגלים לעבודת אלילים ומזרע יוסף שפטפט ביצרו. דבר אחר שהיה משוח מלחמה <small>(סוטה מג, א)</small>: "
Rashi on Numbers 31:6:2,"<b>וכלי הקדש.</b> °זה הארון והציץ שהיה בלעם עמהם ומפריח מלכי מדין בכשפים והוא עצמו פורח עמהם הראה להם את הציץ שהשם חקוק בו והם נופלים לכך נאמר על חלליהם במלכי מדין שנופלים על החללים מן האויר וכן בבלעם כתיב <small>(בספר יהושע יג, כב)</small> אל חלליהם <small>(תנחומא ד)</small>: "
Rashi on Numbers 31:6:3,"<b>בידו.</b> °ברשותו וכן <small>(במדבר כא, כ)</small> ויקח את כל ארצו מידו <small>(ספרי קנז)</small>: 
"
Rashi on Numbers 31:8:1,"<b> חמשת מלכי מדין.</b> וכי איני רואה שחמשה מנה הכתוב למה הוזקק לומר חמשת אלא ללמדך ששוו כולם בעצה והושוו כולם בפורענות. בלעם הלך שם °ליטול שכר עשרים וארבעה אלף שהפיל מישראל בעצתו ויצא ממדין לקראת ישראל °ומשיאן עצה רעה אמר להם אם כשהייתם ששים רבוא לא יכולתם להם. ועכשיו בי""ב אלף אתם באים להלחם. נתנו לו °שכרו משלם ולא קפחוהו <small>(שם)</small>: "
Rashi on Numbers 31:8:2,"<b>בחרב. </b>הוא בא על ישראל והחליף אומנתו באומנותם שאין נושעים אלא בפיהם על ידי תפלה ובקשה. ובא הוא ותפש אומנותם לקללם בפיו אף הם באו עליו והחליפו אומנותם באומנות האומות שבאין בחרב שנאמר <small>(בראשית כז, מ)</small> ועל חרבך תחיה: "
Rashi on Numbers 31:10:1,"<b> טירתם.</b> מקום פלטרין שלהם <small>(ספרי שם)</small> שהוא לשון מושב כומרים יודעי חוקיהם. דבר אחר לשון מושב שריהם כמו שמתורגם <small>(ש""א ו, ח)</small> סרני פלשתים °טורני פלשתאי: "
Rashi on Numbers 31:11:1,"<b> ויקחו את כל השלל וגו'.</b> מגיד שהיו כשרים וצדיקים ולא נחשדו על הגזל לשלוח יד בבזה שלא ברשות שנאמר את כל השלל וגו' ועליהם מפורש בקבלה <small>(שה""ש ו, ו)</small> שניך כעדר הרחלים וגו'. אף אנשי המלחמה שביך כולם צדיקים <small>(ספרי שם)</small>: "
Rashi on Numbers 31:11:2,<b>שלל.</b> הן מטלטלין של מלבוש ותכשיטין:
Rashi on Numbers 31:11:3,<b>בז.</b> °הוא ביזת מטלטלין שאינם תכשיטין:
Rashi on Numbers 31:11:4,<b>מלקוח. </b>אדם ובהמה. ובמקום שכתוב שבי אצל מלקוח שבי באדם ומלקוח בבהמה:
Rashi on Numbers 31:13:1,<b> ויצאו משה ואלעזר הכהן.</b> לפי שראו את נערי ישראל יוצאים לחטוף מן הבזה <small>(שם)</small>:
Rashi on Numbers 31:14:1,"<b> ויקצף משה על פקודי החיל.</b> ממונים על החיל ללמדך שכל סרחון הדור תלוי בגדולים שיש כח בידם למחות <small>(שם)</small>: 
"
Rashi on Numbers 31:16:1,"<b> בדבר בלעם.</b> אמר להם אפילו אתם מכניסים כל המונות (ס""א האומות) שבעולם אין אתם יכולים להם שמא מרובים אתם מן המצרים שהיו שש מאות רכב בחור בואו ואשיאכם עצה. אלהיהם של אלו שונא זמה הוא וכו' כדאיתא בחלק <small>(סנהדרין קו, א)</small> ובספרי <small>(שם)</small>: "
Rashi on Numbers 31:16:2,<b>הן הנה.</b> מגיד שהיו מכירין אותן. זו היא שנכשל פלוני בה <small>(ספרי זוטא)</small>:
Rashi on Numbers 31:17:1,"<b> וכל אשה יודעת איש.</b> °ראויה להבעל °אף על פי שלא נבעלה ולפני הציץ העבירום והראויה להבעל פניה מוריקות <small>(יבמות ס, ב)</small>: "
Rashi on Numbers 31:17:2,<b>הרגו.</b> למה חזר ואמר להפסיק הענין דברי רבי ישמעאל °שאם אני קורא הרגו כל זכר בטף וכל אשה יודעת איש וכל הטף בנשים וגו' איני יודע אם להרוג (וכל אשה יודעת) עם הזכרים או להחיות עם הטף °לכך נאמר הרוגו <small>(ספרי קנז)</small>:
Rashi on Numbers 31:19:1,<b> מחוץ למחנה.</b> °שלא יכנסו לעזרה:
Rashi on Numbers 31:19:2,<b>כל הורג נפש.</b> רבי מאיר אומר בהורג בדבר המקבל טומאה הכתוב מדבר ולמדך הכתוב °שהכלי מטמא אדם בחבורי המת כאלו נוגע במת עצמו או יכול אפילו זרק בו חץ והרגו תלמוד לומר וכל הנוגע בחלל מקיש הורג לנוגע מה נוגע על ידי חבוריו אף הורג על ידי חבוריו <small>(ספרי חקת קכז)</small>:
Rashi on Numbers 31:19:3,"<b>תתחטאו.</b> במי נדה כדין שאר טמאי מתים שאף לדברי האומרים <small>(יבמות ס, ב. סא, א)</small> קברי עובדי גילולים אינן מטמאין באהל שנאמר <small>(יחזקאל לד, לא)</small> ואתן צאני צאן מרעיתי אדם אתם אתם קרויין אדם ואין עובדי גילולים קרויין אדם. מודה הוא שהעובדי גילולים מטמאין במגע ובמשא °שלא נאמר אדם אלא אצל טומאת אהלים שנאמר <small>(במדבר יט, יד)</small> אדם כי ימות באהל: "
Rashi on Numbers 31:19:4,<b>אתם ושביכם.</b> לא שהנכרים מקבלין טומאה וצריכין הזאה אלא מה אתם בני ברית אף שביכם כשיבואו לברית ויטמאו °צריכין הזאה <small>(ספרי קנז)</small>:
Rashi on Numbers 31:20:1,"<b> וכל מעשה עזים.</b> °להביא כלי הקרנים והטלפים והעצמות <small>(ת""כ. חולין כה, ב)</small>: "
Rashi on Numbers 31:21:1,"<b> ויאמר אלעזר הכהן וגו'.</b> לפי שבא משה לכלל כעס בא לכלל טעות שנתעלמו ממנו הלכות גיעולי נכרים וכן אתה מוצא בשמיני למלואים שנאמר <small>(ויקרא י, יז)</small> ויקצוף (משה) על אלעזר ועל איתמר בא לכלל כעס בא לכלל טעות וכן <small>(במדבר כ, יא)</small> בשמעו נא המורים ויך את הסלע על ידי הכעס טעה <small>(ספרי שם)</small>: 
"
Rashi on Numbers 31:21:2,<b>אשר צוה ה' וגו'.</b> °תלה ההוראה ברבו <small>(שם)</small>:
Rashi on Numbers 31:22:1,"<b> אך את הזהב וגו'.</b> אף על פי שלא הזהיר לכם משה אלא על הלכות טומאה עוד יש להזהיר לכם על הלכות גיעול. ואך לשון מיעוט כלומר ממועטין אתם מלהשתמש בכלים אפילו לאחר טהרתן מטומאת המת עד שיטהרו מבליעת איסור נבלות. ורבותינו אמרו <small>(יל""ש תשפ""ה)</small> אך את הזהב לומר שצריך להעביר חלודה שלו קודם שיגעילנו וזהו לשון אך שלא יהא שם חלודה אך המתכת יהיה כמות שהוא: "
Rashi on Numbers 31:23:1,<b> כל דבר אשר יבא באש.</b> °לבשל בו כלום:
Rashi on Numbers 31:23:2,"<b>תעבירו באש.</b> כדרך תשמישו הגעלתו מה שתשמישו על ידי חמין יגעילנו בחמין ומה שתשמישו על ידי צלי כגון השפוד והאסכלה ילבננו באור <small>(ע""ז עה, ב)</small>: "
Rashi on Numbers 31:23:3,<b>אך במי נדה יתחטא.</b> לפי פשוטו חטוי זה °לטהרו מטומאת מת אמר להם צריכין הכלים גיעול לטהרם מן האיסור וחטוי לטהרן מן הטומאה. ורבותינו דרשו <small>(שם)</small> מכאן שאף להכשירן מן האיסור הטעין טבילה לכלי מתכות ומי נדה הכתובים כאן דרשו מים הראוים לטבול בהם נדה. וכמה הם מ' סאה:
Rashi on Numbers 31:23:4,<b>וכל אשר לא יבא באש.</b> כל דבר שאין תשמישו על ידי האור כגון כוסות וצלוחיות שתשמישן בצונן ולא בלעו איסור:
Rashi on Numbers 31:23:5,<b>תעבירו במים.</b> °מטבילו ודיו ודוקא כלי מתכות <small>(שם)</small>:
Rashi on Numbers 31:24:1,"<b> אל המחנה. </b>למחנה שכינה שאין טמא מת טעון שילוח ממחנה לויה וממחנה ישראל <small>(פסחים סו, ב)</small>: "
Rashi on Numbers 31:26:1,<b> שא את ראש.</b> °קח את החשבון:
Rashi on Numbers 31:27:1,"<b> וחצית את המלקוח בין תפשי המלחמה וגו'.</b> °חציו לאלו וחציו לאלו: 
"
Rashi on Numbers 31:32:1,"<b> ויהי המלקוח יתר הבז.</b> לפי שלא נצטוו להרים מכס מן המטלטלין אלא מן המלקוח כתב את הלשון הזה ויהי המלקוח שבא לכלל חלוקה ולכלל מכס שהיה עודף על בז המטלטלין אשר בזזו עם הצבא איש לו ולא בא לכלל חלוקה מספר הצאן וגו': 
"
Rashi on Numbers 31:42:1,<b> וממחצית בני ישראל אשר חצה משה.</b> °לעדה. והוציאה להם מן האנשים הצובאים:
