Index Title,Rashi on Numbers
Rashi on Numbers 30:2:2,"<b>This is the word.</b> °Moshe prophesied with “this is what Adonoy has said, about the time of midnight. . .,” and the [other] prophets prophesied with “this is what Adonoy has said:” Moshe surpassed them, as he prophesied °with the phrase “this is the word.” °Another interpretation: “This is the word” is exclusionary, teaching that °the Sage [annuls] with the term “release,” and the husband with the term “nullification,” °following the Scriptural language here. If they reverse the terminology, there is neither release nor nullification. "
Rashi on Numbers 30:3:1,"<b>A vow.</b> By saying, ‘Let it be as °a <i>konam</i> to me, that I will not eat, or I may not do a certain thing.’ But perhaps, even if he swears to eat the meat of an animal that was not ritually slaughtered, I read, concerning him, “all that he has verbalized, he must fulfill”? The Torah, therefore, teaches, “. . .to initiate a prohibition”— to prohibit what is permitted, but not to permit what is prohibited. "
Rashi on Numbers 30:3:2,"<b>He may not profane his word.</b> °Like Gא יְחַלֵּל דְבָרוֹ, he may not secularize his word. "
Rashi on Numbers 30:4:1,"<b>In her father’s home.</b> °Under her father’s jurisdiction, even if she is not actually in his home. "
Rashi on Numbers 30:4:2,"<b>While still in her youth.</b> °But not a minor, or a “<i>bogeres,</i>” as a minor’s vows are invalid, and a <i>bogeres</i> is no longer under her father’s jurisdiction for nullification of vows. When is she considered a minor? Our Rabbis say, at the age of eleven and a day, her vows should be examined. If she recognizes in Who’s Name she took the vow, or in Who’s Name she made the sanctification, then her vow is valid. At the age of twelve and a day, examination is no longer required. "
Rashi on Numbers 30:6:1,"<b>But if her father restrained her.</b> He restrained her from the vow, in other words, he nullified it. °I would not know what this הֲנָאָה means, but when it says, “but if, on the day her husband hears about it, יָנִיא אוֹתָהּ וְהֵפֵר, he restrains her and nullifies,” you may conclude that הֲנָאָה means nullification. Its plain meaning is to restrain and turn aside. Similarly, “why do you turn [the people’s hearts] away,” and “let the oil on my head not turn my head,” and “you will know My turning aside” [i.e. the punishment] for turning away from Me.” 
"
Rashi on Numbers 30:6:2,"<b>Adonoy will forgive her.</b> To whom does Scripture refer? To a woman who took the Nazirite vow. Her husband heard and nullified it, but she was not aware. She then violated her vow by drinking wine and defiling herself by contact with a corpse. She is in need of forgiveness, although it was nullified. Now, if those who[se vows] have been nullified require forgiveness, certainly those who[se vows] have not been nullified. 
"
Rashi on Numbers 30:7:1,"<b>If she is [married] to a man.</b> This refers to an “<i>arusah.</i>” °But perhaps to a “<i>nesuah?</i>” When it says, “and if she took the vow in her husband’s home,” a “<i>nesuah</i>” is mentioned, °so this must mean an “<i>arusah.</i>” It is intended to distinguish her, in °that her father and her husband annul her vow. If the father annulled, but not the husband, or the husband, but not the father, there is no annulment, and it goes without saying, °if one of them endorsed it. "
Rashi on Numbers 30:7:2,"<b>And her vows were upon herself.</b> She took the vows in her father’s home, °but her father did not hear them — they were neither annulled °nor endorsed. "
Rashi on Numbers 30:8:1,"<b>And her husband heard, etc.</b> Here you have [the ruling] that if the husband endorses, it stands. "
Rashi on Numbers 30:9:1,"<b>He then annuls her vow which was upon her.</b> °Perhaps even if the father did not annul? The Torah therefore teaches, “in her youth, while in her father’s house” — °all through her youth, she is under her father’s jurisdiction. "
Rashi on Numbers 30:10:1,"<b>Everything she prohibited for herself shall remain incumbent upon her.</b> Since she is neither under the jurisdiction of the father, nor the jurisdiction of the husband. Scripture refers here to °a widow after “<i>nisuin,</i>” but a widow after “<i>erusin,</i>” when the husband dies, his jurisdiction transfers to the father. "
Rashi on Numbers 30:11:1,<b>But if she took the vow in her husband’s home.</b> °Scripture refers to a “<i>nesuah.</i>”
Rashi on Numbers 30:14:1,"<b>Every vow, and every oath of self-denial, etc.</b> Since it was said that the husband may annul, perhaps all vows are included; the Torah therefore teaches, “of self-denial.” °He may only annul vows which are of self-denial They are defined in tractate Nedarim. "
Rashi on Numbers 30:15:1,"<b>From one day to the next.</b> °So that you should not say [he may annul] for twenty four hours — this is why “from day to day” is said, to teach that he may only annul °until nightfall. "
Rashi on Numbers 30:16:1,"<b>After having heard.</b> After he heard and endorsed, °saying, “I approve,” he recanted and annuled it, even during the same day. "
Rashi on Numbers 30:16:2,"<b>He must bear her transgression.</b> He must take her place. We learn from here that one who causes another’s downfall, must bear full punishment in his place. 
"
Rashi on Numbers 31:2:1,"<b>Against the Midianites.</b> °But not against the Moavites, for the Moavites entered the matter out of fear. They were afraid of them, [fearing] that they would plunder them, as it only says, “do not provoke them with warfare.” The Midianites, however, were °enraged over a dispute which was not theirs. Another interpretation: °for the sake of two virtuous doves whom I must extract from them — Rus the Moavite, and Na’amah the Ammonite. 
 "
Rashi on Numbers 31:3:1,"<b>Moshe spoke, etc.</b> °Although he heard that his demise depended on the matter, he joyfully implemented it, without delay. "
Rashi on Numbers 31:3:2,"<b>Arm.</b> As Targum [Onkelos] renders, meaning the same as חֲלוּצֵי צָבָא, “armed.” "
Rashi on Numbers 31:3:3,"<b>Men.</b> °Righteous men. Similarly, “choose men for us,” and, “men who are wise and renowned.” "
Rashi on Numbers 31:3:4,"<b>Revenge of Adonoy.</b> For, when anyone stands against Yisroel, °it is as if he stands against the Holy One, Blessed is He. "
Rashi on Numbers 31:4:1,<b>For all of the tribes of Yisroel.</b> °This includes the tribe of Levi.
Rashi on Numbers 31:5:1,"<b>They were handed over.</b> This informs you of the praiseworthiness of the shepherds of Yisroel, of how cherished they are by Yisroel. Before they heard about his death, what did he say? “a while more and they will stone me”! Yet, when they heard that the death of Moshe depended on the vengeance against Midian, °they refused to go until they were handed over, against their wishes. "
Rashi on Numbers 31:6:1,"<b>Them, and Pinchas.</b> °This teaches that Pinchas was equivalent to all of them. But °why did Pinchas go, while Elozor did not? The Holy One, Blessed is He, said, “The one who began the <i>mitzvah</i> °by executing Kozbi, the daughter of Tzur, should complete it.” Another interpretation: He sought to avenge Yoseif, his maternal forefather, as it is said, “the Midianites sold him. . .” How is it derived that the mother of Pinchas was [descended] from Yoseif? Since it is said, “of the daughters of Putiel (פּוּטִיאֵל).” Of the children of Yisro, who fattened (פִּיטֵם) calves for idol worship, and of the children of Yoseif, who scorned (פִּטְפֵּט) his evil inclination. Another interpretation: He was annointed for warfare. "
Rashi on Numbers 31:6:2,"<b>With the sacred vessels.</b> °This refers to the Ark and the Golden Headplate. Because Bil’am accompanied them, and caused the Midianite kings to fly through sorcery, he himself flying with them, he [Pinchas] displayed the Golden Headplate to them, in which the Divine Name was engraved, and they fell. This is why it is said, “. . .on those they had slain,” concerning the Midianite kings — they fell from the air on the slain ones. Similarly, concerning Bil’am, it is written, “. . .upon those they had slain” in the book of Yehoshua. "
Rashi on Numbers 31:6:3,"<b>In his hand.</b> °In his possession. Similarly, “he took his entire country מִיָדוֹ, from his possession.” 
"
Rashi on Numbers 31:8:1,"<b>[The] five kings of Midian.</b> Can I not see that Scripture enumerates five? Why, then, is it necessary to say “five”? Evidently, to teach that they all conspired equally, and they were all punished equally. Bil’am went there °to receive the reward for the twenty-four thousand whom he felled from Yisroel, through his advice. He went from Midian to the Bnei Yisroel, °and offered them evil advice. he said to them, “If when you were six hundred thousand you could not overcome them, and now you intend to fight them with twelve thousand?’ They gave him °his reward, in full without stinting. "
