Index Title,Rashi on Leviticus
Rashi on Leviticus 26:16:2,"<b>שחפת.</b> חולי שמשחף את הבשר, אנפולי""ש בלע""ז, <small>(געשוואלען)</small> דומה לנפוח שהוקלה נפיחתו ומראית פניו זעופה: "
Rashi on Leviticus 26:16:3,"<b>קדחת.</b> חולי שמקדיח את הגוף ומחממו ומבעירו, כמו כִּי אֵשׁ קָדְחָה בְאַפִּי <small>(דברים לב, כב)</small>: "
Rashi on Leviticus 26:16:4,"<b>מכלות עינים ומדיבת נפש.</b> העינים צופות וכלות לראות שֶׁיֵּקַל וְיֵרָפֵא, וסוף שלא ירפא, וידאבו הנפשות של משפחתו במותו. כל תאוה שאינה באה ותוחלת ממושכה, קרויה כליון עינים: "
Rashi on Leviticus 26:16:5,"<b>וזרעתם לריק.</b> תזרעו ולא תצמח, ואם תצמח, ואכלוהו אויביכם: "
Rashi on Leviticus 26:16:6,
Rashi on Leviticus 26:17:1,"<b>ונתתי פני.</b> פנאי שלי, פונה אני מכל עסקי להרע לכם: "
Rashi on Leviticus 26:17:2,"<b>ורדו בכם שנאיכם. </b>כמשמעו, ישלטו בכם. אגדת ת""כ מפרשה זו <small>(פרק ד)</small>: "
Rashi on Leviticus 26:17:3,"<b>אף אני אעשה זאת.</b> איני מדבר אלא באף, וכן אַף אֲנִי אֵלֵךְ עִמָּם בְּקֶרִי <small>(פסוק מא)</small>: "
Rashi on Leviticus 26:17:4,"<b>והפקדתי עליכם.</b> שיהיו המכות פוקדות אתכם מזו לזו, עד שהראשונה פקודה אצלכם, אביא אחרת ואסמכנה לה: "
Rashi on Leviticus 26:17:5,"<b>בהלה.</b> מכה המבהלת את הבריות, ואיזו, זו מכת מותן: "
Rashi on Leviticus 26:17:6,"<b>את השחפת.</b> יש לך אדם שהוא חולה ומוטל במטה אבל בשרו שמור עליו, תלמוד לומר שחפת, שהוא נשחף, או עתים שהוא נשחף אבל נוח ואינו מקדיח, תלמוד לומר ואת הקדחת, מלמד שהוא מקדיח, או עתים שהוא מקדיח וסבור הוא בעצמו שיחיה, תלמוד לומר מכלות עינים, או הוא אינו סבור בעצמו שיחיה אבל אחרים סבורים שיחיה, תלמוד לומר ומדיבות נפש: "
Rashi on Leviticus 26:17:7,"<b>וזרעתם לריק זרעכם.</b> זורעה ואינה מצמחת, ומעתה מה אויביכם באים ואוכלים, ומה ת""ל ואכלוהו אויביכם, הא כיצד, זורעה שנה ראשונה, ואינה מצמחת, שנה שניה מצמחת ואויבים באים ומוצאים תבואה לימי המצור, ושבפנים מתים ברעב שלא לקטו תבואה אשתקד. ד""א וזרעתם לריק זרעכם, כנגד הבנים והבנות הכתוב מדבר, שאתה עמל בהם ומגדלן, והחטא בא ומכלה אותם, שנאמר אֲשֶׁר טִפַּחְתִּי וְרִבִּיתִי אֹיְבִי כִלָּם <small>(איכה ב, כב)</small>: "
Rashi on Leviticus 26:17:8,"<b>ונתתי פני בכם.</b> כמו שנאמר בטובה ופניתי אליכם, כך נאמר ברעה ונתתי פני. משלו משל למלך שאמר לעבדיו פונה אני מכל עסקי ועוסק אני עמכם לרעה: "
Rashi on Leviticus 26:17:9,"<b>ונגפתם לפני איביכם.</b> שיהא המות הורג אתכם מבפנים, ובעלי דְבָבֵיכוֹן מקיפין אתכם מבחוץ <small>(ת""כ פרק ד, ה)</small>: "
Rashi on Leviticus 26:17:10,"<b>ורדו בכם שנאיכם.</b> שאיני מעמיד שונאים אלא מכם ובכם, שבשעה שאומות העולם עובדי אלילים עומדים על ישראל אינם מבקשים אלא מה שבגלוי, שנאמר וְהָיָה אִם זָרַע יִשְׂרָאֵל וְעָלָה מִדְיָן וַעֲמָלֵק וּבְנֵי קֶדֶם וגו' <small>(שופטים ו, ג)</small>, וַיַּחֲנוּ עֲלֵיהֶם וַיַּשְׁחִיתוּ אֶת יְבוּל הָאָרֶץ <small>(שם ד)</small>, אבל בשעה שאעמיד עליכם מכם ובכם הם מחפשים אחר המטמוניות שלכם, וכן הוא אומר וַאֲשֶׁר אָכְלוּ שְׁאֵר עַמִּי וְעוֹרָם מֵעֲלֵיהֶם הִפְשִׁיטוּ וגו' <small>(מיכה ג, ג. ת""כ שם)</small>: "
Rashi on Leviticus 26:17:11,<b>ונסתם.</b> מפני אימה:
Rashi on Leviticus 26:17:12,<b>ואין רודף אתכם.</b> מבלי כח:
Rashi on Leviticus 26:17:13,
Rashi on Leviticus 26:18:1,<b>ואם עד אלה.</b> ואם בעוד אלה לא תשמעו:
Rashi on Leviticus 26:18:2,<b>ויספתי.</b> עוד יסורין אחרים:
Rashi on Leviticus 26:18:3,"<b>שבע על חטאתיכם.</b> שבע פורעניות על ז' העבירות האמורות למעלה <small>(ת""כ פרק ה, א)</small>: "
Rashi on Leviticus 26:19:1,"<b>ושברתי את גאון עזכם.</b> זה בית המקדש, וכן הוא אומר הנני מחלל את מקדשי גאון עוזכם <small>(יחזקאל כד, כא)</small>: "
Rashi on Leviticus 26:19:2,"<b>ונתתי את שמיכם כברזל ואת ארצכם כנחשה.</b> זו קשה משל משה ששם הוא אומר וְהָיוּ שָׁמֶיךָ אֲשֶׁר עַל רֹאשְׁךָ נְחשֶׁת וגו' <small>(דברים כח, כג)</small>, שיהיו השמים מזיעין כדרך שהנחשת מזיעה, והארץ אינה מזיעה כדרך שאין הברזל מזיע, והיא משמרת פירותיה, אבל כאן השמים לא יהיו מזיעין כדרך שאין הברזל מזיע, ויהא חורב בעולם, והארץ תהא מזיעה כדרך שהנחשת מזיעה, והיא מאבדת פירותיה: "
Rashi on Leviticus 26:20:1,"<b>ותם לריק כחכם.</b> הרי אדם שלא עמל שלא חרש שלא זרע שלא נכש שלא כסח שלא עדר ובשעת הקציר בא שדפון ומלקה אותו אין בכך כלום, אבל אדם שעמל וחרש וזרע ונכש וכסח ועדר ובא שדפון ומלקה אותו, הרי שניו של זה קהות <small>(ת""כ שם ד)</small>: "
Rashi on Leviticus 26:20:2,<b>ולא תתן ארצכם את יבולה.</b> אף מה שאתה מוביל לה בשעת הזרע <small>(שם)</small>:
Rashi on Leviticus 26:20:3,"<b>ועץ הארץ.</b> אפילו מן הארץ יהא לקוי, שלא יחניט פירותיו בשעת החנטה <small>(שם)</small>: "
Rashi on Leviticus 26:20:4,"<b>לא יתן.</b> משמש למעלה ולמטה, אעץ ואפרי: "
Rashi on Leviticus 26:20:5,"<b>לא יתן פריו.</b> כשהוא מפרה מֵשִׁיר פירותיו, הרי שתי קללות, ויש אן שבע פורעניות: "
Rashi on Leviticus 26:21:1,"<b>ואם תלכו עמי קרי.</b> רבותינו אמרו עראי, במקרה, שאינו אלא לפרקים, כן תלכו עראי במצות. ומנחם פירש לשון מניעה, וכן הֹקֵר רַגְלְךָ <small>(משלי כה, יז)</small>, וכן יְקַר רוּחַ <small>(משלי יז, כז)</small>, וקרוב לשון זה לתרגומו של אונקלוס, לשון קושי, שמקשים לבם להמנע מהתקרב אלי: "
Rashi on Leviticus 26:21:2,<b>שבע כחטאתיכם.</b> שבע פורעניות אחרים במספר שבע כחטאתיכם:
Rashi on Leviticus 26:22:1,<b>והשלחתי.</b> לשון גירוי:
Rashi on Leviticus 26:22:2,"<b>ושכלה אתכם.</b> אין לי אלא חיה משכלת שדרכה בכך, בהמה שאין דרכה בכך מנין, תלמוד לומר וְשֶׁן בְּהֵמֹת אֲשַׁלַּח ָּם <small>(דברים לב, כד)</small>, הרי שתים, ומנין שתהא ממיתה בנשיכתה, תלמוד לומר עִם חֲמַת זֹחֲלֵי עָפָר <small>(שם)</small>, מה אלו נושכין וממיתין, אף אלו נושכין וממיתין כבר היו שנים בארץ ישראל, חמור נושך וממית, ערוד נושך וממית: "
Rashi on Leviticus 26:22:3,<b>ושכלה אתכם</b>. אלו הקטנים:
Rashi on Leviticus 26:22:4,<b>והכריתה את בהמתכם.</b> מבחוץ:
Rashi on Leviticus 26:22:5,<b>והמעיטה אתכם.</b> מבפנים:
Rashi on Leviticus 26:22:6,"<b>ונשמו דרכיכם.</b> שבילים גדולים ושבילים קטנים, הרי שבע פורעניות, שן בהמה, ושן חיה, חמת זוחלי עפר, ושכלה, והכריתה, והמעיטה, ונשמו: "
Rashi on Leviticus 26:23:1,<b>לא תוסרו לי.</b> לשוב אלי:
Rashi on Leviticus 26:25:1,"<b>נקם ברית.</b> ויש נקם שאינו בברית, כדרך שאר נקמות, וזהו סמוי עיניו של צדקיהו. דבר אחר נקם ברית, נקמת בריתי אשר עברתם. כל הבאת חרב שבמקרא, היא מלחמת חיילות אויבים: "
Rashi on Leviticus 26:25:2,<b>ונאספתם.</b> מן החוץ אל תוך הערים מפני המצור:
Rashi on Leviticus 26:25:3,"<b>ושלחתי דבר בתוככם.</b> וע""י הַדֶּבֶר, ונתתם ביד האויבים הצרים עליכם, לפי שאין מלינים את המת בירושלים, וכשהם מוציאים את המת לקברו נתנים ביד אויב: "
Rashi on Leviticus 26:25:4,
Rashi on Leviticus 26:25:5,
Rashi on Leviticus 26:26:1,"<b>מטה לחם.</b> לשון משען, כמו מַטֵּה עֹז <small>(ירמיה מח, יז)</small>: "
Rashi on Leviticus 26:26:2,"<b>בשברי לכם מטה לחם.</b> אשבור לכם כל מסעד אוכל, והם חצי רעב: "
Rashi on Leviticus 26:26:3,<b>ואפו עשר נשים לחמכם בתנור אחד.</b> מחוסר עצים:
Rashi on Leviticus 26:26:4,"<b>והשיבו לחמכם במשקל.</b> שתהא התבואה נרקבת ונעשית פת נפולה ומשתברת בתנור, והן יושבות ושוקלות את השברים לחלקם ביניהם: "
Rashi on Leviticus 26:26:5,"<b>ואכלתם ולא תשבעו.</b> זה מארה בתוך המעים בלחם. הרי ז' פורעניות, חרב, מצור, דבר, שבר מטה לחם, חוסר עצים, פת נפולה, מארה במעים. ונתתם אינה מן המנין שהיא החרב: "
Rashi on Leviticus 26:30:1,<b>במתיכם.</b> מִגְדָּלִים וּבִרָנִיוֹת:
Rashi on Leviticus 26:30:2,"<b>חמניכם.</b> מין עבודת אלילים שמעמידין על הגגות, ועל שם שמעמידין בחמה קרויין חמנים: "
Rashi on Leviticus 26:30:3,"<b>ונתתי את פגריכם.</b> תְּפוּחֵי רעב היו, ומוציאים יראתם מחיקם ומנשקים אותם, וכרסו נבקעת ונופל עליה: "
Rashi on Leviticus 26:30:4,"<b>וגעלה נפשי אתכם.</b> זה סילוק שכינה <small>(ת""כ פרק ו, ד)</small>: "
Rashi on Leviticus 26:31:1,"<b>ונתתי את עריכם חרבה.</b> יכול מאדם, כשהוא אומר והשימותי אני את הארץ, הרי אדם אמור, הא מה אני מקיים חרבה, מעובר ושב: "
Rashi on Leviticus 26:31:2,"<b>והשימותי את מקדשיכם.</b> יכול מן הקרבנות, כשהוא אומר ולא אריח הרי קרבנות אמורים, הא מה אני מקיים והשימותי את מקדשיכם מן הַגְּדוּדִיוֹת, שיירות של ישראל שהיו מתקדשות ונועדות לבא שם. הרי שבע פורעניות, אכילת בשר בנים ובנות, והשמדת במות הרי שתים, כריתת חמנים אין כאן פורענות אלא על ידי השמדת הבירניות יפלו החמנים שבראשי הגגות ויכרתו, ונתתי את פגריכם וגו' הרי שלש, סלוק שכינה ארבע, חרבן ערים, שממון מקדש מן הגדודיות, ולא אריח קרבנות, הרי שבע: "
Rashi on Leviticus 26:32:1,"<b>והשמתי אני את הארץ.</b> זו מדה טובה לישראל שלא ימצאו האויבים נחת רוח בארצם, שתהא שוממה מיושביה: "
Rashi on Leviticus 26:33:1,"<b>ואתכם אזרה בגוים.</b> זו מדה קשה, שבשעה שבני מדינה גולים למקום אחד רואים זה את זה ומתנחמין, וישראל נזרו כבמזרה, כאדם הזורה שעורים בנפה ואין אחת מהן דבוקה בחבירתה: "
Rashi on Leviticus 26:33:2,"<b>והריקתי.</b> כששולף החרב מתרוקן הנדן. ומדרשו חרב הנשמטת אחריכם אינה חוזרת מהר, כאדם שמריק את המים ואין סופן לחזור: "
Rashi on Leviticus 26:33:3,"<b>והיתה ארצכם שממה.</b> שלא תמהרו לשוב לתוכה, ומתוך כך עריכם יהיו חרבה, נראות לכם חרבות, שבשעה שאדם גולה מביתו ומכרמו ומעירו סופו לחזור כאילו אין כרמו וביתו חרבים, כך שנויה בת""כ <small>(פרק ז, א)</small>: "
Rashi on Leviticus 26:34:1,"<b>אז תרצה.</b> תפייס את כעס המקום, שכעס על שמטותיה: "
Rashi on Leviticus 26:34:2,<b>והרצת.</b> למלך את שבתותיה:
Rashi on Leviticus 26:34:3,
Rashi on Leviticus 26:35:1,"<b>כל ימי השמה.</b> לשון הֵעָשׂוֹת, ומ""ם דגש במקום כפל שממה:"
Rashi on Leviticus 26:35:2,"<b>את אשר לא שבתה.</b> שבעים שנה של גלות בבל הן היו כנגד ע' שנות השמטה ויובל שהיו בשנים שהכעיסו ישראל בארצם לפני המקום ארבע מאות ושלשים שנה. שלש מאות ותשעים היו שני עונם משנכנסו לארץ עד שגלו עשרת השבטים, ובני יהודה הכעיסו לפניו מ' שנה משגלו עשרת השבטים עד חרבות ירושלים, הוא שנאמר ביחזקאל וְאַתָּה שְׁכַב עַל צִדְּךָ הַשְּׂמָאלִי וגו' <small>(יחזקאל ד, ד)</small>, וְכִלִּיתָ אֶת אֵלֶּה וְשָׁכַבְתָּ עַל צִדְּךָ הַיְמָנִי שֵׁנִית אַרְבָּעִים יוֹם וְנָשָׂאתָ אֶת עֲוֹן בֵּית יְהוּדָה <small>(שם ו)</small>, ונבואה זו נאמרה ליחזקאל בשנה החמישית לגלות המלך יהויכין, ועוד עשו שש שנים עד גלות צדקיהו, הרי ארבעים ושש. ואם תאמר שנות מנשה חמשים וחמש היו, מנשה עשה תשובה שלשים ושלש שנה, וכל שנות רשעו עשרים ושתים, כמו שאמרו באגדת חלק <small>(סנהדרין קג.)</small>, ושל אמון שתים, ואחת עשרה ליהויקים, וכנגדן לצדקיהו. צא וחשוב לארבע מאות ושלשים ושש שנה שמיטין ויובלות שבהם, והם שש עשרה למאה י""ד שמיטין וב' יובלות הרי לארבע מאות שנה ששים וארבע, לשלשים ושש שנה חמש שמיטות, הרי שבעים חסר אחת, ועוד שנה יתירה שנכנסה בשמטה המשלמת לשבעים. (נ""א ואותו יובל שגלו שלא נגמר בעונם נחשב להם) ועליהם נגזר שבעים שנה שלמים, וכן הוא אומר בדברי הימים עַד רָצְתָה הָאָרֶץ אֶת שַׁבְּתוֹתֶיהָ וגו', לְמַלְּאוֹת שִׁבְעִים שָׁנָה <small>(דברים הימים־ב לו, כא)</small>: "
