Index Title,Rashi on Deuteronomy
Rashi on Deuteronomy 32:36:1,"<b>כי ידין ה' עמו.</b> °כשישפוט אותם ביסורין הללו האמורים עליהם, כמו כִּי בָם יָדִין עַמִּים <small>(איוב לו, לא)</small>, כי זה אינו משמש בלשון דהא, לתת טעם לדברים של מעלה, אלא לשון תחלת דבור, כמו כִּי תָבֹאוּ אֶל הָאָרֶץ <small>(ויקרא כה, ב)</small>, כשיבאו עליהם משפטים הללו, °ויתנחם הקב""ה על עבדיו לשוב ולרחם עליהם: "
Rashi on Deuteronomy 32:36:2,"<b>יתנחם.</b> לשון הפך מחשבה, להיטיב או להרע: "
Rashi on Deuteronomy 32:36:3,"<b>כי יראה כי אזלת יד.</b> °כשיראה כי יד האויב הולכת וחוזקת מאד עליהם, ואפס בהם עצור ועזוב: "
Rashi on Deuteronomy 32:36:4,"<b>עצור.</b> נושע ע""י עוצר ומושל שיעצור בהם: "
Rashi on Deuteronomy 32:36:5,"<b>עזוב.</b> ע""י עוזב. עוצר, הוא המושל העוצר בעם שלא ילכו מפוזרים בצאתם לצבא על האויב, בלשון לע""ז מיינטינדו""ר. עצור, הוא הנושע במעצור המושל. עזוב, מְחוּזָק, כמו וַיַּעַזְבוּ יְרוּשָׁלַם עַד הַחוֹמָה <small>(נחמיה ג, ח)</small>, אֵיךְ לֹא עֻזְּבָה עִיר תְּהִלָּה <small>(ירמיה מט, כה)</small>. עצור, מייטונדי""ר. עזוב, אינפורצי""ד: "
Rashi on Deuteronomy 32:36:6,
Rashi on Deuteronomy 32:36:7,
Rashi on Deuteronomy 32:36:8,
Rashi on Deuteronomy 32:37:1,"<b>ואמר.</b> הקב""ה עליהם: <b>אי אלהימו.</b> עבודת אלילים שעבדו:"
Rashi on Deuteronomy 32:37:2,"<b>צור חסיו בו.</b> הסלע שהיו מתכסין בו מפני החמה והצנה, כלומר שהיו בטוחין בו להגן עליהם מן הרעה: "
Rashi on Deuteronomy 32:37:3,
Rashi on Deuteronomy 32:37:4,
Rashi on Deuteronomy 32:38:1,"<b>אשר חלב זבחימו.</b> היו אותן אלהות אוכלים, שהיו מקריבין לפניהם ושותין יין נסיכם: "
Rashi on Deuteronomy 32:38:2,<b>יהי עליכם סתרה.</b> אותו הצור יהיה לכם מחסה ומסתור:
Rashi on Deuteronomy 32:39:1,"<b>ראו עתה.</b> הבינו מן הפורענות שהבאתי עליכם ואין לכם מושיע, ומן התשועה שאושיעכם ואין מוחה בידי: "
Rashi on Deuteronomy 32:39:2,<b>אני אני הוא.</b> °אני להשפיל ואני להרים:
Rashi on Deuteronomy 32:39:3,<b>ואין אלהים עמדי.</b> עומד כנגדי למחות:
Rashi on Deuteronomy 32:39:4,<b>עמדי.</b> דוגמתי וכמוני:
Rashi on Deuteronomy 32:39:5,<b>ואין מידי מציל.</b> הפושעים בי:
Rashi on Deuteronomy 32:39:6,
Rashi on Deuteronomy 32:39:7,
Rashi on Deuteronomy 32:40:1,<b>כי אשא אל שמים ידי.</b> °כי בחרון אפי אשא ידי אל עצמי בשבועה:
Rashi on Deuteronomy 32:40:2,"<b>ואמרתי חי אנכי.</b> °לשון שבועה הוא, [כמו חַי אָנִי נְאֻם ה' אִם לֹא כַּאֲשֶׁר דִּבַּרְתֶּם בְּאָזְנָי <small>(במדבר יד, כח)</small>, אף כאן] אני נשבע חי אנכי: "
Rashi on Deuteronomy 32:40:3,
Rashi on Deuteronomy 32:40:4,
Rashi on Deuteronomy 32:41:1,"<b>אם שנותי ברק חרבי.</b> °אם אשנן את להב חרבי, כמו לְמַעַן הֱיֵה לָהּ בָּרָק <small>(יחזקאל כא, טו)</small> פלנדו""ר: "
Rashi on Deuteronomy 32:41:2,"<b>ותאחז במשפט ידי.</b> °להניח מדת רחמים באויבי שהרעו לכם, °אֲשֶׁר אֲנִי קָצַפְתִּי מְעָט וְהֵמָּה עָזְרוּ לְרָעָה <small>(זכריה א, טו)</small>. °ד""א, ותאחז ידי את מדת המשפט, להחזיק בה ולנקום נקם: "
Rashi on Deuteronomy 32:41:3,"<b>אשיב נקם וגו'.</b> למדו רבותינו באגדה מתוך לשון המקרא שאמר ותאחז במשפט ידי, לא כמדת בשר ודם מדת הקב""ה, מדת בשר ודם זורק חץ ואינו יכול להשיבו, והקב""ה זורק חציו ויש בידו להשיבן כאילו אוחזן בידו, שהרי ברק הוא חצו, שנאמר כאן ברק חרבי ותאחז במשפט ידי, °והמשפט הזה לשון פורענות הוא בלע""ז יושטיצא""ה: "
Rashi on Deuteronomy 32:41:4,
Rashi on Deuteronomy 32:42:1,<b>אשכיר חצי מדם. °</b>האויב:
Rashi on Deuteronomy 32:42:2,<b>וחרבי תאכל בשר.</b> בשרם:
Rashi on Deuteronomy 32:42:3,"<b>מדם חלל ושביה.</b> °זאת תהיה להם מעון דם חללי (ס""א חללי דם) ישראל ושביה ששבו מהם: "
Rashi on Deuteronomy 32:42:4,"<b>מראש פרעות אויב.</b> °מפשע תחלת פרצות האויב, כי כשהקב""ה נפרע מן האומות, פוקד עליהם עונם ועונות אבותיהם, מראשית פרצה שפרצו בישראל: 
"
Rashi on Deuteronomy 32:43:1,"<b>הרנינו גוים עמו.</b> לאותו הזמן ישבחו האומות את ישראל, ראו מה שבחה של אומה זו, שדבקו בהקב""ה בכל התלאות שעברו עליהם ולא עזבוהו, יודעים היו בטובו ובשבחו: "
Rashi on Deuteronomy 32:43:2,<b>כי דם עבדיו יקום.</b> שפיכות דמיהם כמשמעו:
Rashi on Deuteronomy 32:43:3,"<b>ונקם ישיב לצריו.</b> °על הגזל ועל החמס, כענין שנאמר מִצְרַיִם לִשְׁמָמָה תִהְיֶה וֶאֱדוֹם לְמִדְבַּר שְׁמָמָה תִּהְיֶה מֵחֲמַס בְּנֵי יְהוּדָה <small>(יואל ד, יט)</small>, ואומר מֵחֲמַס אָחִיךָ יַעֲקֹב וגו' <small>(עובדיה א, י)</small>: "
Rashi on Deuteronomy 32:43:4,<b>וכפר אדמתו עמו.</b> °ויפייס אדמתו ועמו על הצרות שעברו עליהם ושעשה להם האויב:
Rashi on Deuteronomy 32:43:5,"<b>וכפר. </b>לשון רצוי ופיוס, כמו אֲכַפְּרָה פָנָיו <small>(בראשית לב, כא)</small>, אַנְחִינֵיהּ לְרוּגְזֵיהּ: "
Rashi on Deuteronomy 32:43:6,"<b>וכפר אדמתו.</b> ומה היא אדמתו, עמו, כשעמו מתנחמים ארצו מתנחמת, וכן הוא אומר רָצִיתָ ה' אַרְצֶךָ <small>(תהלים פה, ב)</small>, במה רצית ארצך, שַׁבְתָּ שְׁבִית יַעֲקֹב <small>(שם)</small>. "
Rashi on Deuteronomy 32:43:7,"°בפנים אחרים היא נדרשת בספרי <small>(שכז)</small>, ונחלקו בה רבי יהודה ורבי נחמיה, רבי יהודה דורש כולה כנגד ישראל ורבי נחמיה דורש כולה כנגד האומות, רבי יהודה דורשה כלפי ישראל, אמרתי אפאיהם כמו שפירשתי עד ולא ה' פעל כל זאת. כי גוי אובד עצות המה, אבדו תורתי שהיא להם עצה נכונה. ואין בהם תבונה, להתבונן איכה ירדוף אחד מן האומות אלף מהם, אם לא כי צורם מכרם. כי לא כצורנו צורם, הכל כמו שפירשתי עד תכליתו. ורבי נחמיה דורשה כלפי האומות עובדי אלילים, כי גוי אובד עצות המה, כמו שפירשתי תחלה עד ואויבינו פלילים: 
"
Rashi on Deuteronomy 32:43:8,<b>כי מגפן סדום גפנם.</b> של אומות עובדי אלילים:
Rashi on Deuteronomy 32:43:9,<b>ומשדמת עמורה וגו'.</b> ולא ישימו לבם לתלות הגדולה בי:
Rashi on Deuteronomy 32:43:10,"<b>ענבמו ענבי רוש.</b> הוא שאמר לולי כעס אויב אגור על ישראל, להרעילם ולהמרירם, לפיכך אשכלות מרורות למו, להלעיט אותם על מה שעשו לְבָנַי: "
Rashi on Deuteronomy 32:43:11,<b>חמת תנינים יינם.</b> מוכן להשקותם על מה שעושין להם:
Rashi on Deuteronomy 32:43:12,"<b>כמוס עמדי.</b> אותו הכוס שנאמר כִּי כוֹס בְּיַד ה' וגו' <small>(תהלים עה, ט)</small>: "
Rashi on Deuteronomy 32:43:13,"<b>לעת תמוט רגלם.</b> כענין שנאמר תִּרְמְסֶנָּה רָגֶל <small>(ישעיה כו, ו)</small>: "
Rashi on Deuteronomy 32:43:14,"<b>כי ידין ה' עמו.</b> °בלשון זה משמש כי ידין °בלשון דהא, ואין ידין לשון יסורין, אלא כמו כי יריב את ריבם מיד עושקיהם, כי יראה כי אזלת יד וגו': "
Rashi on Deuteronomy 32:43:15,"<b>ואמר אי אלהימו.</b> האויב יאמר אי אלהימו של ישראל, כמו שאמר טיטוס הרשע כשגידר את הפרוכת <small>(גיטין נו:)</small>, כענין שנאמר וְתֵרֶא אֹיַבְתִּי וּתְכַסֶּהָ בוּשָׁה הָאֹמְרָה אֵלַי אַיּוֹ ה' אֱלֹהָיִךְ <small>(מיכה ז, י)</small>: 
"
Rashi on Deuteronomy 32:43:16,"<b>ראו עתה כי אני וגו'.</b> °אז יגלה הקב""ה ישועתו ויאמר, ראו עתה כי אני אני הוא, °מאתי באת עליהם הרעה, °ומאתי תבא עליהם הטובה: "
Rashi on Deuteronomy 32:43:17,<b>ואין מידי מציל.</b> מי שיציל אתכם מן הרעה אשר אביא עליכם:
Rashi on Deuteronomy 32:43:18,"<b>כי אשא אל שמים ידי.</b> °כמו כי נשאתי, תמיד אני משרה מקום שכינתי בשמים, כתרגומו, אפילו חלש למעלה וגבור למטה, אימת העליון על התחתון, וכל שכן שגבור מלמעלה וחלש מלמטה: "
Rashi on Deuteronomy 32:43:19,"<b>ידי.</b> מקום שכינתי, כמו אִישׁ עַל יָדוֹ <small>(במדבר ב, יז)</small>, והיה בידי להפרע מכם, אבל אמרתי שחי אנכי לעולם, איני ממהר לפרוע לפי שיש לי שהות בדבר, כי אני חי לעולם, ובדורות אחרונים אני נפרע מהם, והיכולת בידי להפרע מן המתים ומן החיים, מלך בשר ודם שהוא הולך למות ממהר נקמתו להפרע בחייו, כי שמא ימות הוא או אויבו, ונמצא שלא ראה נקמתו ממנו, אבל אני חי לעולם, ואם ימותו הם ואיני נפרע בחייהם, אפרע במותם: "
Rashi on Deuteronomy 32:43:20,"<b>אם שנותי ברק חרבי.</b> הרבה אם יש שאינם תלויין, כשאשנן ברק חרבי ותאחז במשפט ידי וכו', כמו שפירשתי למעלה: "
Rashi on Deuteronomy 32:44:1,"<b>הוא והושע בן נון.</b> °שבת של דְּיוּזְגִי היתה, נטלה רשות מזה ונתנה לזה <small>(סוטה יג:)</small>, העמיד לו משה מתורגמן ליהושע שיהא דורש בחייו, כדי שלא יאמרו ישראל בחיי רבך לא היה לך להרים ראש, ולמה קוראו כאן הושע, °לומר שלא זחה דעתו עליו, שאע""פ שניתנה לו גְּדֻלָּה, השפיל עצמו כאשר מתחלתו <small>(ספרי שלד)</small>: 
"
Rashi on Deuteronomy 32:46:1,"<b>שימו לבבכם.</b> צריך אדם שיהיו עיניו ואזניו ולבו מכוונים לדברי תורה, וכן הוא אומר בֶּן אָדָם רְאֵה בְעֵינֶיךָ וּבְאָזְנֶיךָ שְּׁמָע וְשִׂים לִבְּךָ וגו' <small>(יחזקאל מ, ד)</small>, הרי דברים קל וחומר, ומה תבנית הבית שהוא נראה לעינים ונמדד בקנה, צריך אדם שיהיו עיניו ואזניו ולבו מכוונים להבין, דברי תורה °שהן כהררין התלוין בשערה על אחת כמה וכמה: 
"
Rashi on Deuteronomy 32:47:1,"<b>כי לא דבר רק הוא מכם.</b> לא לחנם אתם יגעים בה, כי הרבה שכר תלוי בה, כי היא חייכם. דבר אחר, אין לך דבר ריקן בתורה °שאם תדרשנו שאין בו מתן שכר, תדע לך °שכן אמרו וַאֲחוֹת לוֹטָן תִּמְנָע <small>(בראשית לו, כב)</small>, וְתִמְנַע הָיְתָה פִילֶגֶשׁ וגו' <small>(שם יב)</small>, לפי שאמרה איני כדאי להיות לו לאשה, הלואי ואהיה פילגשו, וכל כך למה, להודיע שבחו של אברהם שהיו שלטונים ומלכים מתאוים לידבק בזרעו: 
"
Rashi on Deuteronomy 32:48:1,"<b>וידבר ה' אל משה בעצם היום הזה.</b> °בשלושה מקומות נאמר בעצם היום הזה, נאמר בנח בְּעֶצֶם הַיּוֹם הַזֶּה בָּא נֹחַ וגו' <small>(שם ז, יג)</small>, במראית אורו של יום, לפי שהיו בני דורו אומרים, בכך וכך אם אנו מרגישין בו אין אנו מניחין אותו ליכנס בתיבה, ולא עוד, אלא אנו נוטלין כשילין וקרדומות ומבקעין את התיבה, אמר הקב""ה, הריני מכניסו בחצי היום וכל מי שיש בידו כח למחות יבא וימחה, במצרים נאמר בְּעֶצֶם הַיּוֹם הַזֶּה הוֹצִיא ה' <small>(שמות יב, נא)</small>, לפי שהיו מצרים אומרים, בכך וכך אם אנו מרגישין בהם אין אנו מניחין אותן לצאת, ולא עוד, אלא אנו נוטלין סייפות וכלי זיין והורגין בהם, אמר הקב""ה, הריני מוציאן בחצי היום, וכל מי שיש בו כח למחות יבא וימחה, אף כאן במיתתו של משה נאמר בעצם היום הזה, לפי שהיו ישראל אומרים, בכך וכך אם אנו מרגישין בו אין אנו מניחין אותו, אדם שהוציאנו ממצרים, וקרע לנו את הים, והוריד לנו את המן, והגיז לנו את השליו, והעלה לנו את הבאר, ונתן לנו את התורה, אין אנו מניחין אותו, אמר הקב""ה, הריני מכניסו בחצי היום וכו': "
Rashi on Deuteronomy 32:50:1,"<b>כאשר מת אהרן אחיך.</b> °באותה מיתה שראית וחמדת אותה, שהפשיט משה את אהרן בגד ראשון והלבישו לאלעזר וכן שני וכן שלישי, וראה בנו בכבודו, א""ל משה, אהרן אחי, עֲלֵה למטה, ועלה, פשוט ידיך, ופשט, פשוט רגליך, ופשט, עצום עיניך, ועצם, קמוץ פיך, וקמץ והלך לו, אמר משה אשרי מי שמת במיתה זו: "
Rashi on Deuteronomy 32:51:1,"<b>על אשר מעלתם בי.</b> °גרמתם למעול בי: 
"
Rashi on Deuteronomy 32:51:2,"<b>על אשר לא קדשתם אותי.</b> גרמתם לי שלא אתקדש, אמרתי לכם וְדִבַּרְתֶּם אֶל הַסֶּלַע <small>(במדבר כ, ח)</small>, והם הכוהו, והוצרכו להכותו פעמים, ואלו דברו עמו ונתן מימיו בלא הכאה, היה מתקדש שם שמים, שהיו ישראל אומרים, ומה הסלע הזה שאינו לשכר ולא לפורענות, אם זכה אין לו מתן שכר, ואם חטא אינו לוקה, כך מקיים מצות בוראו, אנו לא כל שכן: "
Rashi on Deuteronomy 32:52:1,"<b>כי מנגד.</b> °מרחוק: 
"
Rashi on Deuteronomy 32:52:2,<b>תראה וגו'.</b> °כי אם לא תראנה עכשיו לא תראנה עוד בחייך:
Rashi on Deuteronomy 32:52:3,"<b>ושמה לא תבוא.</b> וידעתי כי חביבה היא לך, על כן אני אומר לך עלה וראה: 
"
Rashi on Deuteronomy 32:52:4,
Rashi on Deuteronomy 33:1:1,"<b>וזאת הברכה. לפני מותו.</b> °סמוך למיתתו <small>(ספרי שמב)</small>, שאם לא עכשיו אימתי: "
Rashi on Deuteronomy 33:2:1,"<b>ויאמר ה' מסיני בא.</b> °פָּתַח תחלה בשבחו של מקום ואחר כך פתח בצרכיהם של ישראל <small>(ספרי שמג)</small> ובשבח שפתח בו °יש בו הזכרת זכות לישראל, וכל זה דרך רצוי הוא, כלומר, כדאי הם אלו שתחול עליהם ברכה: "
