Chapter,Segment.,English,Hebrew
25,10,"<b>2.</b> In addition, it is good to turn the Torah into prayer. That is, when one studies or hears some Torah discourse from the genuine tzaddik, he should make it into a prayer. He should beseech God and plead with Him concerning each point mentioned in the discourse: When will he, too, be worthy of all this? How distant he is from it! And he should ask God to make him worthy of achieving all that is mentioned in the discourse.","גַּם טוֹב לַעֲשׂוֹת מֵהַתּוֹרָה תְּפִלָּה. דְּהַיְנוּ כְּשֶׁלּוֹמֵד אוֹ שׁוֹמֵעַ אֵיזֶה מַאֲמַר תּוֹרָה מִצַּדִּיק הָאֱמֶת, אֲזַי יַעֲשֶׂה מִזֶּה תְּפִלָּה, דְּהַיְנוּ לְבַקֵּשׁ וּלְהִתְחַנֵּן לְפָנָיו יִתְבָּרַךְ עַל כָּל מַה שֶּׁנֶּאֱמַר שָׁם בְּאוֹתוֹ הַמַּאֲמָר, מָתַי יִזְכֶּה גַּם הוּא לָבוֹא לְכָל זֶה, וְכַמָּה הוּא רָחוֹק מִזֶּה. וִיבַקֵּשׁ מֵאִתּוֹ יִתְבָּרַךְ, שֶׁיְּזַכֵּהוּ לָבוֹא לְכָל הַנֶּאֱמָר שָׁם בְּאוֹתוֹ הַמַּאֲמָר. "
25,11,"The wise person who desires truth, God will lead on the path of truth. And, understanding on his own one thing from another, [he will know] how to put this into practice in such a way that his words will evoke favor and be well-argued, placating God so that He will draw him closer to genuine Divine worship.","וְהַמַּשְׂכִּיל וְהֶחָפֵץ בֶּאֱמֶת, יוֹלִיכוֹ ה' בְּדֶרֶךּ אֱמֶת וְיָבִין בְּעַצְמוֹ דָּבָר מִתּוֹךְ דָּבָר, אֵיךְ לְהִתְנַהֵג בָּזֶה, בְּאֹפֶן שֶׁיִּהְיוּ דְּבָרָיו דִּבְרֵי חֵן וּטְעָנוֹת נְכוֹנוֹת, לְרַצּוֹתוֹ יִתְבָּרַךְ שֶׁיְּקָרְבֵהוּ לַעֲבוֹדָתוֹ בֶּאֱמֶת. "
25,12,"This manner of conversation rises to a very high place, especially when one turns Torah into prayer, which results in very great delight on high.","וְעִנְיָן הַשִּׂיחָה זוֹ עוֹלָה לְמָקוֹם גָּבוֹהַּ מְאֹד, וּבִפְרָט כְּשֶׁעוֹשֶׂה מִתּוֹרָה תְּפִלָּה, מִזֶּה נַעֲשֶׂה שַׁעֲשׁוּעִים גְּדוֹלִים מְאֹד לְמַעְלָה: "
26,2,"A person has to avoid drunkenness and take care not to drink more than he can handle, so as not to become intoxicated. Yet a bit of drink, when called for, is good for expanding one’s <i>daat</i>.","<small>שַׁיָּךְ לְא""ב הֶחָדָשׁ – שִׁכְרוּת אוֹת ד'</small><br>צָרִיךְ לְהַרְחִיק מִשִּׁכְרוּת, וּלְדַקְדֵּק שֶׁלֹּא לִשְׁתּוֹת יוֹתֵר מִיכָלְתּוֹ, כְּדֵי שֶׁלֹּא יָבוֹא לִידֵי שִׁכְרוּת, כִּי מְעַט הַשְּׁתִיָּה לְפִי הַצֹּרֶךְ הוּא טוֹבָה לְהַרְחִיב דַּעְתּוֹ. "
26,3,"And know! <i>daat</i> is garbed in the <i>chasadim</i> (benevolences). When a person drinks in measure, commensurate with his ability, his <i>daat</i> expands and his mind is elevated. Then, the <i>chasadim</i> increase tremendously on account of the drinking. This is because when <i>daat</i> is elevated, the <i>chasadim</i> are elevated and increase, because <i>daat</i> is garbed in the <i>chasadim</i>.","וְדַע, כִּי הַדַּעַת מְלֻבָּשׁ בַּחֲסָדִים, וּכְשֶׁשּׁוֹתֶה בְּמִדָּה כָּרָאוּי לְפִי עֶרְכּוֹ, אֲזַי נִתְרַחֵב דַּעְתּוֹ וְנִתְרוֹמֵם מֹחוֹ, וַאֲזַי נִגְדָּלִין הַחֲסָדִים בְּיוֹתֵר עַל־יְדֵי הַשְּׁתִיָּה. כִּי כְּשֶׁנִּתְרוֹמֵם הַדַּעַת, נִתְרוֹמְמִין וְנִגְדָּלִין הַחֲסָדִים, כִּי הַדַּעַת מְלֻבָּשׁ בָּחֲסָדִים כַּנַּ""ל. "
26,4,"This is the meaning of what the Sages, of blessed memory, taught: “Anyone who can be appeased by his wine possesses the <i>daat</i> of his Creator” (Eruvin 65a). Specifically “appeased”—which is the aspect of <i>chasadim,</i> because the wine causes the <i>chasadim</i> to increase. This is the meaning of “appeased,” that on account of the increase of the <i>chasadim</i> he is appeased and pacified. Although ordinary <i>chasadim</i> would not appease him, and can possibly become rage, the increased <i>chasadim</i> on account of the wine appease him.","וְעַל זֶה אָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (ערובין סה): כָּל הַמִּתְפַּתֶּה בְּיֵינוֹ, יֵשׁ בּוֹ מִדַּעַת קוֹנוֹ. מִתְפַּתֶּה דַּיְקָא, בְּחִינַת חֲסָדִים, שֶׁעַל־יְדֵי הַיַּיִן נִגְדָּלִין הַחֲסָדִים. וְזֶהוּ מִתְפַּתֶּה – שֶׁעַל־יְדֵי הַגְדָּלַת הַחֲסָדִים הוּא מִתְפַּתֶּה וּמִתְפַּיֵּס, אַף־עַל־פִּי שֶׁלֹּא הָיָה רָאוּי לְהִתְפַּתּוֹת לְפִי חֲסָדִים סְתָם, וְהָיָה יָכוֹל לִהְיוֹת רֹגֶז, אֲבָל עַל־יְדֵי הַגְדָּלַת הַחֲסָדִים עַל־יְדֵי הַיַּיִן הוּא מִתְפַּתֶּה כַּנַּ""ל. "
26,5,"But when someone drinks more than he should and becomes drunk, then, on the contrary, the ferocity of the <i>gevurot</i> increases, creating anger and rage. Occasionally, the <i>gevurot</i> of the Other Side increase, and this can lead to misfortune, etc., God forbid.","אֲבָל הַשּׁוֹתֶה יוֹתֵר מִדַּאי וּמִשְׁתַּכֵּר, אֲזַי אַדְּרַבָּא, מִתְגַּבְּרִין תֹּקֶף הַגְּבוּרוֹת, וְנַעֲשֶׂה כַּעַס וָרֹגֶז, וְלִפְעָמִים מִתְגַּבְּרִין גְּבוּרוֹת דְּסִטְרָא־אָחָרֳא, וְיוּכַל לָבוֹא לִידֵי רָעוֹת וְכוּ', חַס וְשָׁלוֹם: "
26,6,"<b>2.</b> And know! drunkenness causes one to forget all the mitzvot and prohibitions commanded by Moshe Rabbeinu, of blessed memory. This is because Moshe is embodied in every single Jew, in each and every limb. He reminds each limb to fulfill the mitzvah particular to it.","וְדַע, שֶׁעַל־יְדֵי שִׁכְרוּת שׁוֹכְחִין כָּל הַמִּצְווֹת וְהָאַזְהָרוֹת שֶׁצִּוָּה מֹשֶׁה רַבֵּנוּ, עָלָיו הַשָּׁלוֹם. כִּי מֹשֶׁה הוּא מְלֻבָּשׁ בְּכָל אֶחָד וְאֶחָד מִיִּשְׂרָאֵל, בְּכָל אֵיבָר וְאֵיבָר, וּמַזְכִּיר כָּל אֵיבָר וְאֵיבָר שֶׁיַּעֲשֶׂה הַמִּצְוָה הַשַּׁיָּכָה לְאוֹתוֹ אֵיבָר. "
26,7,"For the 248 mitzvot correspond to the 248 limbs. This is the reason Moshe is called <i>M’ChoKeK</i> (lawgiver) (Deuteronomy 33:21), which has a numerical value of 248, for he reminds about the 248 mitzvot. But drunkenness causes one to forget them, as in “lest he drink and forget <i>M’ChuKaK</i> (what has been ordained)” (Proverbs 31:5). Drinking and drunkenness cause one to forget the 248 mitzvot of Moshe.","כִּי רְמַ""ח מִצְווֹת כְּנֶגֶד רְמַ""ח אֵיבָרִים. וְעַל־כֵּן מֹשֶׁה נִקְרָא ""מְחֹקֵק"" (דברים לג), שֶׁהוּא גִּימַטְרִיָּא רְמַ""ח, שֶׁמַּזְכִּיר רְמַ""ח מִצְווֹת כַּנַּ""ל. וְעַל־יְדֵי הַשִּׁכְרוּת שׁוֹכֵחַ אוֹתָם, בִּבְחִינַת (משלי לא): פֶּן יִשְׁתֶּה וְיִשְׁכַּח מְחֻקָּק, שֶׁעַל־יְדֵי הַשְּׁתִיָּה וְהַשִּׁכְרוּת שׁוֹכֵחַ רְמַ""ח מִצְווֹת שֶׁל מֹשֶׁה כַּנַּ""ל. "
26,8,"And Moshe’s embodiment in the limbs is the very same concept as the garbing of <i>daat</i> in the <i>chasadim,</i> as mentioned above. This is because Moshe is <i>daat,</i> and the limbs are 248, corresponding to “Avraham is a man of <i>chesed</i> (lovingkindness),” whose numerical value is equal to the 248 limbs.","וְהִתְלַבְּשׁוּת מֹשֶׁה בָּאֵיבָרִים זֶהוּ בְּעַצְמוֹ בְּחִינַת הִתְלַבְּשׁוּת הַדַּעַת בַּחֲסָדִים כַּנַּ""ל, כִּי מֹשֶׁה הוּא הַדַּעַת, וְהָאֵיבָרִים הֵם רְמַ""ח, בְּחִינַת אַבְרָהָם אִישׁ הַחֶסֶד, שֶׁהוּא גִּימַטְרִיָּא רְמַ""ח אֵיבָרִים: "
27,1,"When a community official or leader governs properly and fairly—making certain that the burden he puts on each person is appropriate, having fairly assessed each one such that he puts the greater obligation on this one and eases the obligation of that one—he eliminates the four evil measures: idolatry, immorality, bloodshed and slander.","מִי שֶׁהוּא פַּרְנַס־חֹדֶשׁ אוֹ מַנְהִיג, שֶׁקּוֹרִין ""רוֹגִירֶיר"", וְהוּא מַנְהִיג בְּכַשְׁרוּת וּבְישֶׁר, וְרוֹאֶה וּמִסְתַּכֵּל לְהַטִּיל הַמַּשְׂאוֹי עַל כָּל אֶחָד כָּרָאוּי לוֹ, כְּפִי מַה שֶּׁמַּעֲרִיךְ אֶת כָּל אֶחָד בְּיֹשֶׁר לְהַכְבִּיד עַל זֶה וּלְהָקֵל עַל זֶה כָּרָאוּי, עַל־יְדֵי־זֶה מְבַטֵּל הָאַרְבַּע מִדּוֹת רָעוֹת, דְּהַיְנוּ עֲבוֹדָה זָרָה וְגִלּוּי עֲרָיוֹת וּשְׁפִיכוּת־דָּמִים וּלְשׁוֹן הָרָע. "
27,2,"The esoteric reason for this is as follows: A person who makes a vow must see to fulfill it immediately. Someone who delays in fulfilling his pledge brings about these four measures. This is brought in the Midrash (Vayikra Rabbah 37:1), whichlearns this from Yaakov. Because he delayed fulfilling his vow, he came to the aforementioned four things: [i] idolatry: as it is stated, “Get rid of the alien gods” (Genesis 35:2); [ii] immorality: “And Dinah went out…” (ibid. 34:1) ; [iii] bloodshed: in Shekhem (see ibid. 34:25-26) ; [iv] slander: “And he heard the words of Lavan’s sons” (ibid. 31:1).","וְהַסּוֹד – כִּי הַנֶּדֶר שֶׁנּוֹדְרִין צְרִיכִין לְשַׁלֵּם מִיַּד, וְהַמְאַחֵר נִדְרוֹ גּוֹרֵם אֵלּוּ הָאַרְבַּע מִדּוֹת הַנַּ""ל. כִּדְאִיתָא בַּמִּדְרָשׁ (ויקרא פ' לז), שֶׁלָּמַד מִיַּעֲקֹב, שֶׁבִּשְׁבִיל שֶׁאֵחֵר נִדְרוֹ בָּא לִידֵי אַרְבַּע הַנַּ""ל. עֲבוֹדָה־זָרָה – שֶׁנֶּאֱמַר: הָסִירוּ אֶת אֱלֹקֵי הַנֵּכָר. גִּלּוּי עֲרָיוֹת – וַתֵּצֵא דִּינָה וְכוּ'. שְׁפִיכוּת־דָּמִים – בִּשְׁכֶם. לָשׁוֹן הָרָע – וַיִּשְׁמַע אֶת דִּבְרֵי בְּנֵי לָבָן. "
27,3,"It is brought, too, that because Moshe saw the Israelites’ suffering, as it is written (Exodus 2:11), “and he saw their afflictions”—i.e., he took note of the afflictions with which [the Egyptians] oppressed them by making the women do men’s work, and vice versa, and, observing this, Moshe reversed the matter, assigning each person appropriate work, that which was suitable for a man, etc., and also among the men themselves he saw to task each one befittingly—God informed Moshe that on account of this he would merit annulling vows, about which, too, it is stated “between a man and his wife” (Numbers 30:17).","וְאִיתָא (שם), שֶׁבִּשְׁבִיל שֶׁרָאָה מֹשֶׁה בְּסִבְלוֹת בְּנֵי־יִשְׂרָאֵל, כְּמוֹ שֶׁכָּתוּב: וַיַּרְא בְּסִבְלוֹתָם, דְּהַיְנוּ שֶׁנָּתַן לֵב עַל סִבְלוֹתָם, שֶׁהָיוּ מַכְבִּידִין עֲלֵיהֶם, וְהָעֲבוֹדָה הַשַּׁיָּךְ לְאִישׁ נָתְנוּ עַל אִשָּׁה, וְכֵן לְהֶפֶךְ, וְהָיָה מֹשֶׁה מִסְתַּכֵּל עַל זֶה, וְהִפֵּךְ הַדָּבָר וְנָתַן עַל כָּל אֶחָד הָעֲבוֹדָה הָרָאוּי לוֹ, מַה שֶּׁרָאוּי לְאִישׁ וְכוּ', וְכֵן בֵּין אֲנָשִׁים בְּעַצְמָן הִסְתַּכֵּל לִתֵּן עַל כָּל אֶחָד מַה שֶּׁרָאוּי לוֹ. וְאָמַר לוֹ הַשֵּׁם יִתְבָּרַךְ לְמֹשֶׁה, שֶׁעַל־יְדֵי־זֶה תִּזְכֶּה לְהַתִּיר נֶדֶר, שֶׁנֶּאֱמַר בּוֹ גַם־כֵּן: בֵּין אִישׁ לְאִשְׁתּוֹ וְכוּ'. "
27,4,"It follows, that by making certain to appropriately assess each person, [leaders] merit annulling vows, and through this people are saved from the abovementioned four measures. Understand this well.","נִמְצָא שֶׁעַל־יְדֵי שֶׁמִּסְתַּכְּלִין לְהַעֲרִיךְ כָּל אֶחָד כָּרָאוּי, עַל־יְדֵי־זֶה זוֹכִין לְהַתָּרַת נְדָרִים, וְעַל־יְדֵי־זֶה נִצּוֹלִין מֵאַרְבַּע מִדּוֹת הַנַּ""ל, כַּנַּ""ל. וְהָבֵן: "
28,1,"Know! there are differences between Torah lessons. There is Torah which was not given even to be expounded. There is also Torah which was given to be expounded, but was not given to be written down. And there is [Torah] which was given to be written down. This is as the Sages, of blessed memory, taught (Gittin 60b) : Teachings communicated orally may not be transmitted in writing….","דַּע, שֶׁיֵּשׁ חִלּוּקִים בֵּין הַתּוֹרוֹת, כִּי יֵשׁ תּוֹרָה שֶׁלֹּא נִתְּנָה אֲפִלּוּ לִדְרֹשׁ, וְיֵשׁ תּוֹרָה שֶׁנִּתְּנָה לִדְרֹשׁ וְלֹא נִתְּנָה לִכְתֹּב. וְיֵשׁ שֶׁנִּתְּנָה לִכְתֹּב, וּכְמוֹ שֶׁמָּצִינוּ שֶׁאָמְרוּ רַבּוֹתֵינוּ זִכְרוֹנָם לִבְרָכָה (גיטין ס:): דְּבָרִים שֶׁבְּעַל־פֶּה אִי אַתָּה רַשַּׁאי לְאָמְרָם בִּכְתָב וְכוּ'. "
28,2,"Anyone who knows how to distinguish and discern between the Torah lessons—which was given to be written down and which was not given to be written down—has the ability to discern the Jew among the gentiles. Even if a single Jew is standing among many gentiles, he is able to recognize him.","וּמִי שֶׁיּוֹדֵעַ לְהַבְחִין וּלְהַכִּיר בֵּין הַתּוֹרוֹת, אֵיזֶהוּ נִתְּנָה לִכְתֹּב, וְאֵיזֶהוּ לֹא נִתְּנָה לִכְתֹּב – הוּא יָכוֹל לְהַכִּיר אֶת אִישׁ יִשְׂרְאֵלִי בֵּין הָאֻמּוֹת, וַאֲפִלּוּ אִם אֶחָד מִיִּשְׂרָאֵל עוֹמֵד בֵּין כַּמָּה אֻמּוֹת, יָכוֹל לְהַכִּירוֹ. "
