Index Title,Rashash on Pesachim
Rashash on Pesachim 115a:1,"<b>גמרא א""ע על הלל שהיה כורכן בב""א ואוכלן שנ' ע""מ ומרורים יאכלוהו. </b>הא דלא מייתא קרא דפ' בא ואכלו אה""ב וגו' ומצות על מרורים יאכלוהו דמשם לא מוכח אלא על פסח ומרור ביחד אבל מצה לא שמעינן מינה ומקרא זה משמע שפיר על שלשתן וגלי לן בפ""ש וה""ה לראשון עיין לעיל צ""ו ובתוס' שם וטעם שינוי הלשונות נ""ל דבפ""ר אף מי שאינו עושה פסח מ""מ חייב במצה כמו בזה""ז לרבא בסוף מכילתין וערל וב""נ וטמא ושהיה בד""ר לכ""ע שם להכי כתיב ואכלו אה""ב וגו' ומצות ופי' דיאכלו הבשר וגם יאכלו מצות דואכלו שב על תרוייהו (ובזה מיושב קושיית הש""א בת' ק' על הרא""ש דהא בעינן קרא דבערב תאכלו מצות לשיעורא דכזית ע""ש דזה כבר שמעינן מן ואכלו דקאי נמי עליה) אבל מרור אינו חובה אלא לפסח וכדחזינן דבזה""ז אינו אלא מדרבנן ומה דאיתא שם אבל אוכל במצה ומרור נ""ל דתיבת ומרור אשיגרת לישן הוא כמו דאמר בכ""מ גרושה וחלוצה (עיין תוי""ט בפ""ט דיבמות מ""ג) לכן כתיב על מרורים יאכלוהו פירוש לפסח אבל מרור בפ""ע אין בו חובה כלל אולם בפ""ש דגם מצה בפ""ע אין מצוה כלל רק שחיובם ר""ל דמצה ומרור באים בגלל פסח על כן כתוב שם על מצות ומרורים יאכלוהו וזה למדתי מדברי רמב""ן פ' בא:"
Rashash on Pesachim 115a:2,"<b>גמ' יכול יהא כורכן כו' ת""ל על מו""מ יאכלוהו. </b>נ""ל דדיוקו מדלא כתיב עם מו""מ עיין רמב""ן שם ובדברי רשב""ם נ""ל דתיבת אותו ט""ס וצ""ל מדלא כתיב יאכלו ואנא ידענא כו' וכה""ג דרשינן (לעיל צו) תיבת בו. ממנו. אך מש""כ דכתיב לעיל ואכלו אה""ב תמוה דזה כתיב בפ' בא ועמו""מ יאכלוהו כתיב בפ' בהעלותך:"
Rashash on Pesachim 115a:3,"<b>תוס' ד""ה מתקיף. והתם ל""מ מאכלו בל""מ כו'. </b>עיין מהרש""א ול""נ דכוונתם דלהכי לא מייתי התם סייעתא לרבא מהך דאכלו בל""מ משום כו' ושם כל הקושיות על רבא ולא על דשלחו ליה לאבוה דשמואל:"
Rashash on Pesachim 115a:4,"<b>תוס' ד""ה והדר. אע""ג דהגדה הוי הפסק כדפירש לעיל. </b>הוא בק""ג ב' בד""ה רב אשי:"
Rashash on Pesachim 115a:5,"<b>תוס' ד""ה אלא אמר""א. שהרי טוב להגיה הברייתא לחסר אפילו כמו כו'. </b>כצ""ל:"
Rashash on Pesachim 115b:1,"<b>רשב""ם ד""ה כרכן. שניהם יחד בסיב כו'. </b>לכאורה אפילו כרך אחד אחד בסיב ל""י דזה גרע מבלע מצה מפני חציצה או מפני שאין דרך אכילה בכך כמ""ש הר""ן:"
Rashash on Pesachim 115b:2,"<b>רשב""ם ד""ה ואין עוקר אה""ש. בשעה שאומר הגדה כו' כיון דל""מ למימר פסח זה ואם היה מגביהו כו'. </b>כצ""ל ועיין לקמן שם בפירושו:"
Rashash on Pesachim 116a:1,"<b>[במשנה הלילה הזה כולו צלי. </b>לכאורה תמוה וכי לא יכול לאכול קודם אכילת הפסח בתוך הסעודה בשר מבושל חולין ג""כ או שלמים מבושלין (עי' זבחים צט ב) ונ""ל משום דתני לעיל (קיד) במשנה הביאו לפניו כו' ושני תבשילין (והם זכר לפסח ולחגיגה) ובמקדש היו מביאין לפניו גופו של פסח וזה נ""פ דגם החגיגה היו מביאין עמו (והא דל""ת לה משום דלרבנן דב""ת אינה באה בשבת ובמרובה ובטומאה לכן לא פסיקא ליה למיתנא ואע""ג דכאן סתם כב""ת ל""ק דהא גם לעיל (סט ב) סתם דלא כוותי' וכש""כ לפירוש התוספות לעיל (נט ב) ד""ה בי""ד בסופו דגם לב""ת אינה דוחה שבת א""ש אף לדידיה) אבל שאר צרכי סעודה לא היו מביאין עד זמן האכילה עצמה לכן לב""ת שפיר שואל הבן הלילה הזה כולו צלי שאינו רואה לפניו עה""ש רק הפסח והחגיגה שהמה צלוים אבל לרבנן הרי גם החגיגה לפניו שהיא יכולה להיות מבושלת ובזה א""ש נמי מה שדקדקו קצת מפרשי הגדה מדוע אינו שואל על ד' כוסות כיון שאינו רואה כולם לפניו] :"
Rashash on Pesachim 116a:2,"<b>רשב""ם ד""ה אטו. דקתני שבכ""ה אנו מטבילין כו'. </b>כצ""ל:"
Rashash on Pesachim 116a:3,"<b>תוס' ד""ה כולו צלי. </b>כה""ג כ' (בב""ב קסט ב) בד""ה בחזקה ואנכי (בסוכה כד) ע""ש:"
Rashash on Pesachim 116b:1,"<b>במשנה מן הפסחים ומן הזבחים. </b>עי' הגהת הגרי""פ דצ""ל בהיפך ולפלא שהעלים עין מהתוס' בסד""ה ה""ג ונאמר:"
Rashash on Pesachim 116b:2,<b>גמרא צריך שיאמר ואותנו הוציא משם. </b>הוא לשון הכתוב (דברים ו):
Rashash on Pesachim 116b:3,"<b>ברשב""ם ד""ה בשר. שהיו אבותינו אוכלים לא יגביה כו'. </b>כצ""ל:"
Rashash on Pesachim 116b:4,"<b>רשב""ם ד""ה בעבור מצה ומרור. ור""ש ור""י גז""ש ל""ג. </b>לכאורה ה""נ דגם ראב""י לא מגז""ש גמיר אלא דה""ק דכמו דדרשינן זה דשם למעוטי סומין ה""נ דרשינן זה דהכא:"
Rashash on Pesachim 116b:5,"<b>רשב""ם ד""ה וחותם בגאולה וד""ה כן יגיענו. </b>צ""ל בד""א:"
Rashash on Pesachim 116b:6,"<b>רשב""ם ד""ה הללויה. תיבה אחת כגון תחתיה. </b>הוא בתהלים פו הגזרה והבניה ביחזקאל מא:"
Rashash on Pesachim 116b:7,"<b>רשב""ם ד""ה על כל פרק. על כל רגל כו'. </b>כצ""ל:"
Rashash on Pesachim 116b:8,"<b>רשב""ם ד""ה ד""א כו'. דכתיב ביה עד יום גלות הארץ. </b>[כצ""ל] :"
Rashash on Pesachim 116b:9,"<b>רשב""ם ד""ה וישראל אומרים לפניו ל""ג. </b>כנ""ל דצ""ל:"
Rashash on Pesachim 116b:10,"<b>תוס' ד""ה וחותם. </b>עיין רש""א שכ' דלר""ט חותם בגאולה דת""ק היינו דמסיים בסופה גאל ישראל משמע דלר""ט חותם ג""כ גא""י רק שאינו מזכיר ברוך וז""א אלא דלר""ט וחותם בגאולה דת""ק היינו דחותם ההגדה בגאולה וכ""ה ברשב""ם להדיא וע""ע (לקמן קיז ב) ברשב""ם ד""ה והלל ואפשר דט""ס בדברי הרש""א:"
Rashash on Pesachim 117a:1,"<b>גמרא א""ת מור עובר אלא מר עבר. </b>אולי צ""ל מר בער ור""ל דהמחליף זאת ואינו עושה כן (מלשון במר דשחוטה חולין צד) והיה לבער מלשון ולבנון אין די בער ותיבת מר משמשת למעלה ולמטה (עמש""כ בק""א להט""א סוף ר""ה ד""ה מאי עבידתיה) או י""ל דדריש כאלו כתיב מלת או קודם תיבת עובר ע""ד שכ' התוי""ט בפ""ג דדמאי מ""ב ד""ה שאינו:"
Rashash on Pesachim 117a:2,"<b>גמ' רבי יהודה אומר יהושע וישראל אמרוהו. </b>לכאורה הנ""ל גי' הע""י רבי יהושע אומר יהושע כו' עקרית דאיך יקדים את רבי יהודה לתנאי ר""א המודעי וראב""ע הקודמים לו ועיין ב""מ (ד ב) בתד""ה אין הב' בסופו. שוב התבוננתי דאולי סדרה הברייתא לפי סדר אומרי ההלל עפ""י דעותיהם:"
Rashash on Pesachim 117a:3,"<b>תד""ה שעומדים. ולפ""ז אנו צ""ל כי הללויה כו'. </b>כצ""ל:"
Rashash on Pesachim 117b:1,"<b>גמרא אר""ז דקידושא אשר קדשנו במצותיו וצונו. </b>ברי""ף ורא""ש ליתא תיבת וצונו:"
Rashash on Pesachim 117b:2,"<b>גמ' וצריך שיזכיר יצ""מ בקידוש. </b>ופירש הרשב""ם בין בכוס ובין בתפלה וצ""ע דאין בנוסחתנו בתפלה של שבת זכר ליצ""מ:"
Rashash on Pesachim 117b:3,"<b>ברשב""ם ד""ה מאי לאו. אבל אליבא דב""ה כו' לא פליגי כו'. </b>נראה דמלת כו' שבדבריו צ""ל קודם לא פליגי:"
Rashash on Pesachim 117b:4,"<b>רשב""ם ד""ה והלל שחותם. כר""ע דמתני' </b>הס""ד ואח""כ מה""ד גאל ישראל שמספר כו'. ועיין הלשון ברש""י שברי""ף:"
Rashash on Pesachim 117b:5,"<b>רשב""ם ד""ה דאפטרתא וכו'. ור""ש היה אומר כו' ותרי חתימות כהדדי לא שייך בתפלה. </b>לכאורה סתירה לזה ממס' תענית רפ""ג על החמישית כו' ברוך כו' שומע תפלה ובה חתמינן ג""כ ברכת שמע קולנו:"
Rashash on Pesachim 117b:6,"<b>תד""ה למען. </b>ואולי יל""פ עפ""י הא דאיתא בש""ר פ""א בפסוק וירא בסבלותם שמשה תקן לישראל לנוח ביום השבת וזכר ליצ""מ היינו עבודת מצרים עיין מהרש""א. [וענל""פ דזכר ליצ""מ שב על למקראי קודש דסמיך ליה ור""ל דשבת נאמרה תחלה להם אף שהם זכר ליצ""מ שגדולה מאד שבא זכרונה כפולה ומכופלת בתורה ובנו""כ] :"
Rashash on Pesachim 118a:1,"<b>גמרא מהיכן הלל הגדול רב יהודה כו'. </b>כצ""ל:"
Rashash on Pesachim 118a:2,"<b>גמ' קשין מזונותיו ש""א כפלים כו' ובמזונות כתיב בעצבון. </b>וכה""ג דרשו (בחלק קה) בלעם חגר ברגלו א' כו' שפי שמשון בשתי רגליו שנאמר שפיפון (ובב""ב פח ב) קשה עונשן כו' שזה נאמר בהן אל וזה נאמר בהן אלה מכל אלו נראה לכאורה סתירה למש""כ המדקדקים דאותיות האמנתי""ו ניתוספות לפעמים להקטין הענין עי' צה""ת ביו""ד לאותיות:"
Rashash on Pesachim 118a:3,<b>גמ' שנאמר מהר צועה להפתח. </b>וכתיב בתריה ולא ימות לשחת:
Rashash on Pesachim 118a:4,"<b>גמ' לא לנו כו' אמר חנניה כו'. </b>עיין (לעיל קיז) רע""א חנניה כו' הם אמרו כו':"
Rashash on Pesachim 118a:5,"<b>ברשב""ם ד""ה ורי""א נשמת. וקבעוהו לאחר הלל הגדול שצריך לאומרו כו'. </b>כצ""ל:"
Rashash on Pesachim 118a:6,"<b>רשב""ם ד""ה המקבל לה""ר. ומאמינו על חבירו ומיהו אע""ג כו'. </b>כצ""ל וכ""ה בע""י:"
Rashash on Pesachim 118b:1,"<b>גמרא מאי נחל קדומים נחל שנעשה ערב מקדם. </b>נ""ל דהי' והמ' מן קדומים דריש להו בפ""ע ים ור""ל שנעשה ערב מזמן קדום לים וכה""ג דריש בב""ר פל""ז לודים לודי ים וכן כולם שם:"
Rashash on Pesachim 118b:2,"<b>גמ' געור חיה וקנה לך עדה. </b>היינו משום דסמיך ליה עדת אבירים וכ""נ מפי' הרשב""ם:"
Rashash on Pesachim 118b:3,"<b>גמ' עדת אבירים כו' ששחטו כו'. </b>נ""ל דדריש עדת מלשון עדודה (ב""ק ר""ד יא ע""ש):"
Rashash on Pesachim 118b:4,"<b>ברשב""ם ד""ה בין הקנים. אכלה ומדקה כו'. </b>כצ""ל:"
Rashash on Pesachim 119a:1,"<b>גמרא וא""ד זה המגלה דברים שכסה כו'. </b>עיין בפירוש רשב""ם ול""נ דמפרשי ולמכסה למי שמסיר הכסוי כמו לדשנו (שמות כו ג) שפירושו להסיר דשנו ועמש""כ בב""ר פל""ד אות א':"
Rashash on Pesachim 119a:2,"<b>גמ' מאי נינהו טעמי תורה. </b>נ""ל דר""ל פירושיה וכוונותיה כמו מקרא א' יוצא לכמה טעמים (סנהדרין לד) ועיין רש""א בח""א:"
Rashash on Pesachim 119b:1,"<b>גמרא דרש ר""ע זימנין א""ל כו'. </b>כה""ג (וכפי הגהת הגרי""פ) בגיטין ז' ב""פ [ובברכות (כ ב) סוטה (ד ב) (ה א) חולין (פד ב)] :"
Rashash on Pesachim 119b:2,"<b>גמ' והאיסקריטין. </b>פירושו עיין (לעיל לז) בפירש""י ומה שפירש הרשב""ם בדובשנין דהוי לחם עשיר לכאורה צ""ע דהא שם משמע דלא הוה לחם כלל מדפטורין מן החלה:"
Rashash on Pesachim 119b:3,"<b>תד""ה אבל. לפי מה שפירש לעיל כו'. </b>הוא (בדף קד ב):"
Rashash on Pesachim 120a:1,"<b>ברשב""ם </b>(במשנה) וה""ה נמי במצה בזה""ז כו'. עיין (לעיל קיט ב קכ א) בתד""ה א""ר:"
Rashash on Pesachim 120a:2,"<b>בא""ד ול""ל טעמו משום דא""מ כו'. </b>לכאורה למה לא יאכל מצה אח""כ כיון דהטעם הוא כדי שלא ישכח טעמה הרי ישאר טעם המצה שיאכל אח""כ וי""ל דכיון דכבר אכל קודם שינה ויצא יד""ח א""כ מה שאוכל אחריה הוא מצה של רשות ולא ישאר רק טעם מצה דרשות:"
Rashash on Pesachim 120a:3,"<b>בא""ד דא""כ תקשי לאידך לישנא כו'. </b>לכאורה תמוה דהאי לישנא יאמר דמתני' לא איירי רק בפסח ואולי כוונתו בהאי וליכא לפרושי כו' דלעולם לא מיקרי זה ב' מקומות רק דהטעם הוא משום דאמ""פ כו' ור""ל וכשמואל לעיל דא""כ תקשי לאידך לישנא היינו לרב ועיין מהרש""א:"
Rashash on Pesachim 120a:4,"<b>תד""ה כל </b>(בסופו). ודכוותא כו' גבי ושלח כו'. לא יכולתי לעמוד ע""ד לפי הגי' שלפנינו שם ואולי ט""ס בדבריהם וכוונתם להא דאיתא (שם ס""ד ג') וה""ק לא ראי הקרן שאין הנאה להזיקו כו' ולאו ק""ו הוא כו' אלא פריך הכי כו' ע""ש ורצונם הכא דלא משבש שם דברי רב יהודה דלעיל אלא דפרושי קמפרש:"
Rashash on Pesachim 120a:5,"<b>תוס' ד""ה רב אחא. מר נ""ל מעליו כו' דעליו מיותר כו'. </b>עיין רש""א שנתקשה בדבריהם ולבסוף העלה להגיה ואולם ע""ש ברש""י ד""ה כתוב בהאי ותבין דבריהם כאשר הם לפנינו ובזה יובן גם פרש""י בהיפוך הדף ד""ה קמ""ל וכוונתו ג""כ על פסוק זה וצ""ל תאכל עליו מצות (וט""ס כזה אירע בדבריו גם שם לעיל בד""ה לקובעו חובה כמש""כ שם) ובד""ח הגיהו והוסיפו בדבריו לא""צ:"
Rashash on Pesachim 120b:1,"<b>ברשב""ם ד""ה הוה מנמנם. לאחר שהתחיל לאכול מצות כו'. </b>עיין תוספות לעיל קיט ב ד""ה א""ר:"
Rashash on Pesachim 120b:2,"<b>רשב""ם ד""ה ראב""ע הוא. כדתניא כו' ראב""ע אומר בערב כו'. </b>ע""ש דהא רבי אליעזר סתמא דהוא בן הורקנוס אמרה:"
Rashash on Pesachim 120b:3,"<b>רשב""ם ד""ה שלמים. דהא בלילה הזה כו'. </b>ר""ל דתיבת בלילה דלפנינו דודאי בכ""מ לילה ממעט יום איזה שיהיה אך בלילה דהכא אינו ממעט רק יום זביחתו מטעם דמפרש הש""ס הואיל ופסח קק""ל כו' שוב ראיתי ברש""א דנראה דמוחק מלת הזה מדבריו אבל ק""ל על פירושו דא""כ אפילו עתה דכתיב הזה מ""מ אימא דנאכל ביום שבינתיים דהא הלילה אינו ממעט אלא יום שלפניו והזה אינו ממעט רק לילה אחר ועד בקר הוא בקר שני:"
