number,name,text
231,"
ר' יעקב רייפמן (שדה ארם), ראדום-לובלין (1818-1895)
","
סופר יהודי, מראשוני המשכילים באיזורו.
יליד הכפר לוגוב (פלך רדום), ב-1836 הגיע לשצ'ששין והיה למבשרה של ההשכלה בעיר זו. בעקבות פעילותו נתפרסמו בעיתונים ""המליץ"" ו""הצפירה"" מודעות הקוראות לציבור לתמוך בו כלכלית (ובאברהם בר גוטלובר).
בין ספריו:
שו""ת ""תקנות הבית"", ""פשר דבר"" (ביאור אגדות חז""ל), ""תבנית הבית"", ""שדה ארם"", ""תולדות רבינו זרחיה בעל המאור"", ""ערוגה ראשונה"", ""חוט המשולש"", ""ארבעה חרשים"", ""מועדי ערב"", ""קול מבשר"" - מהדורה מדעית של הספר ""הלכות גדולות"", ""משלוח מנות"", ועוד רבים.
עוד כתב:
אגרת בקורת על סדר הגדה של פסח, וכן מחקרים שונים על כל תרגומי התורה והנ""ך.
[וביניהם תגליתו המפורסמת (בספרו ""קול מבשר"") שראשי התיבות א""י - הם לא רק ""ארץ-ישראל"" ו""אינו יהודי"" אלא גם: ""אמר יהושע""].
 
עוד על אודותיו: המאמר ""תתן אמת ליעקב"" מאת הרב מאיר הרשקוביץ בחוברת ""הדרום"", תשרי תשכ""ד, עמ' 35-78.
 
ליקט וכתב: יוחאי עופרן
 

"
232,"
פרופ' שמואל קלמן מירסקי, ניו-יורק (1900~1970)
","

רב ופרופ' בישיבה-יוניברסיטי, כתב ספרים ומאמרים רבים בנושאי תנ""ך והיסטוריה יהודית.
(וביניהם ספר על רב סעדיה גאון). עמד בשורה הראשונה של החלוצים לתחיית השפה העברית בארצות הברית. כיהן כנשיא ""האקדמיה שליד ההסתדרות העברית"", כיו""ר הוצאת ""מורשה"", כעורך כתבי העת ""סורא"" ו""תלפיות"" והיה לאחד מעמודיו הרוחניים של השבועון ""הדואר"".
בית הכנסת שבראשו עמד היה מהגדולים שפעלו בניו-יורק, ובארה""ב בכלל (כ-1000 חברים).
על תולדותיו ועל מחקריו ניתן לקרוא בספר היובל שיצא לכבודו (תשי""ח) ובספר הזכרון שנכתב לאחר פטירתו (תשל""א), מאמרים לדוגמה: 
  האוטוביוגרפיה ""מגילת חיי"" (עמ' רעט-רצג).  חיים ליף. ""דרכו של הרב ד""ר שמואל ק. מירסקי כסופר וכחוקר"" (עמ' רסג-רעח).  אליעזר זלמן ברנשטין, ""הרב והמורה"" (עמ' שא-שג).
"
233,"
ר' אביעד שר שלום באזילה (אמונת חכמים), מנטובה, איטליה (1680-1743)
","

חכם איטלקי, עמד בראש הישיבה במנטובה, עסק בעיקר בתלמוד ובקבלה. 
בהגיעו לגיל 40 כתב את ספרו ""אמונת חכמים"", שנועד כדי ""לכלכל אמתת הקבלה"" ולהתקיף ""דברי הפילוסופים"". לספר זה נכתבו הגהות ע""י ר' יעקב עמדן (""מטפחת ספרים"", ח""ב).
חיבורים נוספים:
· פירוש לספרו של ר' משה זכות ""תפתה ערוך"".· תשובות ופסקים (נדפסו בחיבוריהם של ר' משה חגיז ור' יעקב עמדן).· ספרי מדעים (""בחכמת התכונה והשיעור"") שלא נדפסו.
 
כתיבה: יוחאי עופרן
"
234,"
פרופ'  משה גרינברג, ארה""ב-ישראל (נולד ב-1928)
","

חוקר מקרא, (פרופ' באוניברסיטה העברית) בוגר בית מדרש לרבנים בארה""ב, חתן פרס ישראל למקרא 1994.
מחקריו עוסקים בחוק המקראי ובשורשי השפות השמיות.
 
 
עוד אודותיו באתר ויקיפדיה
"
235,"
ר' יצחק זליגמן בער (עבודת ישראל), לייפציג, גרמניה (1825-1897)
","

חוקר נוסח התפילה והמסורה, זכה לכינוי ""המדקדק מביבריך"".
נודע בעיקר בזכות הוצאת סידור ""עבודת ישראל"" (רדלהיים, תרכ""ח), ובו תיקוני נוסח ופירושים לתפילות ולפיוטים. עד היום מהווה הסידור אחד מן המקורות הבסיסיים באשר לפירוש התפילה ולנוסחה.
בער חקר את הערות דקדוק המסורה המופיעות בכתבי-היד העתיקים, והוציא מהדורה של ספר ""דקדוקי הטעמים"".
בארכיונו נשתמרו העתקים של קטעים מתוך ""ילקוט המסורה"" האבוד שהיה בסוף כתר ארם צובה (במקור הועתקו הקטעים עבור הנוסע הקראי הידוע אברהם פירקוביץ').
מלבד ספריו הרבים בענייני נוסח התפילה כתב גם את ""תורת אמת"" (על טעמי המקרא של איוב, משלי ותהילים), ואת ""זבחי צדק"" (על הלכות שחיטה ובדיקה).
 
עוד על אודותיו ב-JewishEncyclopedia ובויקפדיה.
 
ליקט וכתב: יוחאי עופרן
"
236,"
ר' משה חיים לוצאטו (רמח""ל), פדובה,איטליה - עכו (1707-1744)
","
מחכמי איטליה במאה ה-18, מחבר ""מסילת ישרים"" ו""דרך ה'"".
בחייו הקצרים הספיק לכתוב עשרות ספרים בנושאים שונים כגון: מוסר והנהגות, דקדוק, קבלה, לוגיקה ועוד.בנוסף לכל אלה כתב מספר מחזות (""המפורסם שהבם ""מעשה שמשון"").
 
עוד על אודותיו בויקיפדיה, ובמכון רמח""ל.
"
237,"
ר' ישעיהו פיק ברלין (מיני תרגומא), אוסטרו-הונגריה (1725-1799)
","
רב ומדקדק, יליד העיר אייזנשטאט, מצאצאיו של התוס'-יו""ט והמהר""ם מרוטנבורג. 
ר' ישעיה נודע בעיקר בזכות כישוריו בתחום התקנת הנוסח וההדרת הספרים, ובזכות ההגהות המפתחות והציונים שעשה לתלמוד, לסידור התפילה ולרבים מספרי הפוסקים (ביניהם: הרי""ף, משנה תורה לרמב""ם, ספר החינוך, ספר ברכת משה, ספר יד-מלאכי וספר ראשית-חכמה).
בשש השנים האחרונות לחייו כיהן כרב העיר ברסלאו. גם אחיו ר' דוד ברלין כיהן כרב קהילה, בקהילות אה""ו (אלטונה, המבורג, ונדסבק).
 
בין ספריו: 
""מיני תרגומא"" על תרגום אונקלוס, ""תוספת ראשון לציון"" על המשנה, ""חידוש הש""ס"", ""אומר השכחה"", ""אוצר בלום"" ועוד.
 
כתיבה: יוחאי עופרן
"
238,"
אונקלוס הגר (תרגום אונקלוס),  (ארץ-ישראל - בבל)
","
תרגום אונקלוס הוא תרגום של חמישה חומשי תורה לשפה הארמית.
הוא נכתב, כנראה, בתחילת המאה השניה לספירה בארץ ישראל ונערך סופית בבבל. לפי המסופר בתלמוד הבבלי, המתרגם - אונקלוס, שמע את התרגום מפי ר' אליעזר ור' יהושע.
אונקלוס, זוהה כעקילס הגר (כך שמו בתלמוד הירושלמי) חכם משלהי תקופת התנאים, עליו מסופר בתלמוד שהיה בן אחותו של אחד מקיסרי רומי, שלאחר התגיירותו תרגם את התורה ליוונית. למרות מסורת אגדית זו - דווקא התרגום לארמית מוכר כ'תרגום אונקלוס'.
תרגום אונקלוס נחשב לתרגום מדוייק שאינו נוטה להרחבות והוספות (בניגוד לתרגום יונתן, למשל). וקשה למצוא בתרגום השפעות מדרשיות-אגדיות, אך מי שיתאמץ יוכל למצוא אחדות בתרגומו לפסוקי שירה. היו שזיהו אצל אונקלוס גם השפעות מהתורה שבע""פ (משיטתו ההלכתית של ר' עקיבא).
במקומות אחדים חורג אונקלוס מתרגום מילולי מדוייק ומוסיף לתרגום מימד פרשני-דרשני. על פי רוב המקומות האלו הם פסוקים בהם התורה מתארת את ה' או את פעולותיו בתיאוריים גשמיים או בשמות פעולה אנושיים.
תרגום אונקלוס קיים רק לחמישה חומשי התורה, ובנביאים משלים אותו, במהדורות המסורתיות, תרגום יונתן.
"
239,"
אייזק הירש ווייס (מדות סופרים), מזריטש (1815-1905)
","

חוקר תולדות ישראל, מרבית מחקריו נסובים סביב הספרות התלמודית.
בצעירותו למד בישיבות (אצל ר' משה אהרן טיכלר, ואצל ר' חיים יוסף פולאק) ובבגרותו טעם מפירות ההשכלה. לימד בבהמ""ד לרבנים מיסודו של יעלניק בוינה.
ווייס הושפע מרוח הביקורת בספרות ישראל מרנ""ק וצונץ וברוח זו כתב את חיבורו המקיף ""דור דור ודורשיו"" על תולדות התורה שבע""פ בו שזר מן הש""ס והספרות הרבנית מסכת חדשה של היסטוריה והשתלשלות התושבע""פ. חיבורו זה עורר סערה וזכה לקיתונות של ביקורת (למשל ע""י י.א הלוי בספרו ""דורות הראשונים"", וע""י השר העדלמי במאמרו ""דורש רשומות"").
יחד עם חברו מאיר איש שלום (פרידמן) הוציא לאור את ה""ספרא"" וה""מכילתא"" עם הערות (פירוש ""מידות סופרים"") ואת כתב-העת ""בית תלמוד"". עוד חיבר את:
""משפט לשון המשנה"".""אורח צדיק"".הערות על הסידור.וכן אוטוביוגרפיה בשם ""זכרונותי"" - אותה כתב בהגיעו לגבורות.

כתיבה: יוחאי עופרן
"
240,"
משה אריה מירקין, ישראל (המאה ה-20)
","
ממייסדי רמת-גן (יחד עם רעייתו שרה, שהיתה חברה בעירייה).
בין שנים 1956-1967 חיבר את פירושו למדרש רבה (ב-11 כרכים).
גם ילדיו שלמה ואמוץ מורג נודעו כפרופסרים בעלי שם.
 
"
241,"
ר' יוסף שכטר, גליציה-וינה-ישראל (1901-1994)
","
הוגה דעות ומחנך ישראלי. גדל בבית חרדי-ציוני. הוסמך לדיינות על ידי הרב ירוחם פישל אראק אב""ד אוזיראן. בבגרותו למד באוניברסיטת וינה שם נעשה לעוזרו של הפילוסוף מוריץ שליק והשתייך ל""חוג הוינאי"". שימש כמורה ב""פדגוגיון העברי"" מיסודו של רצ""פ חיות. לאחר ה""אנשלוס"" עלה לארץ ישראל והיה מורה בבית הספר הריאלי ומנהל ביהמ""ד למורים בחיפה. 
בבקשו פתרון לשאלות הקיומיות של האדם בן זמננו, פנה מפילוסופיה בעלת אופי מדעי, לביסוס מחדש של האמונה הדתית על יסוד הערכים בני הקיימא שבדת ישראל ובהגות המערבית. מבין עקרונות היהדות בחר להדגיש חמישה: האמונה באל אחד, בהשגחה האלוהית ובגאולה העתידה לבוא, בבריאת האדם בצלם אלוהים ובערכה של העדה היוצרת. בכתביו ניכרת השפעה של הסטואה ושל סרן קירקגור. 
מאמריו המרובים שעסקו בשאלת יישומם של הרעיונות במעשה החינוכי קובצו בספרים, שהחשובים בהם: ""ממדע לאמונה""; ""העל אנושי באנושי""; ""יהדות וחינוך בזמן הזה""; ""פרקי עיון לנבוכי זמננו"". נוסף לחיבוריו אלו חיבר גם את המילון השימושי ""אוצר התלמוד"".
שכטר העלה את החשיבות של חיי העדה הפנימיים מעל לשיתוף ולשוויון הצורניים המקובלים בתנועה הקיבוצית. חבורה מתלמידיו  ניסתה להגשים את רעיונותיו החברתיים ובשנת 1961הקימה בגליל את היישוב יודפת, חבורה זו זכתה לכינוי ה""שכטריסטים"".
(ע""פ א' וינריב, שכטר יוסף, האנציקלופדיה העברית, ל""א, ירושלים, תשל""ט, עמ' 863-862).
"
