date,heb title,eng title,ref
6/25/2028,א תמוז,1 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 10:1"
6/26/2028,ב תמוז,2 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 10:4"
6/27/2028,ג תמוז,3 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 11:1"
6/28/2028,ד תמוז,4 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 11:6"
6/29/2028,ה תמוז,5 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 12:1"
6/30/2028,ו תמוז,6 Tammuz,"Tanya, Part II; Shaar HaYichud VehaEmunah 12:5"
7/1/2028,ז תמוז,7 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 1:1"
7/2/2028,ח תמוז,8 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 1:7"
7/3/2028,ט תמוז,9 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 2:1"
7/4/2028,י תמוז,10 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 3:1"
7/5/2028,יא תמוז,11 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 3:4"
7/6/2028,יב תמוז,12 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 3:8"
7/7/2028,יג תמוז,13 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 4:1"
7/8/2028,יד תמוז,14 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 4:4"
7/9/2028,טו תמוז,15 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 4:9"
7/10/2028,טז תמוז,16 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 4:16"
7/11/2028,יז תמוז,17 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 5:1"
7/12/2028,יח תמוז,18 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 6:1"
7/13/2028,יט תמוז,19 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 6:7"
7/14/2028,כ תמוז,20 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 7:1"
7/15/2028,כא תמוז,21 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 7:8"
7/16/2028,כב תמוז,22 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 7:11"
7/17/2028,כג תמוז,23 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 8:1"
7/18/2028,כד תמוז,24 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 8:4"
7/19/2028,כה תמוז,25 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 9:1"
7/20/2028,כו תמוז,26 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 10:1"
7/21/2028,כז תמוז,27 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 10:5"
7/22/2028,כח תמוז,28 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 11:1"
7/23/2028,כט תמוז,29 Tammuz,"Tanya, Part III; Iggeret HaTeshuvah 11:6"
7/24/2028,א אב,1 Av,"Tanya, Part III; Iggeret HaTeshuvah 11:12"
7/25/2028,ב אב,2 Av,"Tanya, Part III; Iggeret HaTeshuvah 12:1"
7/26/2028,ג אב,3 Av,"Tanya, Part IV; Iggeret HaKodesh 1:1"
7/27/2028,ד אב,4 Av,"Tanya, Part IV; Iggeret HaKodesh 1:6"
7/28/2028,ה אב,5 Av,"Tanya, Part IV; Iggeret HaKodesh 1:9"
7/29/2028,ו אב,6 Av,"Tanya, Part IV; Iggeret HaKodesh 2:1"
7/30/2028,ז אב,7 Av,"Tanya, Part IV; Iggeret HaKodesh 3:1"
7/31/2028,ח אב,8 Av,"Tanya, Part IV; Iggeret HaKodesh 3:9"
8/1/2028,ט אב,9 Av,"Tanya, Part IV; Iggeret HaKodesh 4:1"
8/2/2028,י אב,10 Av,"Tanya, Part IV; Iggeret HaKodesh 4:5"
8/3/2028,יא אב,11 Av,"Tanya, Part IV; Iggeret HaKodesh 4:10"
8/4/2028,יב אב,12 Av,"Tanya, Part IV; Iggeret HaKodesh 4:13"
8/5/2028,יג אב,13 Av,"Tanya, Part IV; Iggeret HaKodesh 5:1"
8/6/2028,יד אב,14 Av,"Tanya, Part IV; Iggeret HaKodesh 5:6"
8/7/2028,טו אב,15 Av,"Tanya, Part IV; Iggeret HaKodesh 5:7"
8/8/2028,טז אב,16 Av,"Tanya, Part IV; Iggeret HaKodesh 5:10"
8/9/2028,יז אב,17 Av,"Tanya, Part IV; Iggeret HaKodesh 5:15"
8/10/2028,יח אב,18 Av,"Tanya, Part IV; Iggeret HaKodesh 5:20"
8/11/2028,יט אב,19 Av,"Tanya, Part IV; Iggeret HaKodesh 6:1"
8/12/2028,כ אב,20 Av,"Tanya, Part IV; Iggeret HaKodesh 6:9"
8/13/2028,כא אב,21 Av,"Tanya, Part IV; Iggeret HaKodesh 7:1"
8/14/2028,כב אב,22 Av,"Tanya, Part IV; Iggeret HaKodesh 7:6"
8/15/2028,כג אב,23 Av,"Tanya, Part IV; Iggeret HaKodesh 7:9"
8/16/2028,כד אב,24 Av,"Tanya, Part IV; Iggeret HaKodesh 7:12"
8/17/2028,כה אב,25 Av,"Tanya, Part IV; Iggeret HaKodesh 8:1"
8/18/2028,כו אב,26 Av,"Tanya, Part IV; Iggeret HaKodesh 8:4"
8/19/2028,כז אב,27 Av,"Tanya, Part IV; Iggeret HaKodesh 8:6"
8/20/2028,כח אב,28 Av,"Tanya, Part IV; Iggeret HaKodesh 8:8"
8/21/2028,כט אב,29 Av,"Tanya, Part IV; Iggeret HaKodesh 9:1"
8/22/2028,ל אב,30 Av,"Tanya, Part IV; Iggeret HaKodesh 9:3"
8/23/2028,א אלול,1 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:1"
8/24/2028,ב אלול,2 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:5"
8/25/2028,ג אלול,3 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:8"
8/26/2028,ד אלול,4 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:9"
8/27/2028,ה אלול,5 Elul,"Tanya, Part IV; Iggeret HaKodesh 10:13"
8/28/2028,ו אלול,6 Elul,"Tanya, Part IV; Iggeret HaKodesh 11:1"
8/29/2028,ז אלול,7 Elul,"Tanya, Part IV; Iggeret HaKodesh 11:4"
8/30/2028,ח אלול,8 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:1"
8/31/2028,ט אלול,9 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:6"
9/1/2028,י אלול,10 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:13"
9/2/2028,יא אלול,11 Elul,"Tanya, Part IV; Iggeret HaKodesh 12:16"
9/3/2028,יב אלול,12 Elul,"Tanya, Part IV; Iggeret HaKodesh 13:1"
9/4/2028,יג אלול,13 Elul,"Tanya, Part IV; Iggeret HaKodesh 13:6"
9/5/2028,יד אלול,14 Elul,"Tanya, Part IV; Iggeret HaKodesh 13:10"
9/6/2028,טו אלול,15 Elul,"Tanya, Part IV; Iggeret HaKodesh 14:1"
9/7/2028,טז אלול,16 Elul,"Tanya, Part IV; Iggeret HaKodesh 14:8"
9/8/2028,יז אלול,17 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:1"
9/9/2028,יח אלול,18 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:4"
9/10/2028,יט אלול,19 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:9"
9/11/2028,כ אלול,20 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:21"
9/12/2028,כא אלול,21 Elul,"Tanya, Part IV; Iggeret HaKodesh 15:30"
9/13/2028,כב אלול,22 Elul,"Tanya, Part IV; Iggeret HaKodesh 16:1"
9/14/2028,כג אלול,23 Elul,"Tanya, Part IV; Iggeret HaKodesh 16:5"
9/15/2028,כד אלול,24 Elul,"Tanya, Part IV; Iggeret HaKodesh 17:1"
9/16/2028,כה אלול,25 Elul,"Tanya, Part IV; Iggeret HaKodesh 17:7"
9/17/2028,כו אלול,26 Elul,"Tanya, Part IV; Iggeret HaKodesh 17:10"
9/18/2028,כז אלול,27 Elul,"Tanya, Part IV; Iggeret HaKodesh 18:1"
9/19/2028,כח אלול,28 Elul,"Tanya, Part IV; Iggeret HaKodesh 18:5"
9/20/2028,כט אלול,29 Elul,"Tanya, Part IV; Iggeret HaKodesh 19:1"
9/21/2028,א תשרי,1 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 19:4"
9/22/2028,ב תשרי,2 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 19:11"
9/23/2028,ג תשרי,3 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 19:16"
9/24/2028,ד תשרי,4 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:1"
9/25/2028,ה תשרי,5 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:5"
9/26/2028,ו תשרי,6 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:7"
9/27/2028,ז תשרי,7 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:8"
9/28/2028,ח תשרי,8 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:13"
9/29/2028,ט תשרי,9 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:17"
9/30/2028,י תשרי,10 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:20"
10/1/2028,יא תשרי,11 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:25"
10/2/2028,יב תשרי,12 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 20:34"
10/3/2028,יג תשרי,13 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 21:1"
10/4/2028,יד תשרי,14 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 21:5"
10/5/2028,טו תשרי,15 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:1"
10/6/2028,טז תשרי,16 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:5"
10/7/2028,יז תשרי,17 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:10"
10/8/2028,יח תשרי,18 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:13"
10/9/2028,יט תשרי,19 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 22:17"
10/10/2028,כ תשרי,20 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:1"
10/11/2028,כא תשרי,21 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:4"
10/12/2028,כב תשרי,22 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:8"
10/13/2028,כג תשרי,23 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 23:10"
10/14/2028,כד תשרי,24 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 24:1"
10/15/2028,כה תשרי,25 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:1"
10/16/2028,כו תשרי,26 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:6"
10/17/2028,כז תשרי,27 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:11"
10/18/2028,כח תשרי,28 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:17"
10/19/2028,כט תשרי,29 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:23"
10/20/2028,ל תשרי,30 Tishrei,"Tanya, Part IV; Iggeret HaKodesh 25:26"
10/21/2028,א חשון,1 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:27"
10/22/2028,ב חשון,2 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:30"
10/23/2028,ג חשון,3 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 25:36"
10/24/2028,ד חשון,4 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:1"
10/25/2028,ה חשון,5 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:11"
10/26/2028,ו חשון,6 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:15"
10/27/2028,ז חשון,7 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:20"
10/28/2028,ח חשון,8 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:22"
10/29/2028,ט חשון,9 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:25"
10/30/2028,י חשון,10 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:26"
10/31/2028,יא חשון,11 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 26:30"
11/1/2028,יב חשון,12 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:2"
11/2/2028,יג חשון,13 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:6"
11/3/2028,יד חשון,14 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:8"
11/4/2028,טו חשון,15 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:13"
11/5/2028,טז חשון,16 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 27:17"
11/6/2028,יז חשון,17 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 28:1"
11/7/2028,יח חשון,18 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 28:6"
11/8/2028,יט חשון,19 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:1"
11/9/2028,כ חשון,20 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:9"
11/10/2028,כא חשון,21 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:14"
11/11/2028,כב חשון,22 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:19"
11/12/2028,כג חשון,23 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 29:22"
11/13/2028,כד חשון,24 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 30:1"
11/14/2028,כה חשון,25 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 31:1"
11/15/2028,כו חשון,26 Cheshvan,"Tanya, Part IV; Iggeret HaKodesh 32:1"
11/16/2028,כז חשון,27 Cheshvan,"Tanya, Part V; Kuntres Acharon 1:1"
11/17/2028,כח חשון,28 Cheshvan,"Tanya, Part V; Kuntres Acharon 2:1"
11/18/2028,כט חשון,29 Cheshvan,"Tanya, Part V; Kuntres Acharon 3:1"
11/19/2028,א כסלו,1 Kislev,"Tanya, Part V; Kuntres Acharon 3:4"
11/20/2028,ב כסלו,2 Kislev,"Tanya, Part V; Kuntres Acharon 4:1"
11/21/2028,ג כסלו,3 Kislev,"Tanya, Part V; Kuntres Acharon 4:10"
11/22/2028,ד כסלו,4 Kislev,"Tanya, Part V; Kuntres Acharon 4:14"
11/23/2028,ה כסלו,5 Kislev,"Tanya, Part V; Kuntres Acharon 4:18"
11/24/2028,ו כסלו,6 Kislev,"Tanya, Part V; Kuntres Acharon 4:25"
11/25/2028,ז כסלו,7 Kislev,"Tanya, Part V; Kuntres Acharon 4:28"
11/26/2028,ח כסלו,8 Kislev,"Tanya, Part V; Kuntres Acharon 4:35"
11/27/2028,ט כסלו,9 Kislev,"Tanya, Part V; Kuntres Acharon 4:40"
11/28/2028,י כסלו,10 Kislev,"Tanya, Part V; Kuntres Acharon 4:44"
11/29/2028,יא כסלו,11 Kislev,"Tanya, Part V; Kuntres Acharon 4:50"
11/30/2028,יב כסלו,12 Kislev,"Tanya, Part V; Kuntres Acharon 4:54"
12/1/2028,יג כסלו,13 Kislev,"Tanya, Part V; Kuntres Acharon 5:1"
12/2/2028,יד כסלו,14 Kislev,"Tanya, Part V; Kuntres Acharon 6:1"
12/3/2028,טו כסלו,15 Kislev,"Tanya, Part V; Kuntres Acharon 6:8"
12/4/2028,טז כסלו,16 Kislev,"Tanya, Part V; Kuntres Acharon 7:1"
12/5/2028,יז כסלו,17 Kislev,"Tanya, Part V; Kuntres Acharon 8:1"
12/6/2028,יח כסלו,18 Kislev,"Tanya, Part V; Kuntres Acharon 9:1"
12/7/2028,יט כסלו,19 Kislev,"Tanya, Part I; Likkutei Amarim, Title Page 1"
12/8/2028,כ כסלו,20 Kislev,"Tanya, Part I; Likkutei Amarim, Compiler's Foreword 1"
12/9/2028,כא כסלו,21 Kislev,"Tanya, Part I; Likkutei Amarim, Compiler's Foreword 9"
12/10/2028,כב כסלו,22 Kislev,"Tanya, Part I; Likkutei Amarim 1:1"
12/11/2028,כג כסלו,23 Kislev,"Tanya, Part I; Likkutei Amarim 1:13"
12/12/2028,כד כסלו,24 Kislev,"Tanya, Part I; Likkutei Amarim 2:1"
12/13/2028,כה כסלו,25 Kislev,"Tanya, Part I; Likkutei Amarim 3:1"
12/14/2028,כו כסלו,26 Kislev,"Tanya, Part I; Likkutei Amarim 3:8"
12/15/2028,כז כסלו,27 Kislev,"Tanya, Part I; Likkutei Amarim 4:1"
12/16/2028,כח כסלו,28 Kislev,"Tanya, Part I; Likkutei Amarim 4:5"
12/17/2028,כט כסלו,29 Kislev,"Tanya, Part I; Likkutei Amarim 4:11"
12/18/2028,ל כסלו,30 Kislev,"Tanya, Part I; Likkutei Amarim 5:1"
12/19/2028,א טבת,1 Tevet,"Tanya, Part I; Likkutei Amarim 5:7"
12/20/2028,ב טבת,2 Tevet,"Tanya, Part I; Likkutei Amarim 6:1"
12/21/2028,ג טבת,3 Tevet,"Tanya, Part I; Likkutei Amarim 6:7"
12/22/2028,ד טבת,4 Tevet,"Tanya, Part I; Likkutei Amarim 7:1"
12/23/2028,ה טבת,5 Tevet,"Tanya, Part I; Likkutei Amarim 7:6"
12/24/2028,ו טבת,6 Tevet,"Tanya, Part I; Likkutei Amarim 7:12"
12/25/2028,ז טבת,7 Tevet,"Tanya, Part I; Likkutei Amarim 8:1"
12/26/2028,ח טבת,8 Tevet,"Tanya, Part I; Likkutei Amarim 8:5"
12/27/2028,ט טבת,9 Tevet,"Tanya, Part I; Likkutei Amarim 9:1"
12/28/2028,י טבת,10 Tevet,"Tanya, Part I; Likkutei Amarim 9:5"
12/29/2028,יא טבת,11 Tevet,"Tanya, Part I; Likkutei Amarim 10:1"
12/30/2028,יב טבת,12 Tevet,"Tanya, Part I; Likkutei Amarim 10:5"
12/31/2028,יג טבת,13 Tevet,"Tanya, Part I; Likkutei Amarim 11:1"
, , ,
, , ,
