"Date","Parashah","Aliyah","Reading","Verses"
02-May-2020,"Achrei Mot-Kedoshim","Haftara","Amos 9:7 - 9:15",

09-May-2020,"Emor",1,"Leviticus 21:1 - 21:15",15
09-May-2020,"Emor",2,"Leviticus 21:16 - 22:16",25
09-May-2020,"Emor",3,"Leviticus 22:17 - 22:33",17
09-May-2020,"Emor",4,"Leviticus 23:1 - 23:22",22
09-May-2020,"Emor",5,"Leviticus 23:23 - 23:32",10
09-May-2020,"Emor",6,"Leviticus 23:33 - 23:44",12
09-May-2020,"Emor",7,"Leviticus 24:1 - 24:23",23
09-May-2020,"Emor","maf","Leviticus 24:21 - 24:23",3
09-May-2020,"Emor","Haftara","Ezekiel 44:15 - 44:31",

16-May-2020,"Behar-Bechukotai",1,"Leviticus 25:1 - 25:18",18
16-May-2020,"Behar-Bechukotai",2,"Leviticus 25:19 - 25:28",10
16-May-2020,"Behar-Bechukotai",3,"Leviticus 25:29 - 25:38",10
16-May-2020,"Behar-Bechukotai",4,"Leviticus 25:39 - 26:9",26
16-May-2020,"Behar-Bechukotai",5,"Leviticus 26:10 - 26:46",37
16-May-2020,"Behar-Bechukotai",6,"Leviticus 27:1 - 27:15",15
16-May-2020,"Behar-Bechukotai",7,"Leviticus 27:16 - 27:34",19
16-May-2020,"Behar-Bechukotai","maf","Leviticus 27:32 - 27:34",3
16-May-2020,"Behar-Bechukotai","Haftara","Jeremiah 16:19 - 17:14",

23-May-2020,"Bamidbar",1,"Numbers 1:1 - 1:19",19
23-May-2020,"Bamidbar",2,"Numbers 1:20 - 1:54",35
23-May-2020,"Bamidbar",3,"Numbers 2:1 - 2:34",34
23-May-2020,"Bamidbar",4,"Numbers 3:1 - 3:13",13
23-May-2020,"Bamidbar",5,"Numbers 3:14 - 3:39",26
23-May-2020,"Bamidbar",6,"Numbers 3:40 - 3:51",12
23-May-2020,"Bamidbar",7,"Numbers 4:1 - 4:20",20
23-May-2020,"Bamidbar","maf","Numbers 4:17 - 4:20",4
23-May-2020,"Bamidbar","Haftara","I Samuel 20:18 - 20:42 | Shabbat Machar Chodesh",

06-Jun-2020,"Nasso",1,"Numbers 4:21 - 4:37",17
06-Jun-2020,"Nasso",2,"Numbers 4:38 - 4:49",12
06-Jun-2020,"Nasso",3,"Numbers 5:1 - 5:10",10
06-Jun-2020,"Nasso",4,"Numbers 5:11 - 6:27",48
06-Jun-2020,"Nasso",5,"Numbers 7:1 - 7:41",41
06-Jun-2020,"Nasso",6,"Numbers 7:42 - 7:71",30
06-Jun-2020,"Nasso",7,"Numbers 7:72 - 7:89",18
06-Jun-2020,"Nasso","maf","Numbers 7:87 - 7:89",3
06-Jun-2020,"Nasso","Haftara","Judges 13:2 - 13:25",

13-Jun-2020,"Beha'alotcha",1,"Numbers 8:1 - 8:14",14
13-Jun-2020,"Beha'alotcha",2,"Numbers 8:15 - 8:26",12
13-Jun-2020,"Beha'alotcha",3,"Numbers 9:1 - 9:14",14
13-Jun-2020,"Beha'alotcha",4,"Numbers 9:15 - 10:10",19
13-Jun-2020,"Beha'alotcha",5,"Numbers 10:11 - 10:34",24
13-Jun-2020,"Beha'alotcha",6,"Numbers 10:35 - 11:29",31
13-Jun-2020,"Beha'alotcha",7,"Numbers 11:30 - 12:16",22
13-Jun-2020,"Beha'alotcha","maf","Numbers 12:14 - 12:16",3
13-Jun-2020,"Beha'alotcha","Haftara","Zechariah 2:14 - 4:7",

20-Jun-2020,"Sh'lach",1,"Numbers 13:1 - 13:20",20
20-Jun-2020,"Sh'lach",2,"Numbers 13:21 - 14:7",20
20-Jun-2020,"Sh'lach",3,"Numbers 14:8 - 14:25",18
20-Jun-2020,"Sh'lach",4,"Numbers 14:26 - 15:7",27
20-Jun-2020,"Sh'lach",5,"Numbers 15:8 - 15:16",9
20-Jun-2020,"Sh'lach",6,"Numbers 15:17 - 15:26",10
20-Jun-2020,"Sh'lach",7,"Numbers 15:27 - 15:41",15
20-Jun-2020,"Sh'lach","maf","Numbers 15:37 - 15:41",5
20-Jun-2020,"Sh'lach","Haftara","Joshua 2:1 - 2:24",

27-Jun-2020,"Korach",1,"Numbers 16:1 - 16:13",13
27-Jun-2020,"Korach",2,"Numbers 16:14 - 16:19",6
27-Jun-2020,"Korach",3,"Numbers 16:20 - 17:8",24
27-Jun-2020,"Korach",4,"Numbers 17:9 - 17:15",7
27-Jun-2020,"Korach",5,"Numbers 17:16 - 17:24",9
27-Jun-2020,"Korach",6,"Numbers 17:25 - 18:20",24
27-Jun-2020,"Korach",7,"Numbers 18:21 - 18:32",12
27-Jun-2020,"Korach","maf","Numbers 18:30 - 18:32",3
27-Jun-2020,"Korach","Haftara","I Samuel 11:14 - 12:22",

04-Jul-2020,"Chukat-Balak",1,"Numbers 19:1 - 20:6",28
04-Jul-2020,"Chukat-Balak",2,"Numbers 20:7 - 20:21",15
04-Jul-2020,"Chukat-Balak",3,"Numbers 20:22 - 21:20",28
04-Jul-2020,"Chukat-Balak",4,"Numbers 21:21 - 22:12",27
04-Jul-2020,"Chukat-Balak",5,"Numbers 22:13 - 22:38",26
04-Jul-2020,"Chukat-Balak",6,"Numbers 22:39 - 23:26",29
04-Jul-2020,"Chukat-Balak",7,"Numbers 23:27 - 25:9",38
04-Jul-2020,"Chukat-Balak","maf","Numbers 25:7 - 25:9",3
04-Jul-2020,"Chukat-Balak","Haftara","Micah 5:6 - 6:8",

11-Jul-2020,"Pinchas",1,"Numbers 25:10 - 26:4",13
11-Jul-2020,"Pinchas",2,"Numbers 26:5 - 26:51",47
11-Jul-2020,"Pinchas",3,"Numbers 26:52 - 27:5",19
11-Jul-2020,"Pinchas",4,"Numbers 27:6 - 27:23",18
11-Jul-2020,"Pinchas",5,"Numbers 28:1 - 28:15",15
11-Jul-2020,"Pinchas",6,"Numbers 28:16 - 29:11",27
11-Jul-2020,"Pinchas",7,"Numbers 29:12 - 30:1",29
11-Jul-2020,"Pinchas","maf","Numbers 29:35 - 30:1",6
11-Jul-2020,"Pinchas","Haftara","Jeremiah 1:1 - 2:3 | Pinchas occurring after 17 Tammuz",

18-Jul-2020,"Matot-Masei",1,"Numbers 30:2 - 31:12",28
18-Jul-2020,"Matot-Masei",2,"Numbers 31:13 - 31:54",42
18-Jul-2020,"Matot-Masei",3,"Numbers 32:1 - 32:19",19
18-Jul-2020,"Matot-Masei",4,"Numbers 32:20 - 33:49",72
18-Jul-2020,"Matot-Masei",5,"Numbers 33:50 - 34:15",22
18-Jul-2020,"Matot-Masei",6,"Numbers 34:16 - 35:8",22
18-Jul-2020,"Matot-Masei",7,"Numbers 35:9 - 36:13",39
18-Jul-2020,"Matot-Masei","maf","Numbers 36:11 - 36:13",3
18-Jul-2020,"Matot-Masei","Haftara","Jeremiah 2:4 - 28; 3:4",

25-Jul-2020,"Devarim",1,"Deuteronomy 1:1 - 1:10",10
25-Jul-2020,"Devarim",2,"Deuteronomy 1:11 - 1:21",11
25-Jul-2020,"Devarim",3,"Deuteronomy 1:22 - 1:38",17
25-Jul-2020,"Devarim",4,"Deuteronomy 1:39 - 2:1",9
25-Jul-2020,"Devarim",5,"Deuteronomy 2:2 - 2:30",29
25-Jul-2020,"Devarim",6,"Deuteronomy 2:31 - 3:14",21
25-Jul-2020,"Devarim",7,"Deuteronomy 3:15 - 3:22",8
25-Jul-2020,"Devarim","maf","Deuteronomy 3:20 - 3:22",3
25-Jul-2020,"Devarim","Haftara","Isaiah 1:1 - 1:27",

01-Aug-2020,"Vaetchanan",1,"Deuteronomy 3:23 - 4:4",11
01-Aug-2020,"Vaetchanan",2,"Deuteronomy 4:5 - 4:40",36
01-Aug-2020,"Vaetchanan",3,"Deuteronomy 4:41 - 4:49",9
01-Aug-2020,"Vaetchanan",4,"Deuteronomy 5:1 - 5:18",18
01-Aug-2020,"Vaetchanan",5,"Deuteronomy 5:19 - 6:3",15
01-Aug-2020,"Vaetchanan",6,"Deuteronomy 6:4 - 6:25",22
01-Aug-2020,"Vaetchanan",7,"Deuteronomy 7:1 - 7:11",11
01-Aug-2020,"Vaetchanan","maf","Deuteronomy 7:9 - 7:11",3
01-Aug-2020,"Vaetchanan","Haftara","Isaiah 40:1 - 40:26 | Shabbat Nachamu",

08-Aug-2020,"Eikev",1,"Deuteronomy 7:12 - 8:10",25
08-Aug-2020,"Eikev",2,"Deuteronomy 8:11 - 9:3",13
08-Aug-2020,"Eikev",3,"Deuteronomy 9:4 - 9:29",26
08-Aug-2020,"Eikev",4,"Deuteronomy 10:1 - 10:11",11
08-Aug-2020,"Eikev",5,"Deuteronomy 10:12 - 11:9",20
08-Aug-2020,"Eikev",6,"Deuteronomy 11:10 - 11:21",12
08-Aug-2020,"Eikev",7,"Deuteronomy 11:22 - 11:25",4
08-Aug-2020,"Eikev","maf","Deuteronomy 11:22 - 11:25",4
08-Aug-2020,"Eikev","Haftara","Isaiah 49:14 - 51:3",

15-Aug-2020,"Re'eh",1,"Deuteronomy 11:26 - 12:10",17
15-Aug-2020,"Re'eh",2,"Deuteronomy 12:11 - 12:28",18
15-Aug-2020,"Re'eh",3,"Deuteronomy 12:29 - 13:19",22
15-Aug-2020,"Re'eh",4,"Deuteronomy 14:1 - 14:21",21
15-Aug-2020,"Re'eh",5,"Deuteronomy 14:22 - 14:29",8
15-Aug-2020,"Re'eh",6,"Deuteronomy 15:1 - 15:18",18
15-Aug-2020,"Re'eh",7,"Deuteronomy 15:19 - 16:17",22
15-Aug-2020,"Re'eh","maf","Deuteronomy 16:13 - 16:17",5
15-Aug-2020,"Re'eh","Haftara","Isaiah 54:11 - 55:5",

22-Aug-2020,"Shoftim",1,"Deuteronomy 16:18 - 17:13",18
22-Aug-2020,"Shoftim",2,"Deuteronomy 17:14 - 17:20",7
22-Aug-2020,"Shoftim",3,"Deuteronomy 18:1 - 18:5",5
22-Aug-2020,"Shoftim",4,"Deuteronomy 18:6 - 18:13",8
22-Aug-2020,"Shoftim",5,"Deuteronomy 18:14 - 19:13",22
22-Aug-2020,"Shoftim",6,"Deuteronomy 19:14 - 20:9",17
22-Aug-2020,"Shoftim",7,"Deuteronomy 20:10 - 21:9",20
22-Aug-2020,"Shoftim","maf","Deuteronomy 21:7 - 21:9",3
22-Aug-2020,"Shoftim","Haftara","Isaiah 51:12 - 52:12",

29-Aug-2020,"Ki Teitzei",1,"Deuteronomy 21:10 - 21:21",12
29-Aug-2020,"Ki Teitzei",2,"Deuteronomy 21:22 - 22:7",9
29-Aug-2020,"Ki Teitzei",3,"Deuteronomy 22:8 - 23:7",29
29-Aug-2020,"Ki Teitzei",4,"Deuteronomy 23:8 - 23:24",17
29-Aug-2020,"Ki Teitzei",5,"Deuteronomy 23:25 - 24:4",6
29-Aug-2020,"Ki Teitzei",6,"Deuteronomy 24:5 - 24:13",9
29-Aug-2020,"Ki Teitzei",7,"Deuteronomy 24:14 - 25:19",28
29-Aug-2020,"Ki Teitzei","maf","Deuteronomy 25:17 - 25:19",3
29-Aug-2020,"Ki Teitzei","Haftara","Isaiah 54:1 - 54:10",

05-Sep-2020,"Ki Tavo",1,"Deuteronomy 26:1 - 26:11",11
05-Sep-2020,"Ki Tavo",2,"Deuteronomy 26:12 - 26:15",4
05-Sep-2020,"Ki Tavo",3,"Deuteronomy 26:16 - 26:19",4
05-Sep-2020,"Ki Tavo",4,"Deuteronomy 27:1 - 27:10",10
05-Sep-2020,"Ki Tavo",5,"Deuteronomy 27:11 - 28:6",22
05-Sep-2020,"Ki Tavo",6,"Deuteronomy 28:7 - 28:69",63
05-Sep-2020,"Ki Tavo",7,"Deuteronomy 29:1 - 29:8",8
05-Sep-2020,"Ki Tavo","maf","Deuteronomy 29:6 - 29:8",3
05-Sep-2020,"Ki Tavo","Haftara","Isaiah 60:1 - 60:22",

12-Sep-2020,"Nitzavim-Vayeilech",1,"Deuteronomy 29:9 - 29:28",20
12-Sep-2020,"Nitzavim-Vayeilech",2,"Deuteronomy 30:1 - 30:6",6
12-Sep-2020,"Nitzavim-Vayeilech",3,"Deuteronomy 30:7 - 30:14",8
12-Sep-2020,"Nitzavim-Vayeilech",4,"Deuteronomy 30:15 - 31:6",12
12-Sep-2020,"Nitzavim-Vayeilech",5,"Deuteronomy 31:7 - 31:13",7
12-Sep-2020,"Nitzavim-Vayeilech",6,"Deuteronomy 31:14 - 31:19",6
12-Sep-2020,"Nitzavim-Vayeilech",7,"Deuteronomy 31:20 - 31:30",11
12-Sep-2020,"Nitzavim-Vayeilech","maf","Deuteronomy 31:28 - 31:30",3
12-Sep-2020,"Nitzavim-Vayeilech","Haftara","Isaiah 61:10 - 63:9",

26-Sep-2020,"Ha'Azinu",1,"Deuteronomy 32:1 - 32:6",6
26-Sep-2020,"Ha'Azinu",2,"Deuteronomy 32:7 - 32:12",6
26-Sep-2020,"Ha'Azinu",3,"Deuteronomy 32:13 - 32:18",6
26-Sep-2020,"Ha'Azinu",4,"Deuteronomy 32:19 - 32:28",10
26-Sep-2020,"Ha'Azinu",5,"Deuteronomy 32:29 - 32:39",11
26-Sep-2020,"Ha'Azinu",6,"Deuteronomy 32:40 - 32:43",4
26-Sep-2020,"Ha'Azinu",7,"Deuteronomy 32:44 - 32:52",9
26-Sep-2020,"Ha'Azinu","maf","Deuteronomy 32:48 - 32:52",5
26-Sep-2020,"Ha'Azinu","Haftara","Hosea 14:2-10; Micah 7:18-20; Joel 2:15-27 | Shabbat Shuva",

17-Oct-2020,"Bereshit",1,"Genesis 1:1 - 2:3",34
17-Oct-2020,"Bereshit",2,"Genesis 2:4 - 2:19",16
17-Oct-2020,"Bereshit",3,"Genesis 2:20 - 3:21",27
17-Oct-2020,"Bereshit",4,"Genesis 3:22 - 4:18",21
17-Oct-2020,"Bereshit",5,"Genesis 4:19 - 4:22",4
17-Oct-2020,"Bereshit",6,"Genesis 4:23 - 5:24",28
17-Oct-2020,"Bereshit",7,"Genesis 5:25 - 6:8",16
17-Oct-2020,"Bereshit","maf","Genesis 6:5 - 6:8",4
17-Oct-2020,"Bereshit","Haftara","I Samuel 20:18 - 20:42 | Shabbat Machar Chodesh",

24-Oct-2020,"Noach",1,"Genesis 6:9 - 6:22",14
24-Oct-2020,"Noach",2,"Genesis 7:1 - 7:16",16
24-Oct-2020,"Noach",3,"Genesis 7:17 - 8:14",22
24-Oct-2020,"Noach",4,"Genesis 8:15 - 9:7",15
24-Oct-2020,"Noach",5,"Genesis 9:8 - 9:17",10
24-Oct-2020,"Noach",6,"Genesis 9:18 - 10:32",44
24-Oct-2020,"Noach",7,"Genesis 11:1 - 11:32",32
24-Oct-2020,"Noach","maf","Genesis 11:29 - 11:32",4
24-Oct-2020,"Noach","Haftara","Isaiah 54:1 - 55:5",

31-Oct-2020,"Lech-Lecha",1,"Genesis 12:1 - 12:13",13
31-Oct-2020,"Lech-Lecha",2,"Genesis 12:14 - 13:4",11
31-Oct-2020,"Lech-Lecha",3,"Genesis 13:5 - 13:18",14
31-Oct-2020,"Lech-Lecha",4,"Genesis 14:1 - 14:20",20
31-Oct-2020,"Lech-Lecha",5,"Genesis 14:21 - 15:6",10
31-Oct-2020,"Lech-Lecha",6,"Genesis 15:7 - 17:6",37
31-Oct-2020,"Lech-Lecha",7,"Genesis 17:7 - 17:27",21
31-Oct-2020,"Lech-Lecha","maf","Genesis 17:24 - 17:27",4
31-Oct-2020,"Lech-Lecha","Haftara","Isaiah 40:27 - 41:16",

07-Nov-2020,"Vayera",1,"Genesis 18:1 - 18:14",14
07-Nov-2020,"Vayera",2,"Genesis 18:15 - 18:33",19
07-Nov-2020,"Vayera",3,"Genesis 19:1 - 19:20",20
07-Nov-2020,"Vayera",4,"Genesis 19:21 - 21:4",40
07-Nov-2020,"Vayera",5,"Genesis 21:5 - 21:21",17
07-Nov-2020,"Vayera",6,"Genesis 21:22 - 21:34",13
07-Nov-2020,"Vayera",7,"Genesis 22:1 - 22:24",24
07-Nov-2020,"Vayera","maf","Genesis 22:20 - 22:24",5
07-Nov-2020,"Vayera","Haftara","II Kings 4:1 - 4:37",

14-Nov-2020,"Chayei Sara",1,"Genesis 23:1 - 23:16",16
14-Nov-2020,"Chayei Sara",2,"Genesis 23:17 - 24:9",13
14-Nov-2020,"Chayei Sara",3,"Genesis 24:10 - 24:26",17
14-Nov-2020,"Chayei Sara",4,"Genesis 24:27 - 24:52",26
14-Nov-2020,"Chayei Sara",5,"Genesis 24:53 - 24:67",15
14-Nov-2020,"Chayei Sara",6,"Genesis 25:1 - 25:11",11
14-Nov-2020,"Chayei Sara",7,"Genesis 25:12 - 25:18",7
14-Nov-2020,"Chayei Sara","maf","Genesis 25:16 - 25:18",3
14-Nov-2020,"Chayei Sara","Haftara","I Kings 1:1 - 1:31",

21-Nov-2020,"Toldot",1,"Genesis 25:19 - 26:5",21
21-Nov-2020,"Toldot",2,"Genesis 26:6 - 26:12",7
21-Nov-2020,"Toldot",3,"Genesis 26:13 - 26:22",10
21-Nov-2020,"Toldot",4,"Genesis 26:23 - 26:29",7
21-Nov-2020,"Toldot",5,"Genesis 26:30 - 27:27",33
21-Nov-2020,"Toldot",6,"Genesis 27:28 - 28:4",23
21-Nov-2020,"Toldot",7,"Genesis 28:5 - 28:9",5
21-Nov-2020,"Toldot","maf","Genesis 28:7 - 28:9",3
21-Nov-2020,"Toldot","Haftara","Malachi 1:1 - 2:7",

28-Nov-2020,"Vayetzei",1,"Genesis 28:10 - 28:22",13
28-Nov-2020,"Vayetzei",2,"Genesis 29:1 - 29:17",17
28-Nov-2020,"Vayetzei",3,"Genesis 29:18 - 30:13",31
28-Nov-2020,"Vayetzei",4,"Genesis 30:14 - 30:27",14
28-Nov-2020,"Vayetzei",5,"Genesis 30:28 - 31:16",32
28-Nov-2020,"Vayetzei",6,"Genesis 31:17 - 31:42",26
28-Nov-2020,"Vayetzei",7,"Genesis 31:43 - 32:3",15
28-Nov-2020,"Vayetzei","maf","Genesis 32:1 - 32:3",3
28-Nov-2020,"Vayetzei","Haftara","Hosea 12:13 - 14:10",

05-Dec-2020,"Vayishlach",1,"Genesis 32:4 - 32:13",10
05-Dec-2020,"Vayishlach",2,"Genesis 32:14 - 32:30",17
05-Dec-2020,"Vayishlach",3,"Genesis 32:31 - 33:5",8
05-Dec-2020,"Vayishlach",4,"Genesis 33:6 - 33:20",15
05-Dec-2020,"Vayishlach",5,"Genesis 34:1 - 35:11",42
05-Dec-2020,"Vayishlach",6,"Genesis 35:12 - 36:19",37
05-Dec-2020,"Vayishlach",7,"Genesis 36:20 - 36:43",24
05-Dec-2020,"Vayishlach","maf","Genesis 36:40 - 36:43",4
05-Dec-2020,"Vayishlach","Haftara","Obadiah 1:1 - 1:21",

12-Dec-2020,"Vayeshev",1,"Genesis 37:1 - 37:11",11
12-Dec-2020,"Vayeshev",2,"Genesis 37:12 - 37:22",11
12-Dec-2020,"Vayeshev",3,"Genesis 37:23 - 37:36",14
12-Dec-2020,"Vayeshev",4,"Genesis 38:1 - 38:30",30
12-Dec-2020,"Vayeshev",5,"Genesis 39:1 - 39:6",6
12-Dec-2020,"Vayeshev",6,"Genesis 39:7 - 39:23",17
12-Dec-2020,"Vayeshev",7,"Genesis 40:1 - 40:23",23
12-Dec-2020,"Vayeshev","maf","Numbers 7:18 - 7:29 | Shabbat Chanukah - Day 2",
12-Dec-2020,"Vayeshev","Haftara","Zechariah 2:14-4:7 | Shabbat Chanukah - Day 2",

19-Dec-2020,"Miketz",1,"Genesis 41:1 - 41:14",14
19-Dec-2020,"Miketz",2,"Genesis 41:15 - 41:38",24
19-Dec-2020,"Miketz",3,"Genesis 41:39 - 41:52",14
19-Dec-2020,"Miketz",4,"Genesis 41:53 - 42:18",23
19-Dec-2020,"Miketz",5,"Genesis 42:19 - 43:15",35
19-Dec-2020,"Miketz",6,"Genesis 43:16 - 43:29",14
19-Dec-2020,"Miketz",7,"Genesis 43:30 - 44:17",22
19-Dec-2020,"Miketz","maf","Genesis 44:14 - 44:17",4
19-Dec-2020,"Miketz","Haftara","I Kings 3:15 - 4:1",

26-Dec-2020,"Vayigash",1,"Genesis 44:18 - 44:30",13
26-Dec-2020,"Vayigash",2,"Genesis 44:31 - 45:7",11
26-Dec-2020,"Vayigash",3,"Genesis 45:8 - 45:18",11
26-Dec-2020,"Vayigash",4,"Genesis 45:19 - 45:27",9
26-Dec-2020,"Vayigash",5,"Genesis 45:28 - 46:27",28
26-Dec-2020,"Vayigash",6,"Genesis 46:28 - 47:10",17
26-Dec-2020,"Vayigash",7,"Genesis 47:11 - 47:27",17
26-Dec-2020,"Vayigash","maf","Genesis 47:25 - 47:27",3
26-Dec-2020,"Vayigash","Haftara","Ezekiel 37:15 - 37:28",

02-Jan-2021,"Vayechi",1,"Genesis 47:28 - 48:9",13
02-Jan-2021,"Vayechi",2,"Genesis 48:10 - 48:16",7
02-Jan-2021,"Vayechi",3,"Genesis 48:17 - 48:22",6
02-Jan-2021,"Vayechi",4,"Genesis 49:1 - 49:18",18
02-Jan-2021,"Vayechi",5,"Genesis 49:19 - 49:26",8
02-Jan-2021,"Vayechi",6,"Genesis 49:27 - 50:20",27
02-Jan-2021,"Vayechi",7,"Genesis 50:21 - 50:26",6
02-Jan-2021,"Vayechi","maf","Genesis 50:23 - 50:26",4
02-Jan-2021,"Vayechi","Haftara","I Kings 2:1 - 2:12",

09-Jan-2021,"Shemot",1,"Exodus 1:1 - 1:17",17
09-Jan-2021,"Shemot",2,"Exodus 1:18 - 2:10",15
09-Jan-2021,"Shemot",3,"Exodus 2:11 - 2:25",15
09-Jan-2021,"Shemot",4,"Exodus 3:1 - 3:15",15
09-Jan-2021,"Shemot",5,"Exodus 3:16 - 4:17",24
09-Jan-2021,"Shemot",6,"Exodus 4:18 - 4:31",14
09-Jan-2021,"Shemot",7,"Exodus 5:1 - 6:1",24
09-Jan-2021,"Shemot","maf","Exodus 5:22 - 6:1",3
09-Jan-2021,"Shemot","Haftara","Isaiah 27:6 - 28:13; 29:22 - 29:23",

16-Jan-2021,"Vaera",1,"Exodus 6:2 - 6:13",12
16-Jan-2021,"Vaera",2,"Exodus 6:14 - 6:28",15
16-Jan-2021,"Vaera",3,"Exodus 6:29 - 7:7",9
16-Jan-2021,"Vaera",4,"Exodus 7:8 - 8:6",28
16-Jan-2021,"Vaera",5,"Exodus 8:7 - 8:18",12
16-Jan-2021,"Vaera",6,"Exodus 8:19 - 9:16",26
16-Jan-2021,"Vaera",7,"Exodus 9:17 - 9:35",19
16-Jan-2021,"Vaera","maf","Exodus 9:33 - 9:35",3
16-Jan-2021,"Vaera","Haftara","Ezekiel 28:25 - 29:21",

23-Jan-2021,"Bo",1,"Exodus 10:1 - 10:11",11
23-Jan-2021,"Bo",2,"Exodus 10:12 - 10:23",12
23-Jan-2021,"Bo",3,"Exodus 10:24 - 11:3",9
23-Jan-2021,"Bo",4,"Exodus 11:4 - 12:20",27
23-Jan-2021,"Bo",5,"Exodus 12:21 - 12:28",8
23-Jan-2021,"Bo",6,"Exodus 12:29 - 12:51",23
23-Jan-2021,"Bo",7,"Exodus 13:1 - 13:16",16
23-Jan-2021,"Bo","maf","Exodus 13:14 - 13:16",3
23-Jan-2021,"Bo","Haftara","Jeremiah 46:13 - 46:28",

30-Jan-2021,"Beshalach",1,"Exodus 13:17 - 14:8",14
30-Jan-2021,"Beshalach",2,"Exodus 14:9 - 14:14",6
30-Jan-2021,"Beshalach",3,"Exodus 14:15 - 14:25",11
30-Jan-2021,"Beshalach",4,"Exodus 14:26 - 15:26",32
30-Jan-2021,"Beshalach",5,"Exodus 15:27 - 16:10",11
30-Jan-2021,"Beshalach",6,"Exodus 16:11 - 16:36",26
30-Jan-2021,"Beshalach",7,"Exodus 17:1 - 17:16",16
30-Jan-2021,"Beshalach","maf","Exodus 17:14 - 17:16",3
30-Jan-2021,"Beshalach","Haftara","Judges 4:4 - 5:31",

06-Feb-2021,"Yitro",1,"Exodus 18:1 - 18:12",12
06-Feb-2021,"Yitro",2,"Exodus 18:13 - 18:23",11
06-Feb-2021,"Yitro",3,"Exodus 18:24 - 18:27",4
06-Feb-2021,"Yitro",4,"Exodus 19:1 - 19:6",6
06-Feb-2021,"Yitro",5,"Exodus 19:7 - 19:19",13
06-Feb-2021,"Yitro",6,"Exodus 19:20 - 20:14",20
06-Feb-2021,"Yitro",7,"Exodus 20:15 - 20:23",9
06-Feb-2021,"Yitro","maf","Exodus 20:19 - 20:23",5
06-Feb-2021,"Yitro","Haftara","Isaiah 6:1 - 7:6; 9:5 - 9:6",

13-Feb-2021,"Mishpatim",1,"Exodus 21:1 - 21:19",19
13-Feb-2021,"Mishpatim",2,"Exodus 21:20 - 22:3",21
13-Feb-2021,"Mishpatim",3,"Exodus 22:4 - 22:26",23
13-Feb-2021,"Mishpatim",4,"Exodus 22:27 - 23:5",9
13-Feb-2021,"Mishpatim",5,"Exodus 23:6 - 23:19",14
13-Feb-2021,"Mishpatim",6,"Exodus 23:20 - 23:25",6
13-Feb-2021,"Mishpatim",7,"Exodus 23:26 - 24:18",26
13-Feb-2021,"Mishpatim","maf","Numbers 28:9 - 28:15 | Shabbat Rosh Chodesh",7
13-Feb-2021,"Mishpatim","Haftara","Isaiah 66:1 - 66:24 | Shabbat Rosh Chodesh",

20-Feb-2021,"Terumah",1,"Exodus 25:1 - 25:16",16
20-Feb-2021,"Terumah",2,"Exodus 25:17 - 25:30",14
20-Feb-2021,"Terumah",3,"Exodus 25:31 - 26:14",24
20-Feb-2021,"Terumah",4,"Exodus 26:15 - 26:30",16
20-Feb-2021,"Terumah",5,"Exodus 26:31 - 26:37",7
20-Feb-2021,"Terumah",6,"Exodus 27:1 - 27:8",8
20-Feb-2021,"Terumah",7,"Exodus 27:9 - 27:19",11
20-Feb-2021,"Terumah","maf","Deuteronomy 25:17 - 25:19 | Shabbat Zachor",3
20-Feb-2021,"Terumah","Haftara","I Samuel 15:2 - 15:34 | Shabbat Zachor",

27-Feb-2021,"Tetzaveh",1,"Exodus 27:20 - 28:12",14
27-Feb-2021,"Tetzaveh",2,"Exodus 28:13 - 28:30",18
27-Feb-2021,"Tetzaveh",3,"Exodus 28:31 - 28:43",13
27-Feb-2021,"Tetzaveh",4,"Exodus 29:1 - 29:18",18
27-Feb-2021,"Tetzaveh",5,"Exodus 29:19 - 29:37",19
27-Feb-2021,"Tetzaveh",6,"Exodus 29:38 - 29:46",9
27-Feb-2021,"Tetzaveh",7,"Exodus 30:1 - 30:10",10
27-Feb-2021,"Tetzaveh","maf","Exodus 30:8 - 30:10",3
27-Feb-2021,"Tetzaveh","Haftara","Ezekiel 43:10 - 43:27",

06-Mar-2021,"Ki Tisa",1,"Exodus 30:11 - 31:17",45
06-Mar-2021,"Ki Tisa",2,"Exodus 31:18 - 33:11",47
06-Mar-2021,"Ki Tisa",3,"Exodus 33:12 - 33:16",5
06-Mar-2021,"Ki Tisa",4,"Exodus 33:17 - 33:23",7
06-Mar-2021,"Ki Tisa",5,"Exodus 34:1 - 34:9",9
06-Mar-2021,"Ki Tisa",6,"Exodus 34:10 - 34:26",17
06-Mar-2021,"Ki Tisa",7,"Exodus 34:27 - 34:35",9
06-Mar-2021,"Ki Tisa","maf","Numbers 19:1 - 19:22 | Shabbat Parah",22
06-Mar-2021,"Ki Tisa","Haftara","Ezekiel 36:16 - 36:38 | Shabbat Parah",

13-Mar-2021,"Vayakhel-Pekudei",1,"Exodus 35:1 - 35:29",29
13-Mar-2021,"Vayakhel-Pekudei",2,"Exodus 35:30 - 37:16",60
13-Mar-2021,"Vayakhel-Pekudei",3,"Exodus 37:17 - 37:29",13
13-Mar-2021,"Vayakhel-Pekudei",4,"Exodus 38:1 - 39:1",32
