Index Title,Beitzah
Beitzah 36b:12,"D<small>IES ALLES SAGTEN SIE VOM</small> F<small>ESTTAGE, UND UM SO MEHR GILT DIES VOM</small> Š<small>ABBATH</small>. D<small>ER</small> F<small>ESTTAG UNTERSCHEIDET SICH VOM</small> Š<small>ABBATH NUR HINSICHTLICH DER</small> [B<small>EREITUNG VON</small>] S<small>PEISEN</small>.
"
Beitzah 36b:13,"GEMARA. M<small>AN DARF AUF KEINEN</small> B<small>AUM STEIGEN</small>. Weil man etwas abpflücken könnte.
"
Beitzah 36b:14,"A<small>UF KEINEM</small> T<small>IERE REITEN</small>. Weil man außerhalb des Šabbathgebietes hinauskommen könnte. Hieraus wäre zu entnehmen, das [Gesetz vom] Šabbathgebiete sei aus der Tora!? – Vielmehr, weil man eine Gerte abschneiden könnte.
"
Beitzah 36b:15,"N<small>ICHT AUF DEM</small> W<small>ASSER SCHWIMMEN</small>. Weil man einen Schwimmschlauch anfertigen könnte.
"
Beitzah 36b:16,"N<small>ICHT IN DIE</small> H<small>ÄNDE KLATSCHEN, NICHT IN DIE</small> H<small>ÜFTEN SCHLAGEN UND NICHT TANZEN</small>. Weil man Musikinstrumente anfertigen könnte.
"
Beitzah 36b:17,"F<small>OLGENDES ALS</small> F<small>REIGESTELLTES: MAN DARF KEINE</small> G<small>ERICHTSVERHANDLUNG ABHALTEN</small>. Man übt ja ein Gehet aus!? – In dem Falle, wenn ein Geeigneterer vorhanden ist.
"
Beitzah 36b:18,"S<small>ICH KEINE</small> F<small>RAU ANTRAUEN</small>. Man übt ja ein Gebot aus!? – 
"
Beitzah 37a:1,"In dem Falle, wenn man Frau und Kinder hat.
"
Beitzah 37a:2,"D<small>IE</small> Ḥ<small>ALIÇA NICHT ERTEILEN UND DIE</small> S<small>CHWAGEREHE NICHT VOLLZIEHEN</small>. Man übt ja ein Gehot aus!? – In dem Falle, wenn ein älterer [Bruder] vorhanden ist, und es ist Gebot, daß der ältere die Schwagerehe vollziehe. – 
"
Beitzah 37a:3,"Weshalb ist dies alles [verboten]? – Weil man zum Schreiben veranlaßt werden könnte.
"
Beitzah 37a:4,"F<small>OLGENDES ALS</small> G<small>EBOT: MAN DARF NICHTS DEM</small> H<small>EILIGTUME WEIHEN, KEIN</small> S<small>CHÄTZGELÜBDE TUN, KEIN</small> B<small>ANNGELÜBDE TUN</small>. Mit Rücksicht auf Kauf und Verkauf.
"
Beitzah 37a:5,"N<small>ICHT DIE</small> H<small>EBE UND DEN</small> Z<small>EHNTEN ABHEBEN</small>. Selbstverständlich!? – R. Joseph lehrte, selbst in dem Falle, wenn man sie am selben Tage dem PriesterEs ist dann nicht ersichthch, dciß man es im eigenen Interesse tut, vielmehr hat es den Anschein, man tue es im Interesse des Priesters.gibt. 
"
Beitzah 37a:6,"Dies gilt aher nur von Früchten, die seit dem Tage vorher zehntpflichtig waren, von Früchten aber, die erst jetzt zehntpflichtig werden, beispielsweise die Teighebe vom Teige, darf man sie absondern und dem Priester geben. – 
"
Beitzah 37a:7,"Sind denn jene nur Freigestelltes und nicht des Feierns wegen [verboten], und sind denn diese nur Gebote und nicht des Feierns wegen [verboten]!? 
"
Beitzah 37a:8,"R. Jiçḥaq erwiderte: Dies ist als selbstverständlich zu verstehen: selbstverständlich ist das des Feierns wegen Verbotene verboten, aber auch Freigestelltes ist des Feierns wegen verboten; und selbstverständlich ist Freigestelltes des Feierns wegen verboten, aber auch ein Gebot ist des Feierns verboten.
"
Beitzah 37a:9,"D<small>IES ALLES SAGTEN SIE VOM</small> F<small>ESTTAGE</small>. Ich will auf einen Widerspruch hinweisen: Man darf am Festtage Früchte durch eine Luke herablassen, jedoch nicht am Šabbath!? 
"
Beitzah 37a:10,"R. Joseph erwiderte: Das ist kein Widerspruch; das eine nach R. Elie͑zer und das andere nach R. Jehošua͑. 
"
Beitzah 37a:11,"Es wird nämlich gelehrt: Wenn ein [Vieh] und sein Junges in eine Grube gefallenAm Festtage, an dem man das Vieh nur zum Schlachten heraufholen darf, dagegen ist es aber verboten, ein Vieh samt seinem Jungen am selben Tage zu schlachten; cf. Lev. 22,28. sind, so hole man, wie R. Elie͑zer sagt, das eine herauf, um es zu schlachten, und schlachte es, und das andere füttere man an Ort und Stelle, damit es nicht verende. 
"
Beitzah 37a:12,"R. Jehošua͑ sagt, man bediene sich einer List: man hole eines herauf, um es zu schlachten, schlachte es aber nicht, sodann hole man das andere herauf und schlachte, welches man will. 
"
Beitzah 37a:13,"Abajje sprach zu ihm: Wieso denn, vielleicht ist R. Elie͑zer dieser Ansicht nur da, wo man [das Vieh] füttern kann, nicht aber hierbei, wo dies nicht möglich ist. 
"
Beitzah 37a:14,"Oder vielleicht ist R. Jehošua͑ dieser Ansicht nur da, wo man sich einer List bedienen kann, nicht aber hierbei, wo dies nicht möglich ist. 
"
Beitzah 37a:15,"Vielmehr, erwiderte R. Papa, das ist kein Widerspruch; das eine nach der Schule Šammajs und das andere nach der Schule Hillels. 
"
Beitzah 37a:16,"Wir haben nämlich gelernt: Die Schule Šammajs sagt, man dürfe nicht [am Feste] ein Kind, einen Feststrauß oder eine Torarolle auf öffentliches Gebiet hinaustragen; die Schule Hillels erlaubt dies. – 
"
Beitzah 37a:17,"Vielleicht aber ist dem nicht so; die Schule Šammajs sagt dies nur vom Hinaustragen, nicht aber von der Fortbewegung!? – Erfolgt etwa nicht die Fortbewegung wegen des Hinaustragens!?
"
Beitzah 37a:18,"<sup>iii</sup> <b>V</b><small>IEH UND</small> G<small>ERÄTE GLEICHEN DEN</small> F<small>ÜSSEN DES</small> E<small>IGENTÜMERS</small>Sie dürfen nui da gebracht werden, wohin der Eigentümer selbst gehen darf.. W<small>ENN JEMAND EIN</small> V<small>IEH SEINEM</small> S<small>OHNE ODER EINEM</small> H<small>IRTEN ÜBERGIBT, SO GLEICHEN DIESE DEN</small> F<small>ÜSSEN DES</small> E<small>IGENTÜMERS</small>. 
"
Beitzah 37a:19,"G<small>ERÄTE, DIE FÜR EINEN DER</small> B<small>RÜDER IM</small> H<small>AUSE BESTIMMT SIND, GLEICHEN SEINEN</small> F<small>ÜSSEN, DIE NICHT BESTIMMT SIND, DÜRFEN</small> [<small>DAHIN GEBRACHT WERDEN, WO ALLE</small>] <small>HINGEHEN DÜRFEN</small>. 
"
Beitzah 37a:20,"<sup>iv</sup> W<small>ENN JEMAND AM</small> V<small>ORABEND DES</small> F<small>ESTES VON SEINEM</small> N<small>ÄCHSTEN EIN</small> G<small>ERÄT BORGT, SO GLEICHT ES DEN</small> F<small>ÜSSEN DES</small> B<small>ORGENDEN; WENN AM</small> F<small>ESTTAGE, SO GLEICHT ES DEN</small> F<small>ÜSSEN DES</small> V<small>ERBORGENDEN</small>. W<small>ENN EINE</small> F<small>RAU VON IHRER</small> N<small>ÄCHSTEN</small> G<small>EWÜRZ</small>, W<small>ASSER ODER</small> S<small>ALZ ZU IHREM</small> T<small>EIGE BORGT, SO GLEICHT DIESES DEN</small> F<small>ÜSSEN BEIDER</small>Der Teig, bezw. die Speisen, für die das Gewürz verwendet worden ist, darf nur dahin gebrachi werden, wohin beide gehen dürfen.; R. J<small>EHUDA ENTBINDET BEIM</small> W<small>ASSER, WEIL NICHTS</small> W<small>ESENTLICHES DARAN IST</small>.
"
Beitzah 37a:21,"GEMARA. Unsere Mišna lehrt 
"
Beitzah 37b:1,"nicht nach R. Dosa, denn es wird gelehrt: R. Dosa, wie manche sagen, Abba Šaúl, sagte: Wenn jemand am Vorabend des Festes von seinem Nächsten ein Vieh kauft, so gleicht es den Füßen des Käufers, obgleich jener es ihm erst am Festtage übergibt; wenn jemand ein Vieh einem Hirten übergibt, so gleicht es den Füßen des Hirten, obgleich er es ihm erst am Festtage übergibt. – 
"
Beitzah 37b:2,"Du kannst auch sagen, nach R. Dosa, dennoch besteht hier kein Widerspruch; das eine gilt von einem Hirten und das andere gilt von zwei HirtenSind in der Stadt mehrere Hirten vorhanden, so weiß man nicht, welcher das Vieh übernimmt, u. man richte sich nach dem Eigentümer.. Dies ist auch zu beweisen, denn er lehrt: seinem SohneDies heißt einem seiner Söhne.oder einem Hirten. Schließe hieraus. 
"
Beitzah 37b:3,"Rabba b.Bar Ḥana sagte im Namen R. Joḥanans: Die Halakha ist wie R. Dosa. – Kann R. Joḥanan dies denn gesagt haben, er sagte ja, die Halakha sei wie die anonyme Mišna, und eine solche lehrt ja, Vieh und Geräte gleichen den Füßen des Eigentümers!? – 
"
Beitzah 37b:4,"Haben wir etwa nicht erklärt, das eine gelte von einem Hirten und das andere gelte von zwei Hirten!?
"
Beitzah 37b:5,"Die Rabbanan lehrten: Wenn zwei gemeinsam ein Gewand geborgt haben, einer, um in diesem morgens ins Lehrhaus zu gehen und einer um in diesem abends zu einem Gastmahle zu gehen, und einer einen E͑rub in der Nordseite gemacht hat, und einer einen E͑rub in der Südseite gemacht hat, so darf derjenige, der den E͑rub in der Nordseite gemacht hat, es nördlich so weit tragen wie derjenige, der den E͑rub in der Südseite gemacht hat, und derjenige, der den E͑rub in der Südseite gemacht hat, 
"
Beitzah 37b:6,"es südlich so weit tragen wie derjenige, der den E͑rub in der Nordseite gemacht hat. 
"
Beitzah 37b:7,"Haben sie das Gebiet geteilt und in die MitteDh. jeder an der äußersten Grenze seines Šabbathgebietes (2000 Ellen).genommen, so dürfen sie es nicht von der Stelle rühren.
"
Beitzah 37b:8,"Es wurde gelehrt: wenn zwei gemeinsam ein Faß und Vieh gekauft haben, so ist, wie Rabh sagt, das Faß erlaubtJeder darf es nach seinem E͑rubgebiete bringen.und das Vieh verboten, und wie Šemuél sagt, das Faß ebenfalls verboten. – 
"
Beitzah 37b:9,"Welcher Ansicht ist Rabh: ist er der Ansicht, es gebe eine fiktiveSchon vor der Teilung ist festgestellt, welchen Teil später der eine u. welchen der andere erhalten wird.Feststellung, so sollte auch das Vieh erlaubt sein, und ist er der Ansicht, es gebe keine fiktive Feststellung, so sollte auch das Faß verboten sein!? –
"
Beitzah 37b:10,"Tatsächlich ist er der Ansicht, es gebe eine fiktive Feststellung, anders ist es aber bei einem Vieh, da die GebieteDh. die fiktiv getrennten Hälften des Viehs.voneinander ihre Nahrung ziehen. R. Kahana und R. Asi Sprachen zu Rabh: Sie haben also das Verbot des Abgeordneten nicht berücksichtigt und das Verbot hinsichtlich des Šabbathgebietes berücksichtigt!? Da schwieg Rabh. – 
"
Beitzah 37b:11,"Wie bleibt es nun damit? – R. Hošaja sagt, es gebe eine fiktive Feststellung, und R. Joḥanan sagt, es gebe keine fiktive Feststellung. – 
"
Beitzah 37b:12,"Wir haben gelernt: Befindet sich der LeichnamCf. Num. 19,14ff.in einem Hause, das mehrere Türen hat, so ist [der Hohlraum] aller Türen unrein, wird eine derselben geöffnet, so ist diese unrein und alle übrigen sind rein; hat man beschlossen, ihn durch eine derselben oder durch ein vier zu vier [Handbreiten] großes Fenster hinauszubringen, so schützt diese alle übrigen Türen. 
"
Beitzah 37b:13,"Die Schule Šammajs sagt, dies nur, wenn man es noch vor seinem Tode beschlossen hatte; die Schule Hillels sagt, auch wenn nach seinem Tode. 
"
Beitzah 37b:14,"Und hierzu wurde gelehrt: R. Hošaja sagte, nur die Geräte, die nachherNach dem Beschlüsse, die eine Tür zu benutzen.hineinkommen, sind rein. Nur nachher, rückwirkend aber nicht!? – 
"
Beitzah 37b:15,"Wende es um: R. Hošaja sagt, es gebe keine fiktive Feststellung, und R. Joḥanan sagt, es gebe eine fiktive Feststellung. – 
"
Beitzah 37b:16,"Ist R. Joḥanan denn der Ansicht, es gebe eine fiktive Feststellung. R. Asi sagte ja im Namen R. Joḥanans: Brüder, die [eine Erbschaft] geteiltDen immobilen Nachlaß ihres Vaters.haben, gelten als Käufer und müssen im JobeljahreCf. Lev. 25,8 ff.einander zurückerstattenWeil es keine fiktive Feststellung gibt, daß der Vater den einen Teil diesem und den anderen Teil jenem vermacht hat. Gekaufte Immobilien fallen im Jobeljahr an den früheren Eigentümer zurück.. 
"
Beitzah 37b:17,"Wolltest du sagen, R. Joḥanan halte nichts von der fiktiven Feststellung bei einem Gebote der Tora, 
"
Beitzah 37b:18,"wohl aber bei einem rabbanitischen, so lehrte ja Ajo: 
"
Beitzah 37b:19,"R. Jehuda sagt, niemand könne sich bedingungsweise zwei Eventualitäten gleichzeitig vorbehaltenWenn man am Šabbath einen von außerhalb kommenden Gelehrten besuchen will; cf. Er. Fol. 36b.’; vielmehr, kommt der Gelehrte aus der Ostseite, so ist sein E͑rub nach Osten gültig, und wenn aus der Westseite, so ist sein E͑rub nach Westen gültig, jedoch nicht da und dort. 
"
Beitzah 38a:1,"Dagegen wandten wir ein: Da und dort wohl deshalb nicht, weil es keine fiktive Feststellung gibt, ebeso sollte es keine fiktive Feststellung geben, auch wenn nach Osten oder Westen!? 
"
Beitzah 38a:2,"Und R. Joḥanan erwiderte: Wenn der Gelehrte bereits eingetroffen war. Hieraus, daß R. Joḥanan von der fiktiven Feststellung nichts hält!? – 
"
Beitzah 38a:3,"Vielmehr, tatsächlich wende man esDen obigen Streit zwischen RH. u. RJ.nicht um, aber R. Hošaja hält nichts von der fiktiven Feststellung nur bei einem Gebote der Tora, wohl aber hält er davon bei rabbanitischen. 
"
Beitzah 38a:4,"Mar Zuṭra trug vor: Die Halakha ist wie R. Hošaja. 
"
Beitzah 38a:5,"Šemuél sagte: Der Ochs eines Züchters gleicht den Füßen jedermannsDa er zum Verkaufe an jedermann bestimmt ist; cf. Anm. 24 mut. mut., der des Hirten gleicht den Füßen der Stadtleute.
"
Beitzah 38a:6,"W<small>ENN JEMAND AM</small> V<small>ORABEND DES</small> F<small>ESTES VON SEINEM</small> N<small>ÄCHSTEN EIN</small> G<small>ERÄT BORGT</small>. Selbstverständlich!? – Dies ist wegen des Falles nötig, wenn er es ihm erst am Festtage übergibt; man könnte glauben, es sei nicht in seinen Besitz übergegangen, so lehrt er uns. 
"
Beitzah 38a:7,"Dies ist eine Stütze für R. Joḥanan, denn R. Joḥanan sagte: Wenn jemand am Vorabend des Festes von seinem Nächsten ein Gerät borgt, so gleicht es den Füßen des Borgenden, auch wenn er es ihm erst am Festtage übergibt.
"
Beitzah 38a:8,"W<small>ENN AM</small> F<small>ESTTAGE, SO GLEICHT ES DEN</small> F<small>ÜSSEN DES</small> V<small>ERBORGENDEN</small>. Selbstverständlich!? – Dies ist wegen des Falles nötig, wenn er es von ihm häufig zu borgen pflegt; man könnte glauben, es sei in seinen Besitz übergegangen, so lehrt er uns. Dieser denkt nämlich: da er bisher nicht gekommen ist, so hat er wohl jemand anders gefunden, von dem er es borgt.
"
Beitzah 38a:9,"W<small>ENN EINE</small> F<small>RAU VON IHRER</small> N<small>ÄCHSTEN BORGT</small>. Als R. Abba [nach Palästina] hinaufgehen wollte, sprach er wie folgt: Möge es der Wille [Gottes] sein, daß ich etwas sage, was angenommen wird. Nachdem er hinaufgekommen war, traf er R. Joḥanan, R. Ḥanina b.Papi und R. Zera, und wie manche sagen, R. Abahu, R. Šimo͑n b.Pazi und R. Jiçḥaq den Schmied, die dasaßen und sagten: Weshalb denn, das Wasser und das Salz sollten doch dem Teige gegenüber ihre Wesentlichkeit verlieren!? Da sprach R. Abba zu ihnen: 
"
Beitzah 38b:1,"Sollte denn, wenn ein Kab Weizen des einen sich unter zehn eines anderen vermischt, dieser essen und sich freuen!? Als sie aber über ihn lachten, rief er: Habe ich euch etwa eure Röcke genommen!? Da lachten sie wiederum über ihn. 
"
Beitzah 38b:2,"R. Hošaja sprach: Sie hatten recht, daß sie über ihn lachten; von Weizen und Gerste sprach er wohl deshalb nicht, weil es verschiedene Arten sind, und eine Art sich in einer anderen Art sich verliertEs ist tatsächlich sein Gewinn., und dasselbe gilt auch von Weizen und Weizen. Zugegeben, daß es sich nach R. Jehuda nicht verliert, nach den Rabbanan aber verliert es sichCf. Men. Fol. 22a.wohl, 
"
Beitzah 38b:3,"R. Saphra sprach zu ihm: Moše, du hast rechtNach Raschi in Frageform; besser jed. die Lesart mancher Texte: er hat recht.. Jene haben jedoch das nicht gehört, was R. Ḥija aus Ktesiphon im Namen Rabhs gesagt hat, daß, wenn jemand in der Tenne seines Nächsten Geröll herausliest, er ihm den Wert des Weizens ersetzenDa dieses beim Verkaufe mitgemessen wird.müsse. 
"
Beitzah 38b:4,"Also deshalb, weil er ihm das Quantum vermindert hat, ebenso hat er auch hierbei das Quantum vermindertDh. mut. mut.; durch das Wasser ist das Quantum des Teiges vergrößert worden.. 
"
Beitzah 38b:5,"Abajje sprach zu ihm: Unterscheidel denn der Meister nîclit zwischen dem Gelde, das man einfordern kann, und dem Gelde, das man nicht einfordernBei der Beimischung von Getreide od. der Entfernung von Geröll entsteht für den einen ein Geldschaden, was beim Wasser nicht der Fall ist.kann!? 
"
Beitzah 38b:6,"Dieser erwiderte: Wie willst du nach deiner Ansicht [folgendes erklären]: R. Ḥisda sagte: Aas verliert sich unter GeschlachtetemWenn von 3 Stücken Fleisch 2 von einem geschlachteten Vieh herrühren u. eines von einem Aase, so ist das, was von einem von diesen berührt wird, nicht unrein, denn man nehme an, die Berührung sei mit dem geschlachteten erfolgt., weil Geschlachtetes nicht die Eigenschaft des AasesDas bezügl. dessen geltende Gesetz; es sind somit 2 verschiedene Arten, u. die eine verliert sich in der Mehrheit.annehmen kann; 
"
Beitzah 38b:7,"das Geschlachtete verliert sich unter Aas nicht, weil das Aas die Eigenschaft des GesclilachtetenWenn es in Verwesung übergeht, verliert es die Eigenschaft des Aases.annehm en kann. Verliert es sich hierbei nicht, wenn es einen Eigentümer hat!? 
"
Beitzah 38b:8,"Wolltest du sagen, dem sei auch so, so wird ja gelehrt: R. Joḥanan b.Nuri sagte: Herrenlose Sachen erwerben ihr ŠabbathgebietWer sie findet, darf sie 2000 Ellen nach jeder Richtung bringen, nicht aber nach der Stelle, da er seinen E͑rub niedergelegt hat., und obgleich sie keinen Eigentümer haben, ist es ebenso, als hätten sie einen Eigentümer. 
"
Beitzah 38b:9,"Jener entgegnete: Willst du etwa ein rituelles Verbot mit einer Geldangelegenheit vergleichen!? Bei einem rituellen Verbote verliert sich [das Geringere], bei einer Geldangelegenheit aber nicht. – 
"
Beitzah 38b:10,"Was ist nun der GrundDaß nach unserer Mišna Wasser, Gewürz und Salz ihre Wesentlichkeit nicht verlieren.? – 
"
Beitzah 38b:11,"Abajje erklärte, weil sie den Teig gemeinsamUnd jede ihn nach ihrem Gebiete bringen.bereiten könnten; 
"
Beitzah 38b:12,"Raba erklärte, weil Gewürze des Geschmacks wegen verwendet werden, und was einen Geschmack verleiht, sich nicht verliert; 
"
Beitzah 39a:1,"R. Aši erklärte, weil es eine Sache ist, wofür es ein Erlaubtwerden gibt, und wofür es ein ErlaubtwerdenNach dem Feste, u. an Ort und Stelle auch am Feste.gibt, verliert sich auch im Tausendfachen nicht.
"
Beitzah 39a:2,"R. J<small>EHUDA ENTBINDET BEIM</small> W<small>ASSER</small>. Nur beim Wasser, beim Salz aber nicht; es wird ja aber gelehrt: R. Jehuda sagt, Wasser und Salz verlieren sich sowohl im Teige als auch in der gekochten Speise!? – Das ist kein Einwand; das eine gilt von Feinsalz und das andere gilt von GrobsalzSo sinngemäß nach dem Talmud an anderen Stellen u. Raschi. Im Texte: Sedomisches Salz u. Astrokanisches Salz, nach den Lexikographen Ortsnamen; während aher Sedom schon aus der Bibel als Salzgegend bekannt ist. variieren die Versuche zur Identifizierung des zweiten Namens.. – 
"
