Index Title,Sanhedrin
Sanhedrin 91a:10,"Wiederum ereignete es sich einst, daß die Einwohner von Miçrajim kamen und einen Streit mit den Jisraéliten vor Alexander dem Mazedonier führten, indem sie zu ihnen sagten: Es heißt:<sup>39</sup><i class=""footnote"">Ex. 12,36.</i><i>und der Herr hatte den Leuten bei den Miçrijim Gunst verschafft, sodaß sie ihnen liehen</i>. Gebt uns nun das Silber und das Gold zurück, das ihr von uns genommen habt.
"
Sanhedrin 91a:11,"Da sprach Gebiha b. Pesisa zu den Weisen: Erlaubt es mir, und ich will gehen und mit ihnen den Streit vor Alexander [dem Mazedonier] führen; besiegen sie mich, so saget: ihr habt nur einen Gemeinen unter uns besiegt, und besiege ich sie, so saget, die Tora unseres: Meisters Moše hat euch besiegt. Da erlaubten sie es ihm, und er ging und führte den Streit mit ihnen.
"
Sanhedrin 91a:12,"Er sprach zu ihnen: Woher wollt ihr dies beweisen? Sie erwiderten ihm: Aus der Tora. Er entgegnete ihnen: Auch ich will euch nur mit einem Beweise aus der Tora erwidern. Es heißt:<sup>40</sup><i class=""footnote"">Ib. V. 40.</i><i>und der Aufenthalt der Kinder Jisraél in Miçrajim betrug vierhundertunddreißig Jahre</i>. Bezahlet uns nun den Arbeitslohn für sechzig Myriaden [Menschen], die ihr vierhundertunddreißig Jahre in Miçrajim zur Knechtschaft angehalten habt.
"
Sanhedrin 91a:13,"Hierauf sprach Alexander der Mazedonier zu ihnen: Gebt ihnen Antwort. Sie sprachen zu ihm: Gewähre uns eine Frist von drei Tagen. Da gewährte er ihnen diese Frist. Nachdem sie aber nach einer Antwort gesucht und keine gefunden hatten, ließen sie ihre Felder bebaut und ihre Weinberge bepflanzt zurück und liefen fort. Jenes Jahr war gerade ein Siebentjahr.
"
Sanhedrin 91a:14,"Wiederum ereignete es sich einst, daß die Nachkommen von Jišma͑él und Qeṭura<sup>41</sup><i class=""footnote"">Des Kebsweibes Abrahams; cf. Gen. 25,1.</i>kamen und einen Streit mit den Jisraéliten vor Alexander dem Mazedonier führten, indem sie zu ihnen sagten: Das Land Kenaa͑n gehört uns und euch, denn es heißt:<sup>42</sup><i class=""footnote"">Gen. 25,12.</i><i>das sind die Nachkommen Jišma͑éls, des Sohnes Abrahams</i>, und ferner heißt es:<sup>43</sup><i class=""footnote"">Ib. V. 19.</i><i>das sind die Nachkommen Jiçḥaqs, des Sohnes Abrahams</i>.
"
Sanhedrin 91a:15,"Da sprach Gebiha b. Pesisa zu den Weisen: Erlaubt es mir, und ich will gehen und mit ihnen den Streit vor Alexander dem Mazedonier führen; besiegen sie mich, so saget: ihr habt nur einen Gemeinen unter uns besiegt, und besiege ich sie, so saget: die Tora unseres Meisters Moše hat euch besiegt. Da erlaubten sie es ihm, und er ging und führte den Streit mit ihnen.
"
Sanhedrin 91a:16,"Er sprach zu ihnen: Woher wollt ihr dies beweisen? Sie erwiderten ihm: Aus der Tora. Er entgegnete ihnen: Auch ich will euch nur mit einem Beweise aus der Tora erwidern. Es heißt:<sup>44</sup><i class=""footnote"">Ib. VV. 5,6.</i><i>Abraham übergab all seine Habe dem Jiçḥaq, aber den Söhnen der Kebsweiber, die Abraham hatte, gab Abraham Geschenke</i>. Wenn nun ein Vater bei Lebzeiten unter seine Kinder Legate verteilt und den einen vom anderen fortschickt, haben sie dann irgend welche Ansprüche an einander!? – Welche Geschenke waren es? R. Jirmeja b. Abba erwiderte: Er übergab ihnen die Namen der Unreinheit<sup>45</sup><i class=""footnote"">Zauberei; wahrscheinl. die Namen der Dämonen.</i>.
"
Sanhedrin 91a:17,"Antoninus sprach zu Rabbi: Körper und Seele können sich ja beide von der Strafe befreien, indem der Körper sagen kann, die Seele habe gesündigt, denn seitdem sie von ihm fort ist, liegt er ja wie ein Stein im Grabe, und die Seele sagen kann, der Körper habe gesündigt, denn seitdem sie von ihm fort ist, schwebt sie ja wie ein Vogel in der Luft umher. Dieser erwiderte ihm: Ich will dir ein Gleichnis sagen, womit dies zu vergleichen ist. Einst hatte ein König aus Fleisch und Blut
"
Sanhedrin 91b:1,"schöne Früchte in seinem Obstgarten, in dem er zwei Wächter angestellt hatte, einen lahmen und einen blinden. Da sprach der Lahme zum Blinden: Ich sehe schöne Frühfrüchte im Garten; komm, laß mich auf dir reiten, und wir holen sie uns und essen. Hierauf setzte sich der Lahme auf den Blinden, und sie holten sie und aßen.
"
Sanhedrin 91b:2,"Nach Verlauf von Tagen kam der Eigentümer des Obstgartens und fragte sie, wo denn die schönen Frühfrüchte hingekommen seien. Der Lahme erwiderte: Habe ich denn Füße, um gehen zu können? Der Blinde erwiderte: Habe ich denn Augen, um sehen zu können? Was tat er nun? Er setzte den Lahmen auf den Blinden und bestrafte sie zusammen.
"
Sanhedrin 91b:3,"Ebenso verfährt auch der Heilige, gepriesen sei er; er holt die Seele und bringt sie in den Körper, sodann bestraft er sie zusammen, wie es heißt:<sup>46</sup><i class=""footnote"">Ps. 50,4.</i><i>er ruft den Himmel droben und die Erde, um mit seinem Volke zu rechten</i>; er ruft den Himmel droben, das ist die Seele, und die Erde, um mit seinem Volke zu rechten, das ist der Körper.
"
Sanhedrin 91b:4,"Antoninus fragte Rabbi: Weshalb geht die Sonne im Osten auf und im Westen unter? Dieser sprach: Verhielte es sich umgekehrt, so würdest du dasselbe gefragt haben. Jener entgegnete: Folgendes frage ich dich: weshalb geht sie im Westen unter<sup>47</sup><i class=""footnote"">Sie sollte die Erde umkreisen u. zurück nach dem Osten umkehren.</i>?
"
Sanhedrin 91b:5,"Dieser erwiderte: Um ihren Schöpfer zu begrüßen<sup>48</sup><i class=""footnote"">Die Göttlichkeit weilt im Westen; in dieser Richtung befand sich das Allerheiligste im Tempel.</i>, denn es heißt:<sup>49</sup><i class=""footnote"">Neh. 9,6.</i><i>das Heer des Himmels verneigt sich vor dir</i>. Jener fragte: Sollte sie doch bis zur Hälfte des Himmels herankommen, ihren Gruß entbieten und sich dann zurückziehen<sup>50</sup><i class=""footnote"">Im Zenith verschwinden.</i>!? – Wegen der Tagelöhner und der Reisenden<sup>51</sup><i class=""footnote"">Sie würden plötzlich von der Finsternis überrascht werden.</i>.
"
Sanhedrin 91b:6,"Ferner fragte Antoninus Rabbi: Wann kommt die Seele in den Menschen, beim Bedenken<sup>52</sup><i class=""footnote"">Dh. bei der Konzeption, wo die Erschaffung des Menschen von Gott ‘bedacht’ wird (cf. Gen. 21,1; iSam. 2,21).</i>oder bei der Bildung [des Embryos]? Dieser erwiderte: Bei der Bildung. Jener entgegnete: Ist es denn möglich, daß ein Stück Fleisch ungesalzen drei Tage ohne übelriechend zu werden sich hält!? Vielmehr, beim Bedenken. Rabbi sagte: Dies lehrte mich Antoninus, und ein Schriftvers unterstützt ihn, denn es heißt:<sup>53</sup><i class=""footnote"">Ij. 10,12.</i><i>dein Gedenken bewahrte meinen Geist</i>.
"
Sanhedrin 91b:7,"Ferner fragte Antoninus Rabbi: Seit wann herrscht der böse Trieb im Menschen, seit seiner Bildung oder seit seiner Ankunft<sup>54</sup><i class=""footnote"">Dh. bei seiner Geburt.</i>? Dieser erwiderte: Seit seiner Bildung. – Demnach artet er schon im Leibe seiner Mutter aus und kommt dann heraus!? Vielmehr, seit seiner Ankunft. Rabbi sagte: Dies lehrte mich Antoninus, und ein Schriftvers unterstützt ihn, denn es heißt:<sup>55</sup><i class=""footnote"">Gen. 4,7.</i><i>vor der Tür lauert die Sünde</i>.
"
Sanhedrin 91b:8,"Reš Laqiš wies auf einen Widerspruch hin: Es heißt:<sup>56</sup><i class=""footnote"">Jer. 31,17.</i><i>unter ihnen Blinde und Lahme, Schwangere und Wöchnerinnen zusammen</i>, dagegen heißt es:<sup>57</sup><i class=""footnote"">Jes. 35,6.</i><i>dann wird der Lahme springen wie ein Hirsch, und die Zunge des Stummen wird jauchzen; denn in der Wüste brechen Wasser hervor und Fluten</i><sup>58</sup><i class=""footnote"">So auch in mancher Bibelhandschrift; die kursierenden Ausgaben haben mit dem masor. Texte: Bäche.</i><i>in der Steppe</i>. Wie ist dies nun zu erklären? Sie werden mit ihren Gebrechen auferstehen und genesen.
"
Sanhedrin 91b:9,"U͑la wies auf einen Widerspruch hin: Es heißt:<sup>59</sup><i class=""footnote"">Jes. 25,8.</i><i>vernichten wird er den Tod auf immer und Gott, der Herr, wird die Tränen von allen Gesichtern abwischen</i>, dagegen heißt es:<sup>60</sup><i class=""footnote"">Ib. 65,20.</i><i>als Hundertjährige werden die Jünglinge sterben; nicht soll es dort einen Säugling geben</i>!? Das ist kein Widerspruch; eines gilt von den Jisraéliten, und eines gilt von den weltlichen Völkern. – Was sollen da die weltlichen Völker!? – Diejenigen, von denen es heißt:<sup>61</sup><i class=""footnote"">Ib. 5.</i><i>Fremde werden eure Herden weiden, und Fremdlinge werden eure Ackerleute und eure Winzer sein</i>.
"
Sanhedrin 91b:10,"R. Ḥisda wies auf einen Widerspruch hin: Es heißt:<sup>62</sup><i class=""footnote"">Ib. 24,23.</i><i>der Mond wird sich schämen und die Sonne zu schänden werden, denn der Herr der Heerscharen wird König sein</i>, dagegen heißt es:<sup>63</sup><i class=""footnote"">Ib. 30,26.</i><i>das Licht des Mondes wird dem Lichte der Sonne gleichen und das Licht der Sonne wird siebenfach sein, wie das Licht der sieben Tage</i>!? Das ist kein Widerspruch; eines gilt von den messianischen Tagen und eines gilt von der zukünftigen Welt. –
"
Sanhedrin 91b:11,"Nach Šemuél aber, welcher sagt, zwischen dieser Welt und den messianischen Tagen gebe es keinen anderen Unterschied als die Knechtschaft der Regierung!? – Das ist kein Widerspruch; eines gilt vom Lager der Frommen, und eines gilt vom Lager der Göttlichkeit<sup>64</sup><i class=""footnote"">Diese wird die Sonne in den Schatten stellen.</i>.
"
Sanhedrin 91b:12,"Raba wies auf einen Widerspruch hin: Es heißt:<sup>65</sup><i class=""footnote"">Dt. 32,39.</i><i>ich töte und mache lebendig</i>, und es heißt:<sup>65</sup><i class=""footnote"">Dt. 32,39.</i><i>ich verwunde und schaffe Heilung</i>!? – Der Heilige, gepriesen sei er, sprach: zuerst belebe ich, die ich getötet habe, nachher<sup>66</sup><i class=""footnote"">Wie oben erklärt wird: die Auferstehung mit den Gebrechen u. die Heilung nachher.</i>heile ich, die ich verwundet habe.
"
Sanhedrin 91b:13,"Die Rabbanan lehrten: <i>Ich töte und mache lebendig</i>; man könnte glauben, er töte den einen und mache den anderen lebendig, wie es gewöhnlich in der Welt zugeht, so heißt es: <i>ich verwunde und schaffe Heilung</i>; wie die Verwundung und die Heilung an derselben Person erfolgt, ebenso erfolgt auch die Tötung und die Belebung an derselben Person. Hieraus entnehme man eine Erwiderung gegen diejenigen, welche sagen, die Auferstehung der Toten sei nicht in der Tora zu finden.
"
Sanhedrin 91b:14,"Es wird gelehrt: R. Meír sagte: Wo ist die Auferstehung der Toten in der Tora zu finden? Es heißt:<sup>67</sup><i class=""footnote"">Ex. 15,1.</i><i>damals wird</i><sup>68</sup><i class=""footnote"">So nach der t.schen wörtl. Übersetzung, da hier das Imperfekt gebraucht wird.</i><i>Moše mit den Jisraéliten folgendes Lied dem Herrn singen</i>; es heißt nicht sang, sondern wird singen. Hier ist also die Auferstehung der Toten in der Tora zu finden. Ebenso heißt es:<sup>69</sup><i class=""footnote"">Jos. 8,30.</i><i>damals wird</i><sup>68</sup><i class=""footnote"">So nach der t.schen wörtl. Übersetzung, da hier das Imperfekt gebraucht wird.</i><i>Jehošua͑ dem Herrn einen Altar bauen</i>; es heißt nicht baute, sondern wird bauen. Hier ist also die Auferstehung der Toten in der Tora zu finden. –
"
Sanhedrin 91b:15,"Es heißt ja aber auch: <sup>70</sup><i class=""footnote"">iReg. 11,7.</i><i>damals wird Šelomo dem Kemoš, dem Scheusale der Moabiter, eine Anhöhe errichten</i>; ist etwa auch hier zu erklären, er werde errichten!? – Vielmehr, die Schrift rechnete es ihm an, als hätte er sie errichtet<sup>71</sup><i class=""footnote"">Während er es in Wirklichkeit nicht getan hatte.</i>.
"
Sanhedrin 91b:16,"R. Jehošua͑ b. Levi sagte: Wo ist die Auferstehung der Toten in der Tora zu finden? Es heißt: <sup>72</sup><i class=""footnote"">Ps. 84,5.</i><i>Heil denen, die in deinem Hause weilen, immerwährend werden sie dich preisen. Sela</i>; es heißt nicht: sie priesen dich, sondern: sie werden dich preisen. Hier ist also die Auferstehung der Toten in der Tora zu finden. Ferner sagte R. Jehošua͑ b. Levi: Wer [dem Herrn] in dieser Welt einen Lobgesang anstimmt, dem ist es beschieden, dies auch in der zukünftigen Welt zu tun, denn es heißt: <i>Heil denen, die in deinem Hause weilen, immerwährend werden sie dich preisen</i>.
"
Sanhedrin 91b:17,"R. Ḥija b. Abba sagte im Namen R. Joḥanans: Wo ist die Auferstehung der Toten in der Tora zu finden? Es heißt:<sup>73</sup><i class=""footnote"">Jes. 52,8.</i><i>die Stimme deiner Späher, sie erheben ihre Stimme, gemeinsam werden sie jauchzen &amp;c.</i>; es heißt nicht sie jauchzen, sondern sie werden jauchzen. Hier ist also die Auferstehung der Toten in der Tora zu finden. Ferner sagte R. Ḥija b. Abba im Namen R. Joḥanans: Dereinst werden alle Propheten gemeinsam ein Lied anstimmen, denn es heißt: <i>die Stimme deiner Späher, sie erheben ihre Stimme, gemeinsam werden sie jauchzen</i>.
"
Sanhedrin 91b:18,"R. Jehuda sagte im Namen Rabhs: Wenn jemand einem Schüler eine Halakha vorenthält, so ist es ebenso, als hätte er ihm das Erbe seiner Väter geraubt, denn es heißt:<sup>74</sup><i class=""footnote"">Dt. 33,4.</i><i>ein Gesetz verordnete uns Moše, zum Erbbesitze für die Gemeinde Ja͑qobs</i>; sie ist seit den sechs Schöpfungstagen ein Erbbesitz für ganz Jisraél. R. Ḥana b. Bizna sagte im Namen R. Šimo͑n des Frommen: Wenn jemand einem Schüler eine Halakha vorenthält, so verfluchen ihn sogar die Geburten im Leibe ihrer Mutter, denn es heißt:<sup>75</sup><i class=""footnote"">Pr. 11,26.</i><i>wer Getreide zurückhält,
"
Sanhedrin 92a:1,"den verwünscht das Volk</i>. Unter ‘Volk’ sind die Geburten zu verstehen, denn es heißt:<sup>76</sup><i class=""footnote"">Gen. 25,23.</i><i>ein Volksstamm wird dem anderen überlegen sein</i><sup>77</sup><i class=""footnote"">Dies wurde von den Kindern der Ribqa gesagt, als sie sich noch im Leibe ihrer Mutter befunden hatten.</i>. Unter ‘verwünschen’ ist verfluchen zu verstehen, denn es heißt: <sup>78</sup><i class=""footnote"">Num. 23,8.</i><i>wie soll ich verwünschen, den Gott nicht verwünscht</i><sup>79</sup><i class=""footnote"">In beiden Schriftversen wird die Wurzel <span dir=""rtl"">נקב</span> gebraucht.</i>. Unter ‘Getreide’<sup>80</sup><i class=""footnote"">Hebr. <span dir=""rtl"">בר</span>; der Doppelsinn der hier behandelten Wörter ist natürl, nur im Texte verständlich.</i> ist die Tora zu verstehen, denn es heißt:<sup>81</sup><i class=""footnote"">Ps. 2,12.</i><i>rüstet euch mit Lauterkeit</i><sup>80</sup><i class=""footnote"">Hebr. <span dir=""rtl"">בר</span>; der Doppelsinn der hier behandelten Wörter ist natürl, nur im Texte verständlich.</i>, <i>damit er nicht zürne</i>.
"
Sanhedrin 92a:2,"U͑la b. Jišmaél sagte: Sie durchlochen ihn wie ein Sieb, denn hier heißt es: <i>den verwünscht das Volk</i> und dort<sup>83</sup><i class=""footnote"">iiReg. 12,10.</i>heißt es: <i>und bohrte</i><sup>84</sup><i class=""footnote"">Das W. <span dir=""rtl"">נקב</span> hat mehrere Bedeutungen: <i>nennen, fluchen, durchbohren</i> (cf. supra Fol. 56a); das W. <span dir=""rtl"">יקבהו</span> im angez. Verse wird nach der letzten Bedeutung erklärt.</i><i>ein Loch in die Tür</i>. Abajje sagte: Wie ein Wäscherkorb. –
"
Sanhedrin 92a:3,"Welche Belohnung erhält er, wenn er ihn wohl lehrt? Raba erwiderte: Ihm sind Segen beschieden, wie Joseph. Es heißt nämlich:<sup>85</sup><i class=""footnote"">Pr. 11,26.</i><i>und Segen kommt über das Haupt des Getreide‐Verkäufers</i>, und unter ‘Getreide‐Verkäufer’ ist Joseph zu verstehen, denn es heißt:<sup>86</sup><i class=""footnote"">Gen. 42,6.</i><i>und Joseph, der Machthaber war im Lande, verkaufte aller Welt Getreide</i>.
"
Sanhedrin 92a:4,"R. Šešeth sagte: Wer das Gesetz auf dieser Welt lehrt, dem ist es beschieden, es auch in der zukünftigen Welt zu lehren, denn es heißt:<sup>87</sup><i class=""footnote"">Pr. 11,25.</i><i>wer reichlich tränkt, wird auch tränken</i><sup>88</sup><i class=""footnote"">So nach der Auslegung des T.; <span dir=""rtl"">מרוה</span> u. <span dir=""rtl"">יורה</span> können auch von <span dir=""rtl"">ירה</span> <i>lehren</i> abgeleitet sein.</i>.
"
Sanhedrin 92a:5,"Raba sagte: Wo ist die Auferstehung der Toten in der Tora zu finden? Es heißt:<sup>89</sup><i class=""footnote"">Dt. 33,6.</i><i>es lebe Reúben und sterbe nicht</i>; es lebe Reúben, auf dieser Welt, und sterbe nicht, in der zukünftigen Welt. Rabina sagte: Hieraus: <sup>90</sup><i class=""footnote"">Dan. 12,2.</i><i>und viele von denen, die im Erdenstaube schlafen, werden erwachen, die einen zu ewigem Leben, die anderen zur Schmach und zu ewigem Abscheu</i>. R. Aši sagte: Hieraus:<sup>91</sup><i class=""footnote"">Ib. V. 13.</i><i>du aber gehe hin, dem Ende entgegen; du sollst ruhen und auferstehen, um dein Los zu empfangen am Ende der Tage</i>.
"
Sanhedrin 92a:6,"R. Elea͑zar sagte: Wenn ein Gemeindeverwalter die Gemeinde in Sanftmut leitet, so ist es ihm beschieden, sie auch in der zukünftigen Welt zu leiten, denn es heißt:<sup>92</sup><i class=""footnote"">Jes. 49,10.</i><i>denn ihr Erbarmer wird sie führen und an Wasserquellen behutsam geleiten</i>.
"
Sanhedrin 92a:7,"Ferner sagte R. Elea͑zar: Groß ist die Einsicht, daß sie zwischen zwei Gottesnamen gesetzt wurde, denn es heißt:<sup>93</sup><i class=""footnote"">iSam. 2,3.</i><i>Ein Gott [der] Einsicht [ist der] Herr</i>.
"
Sanhedrin 92a:8,"Ferner sagte R. Elea͑zar: Groß ist das Heiligtum, daß es zwischen zwei Gottesnamen gesetzt wurde, denn es heißt:<sup>94</sup><i class=""footnote"">Ex. 15,17.</i><i>das hast du errichtet, Herr, [das] Heiligtum, Herr, haben deine Hände bereitet</i>. R. Ada aus Qorḥina wandte ein: Demnach ist auch die Rache groß, da sie ebenfalls zwischen zwei Gottesnamen gesetzt wurde, denn es heißt:<sup>95</sup><i class=""footnote"">Ps. 94,1.</i><i>ein Gott [der] Rache [ist der] Herr, als Gott der Rache erschien er</i>!?
"
Sanhedrin 92a:9,"Dieser erwiderte: Erforderlichenfalls ist sie es auch. Dies nach U͑la; denn U͑la sagte: Worauf deuten die beiden ‘Erscheinungen’<sup>96</sup><i class=""footnote"">Im angezogenen Schriftverse kommt allerdings nur das W. ‘Rache’ 2mal vor, jed. bezieht sich das W. ‘erschien’ auf beide.</i>? Eine auf die Eigenschaft der Güte und eine auf die Eigenschaft der Strafe.
"
Sanhedrin 92a:10,"Ferner sagte R. Elea͑zar: Wenn ein Mensch Einsicht besitzt, so ist es ebenso, als würde das Heiligtum in seinen Tagen erbaut worden sein, denn das eine<sup>97</sup><i class=""footnote"">Das W. Heiligtum u. das W. Einsicht.</i>wurde zwischen zwei Gottesnamen gesetzt und das andere<sup>97</sup><i class=""footnote"">Das W. Heiligtum u. das W. Einsicht.</i>wurde ebenfalls zwischen zwei Gottesnamen gesetzt.
"
