1:1	אמרו רז״ל. אבות פ״ד מי״ג, ועי׳ חזית פ׳ טוב שם משמן טוב,
30:32	שהיה נותן חותם. שם משנה ה׳ מי שהוא מבקש נסכים הולך לו אצל יוחנן כו׳.
30:33	מפורש במס׳ יומא. ביומא כ״ג ע״א מובא רק המאמר בן ביבאי ממונה על הפקיע לא יותר.
30:34	לה׳ שיהא נותן. חוזר ומפרש פסוק י״ב.
30:35	לפי שאמר זמרות היו לי חוקיך. עיין סוטה ל״ה ע״א.
30:36	והוא הרכיב את הארון על העגלה. דכתיב וירכבו את ארון האלהים אל עגלה חדשה (ש״ב ו׳ ג) ובדה״א י״ג ז׳ כתיב על עגלה.
30:37	היינו דכתיב כי למבראשונה לא אתם פרץ ה׳ פרץ בעוזא. כ״ה גם בכ״י פ״ב. ובכ״י פלארענץ מובא כי למראשונה לא אתכם פרץ ה׳ פרץ בעוזא. ואין זה לשון הכתוב וצ״ל כי למבראשונה לא אתם פרץ ה׳ אלהינו בנו כי לא דרשנוהו כמשפט וגו׳ (דה״א טו יג) והכתוב פרץ ה׳ פרץ בעוזא הוא ש״ב ו׳ ח׳. דה״א י״ג י״א. בש״ב כתיב בעזה, ובד״ה בעזא.
30:38	שבתחלה נמנה ישראל בירידתן. בפסיקתא שקלים דף י״ח ע״א בעשרה מקומות נמנו, וכן מובא בתנחומא כי תשא, ובפסיקתא רבתי פ״י סי׳ י״ד, ובמ״ר פ״ב. ורבינו טוביה חושב אלה שנמנו בתורה.
30:39	בירידתם לארץ. בפסיקתא ובתנחומא שם הביא הכתוב שנאמר בשבעים נפש ירדו אבותיך מצרימה (דברים י׳ כ״ב).
30:40	ובצאתם. בפסיקתא ובתנחומא שם ואחד בעלייתן שנאמר ויסעו בני ישראל מרעמסס סוכותה כשש מאות איש (שמות יב לז).
30:41	ולצורך שקלי האדנים. בפסיקתא שם ואחד בפרשת כי תשא. ובתנחומא נלקה המאמר הזה בחסר ויתיר וסרוס לכן אתקנהו עפ״י הפסיקתא וכצ״ל ואחד [בפ׳ כי תשא ושנים] בחומש הפקודים. אחד במרגלים [צ״ל בדגלים] ואחד (בימי יהושע) בחלוק הארץ ע״כ. המלות בימי יהושע זמורות זר הם ממעתיק טועה לכן הסגרתים בחחים למען הוציאם חוצה גם מה שכתוב שם בסוף המאמר ״והדין כי תשא ראש״ חוץ למקומו הוא ויש למחקו כי מקומו למעלה כאשר תקנתי, ובילקוט ריש כי תשא בשם התנחומא ג״כ בטעות ואחד במרגלים, אך ואחד בחלוק הארץ הוא לנכון בלי תוספת המלות ״בימי יהושע״ ורבינו טוביה במקום ואחד בפרשת כי תשא הציג ולצורך שקלי האדנים. כוונתו שמנאן כשהתחילו בנדבת המשכן שנתנו כל אחד ואחד מחצית השקל ועלה למאת ככר שנאמר וכסף פקודי העדה מאת ככר (שמות לח כה) ומהן נעשו האדנים שנאמר ויהי מאת ככר הכסף לצקת את אדני הקדש ואת אדני הפרכת (שם שם כז) רק מה שהביא רבינו טובי׳ ובדגלים ובחומש הפקודים היא עפ״י גי׳ התנחומא המשובשת שהבאתי. וצ״ל גם בדבריו ושנים בחומש הפקודים אחד בדגלים ואחד בחלוק הארץ. והוא במדבר כ״ו ב׳ בפ׳ פינחס.
30:42	השקל שנים זהובים. המאמר הזה הביא רבינו תם בספר הישר סי׳ תק״פ. ומתחיל לקח טוב מחצית השקל בשקל הקודש השקל שנים זהובים עד סוף הסימן הוא מדברי רבינו טוביה. ורבינו תם ציין ״לקח טוב״ וכוונתו להמאמר שלפנינו וקוראו בשם העצמי לקח טוב.
30:43	כדתנן. פאה פ״ח מ״ז.
30:44	זה בסיס. כתרגומו בסיסיה, מושב מתוקן לכיור.
30:45	כמער איש לויות הי׳ לו לכיור כדרך שעשה שלמה. דכתיב כמער איש וליות סביב (מ״א ז׳ ל״ו).
30:46	לפי שיש רחיצה בלא ביאה. כ״ה גם בכ״י פלארענץ. ובכ״י פ״ב הגי׳ לפי שיש גישה בלא ביאה והיא הנוסחא הנכונה, עיין זבחים י״ט ע״ב.
30:47	כגון שהיה עומד ומשמש כל הלילה. זבחים שם.
30:48	כדתנן. סנהדרין פ״ג ע״א.
30:49	שאין בו רולס. בכ״י פ״ב וכ״י פלארענץ שאין ב׳ דולס. ולדעתי יש לתקן שצ״ל שאין בו קימס והוא עפ״י מאמרם קה״ר פ״ו בפ׳ יש רעה אשר ראיתי וגם בפ״ט בפ׳ גם זה ראיתי חכמה תחת השמש המערב מים ביין קומוס במור. וזה כוונת רבינו מר דרור שאין בו קומוס ר״ל שיהיה נקי מהזיוף שמזייפין אותו תמיד. אבל עיין בתוספתא ב״ב פ״ו השמן אינו מקבל רליס.
30:50	ת״ר שמן המשחה. כריתות ה׳ ע״א.
30:51	במס׳ כריתות. שם.
30:52	הין שנים עשר לוגין. כריתות ה׳ ע״ב, הוריות י״א ע״ב.
30:53	תניא ר׳ יהודה אומר. כריתות שם.
30:54	מלמד שהיו שולקין. הוא דעת ר׳ יהודה כריתות ה׳ סוף ע״א הוריות י״א ע״ב.
30:55	תני חדא. כריתות ה׳ ע״ב.
30:56	ת״ר המפטם. כריתות ה׳ ע״א.
30:57	מפורש במסכת כריתות. שם.
30:58	כדתנן. כריתות במשנה הראשונה.
30:59	תנו רבנן פטום הקטורת. כריתות ו׳ ע״א.
30:60	במסכת כריתות. שם.
30:61	תנו רבנן קטרת. כריתות שם.
30:62	כדתניא. שם והגיה הרי״ב שצ״ל כדתנן.
30:63	ממנה. המלה הזאת מחק ב״ש בצד הגמרא שם.
30:64	מתרומה חדשה. בגמרא מתרומת הלשכה.
30:65	א״ר יוחנן. כריתות ו׳ ע״ב. ובכ״י פלארענץ בטעות א״ר יונתן. וע׳ מדרש חזית פ׳ אשכול הכופר.
30:66	א״ר הונא בר ביזנא. כריתות שם. ובכ״י פלארענץ ובגמרא שם הגי׳ א״ר חנה בר ביזנא.
30:67	אמר רבינא. שם.
30:68	במלח סדומית. כריתות דף ו׳ ע״א.
30:69	וי״א. וכן תרגם אונקלום מערב וגם רש״י כתב ממלח כתרגומו מעורב שיערב שחיקתן יפה יפה זה עם זה.
30:70	ת״ר קטרת היו מחזירין. כריתות ו׳ ע״ב.
30:71	בוזרה. בגמרא בזורה ופירש״י מפזרה ובכ״י פ״ב הגי׳ מפזרה ובכ״י פלארענץ נשמטה המלה.
30:72	דא״ר יוחנן. שם, ועיין תוס׳ מנחות פ״ז ע״א ד״ה כשם.
30:73	היינו דתנן. ריש כריתות.
31:1	מיכן אמרו רבותינו. ברכות נ״ה ע״א.
31:2	לפי שאין עושין שררה כו׳. ב״ב ח׳ ע״ב.<br>ב. מנהגו של עולם כלי ריקם מחזיק. ברכות מ׳ ע״א.
31:3	שנאמר ישמע חכם. הוספתי כמו שהוא בכ״י פ״ב ובכ״י פלארענץ, ועיין ברכות נ״ה ע״א א״ר יוחנן אין הקב״ה נותן חכמה אלא למי שיש בו חכמה שנאמר יהב חכמתא לחכימין ומנדעא לידעי בינה, ור׳ אבהו הביא לראי׳ הכתוב ובלב כל חכם לב נתתי חכמה.
31:4	שמונה עשר אתים. י״ח את כתובים בפרשה מפסוק ו׳ עד פסוק י״א.
31:5	אלו שנשארו ממלאכת המשכן. עי׳ רש״י עה״ת שכתב אומר אני לפי פשוטו של מקרא כו׳.
31:6	כדמפורש במס׳ יומא. דף ע״ב ע״ב אלמלי בגדי השרד לא נשתייר משונאיהן של ישראל שריד ופליט.
31:7	למה נאמר לפי שהוא אומר לא תעשה כל מלאכה. מכילתא כי תשא ומובא בילקוט רמז ש״ץ.
31:8	לפי שהוא אומר לא תעשה כל מלאכה. וכן הוא במכילתא וכתב הרב בעל מאיר עין מקרא זה לא נמצא. ובאמת הוא בשמות כ׳ י׳ כמו שרשמתי בפנים. ואולי כוונתו על שבמכילתא מביא לא תעשו מלאכה וזה באמת לא נמצא.
31:9	ר׳ יוסי הגלילי אומר. מכילתא שם. ועי׳ גמרא יומא פ״ה ע״ב ושם איתא בשם ר׳ יוסי בר יהודה ויש לתקן בגמרא ר׳ יוסי הגלילי וגם הילקוט משפטים רמז שכ״ז הביא המאמר מגמרא יומא וגורס ר׳ יוסי הגלילי. ולפני רבינו טובי׳ לא היתה הגי׳ במכילתא כשם שהוא אומר. וכן מחק הגאון בעל איפת צדק.
31:10	כגון שהוצרכו להביא מילדת כו׳. הוספת רבינו.
31:11	ולא ביני ובין עובדי כוכבים. מכילתא וילקוט.
31:12	במי שיש בו דעת. מכילתא וילקוט.
31:13	לע״ל ליום שכולו שבת. מכילתא וילקוט.
31:14	א״ר שמעון בן מנסיא. מכילתא וילקוט סוף רמז ש״ץ.
31:15	מגיד. מכילתא וילקוט שם.
31:16	ואתם עדי. הוספתי כמו שהוא במכילתא ונאמר לנכון בכ״י פ״ב ופלארענץ.
31:17	מזה בא ללמדנו. מכילתא וילקוט רמז שצ״א וע״ש.
31:18	ד״א שאם חילל. מכילתא וילקוט בשם ר׳ יהודה בן בתירה.
31:19	עד שיעשה מלאכה גמורה. עיין מכילתא שם.
31:20	בהתראת בית דין. במכילתא וילקוט בהתראת עדים.
31:21	ועמה בשלום. מכילתא וילקוט וכתב הרב בעל זית רענן דעל הנסתרות אין הצבור נענשים.
31:22	ששת ימים תעשה מלאכה. כן הוא במכילתא וגם בכ״י פ״ב וכ״י פלארענץ ובקרא כתיב יעשה מלאכה.
31:23	בזמן. מכילתא וילקוט וע״ש.
31:24	ויום השביעי שבת לה׳ אלהיך. וכן מובא כן במכילתא אולם בילקוט מובא המקרא בפסוק הזה וביום השביעי שבת שבתון קודש לה׳ והוא הנכון.
31:25	מלמד. עיין במכילתא וב״ב קכ״א ע״א.
31:26	לפי שהשבת מקודשת היא. במכילתא לפי שהשבת מסורה לה׳.
31:27	ר׳ נתן. עד סוף הכתוב הוא במכילתא וילקוט שם.
31:28	במתנה נתנה לו. נדרים ל״ח ע״א ותנחומא כי תשא אות ט״ז.
31:29	מלמד שכיללה ככלה נאה. ר״ל חסר וי״ו כתיב, ועיין ב״ר פמ״א, וכן כתב רש״י ככלתו כתיב חסר שנמסרה לו תורה במתנה ככלה לחתן נכו׳. ועי׳ תנחומא שם ושמ״ר פמ״א.
31:30	ארז״ל מכסא כבוד נחתכו. עיין פדר״א פמ״ו ירושלמי שקלים פ״ה. וי״ר פל״ד ספרי ח״א פסקא ק״א, נדרים ל״ח תנחומא עקב אות ט׳:
32:1	אמרו רז״ל בשש שעות ביום חטאו ישראל. פסיקתא שקלים דף י״ט ע״ב תנחומא כי תשא ובירושלמי שקלים פ״ב ה״ד ונמצא דרשה אחת על כי בשש משה בב״ר סוף פי״ח תנחומא כי תשא סי׳ י״ט ושמ״ר פמ״א כי בשש משה מאי כי בושש באו שש שעות ולא ירד, ועיין שבת פ״ט ע״א וענין טעותם עיין ברש״י עה״ת ורש״י שבת שם ותוס׳ ד״ה לסוף.
32:2	ואעפ״כ בושש לשון איחור. כתרגומו וכן כתב רש״י עה״ת.
32:3	מלמד שאוו לאלהות הרבה. עיין סנהדרין ס״ג ע״ב מלמד שכל אחד ואחד עשה דמות יראתו, וגם רש״י עה״ת הביא אלוהות הרבה אוו להם.
32:4	מלמד שהיה השטן. עיין שבת פ״ט ע״א כמין דמות מטתו הראה להם השטן, וכן בתנחומא כי תשא אות י״ט ויש אומרים שעמד שטן והראה להם דמות מטתו וגם רש״י עה״ת הביא כמין דמות משה הראה להם השטן, כמו שהביא רבינו.
32:5	אלא מלמד שהלכו אצל חור. תנחומא כי תשא, וי״ר פ״י, פדר״א פמ״ה, במ״ר ס״פ ט״ו.<br>ה. אמר שמא הנשים. תנחומא פדר״א שם ועיין רש״י עה״ת.
32:6	שהרי שבט לוי. יומא ס״ו ע״ב חגיגה ו׳ ע״ב פדר״א פמ״ה.
32:7	מלמד שאוו לאלהות הרבה. עי׳ הערה ג׳.
32:8	מלמד שראה אהרן חור זבוח לפניו. עיין לעיל הערה ה׳, ועיין רש״י עה״ת ומדרשו בוי״ר פ״י ראה שהי׳ מוכיחם והרגוהו כו׳ ועי׳ סנהדרין ז׳ ע״א ראה חור זבוח לפניו ופי׳ רש״י ויבן מזבוח הבין מהזבוח לפניו שהרגו את חור.
32:9	כדי להעביר הדבר. תנחומא ושמ״ר פמ״א וכן כתב רש״י בלבו היה לשמים בטוח שיבא משה ויעבדו את המקום.
32:10	היינו דאמר ריש לקיש. יומא ל״ח סע״ב.
32:11	כל מקום שנאמר ישיבה. תנחומא ריש וישב שמ״ר פמ״א וע״ש שהביא ראיות מהכתובים.
32:12	לשון קשה. תנתומא כי תשא אות כ׳ ושמ״ר פמ״ב, ורש״י עה״ת.
32:13	באותה שעה תשש כחו של משה רבינו. ברכות ל״ב ע״א, ועי׳ תנחומא כי תשא אות כ״ב באותה שעה נתנדה משה מפי ב״ד של מעלה ובשמ״ר פמ״ב א״ר ברכי׳ בש״ר שמואל נתנדה משה ונזעף.
