Index Title,"Maskil LeDavid, Genesis",Found Rashi Ref,Text
"Maskil LeDavid, Genesis 46:26:1",כל הנפש וכולי עשו שש נפשות וכו׳ הק׳ הש״ח דהא נפשות עשו לא היו אלא חמשה כנר׳ מהכתוב והניחו בצ״ע ולעד״ן ליישב שהרי התם חשיב קרא ותלד עדה לעשו את אליפז ובשמת ילדה את רעואל ואהליבמה ילדה את יעוש ואת יעלם ואת קרח והתם פירש״י והוא מהמדרש דקרח זה ממזר היה ובן אליפז היה שבא על אהליבמה אשת אביו שהרי הוא מנוי עם אלופי אליפז עכ״ל ואיברא דהכי איתא התם בקרא דבתר הכי אלה אלופי בני עשו בני אליפז אלוף תימן וכו׳ אלוף קרח אך קשה שבאותו ענין עצמו הדר וקחשיב בתר הכי ואלה בני אהליבמה אשת עשו אלוף יעוש אלוף יעלם אלוף קרח וע״ק דבפ״ק דסוטה אמרי׳ דל״ו כתרים תלו לו בארונו של יעקב ורש״י ז״ל התם בפירושו אזיל ומני כ״ג אלופים מבני עשו ולא מצאה ידו למנותם אלא באמרו דתרי קרחים היו חד מבני אליפז וחד מבני אהליבמה ע״ש והיכי קאמר הכא דקרח היה ממזר והרא״ם ז״ל בפ׳ וישלח הרגיש בקו׳ זו ורצה לומר דמדרשים חלוקים הם ולעד״ן שיש ליישב הכל דאה״נ דתרי קרחים הוו ושניהם בני אהליבמה חד הולידו עשו ואחד הוליד אליפז וכשהלך עשו מארץ כנען כבר נולדו שניהם אלא כיון דחד ממזר הוה לא חש הכתוב לכתבו בפירוש כאן לפי שהיה צריך להאריך בשבילו הרבה שהרי בני עשו לא הוליד שום א׳ מהם בארץ כנען וא״כ היה צריך לכתוב אחר ואהליבמה ילדה את יעוש וכו׳ ותלד עוד אהליבמה לאליפז את קרח ועוד דלא רצה הכתוב לכתוב מעשה ביש זה להדיא שבכל הממזרים דהתם לא הזכירם אלא ברמז ש״מ דלא ניחא לכתבם להדיא ובשלמא אם לא היה לעשו ג״כ בן א׳ ששמו קרח היה רומזו גם לזה כמו האחרים אבל כיון שגם לעשו היה לו קרח לא ניחא ליה למכתב ואת קרח ואת קרח תרי זמני לכתוב גם הממזר והילכך כיילינהו לתרווייהו בחד קרא וסמך על מה שיכתוב בתר הכי באלופים אלוף קרח בבני אליפז ואלוף קרח בבני אהליבמה שילד׳ לעשו דש״מ דתרי הוו וזה מוכרח לומר שאליפז כבר הוליד לממזר זה קודם יציאתם מארץ כנען דהא בתולדות דבתר הכי שהוליד בהר שעיר לא נזכרו אלא תימן אומר צפו וגעתם וקנז ועמלק והיכן הוא קרא שנמנה אח״כ באלופיו אלא מוכרח שהולידו תחלה בארץ כנען והשתא ניחא מאי דאמו׳ רבנן שש נפשות היו לו כשהל׳ מארץ כנען דאע״ג דקרא לא קחשיב אלא חמש ע״כ שש היו אלא דתרי נכללו בקרח ולדרכנו ניחא לישנא דרבנן בב״ר דקאמר הדין קרח דהכא ממזר הוה והומ״ל בקיצור קרח ממז׳ הוה אלא קאמר הדין דהכא לאפוקי קרח אחרינא דלאו ממזר הוה שהיה בן עשו ודוק:,,
"Maskil LeDavid, Genesis 46:28:1",להורות לפניו וכולי ומ״א וכו׳ הוצרך לזה דאילו לפי פשוטו הול״ל להראות א״נ להכין וכיוצא בזה לכך מייתי המדרש שפרשוהו מל׳ הוראה ממש והטעם שהוצרך יעקב להכין מקום זה קודם הליכתו דלכאור׳ לא היה צריך לזה דהוה סגי אחר שילך לשם לתקן לו מקום בפרט דיעקב כל כן דהוה הוה מצי לעסוק בתורה ומה צורך לתיקונים בפרט שלא מצינו שעשה כן בשאר מקומות אלא נר׳ דמשום דקא״ל הקדוש ברוך הוא אנכי ארד עמך מצרימה חש יעקב הואיל וידע שכל ארץ מצרים מלאה גלולים דילמא כשיכנס שם למקום טומאה רצוצה תסתלק השכינה מעליו לכך הקדים ושלח יהודה להכין מקום ומשכן לשכינה כדי שיוכל לומר בהגיעו שם קומה ה׳ למנוחתך:,,
"Maskil LeDavid, Genesis 46:29:1",וירא אליו יוסף וכולי דלא שייך ל׳ וירא אליו אלא למי שבא להראות לחבירו וזה לא יתכן אלא ביוסף כי יעקב לפי הנר׳ לא היה עוד בדרך כשהגיע לארץ גושן כדכתיב ויבאו ארצה גושן נכנס לבית מדרשו והיה יושב שם:,,
"Maskil LeDavid, Genesis 46:29:2",ויבך וכו׳ אבל יעקב וכולי נר׳ דיוסף כיון שהוצרך לצאת לדרך בבקר להזדרז לכבוד אביו קרא ק״ש לאחר עלות השחר מיד כדפסקי׳ בפ״ק דברכות אבל יעקב היה קורא כעיקר המצוה כותיקין סמוך להנץ החמה ובאותו זמן הגיע יוסף אצלו:,,
"Maskil LeDavid, Genesis 46:30:1",אמותה הפעם וכו׳ והייתי אומר שיתבעני וכולי פי׳ לפי שהוא גרם לו ששלחו יחיד בדרך והיא סכנה לו בפרט שגם אמו מתה בדרך ומה שלא אמר לו סבור הייתי למות ב׳ מיתות כלומר לירד לגיהנם לפי הסימן שהיה מסור לו שאם לא ימות א׳ מבניו בחייו מובטח לו שאינו רואה פני גהינם וכמו שפירש״י על פ׳ כי ארד אל בני וכו׳ ה״ט משום דהכא משמע באמרו אמותה הפעם שאותה הדאגה שהי״ל מקדם עכשיו אזדא לה לגמרי ואם הוא על ענין הגיהנם כנזכר אכתי לא סר החשש לגמרי דאף על גב דאכתי חי הוה מכל מקום אכתי אפשר דילמא ימות או הוא או מן האחרים בחייו לכך פירוש על ענין תביעת מיתתו דחששא זו מעתה אזדא לה מכל וכל:,,
"Maskil LeDavid, Genesis 46:31:1",ואומרה אליו וכו׳ ועוד אמר וכולי הוצרך לזה משום דלכאורה אם זה ג״כ מדברי יוסף שאומר לאביו שכך הוא רוצה לומר לפרעה שהאנשים רועי צאן וכולי ק׳ דלא הול״ל כי אנשי מקנה היו בל׳ עבר אלא כי אנשי מקנה הם ומכח זה ס״ד לפרש שהם דברי משה שמספר שאותם האנשים דהיינו אחי יוסף אנשי מקנה היו וכו׳ אלא שזה א״א דא״כ בקרא דבתר הכי שהם דברי יוסף שאומר להם והיה כי יקרא לכם פרעה וכו׳ הול״ל פעם אחרת ויאמר עוד יוסף לאחיו כי יקרא לכם וכו׳ הואיל והפסיק הכתוב בסיפור זה שאותם האנשים היו אנשי מקנה א״ו מוכרח לומר שגם אלו מדברי יוסף וה״פ ועוד אומר לו והאנשים וכולי ומאי דכתיב היו ל״ק דר״ל היו מעולם הם ואבותיהם וכמו שצום שיאמרו גם הם רועי צאן וכולי גם אבותינו והש״ח כתב בשם הנח״י דמשום דכתיב ואגידה לפרעה ואמרה אליו לכך פי׳ דואגידה קאי על אחי וכולי באו אלי שהוא הגדה מחודשת ואמרה אליו קאי על והאנשים רועי וכו׳ ואחר המחילה רש״י עצמו סותר זה שהרי הוא מפרש בהדיא ואומרה אליו אחי וגו׳ ועוד וכו׳ הרי שהאמירה קאי ג״כ על אחי וכולי:,,
"Maskil LeDavid, Genesis 47:2:1",ומקצה אחיו וכולי אבל בגמרא בבלית וכו׳ דהגמ׳ שלנו סבר דכפל שמותם מורה על חולשתן שהם צריכין חיזוק והירושלמי סובר דאדרבא הוי כמו ריבוי אחר ריבוי שהוא למעט ה״נ מורה שאינם צריכין חיזוק א״נ סובר הירוש׳ דהיא הנותנת לפי שהיו גבורים ומשונים צריכין חיזוק בתפלה שלא תשלוט בהם עין רעה:,,
"Maskil LeDavid, Genesis 47:6:1",על אשר לי על צאן שלי איכא למידק דהא פירש״י לעיל בסמוך כי תועבת מצרים כל רועה צאן לפי שהם להם אלהות א״כ מהיכ׳ תיתי שפרעה יהיה לו צאן לרעות וימסרם להם שירעו׳ וי״ל שדוקא המצריים היו עובדי׳ לצאן אבל פרעה לא שהוא היה מחזיק עצמו לאלוה והיה אומר לי יאורי ואני עשיתיני א״נ י״ל דמה שכתוב כי תועבת מצרים וכולי היינו כלפי מה שרועים אותם אדעתא לשחטן ולאכלן אבל הרועים אותם לפטמן בלבד אדרבא היו אוהבים אותן וגם הם עצמם היו רועים אותן לתכלית זה ותדע מדחזי׳ בסוף הפרשה ויביאו מקניהם וכולי ובמקנה הצאן וכולי ובפ׳ וארא חזי׳ במכת דבר דכתיב הנה יד ה׳ הויה וכולי בבקר ובצאן הרי שגם המצריי׳ היו רועים הצאן אלא צ״ל כדאמרן:,,
"Maskil LeDavid, Genesis 47:9:1",ולא השיגו בטובה דליכא לפ׳ במספר הימים ממש דלא שייך לא השיגו רק אם כבר היה מת אז י״ל לא השיגו אבל כה״ג לא ולפחות הול״ל ועד הנה לא השיגו:,,
"Maskil LeDavid, Genesis 47:10:1",ויברך וכולי שיעלה נילוס וכולי לאו למימרא דדבר זה חידש יעקב שיעלה נילוס וישקה את הארץ שזה היה במצרים מאז ומקדם וכדפירש״י בר״פ מקץ אלא מיהא השתא עברו ב׳ שנים שלא עלה נילוס ומחמת זה היה הרעב לפי שאין גשמים יורדין למצרים ומאחר שאין נילוס עולה היאך תצמיח הארץ ועכשיו ברכו יעקב שיעלה נילוס לרגליו וכן עשה מיד הלך פרעה על נילוס ועלה ולכך מיד זרעו ועבר הרעב:,,
"Maskil LeDavid, Genesis 47:13:1",ולחם אין וכולי חוזר וכו׳ עיין מ״ש לעיל בפסוק ויוסף הורד מצרימה וה״נ דכוותה דאי לאו דחוזר לענין ראשון אלא דחידוש קמ״ל דהשתא נמי אחר שבא יעקב אכתי הוה כפנא הול״ל ולא היה לחם בארץ או ל׳ כיוצא בזה ומדכתיב ולחם אין ש״מ שאין זה חדוש אלא חוזר על הראשונות לפי שהפסיק בכל סיפור אחי יוסף וביאת יעקב ומכאן הוכחה לפי׳ רז״ל דכשבא יעקב מיד פסק הרעב והכא קרא קאמר ולחם אין וכולי כלומר מתחלה כמו שנכתב למעלה אלא דהשתא חוזר לענין ראשון ואע״ג שדברי חכמים א״צ חיזוק מ״מ אפי׳ מי שרודף אחר הפשט כאן צריך להודו׳ לדרש׳ זו ומזה סתירה לפי׳ הראב״ע ז״ל דמייתי הרא״ם ז״ל דלפי שרדף אחר הפשט פי׳ אותו לפי מקומו זאת ועוד אחרת יש ראיה לדברי רבותינו מדכתיב לקמן ויבאו אליו בשנה השנית וכו׳ ומדלא כתיב בשנה אחרת מוכח דלא הוי אלא שתי שנים בלבד:,,
"Maskil LeDavid, Genesis 47:19:1",לא תשם לא תהיה שממה וכולי ז״ל הרא״ם ז״ל אף על פי שמלת תשם היא על משקל תדע ושרשה ישם ומלת שממה שרשה שמם יהיו ב׳ שרשים בענין אחד ע״כ לע״ד א״צ לזה אלא לעולם שרשו שמם מהכפולים והוא העתיד מבנין נפעל ומשפטה <b>תשמם</b> אלא שמצינו כמה פעמים שיבא הציר״י באית״ן תמורת הדגש הראוי בפ״ה הפעל להורות נו״ן הבנין כמו ימד שכר ובוזי יקלו ועוד מצינו בכפולים שחסר אות הכפל ותמורתה בא הדגש כמו אשר לא ימד ששרשו מדד ובא בדגש המ״ם ובפת״ח ופעמים נחלף הפת״ח לקמ״ץ במקום הדגש ובזה מורה על אות הכפל כמו אל תירא ואל <b>תחת</b> ששרשה חתת וה״נ כן וברור:,,
"Maskil LeDavid, Genesis 47:21:1",ואת העם וכו׳ לזכרון וכולי דליכא למימר שהוצרך לזה כדי לקיים המקח שהרי מכיון שהיה נותן להם הלח׳ הרי שוה כסף ככסף ונכרי כל קניינו בכסף כדאיתא בפ״ק דקדושין ובפרק חזקת הבתים כדאשכחן בשדה עפרון וישקול אברהם לעפרון וכולי ויקם השדה וכו׳ וכיון שכן מוכרח לומר שלא היה זה אלא לזכרון והכתוב הוצרך לכתוב להודיעך צדקתו של יוסף:,,
"Maskil LeDavid, Genesis 47:22:1",הכהנים הכומרים וכו׳ חוץ וכו׳ כלומר דכהן משמע בין ל׳ גדולה בין ל׳ שירות לאלהות צריכים לפרשו כפי הענין והכא ודאי ליכא למימר שרים דמה טעם יש שפרעה יתן חק לשרים כ״כ לחם ליום הרי השרי׳ אינם צריכי׳ לצדקה לכך צריך לפ׳ כומרים ואין נר׳ מ״ש בש״ח בשם הנח״י דכל מקום שנאמר כהנים סתם היינו משרת לאלהות רק כשמזכיר שם מדינה כמו כהן מדין כהן און אז דוקא הוא ל׳ גדולה שהרי מצינו ובני דוד כהנים היו והתם הוא ל׳ גדולה אעפ״י שנכתב כהנים סתם א״ו העיקר כדאמרן דהכל לפי הענין:,,
