Index Title,Genesis
Genesis 47:17,"So they brought their livestock to Joseph, and Joseph gave them bread in exchange for the horses, for the stocks of sheep and cattle, and the asses; thus he provided them with bread that year in exchange for all their livestock."
Genesis 47:18,"And when that year was ended, they came to him the next year and said to him, “We cannot hide from my lord that, with all the money and animal stocks consigned to my lord, nothing is left at my lord’s disposal save our persons and our farmland."
Genesis 47:19,"Let us not perish before your eyes, both we and our land. Take us and our land in exchange for bread, and we with our land will be serfs to Pharaoh; provide the seed, that we may live and not die, and that the land may not become a waste.”"
Genesis 47:20,"So Joseph gained possession of all the farm land of Egypt for Pharaoh, all the Egyptians having sold their fields because the famine was too much for them; thus the land passed over to Pharaoh."
Genesis 47:21,"And he removed the population town by town,<sup>*</sup><sup>*</sup><i class=""footnote""><b>town by town </b>Meaning of Heb. ’otho le‘arim uncertain.</i> from one end of Egypt’s border to the other."
Genesis 47:22,"Only the land of the priests he did not take over, for the priests had an allotment from Pharaoh, and they lived off the allotment which Pharaoh had made to them; therefore they did not sell their land."
Genesis 47:23,"Then Joseph said to the people, “Whereas I have this day acquired you and your land for Pharaoh, here is seed for you to sow the land."
Genesis 47:24,"And when harvest comes, you shall give one-fifth to Pharaoh, and four-fifths shall be yours as seed for the fields and as food for you and those in your households, and as nourishment for your children.”"
Genesis 47:25,"And they said, “You have saved our lives! We are grateful to my lord, and we shall be serfs to Pharaoh.”"
Genesis 47:26,"And Joseph made it into a land law in Egypt, which is still valid, that a fifth should be Pharaoh’s; only the land of the priests did not become Pharaoh’s."
Genesis 47:27,"Thus Israel settled in the country of Egypt, in the region of Goshen; they acquired holdings in it, and were fertile and increased greatly."
Genesis 47:28,"Jacob lived seventeen years in the land of Egypt, so that the span of Jacob’s life came to one hundred and forty-seven years."
Genesis 47:29,"And when the time approached for Israel to die, he summoned his son Joseph and said to him, “Do me this favor, place your hand under my thigh as a pledge of your steadfast loyalty: please do not bury me in Egypt."
Genesis 47:30,"When I lie down with my ancestors,<sup>°</sup><sup>*</sup><i class=""footnote""><b>ancestors </b>Heb. ’avoth; trad. “fathers.” See the Dictionary under “predecessors.”</i> take me up from Egypt and bury me in their burial-place.” He replied, “I will do as you have spoken.”"
Genesis 47:31,"And he said, “Swear to me.” And he swore to him. Then Israel bowed at the head of the bed."
Genesis 48:1,"Some time afterward, Joseph was told, “Your father is ill.” So he took with him his two sons, Manasseh and Ephraim."
Genesis 48:2,"When Jacob was told, “Your son Joseph has come to see you,” Israel summoned his strength and sat up in bed."
Genesis 48:3,"And Jacob said to Joseph, “El Shaddai, who appeared to me at Luz in the land of Canaan, blessed me—"
Genesis 48:4,"and said to me, ‘I will make you fertile and numerous, making of you a community of peoples; and I will assign this land to your offspring to come for an everlasting possession.’"
Genesis 48:5,"Now, your two sons, who were born to you in the land of Egypt before I came to you in Egypt, shall be mine; Ephraim and Manasseh shall be mine no less than Reuben and Simeon."
Genesis 48:6,"But progeny born to you after them shall be yours; they shall be recorded instead<sup>*</sup><sup>*</sup><i class=""footnote""><b>instead </b>Lit. “under the name.”</i> of their brothers in their inheritance."
Genesis 48:7,"I [do this because], when I was returning from Paddan, Rachel died, to my sorrow, while I was journeying in the land of Canaan, when still some distance short of Ephrath; and I buried her there on the road to Ephrath”—now Bethlehem."
Genesis 48:8,"Noticing Joseph’s sons, Israel asked, “Who are these?”"
Genesis 48:9,"And Joseph said to his father, “They are my sons, whom God has given me here.” “Bring them up to me,” he said, “that I may bless them.”"
Genesis 48:10,"Now Israel’s eyes were dim with age; he could not see. So [Joseph] brought them close to him, and he kissed them and embraced them."
Genesis 48:11,"And Israel said to Joseph, “I never expected to see you again, and here God has let me see your children as well.”"
Genesis 48:12,"Joseph then removed them from his knees, and bowed low with his face to the ground."
Genesis 48:13,"Joseph took the two of them, Ephraim with his right hand—to Israel’s left—and Manasseh with his left hand—to Israel’s right—and brought them close to him."
Genesis 48:14,"But Israel stretched out his right hand and laid it on Ephraim’s head, though he was the younger, and his left hand on Manasseh’s head—thus crossing his hands—although Manasseh was the first-born."
Genesis 48:15,"And he blessed Joseph, saying,<br>“The God in whose ways my fathers Abraham and Isaac walked,<br>The God who has been my shepherd from my birth to this day—<br>"
Genesis 48:16,"The Messenger who has redeemed me from all harm—<br>Bless the lads.<br>In them may my name be recalled,<br>And the names of my fathers Abraham and Isaac,<br>And may they be teeming multitudes upon the earth.”"
Genesis 48:17,"When Joseph saw that his father was placing his right hand on Ephraim’s head, he thought it wrong; so he took hold of his father’s hand to move it from Ephraim’s head to Manasseh’s."
Genesis 48:18,"“Not so, Father,” Joseph said to his father, “for the other is the first-born; place your right hand on his head.”"
Genesis 48:19,"But his father objected, saying, “I know, my son, I know. He too shall become a people, and he too shall be great. Yet his younger brother shall be greater than he, and his offspring shall be plentiful enough for nations.”"
Genesis 48:20,"So he blessed them that day, saying, “By you shall Israel invoke blessings, saying: God make you like Ephraim and Manasseh.” Thus he put Ephraim before Manasseh."
Genesis 48:21,"Then Israel said to Joseph, “I am about to die; but God will be with you and bring you back to the land of your ancestors."
Genesis 48:22,"And now, I assign to you one portion<sup>*</sup><sup>*</sup><i class=""footnote""><b>portion </b>Meaning of Heb. shekhem uncertain; others “mountain slope.”</i> more than to your brothers, which I wrested from the Amorites with my sword and bow.”"
Genesis 49:1,"And Jacob called his sons and said, “Come together that I may tell you what is to befall you in days to come.<br>"
Genesis 49:2,"Assemble and hearken, O sons of Jacob;<br>Hearken to Israel your father:<br>"
Genesis 49:3,"Reuben, you are my first-born,<br>My might and first fruit of my vigor,<br>Exceeding in rank<br>And exceeding in honor.<br>"
Genesis 49:4,"Unstable as water, you shall excel no longer;<br>For when you mounted your father’s bed,<br>You brought disgrace—my couch he mounted!<br>"
Genesis 49:5,Simeon and Levi are a pair;<br>Their weapons are tools of lawlessness.<br>
Genesis 49:6,"Let not my person be included in their council,<br>Let not my being be counted in their assembly.<br>For when angry they slay a man,<sup>°</sup><sup>*</sup><i class=""footnote""><b>slay a man </b>(So trad.) Or “slayed any [opposing] party”; cf. Gen. 4.23. Or, with NJPS, taking ’ish as a collective: “slay men.” See next note and Dictionary under ’ish.</i> <br>And when pleased they maim an ox.<sup>°</sup><sup>*</sup><i class=""footnote""><b>maim an ox </b>Or, with Canaanite literary usage and taking this verse as referring to the events of chapter 34: “overthrew a dignitary.” Or, with NJPS, taking shor as a collective: “maimed oxen.”</i> <br>"
Genesis 49:7,"Cursed be their anger so fierce,<br>And their wrath so relentless.<br>I will divide them in Jacob,<br>Scatter them in Israel.<br>"
Genesis 49:8,"You, O Judah, your brothers shall praise;<br>Your hand shall be on the nape of your foes;<br>Your father’s sons shall bow low to you.<br>"
