Index Title,Jerusalem Talmud Shekalim NEW
Jerusalem Talmud Shekalim 7:3:43,שלשת לוגין מה הן שלשת לוגין שחרית ושלשת לוגין בין הערבים או לוג ומחצה שחרית ולוג ומחצה בין הערבים
Jerusalem Talmud Shekalim 7:3:44,אמר רבי חזקיה אוף הדא צריכה ליה שני קומצין מה הן שני קומצין בשחרית ושני קומצין בין הערבים או קומץ אחת בשחרית וקומץ אחת בין הערבים
Jerusalem Talmud Shekalim 7:3:45,אמר רבי יוסה כלום למדו לקומץ לא ממנחת חוטא מה להלן שני קומצין אף כאן שני קומצין
Jerusalem Talmud Shekalim 7:3:46,(מה תמן צריכה ליה אף הכא צריכה ליה)
Jerusalem Talmud Shekalim 7:3:47,אמר רבי חזקיה כלום למדו שלשת לוגין לא מתמיד של בין הערבים מה להלן שלשת לוגין אף כאן שלשת לוגין
Jerusalem Talmud Shekalim 7:3:48,ומה תמן צריכה ליה אף כאן צריכה ליה
Jerusalem Talmud Shekalim 7:3:49,שלא יהיה כו׳ רבי שמעון בר נחמן בשם רבי יונתן בדין היה שימעלו בה והן גזרו שלא ימעלו בה
Jerusalem Talmud Shekalim 7:3:50,והא תני חטאת מלמד שמועלין בה בה מועלין ואין מועלין באפרה
Jerusalem Talmud Shekalim 7:3:51,אמר רבי אבהו בראשונה היו משתקשקין בה ונותנין אותה על גבי מכותיהן וגזרו שימעלו בה כיון שנגדרו גזרו שלא ימעלו בה
Jerusalem Talmud Shekalim 7:3:52,ועל הקינין כו׳ האשה הזאת במה היא מתכפרת
Jerusalem Talmud Shekalim 7:3:53,אמר רבי יצחק תנאי בית דין הוא המספק את הקינין הוא מספק את הפסולות ואת האובדות
Jerusalem Talmud Shekalim 7:3:54,הדרן עלך פרק מעות שנמצאו
Jerusalem Talmud Shekalim 8:1:1,"<strong>הלכה א <big>מתני׳</big></strong> כל הרוקין הנמצאין בירושלים טהורין, חוץ משל שוק העליון, דברי רבי מאיר."
Jerusalem Talmud Shekalim 8:1:2,רבי יוסי אומר בשאר כל ימות השנה שבאמצע טמאין שבצדדין טהורין ובשעת הרגל שבאמצע טהורין שבצדדין טמאין מפני שהמעוטין מסתלקין לצדדין
Jerusalem Talmud Shekalim 8:1:3,כל הכלים הנמצאין בירושלם דרך ירידה לבית הטבילה טמאין ודרך עליה טהורין שלא כירידתן עלייתן דברי רבי מאיר רבי יוסי אומר כולן טהורין חוץ מן הסל והמגריפה והמריצה המיוחדין לקברות
Jerusalem Talmud Shekalim 8:1:4,סכין שנמצאת בארבעה עשר שוחט בה מיד בשלשה עשר שונה ומטביל
Jerusalem Talmud Shekalim 8:1:5,קופיץ בזה ובזה שונה ומטביל חל ארבעה עשר להיות בשבת שוחט בה מיד
Jerusalem Talmud Shekalim 8:1:6,<sup><b>[דף כא:]</b></sup> בחמשה עשר שוחט בה מיד נמצאה קשורה לסכין הרי היא כסכין
Jerusalem Talmud Shekalim 8:1:7,<strong>גמ׳</strong> רבי אבין בשם רבי יהושע בן לוי קצרן של נכרים היה שם
Jerusalem Talmud Shekalim 8:1:8,אמר רבי חנינה ערודות היו נוחרין בירושלים והיו עולי רגלים משתקעין בדם עד ארכובותיהן ובאו לפני חכמים ולא אמרו להן דבר (רבי שמעון בר אבא בשם רבי חנינה קצרן של נכרים היה שם)
Jerusalem Talmud Shekalim 8:1:9,רבי סימון בשם רבי יהושע בן לוי מעשה בפרדה משל בית רבי שמתה וטהרו את דמיה משום נבילה רבי אלעזר שאיל לרבי סימון עד כמה ולא אגיביה שאיל לרבי יהושע בן לוי אמר ליה עד רביעית טהור יותר מיכן טמא ובאש לרבי לעזר דלא חזר ליה רבי סימון שמועתא
Jerusalem Talmud Shekalim 8:1:10,רב ביבי הוה יתיב מתני הדין עובדא אמר ליה רבי יצחק בר ביסנא עד כמה אמר ליה עד רביעית טהור יותר מיכן טמא ובעט ביה
Jerusalem Talmud Shekalim 8:1:11,אמר ליה רבי זריקא בגין דהוה שאיל לך את בעיט ביה אמר ליה בגין דלא הוות דעתי בי דאמר רבי חנין והיו חייך תלואים לך מנגד זה שהוא לוקח לו חטין לשנה ופחדת לילה ויומם זה שהוא לוקח מן הסדקי ולא תאמין בחייך זה שהוא לוקח מן הפלטור ואנא סמיך אפלטירא
Jerusalem Talmud Shekalim 8:1:12,מאי כדון העיד רבי יהושע בן פתורה על דם נבילות שהוא טהור מהו טהור טהור מלהכשיר הא ליטמות מטמא
Jerusalem Talmud Shekalim 8:1:13,תמן תנינן דם השרץ מטמא כבשרו מטמא ואינו מכשיר ואין לנו כיוצא בו
Jerusalem Talmud Shekalim 8:1:14,ואין לנו כיוצא בו כשיעור טומאתו אבל דמו מטמא כבשרו
Jerusalem Talmud Shekalim 8:1:15,אמר רבי יוסי פליגי בה תרין אמוראין חד אמר טמא וחד אמר טהור
Jerusalem Talmud Shekalim 8:1:16,מאן דאמר טמא כרבי יהודה ומאן דאמר טהור כרבי יהושע בן פתורה
Jerusalem Talmud Shekalim 8:1:17,אמר ליה רב אבדומה דמן נחותה ויאות דרבי יהודה מוריינה דבי נשיאה הוה
Jerusalem Talmud Shekalim 8:1:18,כל הרוקין וכו׳ לא כן אמר רבי אבהו בשם רבי יוסי בן חנינה לא גזרו על הרוקין שבירושלים הא איתמר עליה רבי אבין בשם רבי יהושע בן לוי קצרן של גוים היה שם
Jerusalem Talmud Shekalim 8:1:19,בשאר ימות השנה הטמאין מהלכין שיבולת והטהורין מהלכין מן הצד והטהורין מהלכין סתם והטמאים אומרין להן פרושו בשעת הרגל הטהורים מהלכין שיבולת והטמאין מהלכין מן הצד הטמאין מהלכין סתם והטהורין אומרים להן פרושו
Jerusalem Talmud Shekalim 8:1:20,וכל הכלים הנמצאים כו׳ לא כן אמר רבי אבהו בשם רבי יוחנן לא גזרו על הכלים שבירושלם מכיון שנמצאו דרך ירידה לבית הטבילה נעשו הוכיח
Jerusalem Talmud Shekalim 8:1:21,אבא שאול היה קורא אותן ציפורין מאן דאמר ציפורין שהיה דומה לציפורין מאן דאמר מריצה שמריצה את האבן לבית הקברות
Jerusalem Talmud Shekalim 8:1:22,קופיץ וכו׳ תני הסכין קשורה לה הרי זו כמותה
Jerusalem Talmud Shekalim 8:2:1,"<strong>הלכה ב <big>מתני׳</big></strong> פרוכת שנטמאת בולד הטומאה – מטבילין אותה בפנים, ומכניסין אותה מיד."
Jerusalem Talmud Shekalim 8:2:2,ושנטמאת באב הטומאה מטבילין אותה בחוץ ושוטחין אותה בחיל מפני שהיא צריכה הערב שמש אם היתה חדשה שוטחין אותה על גג האיצטבא כדי שיראה העם את מלאכתה שהיא נאה
Jerusalem Talmud Shekalim 8:2:3,רבן שמעון בן גמליאל אומר משום רבי שמעון בן הסגן פרוכת עוביה טפח על שבעים ושתים נימים נארגת על כל נימה ונימה עשרים וארבעה חוטין ארכה ארבעים אמה ורחבה עשרים ומשמונים ושתים רבוא היתה נעשית ושתים עושין בכל שנה ושלש מאות כהנים מטבילין אותה
Jerusalem Talmud Shekalim 8:2:4,<strong>גמ׳</strong> אילו אמר חוט אחד כפול לשנים שזור לשלשה משזר לששה ארבע מכאן הא עשרים וארבעה
Jerusalem Talmud Shekalim 8:2:5,תני שלשים ושתים אילו אמר חוט אחד כפול לשנים שזור לארבע משזר לשמונה ארבע מכאן הא תלתין ותרין
Jerusalem Talmud Shekalim 8:2:6,תנא ארבעים ושמונה אילו אמר חוט אחד כפול לשנים קליעה לשלשה שזור לששה משזר לשנים עשר ארבעה מיכן הא ארבעים ותמניא
Jerusalem Talmud Shekalim 8:2:7,כתוב אחד אומר מעשה רוקם וכתוב אחד אומר מעשה חושב מעשה רוקם פרצוף אחד מעשה חושב שני פרצופות
Jerusalem Talmud Shekalim 8:2:8,רבי יהודה ורבי נחמיה חד אמר מעשה רוקם ארי מכאן וארי מכאן מעשה חושב ארי מכאן וחלק מכאן וחרנה אמר מעשה רוקם ארי מכאן וחלק מכאן מעשה חושב ארי מכאן ונשר מכאן
Jerusalem Talmud Shekalim 8:2:9,בשמונים ושתים רבוא היתה נעשית וכו׳ רבי יצחק בר ביזנא בשם שמואל גוזמא תמן תנינן פעמים היה עליה כשלש מאות כור רבי יוסי בי רבי בון בשם שמואל גוזמא
Jerusalem Talmud Shekalim 8:3:1,"<strong>הלכה ג <big>מתני׳</big></strong> בשר קדשי קדשים שנטמא, בין באב הטומאה בין בולד הטומאה, בין בפנים בין בחוץ, בית שמאי אומרים: הכל ישרף בפנים, חוץ משנטמא באב הטומאה בחוץ. בית הלל אומרים: הכל ישרף בחוץ, חוץ משנטמא בולד הטומאה בפנים."
Jerusalem Talmud Shekalim 8:3:2,<sup><b>[דף כב.]</b></sup> רבי אלעזר אומר שנטמא באב הטומאה בין בפנים בין בחוץ ישרף בחוץ שנטמא בולד הטומאה בין בחוץ בין בפנים ישרף בפנים רבי עקיבא אומר מקום טומאתו שם שריפתו
Jerusalem Talmud Shekalim 8:3:3,<strong>גמ׳</strong> בר קפרא אמר אב הטומאה דבר תורה ולד הטומאה מדבריהם רבי יוחנן אמר בין זה בין זה דבר תורה
Jerusalem Talmud Shekalim 8:3:4,וקשיא דרבי יוחנן על דבית שמאי דבית שמאי אומרים הכל ישרף בפנים חוץ משנטמא באב הטומאה בחוץ מה בין אב הטומאה בחוץ מה בין ולד הטומאה בחוץ זה וזה לא דבר תורה הוא
Jerusalem Talmud Shekalim 8:3:5,ואפילו על דבית הלל לא מקשייא דבית הלל אמר הכל ישרף בחוץ חוץ מה שנטמא בולד הטומאה בפנים מה בין ולד הטומאה בפנים מה בין אב הטומאה בפנים זה וזה לא דבר תורה הוא
Jerusalem Talmud Shekalim 8:3:6,לא הוו בה רבנן אלא על דבר קפרא וקשיא דבר קפרא על דבית שמאי דבית שמאי אומרים הכל ישרף בפנים חוץ משנטמא באב הטומאה בחוץ מה בין אב הטומאה בין בחוץ בין בפנים זה וזה לא דבר תורה הוא
Jerusalem Talmud Shekalim 8:3:7,בגין דרבי עקיבא אמר מקום טומאתו שם תהא שריפתו
Jerusalem Talmud Shekalim 8:3:8,ואפילו על דבית הילל לא מקשייא דבית הלל אמר הכל ישרף בחוץ חוץ משנטמא בולד הטומאה בפנים מה בין ולד הטומאה בין בפנים בין בחוץ זה וזה לא מדבריהם הוא
Jerusalem Talmud Shekalim 8:3:9,בגין דרבי שמעון אמר מאכלו ומשקו של מצורע משתלחין חוץ לשלש מחנות
Jerusalem Talmud Shekalim 8:4:1,<strong>הלכה ד <big>מתני׳</big></strong> איברי התמיד ניתנין מחצי כבש ולמטה. של מוספין – ניתנין מחצי כבש ולמטה במזרח. של ראשי חדשים ניתנין על כרכוב המזבח מלמעלן.
Jerusalem Talmud Shekalim 8:4:2,השקלים והביכורים אינן נוהגין אלא בפני הבית אבל מעשר דגן ומעשר בהמה ובכורות נוהגין בין בפני הבית ובין שלא בפני הבית המקדיש שקלים וביכורים הרי זה קודש רבי שמעון אומר האומר ביכורים קודש אינן קודש
Jerusalem Talmud Shekalim 8:4:3,<strong>גמ׳</strong> איזהו כרכוב המזבח אמה בין קרן לקרן מקום הילוך רגלי כהנים
Jerusalem Talmud Shekalim 8:4:4,מוספי שבת מוספי ראש חודש מי קודם רבי ירמיה סבר מימר מוספי שבת ומוספי ראש חודש מוספי ראש חודש קודמין חייליה דרבי ירמיה מן הדא שירו של שבת ושירו של ראש חודש שירו של ראש חודש קודם
Jerusalem Talmud Shekalim 8:4:5,אמר רבי יוסה שנייא היא תמן דאמר רבי חייא בשם רבי יוחנן כדי לפרסמו ולהודיע שהוא ראש חודש
Jerusalem Talmud Shekalim 8:4:6,כיצד היה עושה שוחט מוספי שבת ואומר עליהן שירו של ראש חודש ברם הכא מוספי שבת ומוספי ראש חודש מוספי שבת קודמין על שם כל התדיר מחבירו קודם את חבירו
