tikkun,daf,paragraph,line,phrase,formatting,footnotes
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,2,…now Jacob shall not be ashamed…,Formatting.ITALICS,FootnoteType.CITATION/None[…now Jacob shall not be ashamed…]:Is. 29:22
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,3,"– with the colours red and green,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,4,…and now his face shall not pale,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1091,5,– with the colour white.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,0,And these three colours in which there is shame:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,1,they are the three colours,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,2,of the three husks‹qliphin›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,2,shells,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,2,"of a nut,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,3,which are the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,3,"‘sexual-obscenities’‹ʼeryan›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,4,in which is enclothed ‘the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,4,"rainbow’‹qeshet›,",Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1092,5,and through which it is seen.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,0,And because these three,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,0,obscenities,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,0,"are three husks,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,1,it is stated of them:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,1,‘we do not expound,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,1,obscenities,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,1,"in three’,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,2,and it is forbidden to look,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,2,"at them,",Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,3,"and therefore,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,3,"it is forbidden for the People of Israel,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,4,to gaze at the colours of the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1093,4,rainbow.,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,0,"And this is the mystery of the foreskin,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,1,"which has three husks,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,2,for it is required to remove them from the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,2,holy,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,2,"sign of the covenant,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,3,and immediately:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1094,4,…and I shall see it to remember the eternal covenant...,Formatting.ITALICS,FootnoteType.CITATION/None[…and I shall see it to remember the eternal covenant...]:Gen. 9:16
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,0,And concerning these three husks it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,1,…Remove your shoes from off your feet…,Formatting.ITALICS,FootnoteType.CITATION/None[…Remove your shoes from off your feet…]:Ex. 3:5
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,2,and immediately:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,2,and I shall see it…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,3,"And at the time when Moses was enclothed in them,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,4,what is written of him?,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,4,…do not draw near here...,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,5,"As soon as he became divested of them,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1095,6,he approached there.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,0,"And this is the mystery of sacrifice‹qorbana›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,1,"for a fire would descend to burn these three husks,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,2,this is what is written:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,This is the Torah,Formatting.ITALICS,FootnoteType.CITATION/None[This is the Torah]:Lev. 6:2
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,law,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,3,of the burnt offering:,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,4,it is the burnt offering upon the burning‹ʼal,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,4,,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1096,4,moqdah›…etc.,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1097,0,"Behold three colours of fire,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1097,1,"which would descend through three prayers,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1097,2,to ignite and to burn these husks.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,0,"And at that time,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,1,would,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,1,the blessed Holy One,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,1,"approach His Shekhinah,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,2,and His letters would become close:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,3,Yod◘‹◘י›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,3,in,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,3,"Hei◘‹◘ה›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,4,Vav◘‹◘ו›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,4,in,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,4,"Hei◘‹◘ה›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,5,and when They,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,5,"would become enclothed in these husks,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,6,it is stated of them:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,7,…you shall not approach to reveal nakedness…,Formatting.ITALICS,FootnoteType.CITATION/None[…you shall not approach to reveal nakedness…]:Lev. 18:6
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,8,– it is not appropriate to bring the letters close,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,8,to one another:,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,9,Yod◘‹◘י›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,9,in,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,9,"Hei◘‹◘ה›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,10,Vav◘‹◘ו›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,10,in,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1098,10,Hei◘‹◘ה›.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,0,"And therefore,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,1,they,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,1,the sages,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,1,established‹taqinu›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,1,"three prayers every day,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,2,"to remove these three husks of the foreskin,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,3,"from the sign of covenant,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,3,which is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,3,the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,3,"Shekhinah,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,4,and through this,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,4,"process,",Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,4,She,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,4,"resides in three luminous colours,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,5,"which are Priests, Levites and Israel.",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,6,For,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,6,upon,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,6,them it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,7,"How beautiful are your steps in shoes‹na’alayim›,",Formatting.ITALICS,"FootnoteType.CITATION/None[How beautiful are your steps in shoes‹na’alayim›,]:Song. 7:2"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,8,O noble daughter…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,9,– and they are ‘the shutting in’‹ne’ilah›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,9,"of Festivals and appointed times, u p o n",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,which is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,10,"Three pilgrim festivals,",Formatting.ITALICS,"FootnoteType.CITATION/None[Three pilgrim festivals,]:Ex. 23:14"
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1099,11,shall you celebrate for Me in the year…,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,0,Regarding the three husks it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,And Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[And Y”Y]:Gen. 3:21
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,"ELQYM made,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,1,"for Adam and his wife,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,2,"tunics of leather‹ʼor›, and He dressed them.",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,3,At first,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,3,they were,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,3,"tunics of light‹aur›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,4,"but after they sinned, tunics of leather‹ʼor›",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,5,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,5,from the leather which was the skin of the snake. A,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,6,"nd for seventy years,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,7,did that,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,7,[snake],,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,7,[Var. skin],,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1100,7,divest itself of it.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,0,For the three colours of the garments of,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,0,the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,0,"Shekhinah,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,1,"are the three Vavs,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,1,of:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,2,Va-yisa‹And-he-travelled›,Formatting.BOLD_ITALICS,FootnoteType.CITATION/None[Va-yisa‹And-he-travelled›]:Ex.14:19-21
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,3,Va-yavo‹And-he-came›,Formatting.BOLD_ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1101,4,Va-yeit‹And-he-stretched›.,Formatting.BOLD_ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,0,"When the tunics of leather of the snake are removed,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,1,then,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,1,shine the three colours of the light of,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,1,the,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,1,"Shekhinah,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,2,and immediately:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,2,"…and I shall see it,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1102,3,to remember the eternal covenant...,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,0,"And these three Vavs,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,are the three ‘roofs’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,lines,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,of the letter,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,ב◘‹◘Beiyt›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,1,of Be-REiShYT:,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,2,"one for the heavens,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,3,"and one for the earth,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1103,4,and one for the sea.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,0,And from this,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,0,Beiyt◘‹◘ב›‹2›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,0,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,0,"are suspended seventy colours,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,1,and,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,1,together,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,1,"they are seventy-two,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,2,about which it is stated:,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,…Behold Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[…Behold Y”Y]:Is. 19:1
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,riding on a light cloud‹‘av,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,3,"›‹72›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,4,and comes,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,4,to,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,4,"Egypt,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,5,upon ’A-B‹cloud›‹72›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,6,"– with seventy-two luminous colours,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,7,and immediately,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1104,7,…and the gods of Egypt quake before Him...,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,0,And these three colours are alluded to in,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,0,the letter,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,0,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,0,"Hei◘‹◘ה›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,1,Hei◘‹◘ה›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,1,– its three ‘roofs’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,1,"lines,",Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,2,"are the luminous garments of the daughter of the King,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1105,3,who is Yod◘‹◘י›: ‘the daughter of the eye’.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,0,And it,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,0,the letter,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,0,Hei◘‹◘ה›‹5›,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,0,"is the five thousand years,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,1,"of the creation of the world,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,and it is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,‘the small’,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,Hei,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,of,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,2,"AVRaHaM‹Abraham›,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,whose level is,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,ḤeSeD,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,3,–,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,4,which,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,4,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,4,word,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,4,adds up to seventy-two.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,5,"H-Y of ELQYM,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,H-Y of YOD,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,QE VAV,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,QE,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,[Var. YOD,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,QeY,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,VAV,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,6,"QeY],",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,7,Hei◘‹◘ה›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,7,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,7,is,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1106,7,the garment that covers over Yod◘‹◘י›.,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,0,Be-REiShYT‹In-the-beginning›:,Formatting.BOLD,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,1,,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,1,For in fire will Y”Y,Formatting.ITALICS,FootnoteType.CITATION/None[For in fire will Y”Y]:Is. 66:16
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,1,contend,Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,2,– which are,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,2,"the tunics of leather,",Formatting.ITALICS,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,3,for a separation‹havdalah›,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,3,"is required in them,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,4,when,,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,4,the People of,Formatting.FADED,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,4,"Israel say: ‘Who creates the illuminations of fire,’",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,5,"and they say: ‘Who separates between light and darkness….’Darkness is black,",,
Tiqun  Fifty-Eight  [ENDNOTE_REFERENCE],[92b],1107,6,"its leather tunics are black,",,
