Quoting Book,Quoting Ref,Quoted Book,Quoted Ref,Snippet
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Exodus, Ki Tisa 3",,," ועשה. ולכך נחשב השביתה בשבת למצות עשה אף שהוא רק שביתה.(תפארת יוסף ר""ה ד""ה ותקעתם)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Leviticus, Kedoshim 2",Genesis,," לקבל את הדבר הזה ולא תגרום לו השכחה מהבורא ב""ה.(בית יעקב בראשית פר' בראשית ל""ו)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Numbers, Chukat 1",,," הבא, ואלו שאין להם חלק האומר אין תחיית המתים מן התורה וכו'.(פרי צדיק דברים ג', מחשבות חרוץ דף י""ד:)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Deuteronomy, Vaetchanan 2",Sotah,," אבל באמת התפלין נושאין את האדם וכמו שמצינו בארון שנשא את נושאיו (סוטה ל""ה.) ומ""מ נצטוו ישראל לשאת את הארון. וכשיתגלה אור המצוות יתראה מפורש"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Deuteronomy, Shoftim 1",,," רומז על זאת הקדושה שהוא בקביעות גבי ישראל גם טרם עבודתם.(תפארת יוסף חגיגה ג': ד""ה איזהו)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Five Scrolls, Lamentations 2:1",,," על האדם כשרואה שיוצא מקדושת השבת לימי החול.(פרי צדיק בא אחר הבדלה, דברים י""ז, מוצאי יו""כ י""א)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, I Kings 6:1",,," באייר (מלכים א' ו',א'). שבעולם הזה מתדמה כי באייר יש זיווא לאילנות (ר""ה י""א.) וכל הפירות צומחים, ובמר חשוון העלים נושרים. אבל מצד הש""ת היסודו"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Isaiah 44:1",,," הלשון על זה, אני הוא המתחיל ובטח אסיים המכוון אשר התחלתי.(נאות דשא ר""ה ד""ה כתיב ועיי""ש)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Isaiah 45:1",,," (תהלים קל""ט,י""ב) ולילה כיום יאיר כחשיכה כאורה.(בית יעקב בראשית פר' בראשית ל""א)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Isaiah 55:1",,," להגביה התפיסה של האדם בכל פעם עד שיכיר בו האדם פירוש אחר.(תפארת יוסף תענית ל""א. ד""ה אמר)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Jeremiah 2:1",,," לשוב לאור ה', וגם בהתפשטות הזה יש לו דרך לשוב לאור ה'.(תפארת יוסף במדבר ד""ה וידבר א')"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Jeremiah 9:1",,," שאין זאת מצדו כלל רק שהש""י חנן לו בכל פעם לעבודתו ית'.(תפארת יוסף חגיגה ח' ד""ה תנו)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Jeremiah 23:2",Kiddushin,," אזמו""ר הג' הק' זצלה""ה אשר דברי תורה נמשלו לפטיש שמכין בו על הסלע (קידושין ל':) ובאלו המקומות שבולטין על פני הסלע ביותר שם פועל ההכאה של הפטיש "
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Micah 4:1",,," אדמתם וכן היה שנתגלה ליחזקאל מה שלא נתגלה לשום חוזה כדאיתא בזוהר הק' (שמות ב':). ושם בבבל התחיל התפשטות הד""ת שבעל פה.(פרי צדיק סוכות י""ח)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Zechariah 14:1",,," תפיסתו מחובר עם אור השי""ת ואז ממילא אין בו שום חסרון.(תפארת יוסף תענית י""ז. ד""ה תנו, "
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Zechariah 14:1",,," ד""ה תנו, תענית כ""ז. ד""ה מאי)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Prophets, Malachi 3:1",,," היינו מההסתר שיש אצל חבירו ג""כ כי הקליפה קודמת תמיד להפרי.(סוד ישרים ראש השנה י""ב)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, Psalms 2:1",,," בקליפה זה לעומת זה מבחינת גוג ומגוג ועי""ז נתרבה המינות בעולם.(פרי צדיק ר""ה ט""ו)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, Psalms 27:1",,," שנאמר אותה אבקש שבתי בבית ה' וגו' והעיקר הוא הרצון.(פרי צדיק וירא י', ראש השנה י')"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, Proverbs 9:1",,," ועתה בא גם הוא על זה, אבל לא יעלה על הדעת שהוסיפו כלום לד""ת וכדאיתא (תענית ט'.) שכל נבואה מרומז בתורת משה להורות בזה שלא נתחדש כלל בד""ת. ולצת ל"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, Proverbs 23:1",Taanit,," הד""ת, אלו נקבעים בלבו בקביעות שלא יניח לו להסיח דעת מהם.(תפארת יוסף תענית כ'. ד""ה היתה)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, Job 28:1",,," יתלבש דרך התלבשות הלבושים וממילא יהיה מקום לעבודת האדם.(תפארת יוסף שבועות ד""ה בשעה ב')"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, I Chronicles 12:1",,," החודש ועי""ז לפעמים היו מאיימין על העדים שנראה בזמנו לעברו, כמו שכתב (ר""ה כ""א.) והוא ע""י שהרגישו שהקדושה צריך לקבוע ביום זה והיה בו קדושה כמ""ש "
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Writings, I Chronicles 28:1",,," אז השי""ת ממציא לו ומכיר איך אורו של השי""ת נמצא בתפיסתו.(תפארת יוסף ר""ה י""ח.)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Berakhot 4b:1",,,"), ולזה בפותח את ידך נאמר הקפיטיל באלפ""א בית""א להורות על השפעה הי"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Berakhot 8a:1",,," כי זה עיקר המכוון בדבר הלכה והוא עושה דירה לשכינתא בלביה.(פרי צדיק בראשית א', יתרו י""ב)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Berakhot 62b:1",Berakhot,," ואותה רגע הוא מדת שלמה המלך ע""ה ואז השינה טובה כאסטמא כנ""ל. וכן איתא (ברכות נ""ה:) כי החלומות שסמוך לעלות השחר מתקימין, כי הם מכלל אחד מששים בנבוא"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Eruvin 13b:1",Rosh Hashanah,," גדולה מאוד, כי תתיירא פן תפסיד ח""ו מסיבת הספקות והסתרות.(סוד ישרים ראש השנה כ""ח)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Yoma 85b:1",Yoma,," שכל חיותו הוא רק ממקור החיים מהשי""ת, זהו הטהרה של האדם.(תפארת יוסף יומא פ""ה:)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Taanit 8b:1",,," שיש לו חיבור עם אורו ית' ממילא הוה התשובה ג""כ בלי גבול.(תפארת יוסף תענית י""א. ד""ה מר עוקבא)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Taanit 15a:1",,," שילכו בעבודה יעוררו קדושה זאת הקבועה בלבם מקדושת אבות.(תפארת יוסף תענית ט""ו. ד""ה סדר)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Megillah 9b:1",,," פתח חדש ומראה להם שלא הטו מרצונו ית' אפילו כחוט השערה.(תפארת יוסף מגילה ט': ד""ה אין)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Nedarim 25a:1",,," מחולקין לז' וח' וי""א וי""ג וכן מחולקין במשנה הל""ט מלאכות במספר זה (שבת ע""ג.) י""א סדורא דפת מהזורע עד האופה, וי""ג סדורא דמלבוש מהגוזז עד הקור"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Sotah 47a:1",,,") והשאור הוא תיקון העיסה ואיתא (ברכות ל""ד.) בשאור דמיעוטו יפה.(דובר צדק י""ב: ד""ה שם)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Gittin 43a:1",,," כשלון זולתו כמו שכתיב (תהלים צ""א,ח') ושלומת רשעים תראה.(תפארת יוסף חגיגה ג': ד""ה ואף)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Talmud, Chullin 139b:1",Taanit,," לנגדו בשגם הוא בשר.(תפארת יוסף וילך ד""ה וילך, וילך שבת תשובה ד""ה וילך,תענית י""א. ד""ה מר עוקבא)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Collectanea, Siddur 3",,," ושוב אינו אצלו כמשא ואדרבא כי רואה אז שהמצוה נושא אותו וכמו שמצינו (סוטה ל'.) אצל הארון שנשא נושאיו, עצמו לא כל שכן.(בית יעקב ויקרא בהר ד')"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Collectanea, Siddur 4",Exodus,,ועל הנסים וכו' וזדים ביד עוסקי תורתך. איתא בזוהר (שמות ה'.) ר' יודן אמר ממעונות אריות אלין תלמידי חכמים דעסקין באורייתא במעונות
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Collectanea, Siddur 4",Exodus,," כנחש חגרהו על מתניך כי הם ממשיכים אור הש""י בכח גדול.(תפארת החנוכי שמות כ""ו:)"
Mei HaShiloach,"Mei HaShiloach, Mei HaShiloach Anthology, Collectanea, Siddur 5",Genesis,, הוא ולעזוב דעתו ולא להציב מצדו שום כלי קיבול.(בית יעקב בראשית פרשת בראשית ב')
Messilat Yesharim,"Messilat Yesharim, Introduction 28",,,"): ""הן"" אחת, שכן בלשון יוני קורין ל""אחת"" הן. הרי שהיראה היא חכמה "
Messilat Yesharim,"Messilat Yesharim, Introduction 34",Shabbat,,): מה הוא רחום אף אתה רחום וכו'. וכלל כל זה שינהג האדם כל מדותיו 
Messilat Yesharim,"Messilat Yesharim, Introduction 40",,," שאמרו בברייתא, הובאה במקומות שונים בש""ס ואחד מהם בפרק לפני אידיהן (עבודה זרה דף כ), זה לשונו:"
Messilat Yesharim,Messilat Yesharim 1:13,Chullin,,"ובענין אבני המקום שלקח יעקב ושם מראשותיו אמרו (חולין צב): אמר רבי יצחק: מלמד שנתקבצו כולן למקום אחד והיתה כל אחת אומרת, "
Messilat Yesharim,Messilat Yesharim 1:16,Avodah Zarah,," העולם הזה דומה לפרוזדור, כמו שאמרו ז""ל: היום לעשותם ומחר לקבל שכרם (ע""ז ב). מי שטרח בערב שבת, יאכל בשבת. העולם הזה דומה ליבשה, והעולם הבא "
Messilat Yesharim,Messilat Yesharim 3:7,Eruvin,,"ודבר זה הודיעונו חכמינו זכרונם לברכה באמרם (עירובין יג): נוח לו לאדם שלא נברא יותר משנברא, ועכשיו שנברא יפשפש במעשיו, ו"
Messilat Yesharim,Messilat Yesharim 3:13,,,): 
Messilat Yesharim,Messilat Yesharim 3:16,,,"): תשת חושך ויהי לילה (תהלים קד), זה העולם הזה, שדומה ללילה. "
Messilat Yesharim,Messilat Yesharim 4:20,,,"): ומגיד לאדם מה שיחו, אפילו שיחה קלה שבין איש לאשתו, מגידים לו ל"
Messilat Yesharim,Messilat Yesharim 4:21,,,"עוד אמרו (יבמות קכא): וסביביו נשערה מאד, מלמד שהקדוש ברוך הוא מדקדק עם חסידיו כחוט ה"
Messilat Yesharim,Messilat Yesharim 5:7,,,): בראתי יצר הרע בראתי לו תורה תבלין. 
Messilat Yesharim,Messilat Yesharim 5:22,,,"): שהלץ מביא היסורין עליו, והוא מה שהכתוב עצמו מבאר בפירוש (משלי "
Messilat Yesharim,Messilat Yesharim 5:24,,,"): קשה הליצנות שתחלתו יסורין וסופו כליה, שנאמר: פן יחזקו מוסריכם "
Messilat Yesharim,Messilat Yesharim 5:26,Avodah Zarah,,"): אם הלך, סופו לעמוד. ואם עמד, סופו לישב. ואומר (תהלים כו): לא י"
Messilat Yesharim,Messilat Yesharim 6:7,,,"): בדברים הצריכים חיזוק, תורה ומעשים טובים. ומקרא מלא הוא (יהושע "
Messilat Yesharim,Messilat Yesharim 7:7,,,"ואמרו (נזיר ג): לעולם יקדים אדם לדבר מצוה, שלפי שהקדימה בכירה לצעירה, זכתה וקד"
Messilat Yesharim,Messilat Yesharim 7:9,Psalms,,): בתוך עלמות תופפות. 
Messilat Yesharim,Messilat Yesharim 7:15,Sanhedrin,,") יחסו לו השבח הזה, על שמיהר במלאכת בנין הבית ולא נתעצל בה לאחר א"
Messilat Yesharim,Messilat Yesharim 9:4,Eruvin,," אלא מנהג הפועלים העושים מלאכה אצל משכיריהם, וכענין מה שהיה אומר (עירובין סה): ""אגירי דיומא אנן"", וכדרך יוצאי הצבא במערכותיהם אשר אכילתם בחיפ"
Messilat Yesharim,Messilat Yesharim 9:17,,,כלל להבחין בין שתי היראות הוא מה שחלקו חכמים זכרונם לברכה באמרם (פסחים ח): היכא דשכיח היזיקא שאני. 
Messilat Yesharim,Messilat Yesharim 9:19,Chullin,,"ועל כיוצא בזה נאמר (חולין מו): ריעותא דלא חזינן לא מחזקינן, ואין לו לחכם אלא מה שעיניו רואות."
Messilat Yesharim,Messilat Yesharim 11:2,,,"): גזל ועריות, נפשו של אדם מחמדתן ומתאוה להן."
Messilat Yesharim,Messilat Yesharim 11:6,Bava Metzia,," להרגילן שיבואו אצלו. ולא התירו חכמים, אלא מפני שגם חבירו יכול לעשות כן (בבא מציעא ס). "
Messilat Yesharim,Messilat Yesharim 11:7,,,"): קשה גזל הדיוט מגזל גבוה, שזה הקדים חטא למעילה וכו'. "
Messilat Yesharim,Messilat Yesharim 11:9,Taanit,," שלום לא השיב לתלמידי חכמים שנתנו לו שלום, שלא ליבטל ממלאכת רעהו (תענית כג). ויעקב אבינו עליו השלום מבאר בפיו ואומר (בראשית לא): הייתי ביום"
Messilat Yesharim,Messilat Yesharim 11:11,,,"): עבירות שבין אדם לחברו, אין יום הכפורים מכפר עד שירצה את חברו."
Messilat Yesharim,Messilat Yesharim 11:11,,,): שכירות מכירה ליומיה. וכל מה שיקח מהן להנאת עצמו באיזה אופן שיה
Messilat Yesharim,Messilat Yesharim 11:19,,,"): אפילו לרמות את הגוי, אסור, וקרא כתיב (צפניה ג): שארית ישראל לא"
Messilat Yesharim,Messilat Yesharim 11:20,Bava Metzia,,וכן אמרו (בבא מציעא ס): אין מפרכסין את הכלים הישנים שיראו כחדשים.
Messilat Yesharim,Messilat Yesharim 11:22,Taanit,, נוטל נפשו ממנו. הרי לך חומר העון הזה אפילו בשיעור מועט. ואמרו עוד (תענית ז): אין הגשמים נעצרים אלא בעון גזל. ועוד אמרו (ויקרא רבה לג): קופה
Messilat Yesharim,Messilat Yesharim 11:25,,,): קשה עונשן של מדות מעונשן של עריות וכו'. ואמרו (שם): הסיטון מקנ
