Index Title,Shevuot
Shevuot 44a:4,"Meinst du? R. Jiçḥaq ist dieser Ansicht nur in dem Falle, wenn er von ihm das Pfand nicht beim Borgen<sup>124</sup><i class=""footnote"">Sondern später, per Exekution.</i>genommen hat, sagte er dies etwa auch von dem Falle, wenn er von ihm das Pfand beim Borgen genommen hat!? –"
Shevuot 44a:5,"Vielmehr, in dem Falle, wenn er von ihm das Pfand nicht beim Borgen genommen hat, sind alle der Ansicht R. Jiçḥaqs, hier aber handelt es sich um den Fall, wenn er von ihm das Pfand beim Borgen genommen hat,"
Shevuot 44a:6,"und zwar streiten sie über den Hüter eines Fundes, Es wurde nämlich gelehrt: Der Hüter eines Fundes gilt, wie Rabba sagt, als unentgeltlicher Hüter,"
Shevuot 44b:1,"und wie R. Joseph sagt, als Lohnhüter<sup>125</sup><i class=""footnote"">Da er dadurch eine gottgefällige Handlung ausübt und von Gott belohnt wird; dies gilt auch vom Besitzer des Pfandes, da er durch das Borgen eine gottgefällige Handlung ausübt.</i>. –"
Shevuot 44b:2,"[Demnach streiten] Tannaím über die Ansicht R. Josephs? – Nein, hinsichtlich des Fund-Hüters sind alle der Ansicht R. Josephs, und sie streiten vielmehr über den Fall, wenn der Gläubiger das Pfand benutzt<sup>126</sup><i class=""footnote"">Und er dem Eigentümer die Benutzung vergütet.</i>; einer ist der Ansicht, er übe dennoch eine gottgefällige Handlung aus, und der andere ist der Ansicht, er übe dann keine gottgefällige Handlung aus. –"
Shevuot 44b:3,"Es wäre anzunehmen, daß hierüber<sup>127</sup><i class=""footnote"">Über die vorangehende Lehre Šemuéls.</i>folgende Tannaím [streiten]: Wenn jemand seinem Nächsten [Geld] auf ein Pfand geborgt hat und das Erlaßjahr<sup>128</sup><i class=""footnote"">In dem alle Forderungen verfallen, jedoch nicht, wenn der Gläubiger ein Pfand hat.</i>eingetreten ist, so verfällt [die Schuld] nicht, selbst wenn [das Pfand] nur die Hälfte wert ist – so R. Šimo͑n b. Gamliél; R. Jehuda der Fürst sagt, wenn der Wert des Pfandes der Schuld entspricht, verfällt sie nicht, wenn aber nicht, verfalle sie wohl."
Shevuot 44b:4,"Wie ist nun das ‘verfällt nicht’ des ersten Autors zu verstehen: wollte man sagen, im entsprechenden Werte, demnach wäre R. Jehuda der Fürst der Ansicht, daß auch der entsprechende Wert verfalle; wozu hält er demnach das Pfand!?"
Shevuot 44b:5,"Doch wohl vollständig, und sie streiten über die Lehre Šemuéls. –"
Shevuot 44b:6,"Nein, tatsächlich im entsprechenden Werte, und ihr Streit besteht in folgendem: der erste Autor ist der Ansicht, im entsprechenden Werte<sup>129</sup><i class=""footnote"">Verfalle die Schuld nicht.</i>, und R. Jehuda der Fürst ist der Ansicht, auch der entsprechende Wert verfalle. Wenn du aber einwendest: wozu hält er demnach das Pfand? Um die Sache in Erinnerung zu behalten."
Shevuot 44b:7,
Shevuot 44b:8,"<b>A</b>LLE, <small>DIE NACH DER</small> T<small>ORA ZU SCHWÖREN HABEN, SCHWÖREN UND ZAHLEN NICHT</small><sup>1</sup><i class=""footnote"">Dh. der Eid wird dem Beklagten zugeschoben.</i>, <small>FOLGENDE ABER SCHWÖREN UND ERHALTEN</small> [B<small>EZAHLUNG</small>]: <small>DER</small> L<small>ÖHNER, DER</small> B<small>ERAUBTE, DER</small> V<small>ERWUNDETE, DESSEN</small> G<small>EGNER EIDESVERDÄCHTIG IST, UND DER</small> K<small>RÄMER AUF</small> G<small>RUND SEINER</small> K<small>LADDE</small>."
Shevuot 44b:9,"<sup>i</sup> D<small>ER</small> L<small>ÖHNER ZUM</small> B<small>EISPIEL: WENN ER ZU JENEM SAGT: GIB MIR MEINEN</small> L<small>OHN, DEN ICH BEI DIR HABE, UND JENER SAGT: ICH HABE IHN DIR BEREITS GEGEBEN, DIESER ABER SAGT: ICH HABE IHN NICHT ERHALTEN, SO SCHWÖRT DIESER UND ERHÄLT IHN</small>. R. J<small>EHUDA SAGT, NUR WENN EIN</small> T<small>EIL EINGESTANDEN WIRD; WENN ZUM</small> B<small>EISPIEL DIESER ZU IHM SAGT: GIB MIR DIE FÜNFZIG</small> D<small>ENAR, DIE ICH BEI DIR HABE, UND JENER SAGT: DU HAST BEREITS EINEN</small> G<small>OLD-</small>D<small>ENAR</small><sup>2</sup><i class=""footnote"">Ein Gold-Denar hat 25 Silber-Denar.</i> <small>ERHALTEN</small>."
Shevuot 44b:10,"<sup>ii</sup> D<small>ER</small> B<small>ERAUBTE, ZUM</small> B<small>EISPIEL: WENN</small> Z<small>EUGEN BEKUNDEN, DASS ER UNBEFUGT IN SEIN</small> H<small>AÜS EINGETRETEN IST, UM IHN ZU PFÄNDEN, UND DIESER SAGT: DU HAST MEINE</small> G<small>ERÄTE MITGENOMMEN, JENER ABER SAGT: ICH HABE NICHTS MITGENOMMEN, SO SCHWÖRT DIESER UND ERHÄLT</small> [B<small>EZAHLUNG</small>]. R. J<small>EHUDA SAGT, NUR WENN EIN</small> T<small>EIL EINGESTANDEN WIRD; WENN ZUM</small> B<small>EISPIEL DIESER SAGT: DU HAST ZWEI GERÄTE GENOMMEN, UND JENER SAGT: ICH HABE NUR EINES GENOMMEN</small>."
Shevuot 44b:11,"<sup>iii</sup> D<small>ER</small> V<small>ERWUNDETE, ZUM</small> B<small>EISPIEL: WENN</small> Z<small>EUGEN BEKUNDEN, DASS ER BEI IHM UNVERSEHRT HINEINGEGANGEN UND VERWUNDET HERAUSGEKOMMEN IST, UND DIESER SAGT: DU HAST MICH VERWUNDET, JENER ABER SAGT: ICH HABE DICH NICHT VERWUNDET, SO SCHWÖRT DIESER UND ERHÄLT</small> [E<small>NTSCHÄDIGUNG</small>]<small></small>. R. J<small>EHUDA SAGT, NUR WENN EIN</small> T<small>EIL EINGESTANDEN WIRD, WENN ZUM</small> B<small>EISPIEL DIESER SAGT: DU HAST MIR ZWEI</small> W<small>UNDEN BEIGEBRACHT, UND JENER SAGT: ICH HABE DIR NUR EINE</small> W<small>UNDE BEIGEBRACHT</small>."
Shevuot 44b:12,"<sup>iv</sup>D<small>ESSEN</small> G<small>EGNER EIDESVERDÄCHTIG IST, ZUM</small> B<small>EISPIEL: 
</small>"
Shevuot 45a:1,"WENN ER<sup>3</sup><i class=""footnote"">Der Beklagte.</i> <small>HINSICHTLICH EINES</small> Z<small>EUGNISEIDES ODER EINES</small> D<small>EPOSITENEIDES ODER SOGAR EINES</small> N<small>ICHTIGKEITSSCHWURES</small> [<small>VERDÄCHTIG IST</small>]<small>, ODER ER WÜRFELSPIELER</small>, W<small>UCHERER</small>, T<small>AUBENFLIEGENLASSER</small><sup>4</sup><i class=""footnote"">Cf. Syn Fol. 25a.</i> <small>ODER</small> S<small>IEBENTJAHRSFRUCHT-</small>H<small>ÄNDLER</small><sup>5</sup><i class=""footnote"">Cf. Syn. Fol. 25b.</i> <small>IST, SO SCHWÖRT SEIN</small> G<small>EGNER UND ERHÄLT</small> [B<small>EZAHLUNG</small>]<small>.
</small>"
Shevuot 45a:2,"SIND BEIDE EIDESVERDÄCHTIG, SO KEHRT DER E<small>ID ZU SEINER URSPRÜNGLICHEN</small> S<small>TELLE ZURÜCK –</small> so R. J<small>OSE; R</small>. M<small>EÍR SAGT, SIE TEILEN. 
</small>"
Shevuot 45a:3,"<sup>v</sup> D<small>ER</small> K<small>RÄMER AUF</small> G<small>RUND SEINER</small> K<small>LADDE, ZUM</small> B<small>EISPIEL: NICHT ETWA, WENN ER SAGT: IN MEINER</small> K<small>LADDE STEHT GESCHRIEBEN, DASS DU MIR ZWEIHUNDERT</small> Z<small>UZ SCHULDEST, SONDERN, WENN JENER ZU IHM GESAGT HATTE</small>: G<small>IB MEINEM</small> S<small>OHNE ZWEI</small> S<small>EA͑</small> W<small>EIZEN, GIB MEINEN</small> A<small>RBEITERN FÜR EINEN</small> S<small>ELA͑</small> M<small>ÜNZE, UND DIESER SAGT: ICH HABE GEGEBEN, JENE ABER SAGEN: WIR HABEN NICHTS ERHALTEN, SO SCHWÖRT ER UND ERHÄLT</small> [B<small>EZAHLUNG</small>]<small>, UND JENE SCHWÖREN UND ERHALTEN SIE EBENFALLS</small>."
Shevuot 45a:4,"B<small>EN</small> N<small>ANNOS SAGTE: WIESO LASSE MAN BEIDE ZU EINEM</small> M<small>EINEIDE KOMMEN</small><sup>6</sup><i class=""footnote"">Dh. wieso sollte man es zulassen, daß durch das Schwören beider Parteien ein Meineid geleistet werde.</i>!? V<small>IELMEHR ERHÄLT SIE DIESER OHNE EID</small>, <small>UND JENE ERHALTEN SIE EBENFALLS OHNE</small> E<small>ID</small>."
Shevuot 45a:5,"<sup>vi</sup> W<small>ENN JEMAND ZU EINEM</small> K<small>RÄMER SAGTE: GIB MIR FÜR EINEN</small> D<small>ENAR</small> F<small>RÜCHTE, UND ER SIE IHM GEGEBEN HAT, UND ALS DIESER DARAUF ZU IHM SAGTE: GIB MIR DEN</small> D<small>ENAR, JENER IHM ERWIDERT: ICH HABE IHN DIR BEREITS GEGEBEN, UND DU HAST IHN IN DIE</small> G<small>ELDKASSE GELEGT, SO SCHWÖRT DER</small> H<small>AUSHERR</small><sup>7</sup><i class=""footnote"">Dieser Ausdruck wird im T. überall als Ggs. zum Handwerker, Kaufmann, Arbeiter gebraucht.</i><small>, DASS ER IHM DEN</small> D<small>ENAR GEGEBEN HAT</small>. W<small>ENN ER ZU IHM</small><sup>8</sup><i class=""footnote"">Nachdem er ihm das Geld gegeben hat.</i> <small>SAGT: GIB MIR DIE</small> F<small>RÜCHTE, UND DIESER IHM ERWIDERT: ICH HABE SIE DIR GEGEBEN, UND DU HAST SIE NACH DEINER</small> W<small>OHNUNG GEBRACHT, SO SCHWÖRT DER</small> K<small>RÄMER</small>. R. J<small>EHUDA SAGT, WER DIE</small> F<small>RÜCHTE IN</small> H<small>ÄNDEN HAT, HAT DIE</small> O<small>BERHAND</small><sup>9</sup><i class=""footnote"">Der Hausherr braucht also (im 1. Falle) nicht zu schwören.</i>."
Shevuot 45a:6,"W<small>ENN JEMAND ZU EINEM</small> W<small>ECHSLER SAGTE: GIB MIR FÜR EINEN</small> D<small>ENAR</small> M<small>ÜNZE, UND ER SIE IHM GEGEBEN HAT, UND ALS DIESER DARAUF ZU IHM SAGTE: GIB MIR DEN</small> D<small>ENAR, JENER IHM ERWIDERT, ICH HABE IHN DIR BEREITS GEGEBEN, UND DU HAST IHN IN DIE</small> G<small>ELDICASSE GELEGT, SO SCHWÖRT DER</small> H<small>AUSHERR; WENN ER IHM ABER DEN</small> D<small>ENAR GEGEBEN HAT, UND ALS JENER DARAUF ZU IHM SAGT: GIB MIR DAS</small> K<small>LEINGELD, DIESER IHM ERWIDERT: ICH HABE ES DIR BEREITS GEGEBEN, UND DU HAST ES IN DEINE</small> T<small>ASCHE GELEGT, SO SCHWÖRT DER</small> W<small>ECHSLER</small>. R. J<small>EHUDA SAGT, EIN</small> W<small>ECHSLER PFLEGE NICHT EINEN</small> A<small>SSAR ZU GEBEN, BEVOR ER DEN</small> D<small>ENAR</small> erhalten hat."
Shevuot 45a:7,"W<small>IE SIE AUCH GESAGT HABEN, WENN</small> [<small>EINE</small> F<small>RAU</small>] <small>IHRE</small> M<small>ORGENGABE REDUZIERT</small><sup>10</sup><i class=""footnote"">Wenn sie zugibt, einen Teil derselben erhalten zu haben; cf. Ket. Fol. 87a.</i>, <small>SEI SIE NUR GEGEN</small> E<small>ID AUSZUZAHLEN; WENN EIN EINZELNER</small> Z<small>EUGE BEKUNDET, SIE SEI BEZAHLT, SEI SIE NUR GEGEN</small> E<small>ID AUSZUZAHLEN; VON BELASTETEN</small> G<small>ÜTERN UND VON</small> G<small>ÜTERN DER</small> W<small>AISEN SEI SIE NUR GEGEN</small> E<small>ID AUSZUZAHLEN; WENN SIE SIE IN SEINER</small><sup>11</sup><i class=""footnote"">Ihres geschiedenen Ehemannes.</i>A<small>BWESENHEIT AUSBEZAHLT HABEN WILL, SEI SIE NUR GEGEN</small> E<small>ID AUSZUZAHLEN</small>."
Shevuot 45a:8,"<sup>vii</sup> F<small>ERNER KÖNNEN AUCH</small> W<small>AISEN NUR GEGEN</small> E<small>ID</small> B<small>EZAHLUNG ERHALTEN</small>, [<small>SIE SPRECHEN</small>:] <small>EIN</small> S<small>CHWUR, DASS UNSER</small> V<small>ATER UNS NICHT HINTERLASSEN HAT, DASS ER UNS NICHT GESAGT HAT, UND DASS WIR UNTER SEINEN</small> S<small>CHRIFTEN NICHT GEFUNDEN HABEN, DASS DIESER</small> S<small>CHULDSCHEIN BEZAHLT IST</small>. R. J<small>OḤANAN B</small>. B<small>EROOA SAGTE</small>: S<small>ELBST WENN DER</small> S<small>OHN NACH DEM</small> T<small>ODE DES</small> V<small>ATERS GEBOREN WURDE, MUSS ER SCHWÖREN UND ERHÄLT</small> [<small>ERST DANN</small> B<small>EZAHLUNG</small>]<small></small>. R. Š<small>IMO͑N B</small>. G<small>AMLIÉL SAGTE</small>: S<small>IND</small> Z<small>EUGEN VORHANDEN, DASS DER</small> V<small>ATER VOR SEINEM</small> T<small>ODE GESAGT HAT, DIESER</small> S<small>CHULDSCHEIN SET NICHT BEZAHLT, SO ERHÄLT ER</small> [B<small>EZAHLUNG</small>] <small>OHNE</small> E<small>ID</small>."
Shevuot 45a:9,"F<small>OLGENDE SCHWÖREN, OHNE DASS AN SIE EINE</small> F<small>ORDERUNG</small><sup>12</sup><i class=""footnote"">Sc. eine präzisierte; cf. infra Fol. 48b.</i><small>GESTELLT WIRD</small>: G<small>EMEINSCHAFTER</small>, T<small>EILPÄCHTER</small>, V<small>ORMUNDE, EINE</small> F<small>RAU, DIE IM</small> H<small>AUSE DAS</small> G<small>ESCHÄFT</small><sup>13</sup><i class=""footnote"">Die der Ehemann dazu bevollmächtigt hat.</i><small>FÜHRT, UND EIN</small> H<small>AUSFAKTOTUM</small>. <sup>viii</sup> S<small>AGT DIESER</small><sup>14</sup><i class=""footnote"">Einer der hier genannten Personen zum Kläger.</i><small>ZU IHM: WAS VERLANGST DU VON MIR, UND ERWIDERT JENER: ICH WILL, DASS DU MIR EINEN</small> E<small>ID LEISTEN SOLLST, SO IST ER SCHULDIG</small>."
Shevuot 45a:10,"H<small>ABEN DIE</small> G<small>EMEINSCHAFTER UND DIE</small> T<small>EILPÄCHTER BEREITS GETEILT, SO KANN ER IHM KEINEN</small> E<small>ID MEHR ZUSCHIEBEN; HAT ER ABER EINEN EID WEGEN EINER ANDEREN</small> S<small>ACHE ZU LEISTEN, SO WIRD ER IHM AUCH WEGEN DIESER ZUGESCHOBEN</small><sup>15</sup><i class=""footnote"">Vgl. S. 327 Anm. 50.</i>. D<small>AS</small> E<small>RLASSJAHR ERWIRKT AUCH DIE</small> E<small>RLASSUNG DES EIDES</small><sup>16</sup><i class=""footnote"">Bei präzisierten Geldforderungen.</i>."
Shevuot 45a:11,"GEMARA. A<small>LLE, DIE NACH DER</small> T<small>ORA ZU SCHWÖREN HABEN, SCHWÖREN UND ZAHLEN NICHT</small>. Woher dies? – Die Schrift sagt:<sup>17</sup><i class=""footnote"">Ex. 22,10.</i><i>der Eigentümer soll dies</i><sup>18</sup><i class=""footnote"">Den Eid.</i><i>annehmen, und jener braucht nicht zu bezahlen</i>, wer zu: bezahlen hat, hat den Eid zu leisten."
Shevuot 45a:12,"F<small>OLGENDE ABER SCHWÖREN UND ERHALTEN</small> &amp;<small>C</small>. Weshalb gerade der Löhner? – Die Rabbanan haben für ihn eine Vorsorge getroffen, daß er schwöre und [seinen Lohn] erhalte. R. Jehuda sagte im Namen Šemuéls: Hierbei lehrten sie bedeutende Halakhoth. – Sind diese denn Halakhoth<sup>19</sup><i class=""footnote"">Enter H. werden gewöhnlich überlieferte Lehren verstanden.</i>!? – Sage vielmehr, hierbei treffen sie bedeutende Verordnungen. –"
Shevuot 45a:13,"‘Bedeutende’, demnach gibt es auch unbedeutende!?"
Shevuot 45a:14,"Vielmehr, sagte R. Naḥman im Namen Šemuéls, hierbei treffen sie feststehende Verordnungen: die Rabbanan haben den Eid dem Hausherrn abgenommen und ihn dem Löhner auferlegt, wegen seines Lebensunterhaltes. – Ist denn wegen des Lebensunterhaltes des Löhners dem Hausherrn ein Schaden zuzufügen!? – Dem Hausherrn selber ist es lieb, daß der Löhner schwöre und [seinen Lohn] erhalte, damit sich ihm Arbeiter vermieten. –"
Shevuot 45a:15,"Im Gegenteil, dem Löhner ist es ja lieb, daß der Hausherr schwöre und [von der Zahlung] befreit werde, damit der Hausherr ihn miete!? – Der Hausherr ist [Löhner] zu mieten gezwungen. – Auch der Löhner ist ja sich zu vermieten gezwungen!? – Vielmehr, der Hausherr ist mit seinen Arbeitern beschäftigt<sup>20</sup><i class=""footnote"">Somit ist anzunehmen, daß er sich im Irrtum befindet.</i>. –"
Shevuot 45a:16,Sollte er ihm doch ohne Eid bezahlen!? –
Shevuot 45a:17,Um den Hausherrn zu beschwichtigen. – Sollte er ihm doch vor Zeugen zahlen!? – Dies wäre ihm lästig. – Sollte er ihm doch vorher zahlen!? – Beiden ist es nachher lieber. –
Shevuot 45b:1,"Demnach sollte dies<sup>21</sup><i class=""footnote"">Daß angenommen werde, der Irrtum befinde sich auf Seiten des Hausherrn.</i>auch von der Preisvereinbarung gelten, während gelehrt wird, daß, wenn der Handwerker sagt: ich habe mit dir nur einen vereinbart, derjenige, der vom anderen fordert,<sup>22</sup><i class=""footnote"">Der Handwerker.</i>, den Beweis zu erbringen habe!? – Die Preisvereinbarung behält man entschieden. –"
Shevuot 45b:2,"Demnach sollte dies auch von dem Falle gelten, wenn die Zahlungsfrist<sup>23</sup><i class=""footnote"">Cf. Bm. Fol. 106b.</i>verstrichen ist, während gelehrt wird, daß, wenn die Zahlungsfrist verstrichen ist, und er ihm nicht gezahlt hat, er<sup>24</sup><i class=""footnote"">Der Löhner.</i>nicht mehr schwören und [seinen Lohn] erhalten könne!? –"
Shevuot 45b:3,"Es ist feststehend, daß der Hausherr nicht das Verbot des Übernachtenlassens<sup>25</sup><i class=""footnote"">Des Lohnes des Arbeiters, den er ihm vor Anbruch der Nacht zu geben hat; cf. Lev. 19,13.</i>übertrete. – Du sagtest ja aber, der Hausherr sei mit seinen Arbeitern beschäftigt!? – Dies nur bevor die Zeit seiner Verpflichtung heranreicht, sobald aber die Zeit seiner Verpflichtung heranreicht, obliegt es ihm und er denkt daran. –"
Shevuot 45b:4,"Sollte denn der Löhner das Verbot des Raubens übertreten<sup>26</sup><i class=""footnote"">Cf. Lev. 19,13. Es gilt also als präsumtiv, daß er seinen Lohn nicht erhalten hat.</i>!? Für den Hausherrn gibt es zwei Präsumtionen, erstens begeht der Hausherr nicht das Verbot des Übernachtenlassens und zweitens läßt der Löhner seinen Lohn nicht zurück."
Shevuot 45b:5,"R. Naḥman sagte im Namen Šemuéls: Sie lehrten dies nur von dem Falle, wenn er ihn vor Zeugen gemietet hat, wenn er ihn aber ohne Zeugen gemietet hat, so ist er, da er sagen könnte: ich habe dich überhaupt nicht gemietet, auch glaubhaft<sup>27</sup><i class=""footnote"">Auch ohne Eid.</i>; wenn er sagt, ich habe dich gemietet und dir deinen Lohn bezahlt. R. Jiçḥaq sprach zu ihm: Recht so, so sagte auch R. Joḥanan. –"
Shevuot 45b:6,"Demnach streitet Reš Laqiš gegen ihn? – Manche sagen, er trank<sup>28</sup><i class=""footnote"">Vgl. S. 369 Anm. 53.</i>gerade und schwieg daher und manche sagen, er wartete<sup>28</sup><i class=""footnote"">Vgl. S. 369 Anm. 53.</i>ab und schwieg."
Shevuot 45b:7,"Es wurde auch gelehrt: R. Menasja b. Zebid sagte im Namen Rabhs: Sie lehrten dies nur von dem Falle, wenn er ihn vor Zeugen gemietet hat, wenn er ihn aber ohne Zeugen gemietet hat, so ist er, da er sagen könnte: ich habe dich überhaupt nicht gemietet, auch glaubhaft, wenn er sagt: ich habe dich gemietet und dir deinen Lohn bezahlt."
Shevuot 45b:8,"Rami b. Ḥama sagte: Wie vortrefflich ist diese Lehre! Raba sprach zu ihm: Worin besteht die Vortrefflichkeit; wieso könnte demnach der Hüter-Eid<sup>29</sup><i class=""footnote"">Daß sich ein Unfall ereignet hat, für den der Hüter nicht verantwortlich ist; cf. Ex. 22,9ff.</i>vorkommen, zu dem der Allbarmherzige verpflichtet hat, [man sollte doch sagen:] da er sagen könnte, er wisse<sup>30</sup><i class=""footnote"">Vgl. Bd. III S. 243 Anm. 273.</i> von nichts, sei er auch glaubhaft, wenn er sagt, es habe sich ein Unfall ereignet!? –"
Shevuot 45b:9,"Wenn er es ihm vor Zeugen übergeben hat. – Da er sagen könnte, er habe es ihm zurückgegeben, sollte er auch glaubhaft sein, wenn er sagt, es habe sich ein Unfall ereignet!? –"
Shevuot 45b:10,"Wenn er es ihm gegen einen Schein übergeben<sup>31</sup><i class=""footnote"">Die Ablieferung sollte gegen Auslieferung des Scheines erfolgen.</i>hat. –"
Shevuot 45b:11,"Demnach wären beide der Ansicht, wenn jemand seinem Nächsten etwas vor Zeugen zur Verwahrung gibt, brauche dieser es ihm nicht vor Zeugen zurückzugeben, wenn aber gegen einen Schein, müsse er es ihm vor Zeugen zurückgeben."
Shevuot 45b:12,"Rami b. Ḥama sprach über R. Šešeth folgenden Schriftvers:<sup>32</sup><i class=""footnote"">iSam. 21,13.</i><i>da nahm sich David diese Worte zu Herzen</i>. R. Šešeth traf nämlich einst Rabba b. Šemuél und fragte ihn: Hat der Meister etwas über [das Gesetz vom] Löhner gelernt!? – Dieser erwiderte: Jawohl, ich habe folgendes gelernt: Zur Frist schwört der Löhner und erhält [seinen Lohn]; und zwar, wenn er zu ihm sagt: du hast mich gemietet und mir meinen Lohn nicht gezahlt, und jener sagt: ich habe dich gemietet und dir deinen Lohn gezahlt; wenn er aber zu ihm sagt: du hast mit mir zwei vereinbart und jener sagt: ich habe mit dir nur einen vereinbart, so hat, wer von seinem Nächsten fordert, den Beweis zu erbringen."
