Index Title,Ibn Ezra on Genesis
Ibn Ezra on Genesis 45:26:1,"<b>ויפג לבו.</b> מגזרת ""אל תתני פוגת לך"" (איכה ב יח)<i data-commentator=""Yahel Ohr"" data-order=""מב""></i><i data-commentator=""Karnei Ohr"" data-order=""יז""></i> והטעם שעמד לבו ודמם, כטעם ""וימת לבו"" (ש""א כה לז)<i data-commentator=""Yahel Ohr"" data-order=""מג""></i>, כי לא האמין<i data-commentator=""Yahel Ohr"" data-order=""מד""></i><i data-commentator=""Karnei Ohr"" data-order=""יח""></i>, ויהי כראותו העגלות ותחי רוחו<i data-commentator=""Yahel Ohr"" data-order=""מה""></i><i data-commentator=""Karnei Ohr"" data-order=""יט""></i>, ואל תתמה על מלת ויפג<i data-commentator=""Yahel Ohr"" data-order=""מו""></i>, כי כן דרך הנביאים לדבר, כמו ""ונשמה לא נשארה בי"" (דניאל יו""ד יז)<i data-commentator=""Yahel Ohr"" data-order=""מז""></i>:"
Ibn Ezra on Genesis 45:28:1,"<b>רב עוד יוסף.</b> רב לי זאת השמחה<i data-commentator=""Yahel Ohr"" data-order=""מח""></i><i data-commentator=""Karnei Ohr"" data-order=""כ""></i>:"
Ibn Ezra on Genesis 46:3:1,"<b>מרדה.</b> מקור, והוא חסר הפ""א<i data-commentator=""Yahel Ohr"" data-order=""א""></i> כמו ""אשר תנה הודך"" (תה' ח ב)<i data-commentator=""Yahel Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 46:4:1,"<b>וטעם אעלך גם עלה.</b> שיקבר בארץ ישראל<i data-commentator=""Yahel Ohr"" data-order=""ג""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i>:"
Ibn Ezra on Genesis 46:4:2,"<b>ויוסף ישית ידו על עיניך.</b> במותך, כן מנהג החיים עם המתים<i data-commentator=""Yahel Ohr"" data-order=""ד""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 46:7:1,"<b>בנותיו.</b> היא דינה לבדה<i data-commentator=""Yahel Ohr"" data-order=""ה""></i> ויתכן שהיה לדינה שפחות קטנות גדלו עמה, ובעבור בתו קראם הכתוב בנות יעקב<i data-commentator=""Yahel Ohr"" data-order=""ו""></i> בעבור שגדלו בביתו, כמו ""בני מיכל""<i data-commentator=""Yahel Ohr"" data-order=""ז""></i>, וכן ובנות בניו כי אחת היא<i data-commentator=""Yahel Ohr"" data-order=""ח""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>:"
Ibn Ezra on Genesis 46:10:1,"<b>בן הכנענית.</b> לעד כי נשי השבטים הי' ארמית ומצריות ואדומיות ומדיניות<i data-commentator=""Yahel Ohr"" data-order=""ט""></i><i data-commentator=""Karnei Ohr"" data-order=""ד""></i>, והזכיר זו לבדה<i data-commentator=""Yahel Ohr"" data-order=""י""></i> בעבור שעשה שמעון שלא כהוגן לקחת כנענית<i data-commentator=""Yahel Ohr"" data-order=""יא""></i>, ועל זה הדבר הזכיר מות ער ואונן בעבור היותם בני כנענית<i data-commentator=""Yahel Ohr"" data-order=""יב""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>:"
Ibn Ezra on Genesis 46:21:1,"<b>ונעמן.</b> הוא בן בנימין, כי יש נעמן שהוא בן בנו<i data-commentator=""Yahel Ohr"" data-order=""יג""></i>:"
Ibn Ezra on Genesis 46:23:1,"<b>ובני דן חשים.</b> יתכן שהי' שנים<i data-commentator=""Yahel Ohr"" data-order=""יד""></i> ומת אחד מהם ולא הזכירו הכתוב<i data-commentator=""Yahel Ohr"" data-order=""טו""></i> או כן דרך הלשון<i data-commentator=""Yahel Ohr"" data-order=""טז""></i><i data-commentator=""Karnei Ohr"" data-order=""ו""></i>,"
Ibn Ezra on Genesis 46:27:1,"יש אומר, כי מספר שבעים בעבור שהוא סך חשבון<i data-commentator=""Yahel Ohr"" data-order=""יז""></i>, כי ששים ותשע הי'<i data-commentator=""Yahel Ohr"" data-order=""יח""></i>, וזה המפרש טעה, בעבור שמצאנו כל נפש בניו ובנותיו שלשים ושלש<i data-commentator=""Yahel Ohr"" data-order=""יט""></i> והם שלשים ושתים<i data-commentator=""Yahel Ohr"" data-order=""כ""></i>, ובדרש כי יוכבד נולדה בין החומות<i data-commentator=""Yahel Ohr"" data-order=""כא""></i><i data-commentator=""Karnei Ohr"" data-order=""ז""></i> גם זה תמה, למה לא הזכיר הכתוב הפלא שנעשה עמה שהולידה משה והיא בת ק""ל שנה<i data-commentator=""Yahel Ohr"" data-order=""כב""></i>, ולמה הזכיר דבר שרה שהיתה בת תשעים<i data-commentator=""Yahel Ohr"" data-order=""כג""></i><i data-commentator=""Karnei Ohr"" data-order=""ח""></i>, ולא די לנו זה הצער, עד שעשו פייטנים פיוטים ביום שמחת תורה, יוכבד אמי אחרי התנחמי<i data-commentator=""Yahel Ohr"" data-order=""כד""></i> והיא בת ר""נ שנה<i data-commentator=""Yahel Ohr"" data-order=""כה""></i>, וכי אחיה חי כך וכך שנים<i data-commentator=""Yahel Ohr"" data-order=""כו""></i><i data-commentator=""Karnei Ohr"" data-order=""ט""></i> דרך אגדה או דברי יחיד<i data-commentator=""Yahel Ohr"" data-order=""כז""></i>, והנכון בעיני שיעקב בחשבון<i data-commentator=""Yahel Ohr"" data-order=""כח""></i><i data-commentator=""Karnei Ohr"" data-order=""י""></i> וממנו יחל, כאילו אמר כל נפש בניו ובנותיו עם נפשו שלשים ושלש, והראיה ע""ז שאמר בתחלה<i data-commentator=""Yahel Ohr"" data-order=""כט""></i> יעקב ובניו<i data-commentator=""Yahel Ohr"" data-order=""ל""></i>, ואם יטען טוען ויאמר, כי הנה כתוב, ויהי כל נפש יוצאי ירך יעקב שבעים נפש<i data-commentator=""Yahel Ohr"" data-order=""לא""></i>, דע כי הכתוב לא חשש להוציא אחד משבעים, כאשר אמר ""אשר ילד לו בפדן ארם"" (למעלה לה כו) ולא נולד לו בנימין שם<i data-commentator=""Yahel Ohr"" data-order=""לב""></i>, כי גם בזו הפרשה, שנים עדים<i data-commentator=""Yahel Ohr"" data-order=""לג""></i>, האחד שאמר ""ואלה שמות בני ישראל הבאים מצרימה יעקב ובניו"" (למעלה פ' ח) והנה הזכיר כי יעקב מבני ישראל<i data-commentator=""Yahel Ohr"" data-order=""לד""></i>, כי לא הלך הכתוב כי אם אחר הרוב<i data-commentator=""Yahel Ohr"" data-order=""לה""></i>, והעד השני ""כל הנפש לבית יעקב הבאה מצרימה שבעים"" (למטה פ' כז)<i data-commentator=""Yahel Ohr"" data-order=""לו""></i>, ומנשה ואפרים לא באו אל מצרים, כי שם הי' ושם נולדו<i data-commentator=""Yahel Ohr"" data-order=""לז""></i> וכתוב אחריו ""בשבעים נפש ירדו אבותיך מצרימה"" (דברים י כב) ואלה שניהם לא ירדו<i data-commentator=""Yahel Ohr"" data-order=""לח""></i>, ג""כ זה הכתוב לעד כי יעקב נכנס בחשבון כי נפש יש לו<i data-commentator=""Yahel Ohr"" data-order=""לט""></i> והוא העיקר<i data-commentator=""Yahel Ohr"" data-order=""מ""></i><i data-commentator=""Karnei Ohr"" data-order=""יא""></i>:"
Ibn Ezra on Genesis 46:29:1,"<b>ויאסר יוסף.</b> על ידי צווי, כמו ""ויבן שלמה את הבית"" (מ""א ו יד)<i data-commentator=""Yahel Ohr"" data-order=""מא""></i><i data-commentator=""Karnei Ohr"" data-order=""יב""></i>:"
Ibn Ezra on Genesis 46:34:1,"<b>כי תועבת מצרים כל רועה צאן.</b> לאות כי בימים ההם לא הי' המצרים אוכלים בשר, ולא יעזבו אדם שיזבח צאן, כאשר יעשו היום אנשי הודו, ומי שהוא רועה צאן תועבה היא<i data-commentator=""Yahel Ohr"" data-order=""מב""></i><i data-commentator=""Karnei Ohr"" data-order=""יג""></i> שהוא שותה החלב<i data-commentator=""Yahel Ohr"" data-order=""מג""></i><i data-commentator=""Karnei Ohr"" data-order=""יד""></i>, ואנשי הודו לא יאכלו ולא ישתו כל אשר יצא מחי מרגיש עד היום הזה<i data-commentator=""Yahel Ohr"" data-order=""מד""></i><i data-commentator=""Karnei Ohr"" data-order=""טו""></i>:"
Ibn Ezra on Genesis 47:1:1,"<b>בארץ גשן.</b> כלל<i data-commentator=""Yahel Ohr"" data-order=""א""></i> בארץ רעמסס פרט<i data-commentator=""Yahel Ohr"" data-order=""ב""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i>, והעי""ן נח<i data-commentator=""Yahel Ohr"" data-order=""ג""></i>, ולפי דעתי כי רעמסס פתוח העי""ן<i data-commentator=""Yahel Ohr"" data-order=""ד""></i> איננה שהי' דרים שם ישראל<i data-commentator=""Yahel Ohr"" data-order=""ה""></i> כי מערי מסכנות פרעה היתה<i data-commentator=""Yahel Ohr"" data-order=""ו""></i>:"
Ibn Ezra on Genesis 47:6:1,"<b>שרי מקנה.</b> כסוס כפרד<i data-commentator=""Yahel Ohr"" data-order=""ז""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 47:13:1,"<b>ותלה.</b> על משקל ותתע (למעלה כא יד)<i data-commentator=""Yahel Ohr"" data-order=""ח""></i> כמתלהלה (משלי כו יח)<i data-commentator=""Yahel Ohr"" data-order=""ט""></i>, כמו כמתעתע (למעלה כז יב)<i data-commentator=""Yahel Ohr"" data-order=""י""></i> וטעמו כאדם שלא ידע מה יעשה<i data-commentator=""Yahel Ohr"" data-order=""יא""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>:"
Ibn Ezra on Genesis 47:15:1,"<b>ויתום.</b> מפעלי הכפל<i data-commentator=""Yahel Ohr"" data-order=""יב""></i> כמו ""וידום השמש"" (יהושע יוד יג)<i data-commentator=""Yahel Ohr"" data-order=""יג""></i>:"
Ibn Ezra on Genesis 47:16:1,"<b>הבו.</b> היה הה""א ראוי להיותו נע בפתח וחטף<i data-commentator=""Yahel Ohr"" data-order=""יד""></i>:"
Ibn Ezra on Genesis 47:16:2,"<b>אפס כסף.</b> פועל עבר<i data-commentator=""Yahel Ohr"" data-order=""טו""></i> כמו ""כי ירא לשבת בצוער"" (למעלה יט)<i data-commentator=""Yahel Ohr"" data-order=""טז""></i>"
Ibn Ezra on Genesis 47:19:1,"ואל תתמה שיאמר לשון מות על האדמה<i data-commentator=""Yahel Ohr"" data-order=""יז""></i> כי הפך זה ""ואתה מחיה את כולם"" (נחמי' ט, ו)<i data-commentator=""Yahel Ohr"" data-order=""יח""></i><i data-commentator=""Karnei Ohr"" data-order=""ד""></i>:"
Ibn Ezra on Genesis 47:19:2,"<b>תשם.</b> מגזרת ""והבמות תישמנה"" (יחז' ו ו)<i data-commentator=""Yahel Ohr"" data-order=""יט""></i>, ומשקלו תדע<i data-commentator=""Yahel Ohr"" data-order=""כ""></i>, מצאנו בדרש כי נסתלק הרעב בזכות יעקב<i data-commentator=""Yahel Ohr"" data-order=""כא""></i>, ויתכן שהיה הרעב שלש שנים<i data-commentator=""Yahel Ohr"" data-order=""כב""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>, ולא הי' כמו הארבעה שעברו<i data-commentator=""Yahel Ohr"" data-order=""כג""></i><i data-commentator=""Karnei Ohr"" data-order=""ו""></i>:"
Ibn Ezra on Genesis 47:21:1,"<b>ואת העם העביר.</b> העתיק כל אחד ממקומו<i data-commentator=""Yahel Ohr"" data-order=""כד""></i><i data-commentator=""Karnei Ohr"" data-order=""ז""></i>, וי""א כי על אנשי כרך מצרים דבר הכתוב שהעבירם מהמדינה לערים כדי לעבוד את האדמה<i data-commentator=""Yahel Ohr"" data-order=""כה""></i><i data-commentator=""Karnei Ohr"" data-order=""ח""></i>:"
Ibn Ezra on Genesis 47:26:1,"<b>הכהנים.</b> הם כדברי המתרגם ארמית<i data-commentator=""Yahel Ohr"" data-order=""כו""></i><i data-commentator=""Karnei Ohr"" data-order=""ט""></i>:"
Ibn Ezra on Genesis 47:27:1,"<b>ויאחזו בה.</b> שקנו שם אחוזה<i data-commentator=""Yahel Ohr"" data-order=""כז""></i><i data-commentator=""Karnei Ohr"" data-order=""י""></i>:"
Ibn Ezra on Genesis 47:29:1,"<b>ויחי שים נא ידך.</b> מפורש בדברי אליעזר<i data-commentator=""Yahel Ohr"" data-order=""א""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i> גם חסד ואמת<i data-commentator=""Yahel Ohr"" data-order=""ב""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 47:30:1,"<b>ושכבתי עם אבותי.</b> כנוי למיתה<i data-commentator=""Yahel Ohr"" data-order=""ג""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>, או יהיה פירושו אל נא תקברני במצרים ואשכב עם אבותי<i data-commentator=""Yahel Ohr"" data-order=""ד""></i> ואיך יהיה זה שתשאני ממצרים וקברתני בקבורתם<i data-commentator=""Yahel Ohr"" data-order=""ה""></i><i data-commentator=""Karnei Ohr"" data-order=""ד""></i>:"
Ibn Ezra on Genesis 47:31:1,"<b>וישתחו ישראל.</b> שחלק כבוד למלכות<i data-commentator=""Yahel Ohr"" data-order=""ו""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>, והנכון בעיני שנתן שבח שם<i data-commentator=""Yahel Ohr"" data-order=""ז""></i><i data-commentator=""Karnei Ohr"" data-order=""ו""></i>, ואין זה כהשתחוית אברהם, כי שם מפורש לבני חת<i data-commentator=""Yahel Ohr"" data-order=""ח""></i><i data-commentator=""Karnei Ohr"" data-order=""ז""></i>:"
Ibn Ezra on Genesis 48:1:1,"<b>ויאמר.</b> האומר ליוסף<i data-commentator=""Yahel Ohr"" data-order=""א""></i>, וכן ""אשר ילדה אותה ללוי במצרים"" (במד', כו, נט)<i data-commentator=""Yahel Ohr"" data-order=""ב""></i>:"
Ibn Ezra on Genesis 48:2:1,"<b>ויגד.</b> המגיד ליעקב<i data-commentator=""Yahel Ohr"" data-order=""ג""></i><i data-commentator=""Karnei Ohr"" data-order=""א""></i>, או האומר ליוסף<i data-commentator=""Yahel Ohr"" data-order=""ד""></i><i data-commentator=""Karnei Ohr"" data-order=""ב""></i>, או היה שליח מיעקב<i data-commentator=""Yahel Ohr"" data-order=""ה""></i><i data-commentator=""Karnei Ohr"" data-order=""ג""></i>:"
Ibn Ezra on Genesis 48:4:1,"<b>וטעם הנני מפרך.</b> על דעת הגאון<i data-commentator=""Yahel Ohr"" data-order=""ו""></i> שאמר לי השם הנני מפרך<i data-commentator=""Yahel Ohr"" data-order=""ז""></i> ובן לא נולד לי, רק מתה רחל,<i data-commentator=""Yahel Ohr"" data-order=""ח""></i> ועתה ידעתי, כי בעבור בניך הנולדים לך אמר הנני מפרך<i data-commentator=""Karnei Ohr"" data-order=""ד""></i>, וזה הפי' אין לו טעם וריח, כי מה הפרש בין בני יוסף ובין בני ראובן<i data-commentator=""Yahel Ohr"" data-order=""ט""></i>, ועוד כי בנימין נולד לו אחר זה הנבואה<i data-commentator=""Yahel Ohr"" data-order=""י""></i>, והנכון בעיני שאמר, השם אמר לי, כי ארץ כנען תהיה לזרעי אחוזת עולם<i data-commentator=""Yahel Ohr"" data-order=""יא""></i>, ואני אתן לך בנחלת הארץ הבכורה<i data-commentator=""Yahel Ohr"" data-order=""יב""></i><i data-commentator=""Karnei Ohr"" data-order=""ה""></i>, ויקחו אפרים ומנשה חלקם בארץ, כאשר יקח ראובן ושמעון שהם הגדולים מבני<i data-commentator=""Yahel Ohr"" data-order=""יג""></i><i data-commentator=""Karnei Ohr"" data-order=""ו""></i>, ואשר תוליד אחרי אפרים ומנשה<i data-commentator=""Yahel Ohr"" data-order=""יד""></i><i data-commentator=""Karnei Ohr"" data-order=""ז""></i> יקראו על שם אחיהם הנזכרים שירשו עמם בנחלתם<i data-commentator=""Yahel Ohr"" data-order=""טו""></i><i data-commentator=""Karnei Ohr"" data-order=""ח""></i>, והמפרש שאמר ומולדתך על בני מכיר שיולדו על ברכי יוסף<i data-commentator=""Yahel Ohr"" data-order=""טז""></i><i data-commentator=""Karnei Ohr"" data-order=""ט""></i> לא ישרו בעיני דבריו<i data-commentator=""Yahel Ohr"" data-order=""יז""></i>, כי מה טעם על שם אחיהם<i data-commentator=""Yahel Ohr"" data-order=""יח""></i><i data-commentator=""Karnei Ohr"" data-order=""י""></i>, ואם יטען טוען כי לא מצאנו ליוסף בנים אחרים<i data-commentator=""Yahel Ohr"" data-order=""יט""></i>, גם זו איננה טענה, כי יתכן שהי', ובעבור שירשו עם אחיהם לא הזכירם הכתוב<i data-commentator=""Yahel Ohr"" data-order=""כ""></i><i data-commentator=""Karnei Ohr"" data-order=""יא""></i> ורבים כאלה<i data-commentator=""Yahel Ohr"" data-order=""כא""></i>:"
Ibn Ezra on Genesis 48:7:1,"<b>וטעם ואני בבואי מפדן.</b> שמתה פתאום<i data-commentator=""Yahel Ohr"" data-order=""כב""></i>, ולא יכולתי להוליכה לקברה במערה כאשר קברתי לאה<i data-commentator=""Yahel Ohr"" data-order=""כג""></i><i data-commentator=""Karnei Ohr"" data-order=""יב""></i>, ואמר זה ליוסף שלא יחר לך שאבקש מאתך מה שלא עשיתי לכבוד אמך<i data-commentator=""Yahel Ohr"" data-order=""כד""></i><i data-commentator=""Karnei Ohr"" data-order=""יג""></i>:"
Ibn Ezra on Genesis 48:8:1,"<b>ואחר שאמר וירא ישראל את בני יוסף.</b> איך יאמר לא יוכל לראות, רק טעמו לראות היטיב שיכירם<i data-commentator=""Yahel Ohr"" data-order=""כה""></i><i data-commentator=""Karnei Ohr"" data-order=""יד""></i>:"
