Sanhedrin 2a:1	<sup>i</sup> <b>G</b>ELDANGELEGENHEITEN$fn1 <small>WERDEN VOR DREI</small> [R<small>ICHTERN VERHANDELT</small>], R<small>AUB UND</small> K<small>ÖRPERVERLETZUNGEN</small>$fn2 <small>VOR DREI</small>, S<small>CHADEN- UND HALBER</small> S<small>CHADENERSATZ</small>$fn3, Z<small>AHLUNG DES</small> D<small>OPPELTEN</small>$fn4 <small>UND DES</small> V<small>IER ODER</small> F<small>ÜNFFACHEN</small>$fn5 <small>VOR DREI</small>,
Sanhedrin 98a:3	R. Abba sagte: Du hast kein deutlicheres [Kennzeichen für das] Ende als das folgende:$fn386<i>ihr aber, ihr Berge Jisraéls, laßt euer Laub sprossen und tragt eure Frucht für mein Volk Jisraél &amp;c</i>. R. Elie͑zer sagte: Auch kein deutlicheres als das folgende:$fn387<i>denn vor jenen Tagen wird es für die Arbeit des Menschen keinen Lohn geben und keinen Ertrag von der Arbeit des Viehs; für den aus- und einziehenden gibt es keinen Frieden vor dem Feinde</i>.
Sanhedrin 98a:4	Was heißt: <i>für den aus- und einziehenden gibt es keinen Frieden vor dem Feinde</i>? Rabh erklärte, selbst die Schriftgelehrten, von denen es heißt:$fn388<i>viel Friede denen, die dein Gesetz lieben</i>, werden keinen Frieden finden. Šemuél erklärte, alle Tore werden einander gleichen$fn389.
Sanhedrin 98a:5	R. Ḥanina sagte: Der Sohn Davids wird nicht eher kommen, als bis man für einen Kranken einen Fiseh suchen und nicht finden wird, denn es heißt:$fn390<i>dann will ich ihre Wasser sinken lassen und ihre Ströme wie Öl dahinführen</i>, und [darauf] heißt es:$fn391<i>an jenem Tage will ich dem Hause Jisraél ein Horn sprossen lassen</i>.
Sanhedrin 98a:6	R. Ḥama b. Ḥanina sagte: Der Sohn Davids wird nicht eher kommen, als bis auch die geringste Herrschaft über Jisraél aufhören wird, denn es beißt:$fn392<i>er wird die Reben mit Winzermessern</i>$fn393<i>abschneiden</i>, und darauf heißt es:$fn394<i>zu jener Zeit wird das zerrissene und geplünderte Volk dem Herrn der Heerscharen Geschenke bringen</i>.
Sanhedrin 98a:7	Zee͑ri sagte im Namen R. Ḥaninas: Der Sohn Davids wird nicht eher kommen, als bis es keine Hochmütigen in Jisraél geben wird, denn es heißt:$fn395<i>alsdann werde ich aus deiner Mitte entfernen, die hochmütig in dir jubeln</i>, und darauf folgt:$fn396<i>und ich werde in dir ein armes und geringes Volk übriglassen; sie werden Zuflucht haben beim Namen des Herrn</i>.
Sanhedrin 98a:8	R. Melaj sagte im Namen des R. Elea͑zar b. R. Šimo͑n: Der Sohn Davids wird nicht eher kommen, als bis es weder Richter noch Befehlshaber in Jisraél geben wird, denn es heißt:$fn397<i>ich will meine Hand wieder gegen dich kehren und will wie mit Lauge all dein unedles Metall läutern &amp;c. und will deine Richter wieder einsetzen</i>.
Sanhedrin 98a:9	U͑la sagte: Jerušalem wird nur durch Gerechtigkeit$fn398erlöst werden, denn es heißt:$fn399<i>Çijon soll durch Recht erlöst werden und seine Heimkehrenden durch Gerechtigkeit</i>. R. Papa sagte: Wenn es keine Hochmütigen mehr geben wird, so wird es auch keine Magier$fn400geben, und wenn es keine Richter$fn401mehr geben wird, so wird es auch keine Zwingherren geben. Wenn es keine Hochmütigen mehr geben wird, so wird es auch keine Magier geben, denn es heißt:$fn402<i>ich will wie mit Lauge all dein unedles Metall läutern und all dein Blei ausscheiden</i>; und wenn es keine Richter mehr geben wird, wird es auch keine Zwingherren geben, denn es heißt:$fn403<i>der Herr hat deine Gerichte entfernt, deinen Feind hinweggeräumt</i>.
Sanhedrin 98a:10	R. Joḥanan sagte: Wenn du ein Zeitalter siehst, das mehr und mehr verkümmert, so hoffe auf ihn$fn404, denn es heißt:$fn405<i>und dem gedrückten Volke schaffst du Hilfe &amp;c</i>. R. Joḥanan sagte [ferner]: Wenn du ein Zeitalter siehst, über das die Leiden sich wie ein Strom ergießen, so hoffe auf ihn, denn es heißt: $fn406<i>denn der Bedränger bricht wie ein Strom, herein, den der Hauch des Herrn anstürmt</i>, und darauf folgt:$fn407<i>und es wird für Çijon der Erlöser kommen</i>.
Sanhedrin 98a:11	Ferner sagte R. Joḥanan: Der Sohn Davids kommt nur dann, wenn das Zeitalter entweder vollständig tugendhaft oder vollständig schuldbeladen ist. Wenn das Zeitalter vollständig tugendhaft ist, denn es heißt: $fn408<i>dein Volk besteht aus lauter Gerechten, für immer werden sie das Land in Besitz nehmen</i>; wenn das Zeitalter vollständig schuldbeladen ist, denn es heißt:$fn409<i>und er sah, daß niemand da war, und staunte, daß keiner da war, der ins Mittel treten könnte</i>, und es heißt:$fn410<i>um meinetwillen tue ich es</i>.
Sanhedrin 98a:12	R. Alexandri sagte: R. Jehošua͑ b. Levi wies auf einen Widerspruch hin. Es heißt:$fn411<i>zu seiner Zeit</i>, dagegen heißt es: <i>es beschleunigen?</i> Haben sie sich verdient gemacht, so will ich es beschleunigen, haben sie sich nicht verdient gemacht, erst zur Zeit.
Sanhedrin 98a:13	R. Alexandri sagte: R. Jehošua͑ b. Levi wies auf einen Widerspruch hin. Es heißt:$fn412<i>wie ein Menschensohn kam er mit den Wolken des Himmels heran</i>, dagegen heißt es:$fn413<i>demütig und reitet auf einem Esel</i>? Haben sie sich verdient gemacht, mit den Wolken des Himmels, haben sie sich nicht verdient gemacht, demütig und auf einem Esel reitend.
Sanhedrin 98a:14	Der König Sapor sprach zu Šemuél: Ihr sagt, der Messias werde auf einem Esel kommen; ich will ihm ein scheckiges Pferd schicken, das ich habe. Dieser erwiderte: Hast du etwa ein tausendfarbiges?
Sanhedrin 98a:15	R. Jehošua͑ b. Levi traf einst Elijahu am Eingange der Höhle des R. Šimo͑n b. Joḥaj stehen; da sprach er zu ihm: Werde ich in die zukünftige Welt kommen? Dieser erwiderte: Wenn es diesem Herrn$fn414gefällig sein wird. R. Šimo͑n b. Joḥaj erzählte, er habe zwei Personen gesehen und die Stimme eines Dritten gehört.
Sanhedrin 98a:16	Hierauf fragte er ihn weiter: Wann wird der Messias kommen? Dieser erwiderte: Geh, frage ihn selbst. – Wo bebefindet er sich? – Am Tore von Rom. – Woran erkennt man ihn? – Er sitzt zwischen den mit Krankheiten behafteten Armen; alle übrigen binden [ihre Wunden] mit einem Male auf und verbinden sie wieder, er aber bindet sie einzeln auf und verbindet sie, denn er denkt: vielleicht werde ich verlangt, so soll keine Verzögerung entstehen.
Sanhedrin 98a:17	Hierauf ging er zu ihm hin und sprach zu ihm: Friede mît dir, Herr und Meister! Dieser erwiderte: Friede mit dir, Sohn Levis! Er fragte: Wann kommt der Meister? Dieser erwiderte: Heute. Darauf kehrte er zu Elijahu zurück, der ihn fragte: Was sagte er dir? Er erwiderte: Friede mit dir, Sohn Levis! Da sprach dieser: Er hat dir und deinem Vater die zukünftige Welt verheißen. Jener entgegnete: Er hat mich belogen, denn er sagte mir, er werde heute kommen, und er kam nicht. Dieser erwiderte: Er hat es wie folgt gemeint:$fn415<i>wenn ihr heute auf seine Stimme hören werdet</i>$fn416.
Sanhedrin 98a:18	Seine Schüler fragten R. Jose b. Qisma: Wann kommt der Sohn Davids? Dieser erwiderte: Ich fürchte, ihr werdet von mir ein Zeichen verlangen. Sie entgegneten: Wir werden von dir kein Zeichen verlangen.
Sanhedrin 98a:19	Da erwiderte er ihnen: Wenn dieses Tor einstürzen und wieder errichtet werden, einstürzen und wieder errichtet werden wird, und wiederum: einstürzen wird, und bevor man noch dazu kommen wird, es wieder zu errichten, wird der Sohn Davids kommen. Darauf sprachen sie zu ihm: Meister, gib uns ein Zeichen. Er entgegnete ihnen: Habt ihr mir etwa nicht gesagt, daß ihr kein Zeichen verlangen werdet!?
Sanhedrin 98a:20	Sie erwiderten ihm: Aber dennoch. Da sprach er zu ihnen: Ist dies wahr, so werde das Wasser der Paneashöhle in Blut verwandelt. Hierauf wurde es in Blut verwandelt.
Sanhedrin 98a:21	Bei seinem Hinscheiden sprach er zu ihnen: Versenkt meinen Sarg ganz tief,
Sanhedrin 98b:1	denn es gibt keine Palme in Babylonien, an der nicht ein persisches Pferd angebunden sein wird, und es gibt keinen Sarg im Jisraéllande, aus dem nicht ein medisches Pferd Stroh fressen wird.
Sanhedrin 98b:2	Rabh sagte: Der Sohn Davids wird nicht eher kommen, als bis die ruchlose Regierung neun Monate sich über Jisraél ausgedehnt haben wird, denn es heißt:$fn417<i>er wird sie eine Zeit lassen, wie die Gebärende gebiert; und seine übrigen Brüder werden zu den Kindern Jisraél zurückkehren</i>.
Sanhedrin 98b:3	U͑la sagte: Mag er kommen, ich aber will ihn nicht sehen. Ebenso sagte Raba: Mag er kommen, ich aber will ihn nicht sehen. R. Joseph sagte: Möge er doch kommen, und mir sei es beschieden, im Schatten des Mistes seines Esels zu sitzen.
Sanhedrin 98b:4	Abajje sprach zu Raba: Weshalb: wenn etwa wegen der Leiden der messianischen Zeit, so wird ja gelehrt: Seine Schüler fragten R. Elea͑zar, was ein Mensch zu tun habe, um vor den Leiden der messianischen Zeit geschützt zu sein, und er erwiderte ihnen, er befasse sich mit der Tora und Liebeswerken, und der Meister befaßt sich ja sowohl mit der Tora als auch mit Liebeswerken!?
Sanhedrin 98b:5	Er erwiderte ihm: Die Sünde könnte es verursachen. Dies nach R. Ja͑qob b. Idi, denn R. Ja͑qob b. Idi wies auf einen Widerspruch hin: Es heißt:$fn418<i>siehe, ich bin mit dir und werde dich behüten überall wohin du gehst</i>, und es heißt:$fn419<i>und Ja͑qob fürchtete sehr und es war ihm bange</i>?
Sanhedrin 98b:6	Er fürchtete, die Sünde könnte es verursachen. So wird auch gelehrt:$fn420<i>Bis hinübergezogen ist dein Volk, o Herr</i>, das ist der erste$fn421Einzug,
Sanhedrin 98b:7	<i>bis hinübergezogen ist das Volk, das du erworben hast</i>, das ist der zweite$fn422Einzug. Hieraus ist zu entnehmen, daß die Jisraéliten würdig waren, daß ihnen beim zweiten Einzüge Wunder geschehen wie beim ersten Einzüge, nur hat es die Sünde verursacht.
Sanhedrin 98b:8	Ebenso sagte R. Joḥanan: Mag er kommen, ich aber will ihn nicht sehen. Reš Laqiš sprach zu ihm: Weshalb: wenn etwa, weil es heißt:$fn423<i>wie wenn jemand, der einem Löwen entflieht, von einem Bären gestellt wird und, wenn er nach Hause gelangt ist und sich mit der Hand gegen die Wand stemmt, von einer Schlange gebissen</i>$fn424 <i>wird</i>, so komm und ich will dir solches auch auf dieser Welt zeigen. Wenn jemand aufs Feld hinausgeht und einem Landvogt begegnet, so ist es ebenso, als ob er einem Löwen begegnete; wenn er in die Stadt kommt und einem Zolleinnehmer begegnet, so ist es ebenso, als ob er einem Bären begegnete; wenn er nach Hause kommt und seine Töchter vor Hunger verschmachtet findet, so ist es ebenso, als ob ihn eine Schlange bisse. –
Sanhedrin 98b:9	Vielmehr, weil es heißt:$fn425<i>Fragt doch nach und seht zu, ob wohl ein Mannsbild gebiert? Warum sehe ich denn alle Männer mit den Händen an den Hüften, einer Gebärenden gleich; warum jedes Angesicht fahlgelb</i>? –
Sanhedrin 98b:10	Was heißt: <i>sehe ich alle Männer</i>? Raba b. Jiçḥaq erwiderte im Namen Rabhs: Bei dem alle Mannhaftigkeit ist$fn426. – Was heißt: <i>jedes Angesicht fahlgelb</i>? R. Joḥanan erwiderte: Sein oberer Kreis und sein unterer Kreis; wenn nämlich der Heilige, gepriesen sei er, sagen wird: diese sind mein Händewerk und jene sind mein Hände werk, wie soll ich nun die einen wegen der anderen untergehen$fn427lassen.
Sanhedrin 98b:11	R. Papa sagte: Das ist es, was die Leute sagen: Stürzt der Ochs beim Laufen, so stellt man das Pferd an dessen Krippe$fn428.
Sanhedrin 98b:12	R. Gidel sagte im Namen Rabhs: Dereinst werden die Jisraéliten die messianischen Jahre genießen. R.Joseph sprach: Selbstverständlich, wer denn sollte sie genießen, etwa Ḥileq und Bileq$fn429!? – Dies schließt die Ansicht R. Ḥillels aus, welcher sagte, die Jisraéliten hätten keinen Messias mehr, da sie ihn bereits in den Tagen Ḥizqijas verzehrt haben$fn430.
Sanhedrin 98b:13	Rabh sagte, die Welt sei nur wegen [der Verdienste] Davids erschaffen worden; Šemuél sagte, wegen der des Moše; R. Joḥanan sagte, wegen der des Messias. –
Sanhedrin 98b:14	Wie heißt er? – In der Schule R. Šilas sagten sie, er heiße Šilo, denn es heißt:$fn431<i>bis Šilo kommt</i>. R. Jannaj sagte, er heiße Jinon, denn es heißt:$fn432<i>im Angesichte der Sonne wird sein Name sprossen [jinon]</i>. In der Schule R. Ḥaninas sagten sie, er heiße Ḥanina, denn es heißt:$fn433<i>ich werde euch kein Erbarmen [ḥanina] schenken</i>. Manche sagen, er heiße Menahem (Sohn Ḥizqijas), denn es heißt: $fn434<i>denn fern ist mir der Tröster [menaḥem], der mein Herz erquickte</i>. Die Rabbanan sagten, er heiße ‘der Aussätzige des Lehrhauses’, denn es heißt:$fn435<i>unsere Krankheiten hat er getragen und unsere Schmerzen hat er auf sich geladen; wir aber hielten ihn für von Gott gestraft, geschlagen und geplagt</i>.
Sanhedrin 98b:15	R. Naḥman sagte: Gehört er zu den Lebenden, so bin ich$fn436es, denn es heißt:$fn437<i>sein Machthaber soll aus ihm selbst und sein Herrscher aus seiner Mitte hervorgehen</i>. Rabh sagte: Gehört er zu den Lebenden, so ist es unser heiliger Meister$fn438, gehört er zu den Toten, so ist es Daniel, der Liebling.
Sanhedrin 98b:16	R. Jehuda sagte im Namen Rabhs: Dereinst wird ihnen der Heilige, gepriesen sei er, einen anderen David aufstellen, denn es heißt:$fn439<i>sie werden dem Herrn, ihrem Gott dienen und ihrem Könige David, den ich ihnen aufstellen werde;</i> es heißt nicht: aufgestellt habe, sondern: aufstellen werde. R. Papa sprach zu Abajje: Es heißt ja aber:$fn440<i>und mein Knecht David soll für immer Herrscher sein</i>!? – Wie Kaiser und Vizekaiser.
Sanhedrin 98b:17	R. Šimlaj trug vor: Es beißt:$fn441<i>wehe denen, die sich den Tag des Herrn herbeiwünschen; was soll euch der Tag des Herrn, er ist ja Finsternis, nicht Licht</i>. Ein Gleichnis. Ein Hahn und eine Fledermaus warteten auf das Tageslicht; da sprach der Hahn zur Fledermaus: Ich warte auf das Tageslicht, denn es ist für mich bestimmt, was soll dir aber das Tageslicht!?
Sanhedrin 99a:1	Dem entspricht auch folgendes. Einst fragte ein Minäer den R. Abahu, wann der Messias kommen werde, und dieser erwiderte ihm: Wenn eure Leute von der Finsternis bedeckt sein werden. Jener entgegnete: Du fluchst mir also! Dieser erwiderte: Es ist ein Schriftvers: $fn442<i>denn fürwahr, Finsternis bedeckt die Erde und tiefes Dunkel die Völker; doch über dir wird der Herr aufstrahlen und seine Herrlichkeit über dir erscheinen</i>.
Sanhedrin 99a:2	Es wird gelehrt: R. Elie͑zer sagte: Die messianischen Tage werden vierzig Jahre anhalten, denn es heißt:$fn443<i>vierzig Jahre habe ich Verdruß mit diesem Geschlechte</i>. R. Elea͑zar b. A͑zarja sagte: Siebzig Jahre, denn es heißt:$fn444<i>an jenem Tage wird Çor siebzig Jahre in Vergessenheit geraten, wie die Tage eines einzigen Königs</i>; wer ist der einzige König? Der Messias.
Sanhedrin 99a:3	Rabbi sagte: Drei Generationen, denn es heißt:$fn445<i>sie werden dich fürchten so lange die Sonne leuchtet und in Gegenwart des Mondes; Geschlecht auf Geschlechter</i>$fn446. R. Ḥillel sagte: Die Jisraéliten haben keinen Messias mehr, denn sie haben ihn bereits in den Tagen Ḥizqijas verzehrt.
Sanhedrin 99a:4	R. Joseph sprach: Der Herr verzeihe R. Ḥillel; Ḥizqija lebte ja während des ersten Tempels, und während des zweiten Tempels weissagte Zekharja:$fn447<i>Juble laut, Tochter Çijon, jauchze, Tochter Jerušalem; fürwahr, dein König wird bei dir einziehen; gerecht ist er und siegreich; arm ist er und reitet auf einem Esel, auf einem Füllen, dem Jungen einer Eselin</i>.
Sanhedrin 99a:5	Ein Anderes lehrt: R. Elie͑zer sagte: Die messianischen Tage werden vierzig Jahre anhalten, denn hier$fn448heißt es: <i>er demütigte dich, ließ dich Hunger leiden und speiste dich</i>, und dort$fn449heißt es: <i>erfreue uns so viele Tage als du uns gedemütigt hast, so viele Jahre als wir Unglück erlebt haben</i>.
Sanhedrin 99a:6	R. Dosa sagte: Vierhundert Jahre; denn hier$fn450heißt es: <i>man wird sie knechten und hart bedrücken vierhundert Jahre lang</i>, und dort heißt es: <i>erfreue uns so viele Tage als du uns gedemütigt hast</i>.
Sanhedrin 99a:7	Rabbi sagte: Dreihundertfünfundsechzig Jahre, die Zahl der Tage des Sonnenjahres, denn es heißt:$fn451<i>denn einen Tag der Rache hatte ich in meinem Herzen, und mein Erlösungsjahr kommt herbei</i>. –
Sanhedrin 99a:8	Was heißt: <i>einen Tag der Rache hatte ich in meinem Herzen</i>? R. Joḥanan erwiderte: Nur meinem Herzen habe ich es geoffenbart, nicht aber meinen anderen Organen. R. Šimo͑n b. Laqiš erwiderte: Nur meinem Herzen habe ich es geoffenbart, nicht aber den Dienstengeln.
Sanhedrin 99a:9	Abimi, Sohn des R. Abahu, lehrte: Die messianischen Tage werden für Jisraél siebentausend Jahre anhalten, denn es heißt:$fn452<i>wie sich der Bräutigam mit seiner Braut freut, so wird sich der Herr, dein Gott, mit dir freuen</i>.
Sanhedrin 99a:10	R. Jehuda sagte im Namen Šemuéls: Die messianischen Tage werden so lange anhalten, wie seit dem Tage, an dem die Welt erschaffen worden ist, bis jetzt, denn es heißt:$fn453<i>so lange, als der Himmel über der Erde steht</i>.
Sanhedrin 99a:11	R. Naḥman b. Jiçḥaq sagte: Wie seit den Tagen Noaḥs bis jetzt, denn es heißt:$fn454<i>wie seit den Tagen</i>$fn455<i>Noaḥs gilt mir dies, wo ich geschworen habe</i>.
Sanhedrin 99a:12	R. Ḥija b. Abba sagte im Namen R. Joḥanans: Alle Propheten zusammen weissagten nur von den messianischen Tagen, von der zukünftigen Welt aber [heißt es:]$fn456<i>es hat außer dir, o Gott, kein Auge geschaut, was er dem tun wird, der auf ihn harrt</i>. Er streitet somit gegen Šemuél, denn Šemuél sagte, zwischen dieser Welt und den messianischen Tagen gebe es keinen anderen Unterschied, als die Knechtschaft der Regierungen.
Sanhedrin 99a:13	Ferner sagte R. Ḥija b. Abba im Namen R. Joḥanans: Alle Propheten weissagten nur von den Bußfertigen, von den vollständig Frommen aber [heißt es:] <i>es hat außer dir, o Gott, kein Auge geschaut</i>. Er streitet somit gegen R. Abahu, denn R. Abahu sagte im Namen Rabhs, auf der Stufe, auf der die Bußfertigen stehen, stehen nicht die vollständig Frommen, denn es heißt:$fn457<i>Friede, Friede dem Fernen und dem Nahen</i>; zuerst dem Fernen, nachher dem Nahen. Unter Fernen ist nämlich derjenige zu verstehen, der früher [Gott] fern war, und unter Nahen ist derjenige zu verstehen, der ihm [früher und] später nahe war.
Sanhedrin 99a:14	R. Joḥanan erklärte, unter Fernen sei derjenige zu verstehen, der der Sünde fern blieb, und unter Nahen sei derjenige zu verstehen, der der Sünde nahe war, und sich später von ihr entfernt hat.
Sanhedrin 99a:15	Ferner sagte R. Ḥija b. Abba im Namen R. Joḥanans: Alle Propheten zusammen weissagten nur von einem, der seine Tochter an einen Schriftgelehrten verheiratet, der für einen Schriftgelehrten das Geschäft beitreibt, und der Schriftgelehrte von seinem Vermögen genießen läßt; von den Schriftgelehrten selbst aber [heißt es:] <i>es hat außer dir, o Gott, kein Auge geschaut</i>.
