Niddah 2a:1	<sup>i</sup> <b>Š</b>AMMAJ <small>SAGT, ALLE</small> F<small>RAUEN HABEN</small>$fn1 <small>AN IHRER</small> Z<small>EIT GENUG</small>$fn2; H<small>ILLEL SAGT, SEIT DER</small> [<small>VORLETZTEN</small>] U<small>NTERSUCHUNG BIS ZUR</small> [<small>LETZTEN</small>] U<small>NTERSUCHUNG</small>$fn3, <small>AUCH WENN VIELE</small> T<small>AGE</small> [<small>DAZWISCHEN LIEGEN</small>],
Niddah 59a:4	R. Jirmeja fragte: Wie ist es, wenn sie sich mit [Blut] in Graupengröße befaßt hat und [ein Blutfleck] über Graupengröße sich an ihr befindet? Dies ist fraglich nach R. Ḥanina und dies ist fraglich nach R. Jannaj. 
Niddah 59a:5	Dies ist fraglich nach R. Ḥanina, denn R. Ḥanina sagt, sie sei unrein, vielleicht nur da, wo sie sich nicht [mit Blut] befaßt hat, hierbei aber, wo sie sich damit befaßt hat, ist es darauf zurückzuführen. Oder aber: auch nach R. Jannaj, welcher sagt, sie sei rein, gilt dies nur da, wo eine Laus daran haftet, wenn aber keine Laus daran haftet, ist es nicht darauf zurückzuführen. – 
Niddah 59a:6	Komm und höre: Hatte sie sich mit Rotem befaßt, so kann sie nicht Schwarzes darauf zurückführen, wenn mit wenigem, so kann sie nicht viel darauf zurückführen. Auf welche Weise? Doch wohl wie in einem solchen Falle. – 
Niddah 59a:7	Nein, wenn sie sich mit [einem Quantum] in Graupengröße befaßt hat, und [ein Blutfleck] von zwei Graupengrößen und darüber sich an ihr befindet. – Wozu braucht dies demnach gelehrt zu werden!? – 
Niddah 59a:8	Man könnte glauben, man nehme die Graupengröße des Vogels$fn37und tue es in die Mitte, sodaß da die erforderliche Größe fehlt, und dort die erforderliche Größe fehlt, so lehrt er uns.
Niddah 59a:9	Raba sagte: Befindet sich an ihr eine Art$fn38, so kann sie viele Arten darauf zurückführen. Man wandte ein: Hatte sie sich mit Rotem befaßt, so kann sie nicht Schwarzes darauf zurückführen!? – Anders ist es, wenn sie sich damit befaßt hatte. 
Niddah 59a:10	Manche lesen: Raba sagte: Hatte sie sich mit einer Art befaßt, so kann sie viele Arten darauf zurückführen. Man wandte ein: Hatte sie sich mit Rotem befaßt, so kann sie nicht Schwarzes darauf zurückführen!? – Raba spricht von dem Falle, wenn sie sich mit einem Huhn befaßt hat, das verschiedene Arten Blut hat.
Niddah 59a:11	E<small>INST KAM EINE</small> F<small>RAU &amp;C</small>. Es wird ja aber gelehrt: Die Weisen sagten es nicht erleichternd, sondern erschwerend!? 
Niddah 59a:12	Rabina erwiderte: Bei Worten der Tora nicht erleichternd, sondern über die Worte der Tora hinaus erschwerend, [die Unreinheit] der Blutflecke aber ist rabbanitisch.
Niddah 59a:13	W<small>ENN DER</small> W<small>ISCHLAPPEN SICH BEFUNDEN &amp;C</small>. Sie fragten: Streiten die Rabbanan gegen R. Elie͑zer b. R. Çadoq oder nicht? – 
Niddah 59a:14	Komm und höre: Ein langer Blutfleck wird vereinigt$fn39, einzelne Tropfen werden nicht vereinigt. Nach wessen Ansicht: wenn nach R. Elie͑zer b. R. Çadoq, so ist ja keine Vereinigung nötig, er sagt ja, länglich sei er unrein in jeder Größe, 
Niddah 59a:15	doch wohl nach den Rabbanan. Somit ist hieraus zu entnehmen, daß sie streiten. – Nein, tatsächlich nach R. Elie͑zer b. R. Çadoq, denn R. Elie͑zer b. R. Çadoq sagt dies nur vom Wischlappen$fn40, nicht aber vom Blutflecke$fn41. 
Niddah 59a:16	Komm und höre: R. Jehuda sagte im Namen Šemuéls: Die Halakha ist wie R. Elie͑zer b. R. Çadoq. ‘Die Halakha’, demnach streiten sie. Schließe hieraus.
Niddah 59a:17	
Niddah 59b:1	<sup>i</sup> <b>W</b>ENN <small>EINE</small> F<small>RAU IHRE</small> [<small>KLEINE</small>] N<small>OTDURFT VERRICHTET UND</small> B<small>LUT</small> <small>WAHRGENOMMEN HAT, SO IST SIE, WIE</small> R. M<small>EÍR SAGT, WENN STEHEND, UNREIN, UND WENN SITZEND, REIN</small>; R. J<small>OSE SAGT, OB SO ODER SO REIN</small>. 
Niddah 59b:2	<sup>ii</sup> W<small>ENN EIN</small> M<small>ANN UND EIN</small> W<small>EIB IHRE</small> [<small>KLEINE</small>] N<small>OTDURFT IN EIN</small> B<small>ECKEN VERRICHTET HABEN UND</small> B<small>LUT SICH AUF DEM</small> W<small>ASSER BEFINDET, SO IST ES NACH</small> R. J<small>OSE REIN, NACH</small> R. Š<small>IMO͑N ABER UNREIN, WEIL EIN</small> M<small>ANN KEIN</small> B<small>LUT ZU LASSEN PFLEGT, VIELMEHR BESTEHT DIE</small> A<small>NNAHME, DASS DAS</small> B<small>LUT VOM</small> W<small>EIBE KOMMT</small>.
Niddah 59b:3	GEMARA. Wenn stehend, wohl deshalb, weil wir sagen, der Urin sei zur Quelle zurückgekehrt und Blut mitgekommen, somit sollte man doch, auch wenn sitzend, sagen, der Urin sei zur Quelle zurückgekehrt und Blut mitgekommen!? 
Niddah 59b:4	Šemuél erwiderte: Wenn sie den Strahl frei laufen ließ$fn1. – Auch wenn sie strahlt, kann ja, wenn das Wasser zuende ist, Blut kommen!? 
Niddah 59b:5	R. Abba erwiderte: Wenn sie am Rande des Beckens sitzend den Strahl in das Becken ließ; wollte man annehmen, nachdem der Urin zuende war, sei das Blut gekommen, so müßte es sich am Rande des Beckens$fn2 befinden. 
Niddah 59b:6	Šemuél, manche sagten, R. Jehuda im Namen Šemuéls, sagte: Die Halakha ist wie R. Jose. Ebenso entschied R. Abba dem Qala, die Halakha sei wie R. Jose.
Niddah 59b:7	E<small>IN</small> M<small>ANN UND EIN</small> W<small>EIB &amp;C</small>. Sie fragten: Welcher Ansicht ist R. Meír in dem Falle, wenn es beim Manne und beim Weibe stehend erfolgt$fn3 ist? 
Niddah 59b:8	Sagt es R. Meír nur bei einem Zweifel und nicht bei einem doppelten Zweifel, oder gibt es hierbei keinen Unterschied. 
Niddah 59b:9	Reš Laqiš erwiderte: Es ist einerlei$fn4. – Woher dies? – Weil er nicht lehrt: nach R. Meír und R. Jose rein. – 
Niddah 59b:10	Wenn es nach R. Meír bei einem doppelten Zweifel unrein ist, so ist es ja bei einem Zweifel selbstverständlich$fn5!? – Um die Ansicht R. Joses hervorzuheben, daß es nach ihm auch bei einem Zweifel rein ist. – 
Niddah 59b:11	Weshalb streiten sie über einen Zweifel, um die Ansicht R. Joses hervorzuheben, sollten sie doch über einen doppelten Zweifel streiten, um die Ansicht R. Meírs hervorzuheben!? – Die erlaubende Ansicht ist bedeutender. 
Niddah 59b:12	R. Joḥanan aber sagte: R. Meír sagt es nur bei einem Zweifel, nicht aber sagt er es bei einem doppelten Zweifel. – Demnach sollte er doch lehren: nach R. Meír und R. Jose rein!? – Dem ist auch so, da er aber mit R. Jose schließt$fn6, beginnt er auch mit R. Jose. – 
Niddah 59b:13	Wenn es nach R. Jose bei einem Zweifel rein ist, um wieviel mehr bei einem doppelten Zweifel$fn7!? – Man könnte glauben, nur wenn es$fn8 bereits erfolgt ist, nicht aber von vornherein, so lehrt er uns. 
Niddah 59b:14	Es gibt eine Lehre übereinstimmend mit R. Joḥanan: Wenn ein Mann und ein Weib ihre [kleine] Notdurft in ein Becken verrichtet haben und Blut sich auf dem Wasser befindet, so ist es nach R. Meír und R. Jose rein und nach R. Šimo͑n unrein.
Niddah 59b:15	Sie fragten: Welcher Ansicht ist R. Šimo͑n in dem Falle, wenn das Weib gesessen hat: sagt es R. Šimo͑n nur von dem Falle, wenn stehend, sie sich also nicht mehr enthalten$fn9 konnte, nicht aber, wenn sitzend, oder gibt es hierbei keinen Unterschied? 
Niddah 59b:16	Komm und höre, es wird gelehrt: Wenn sitzend, so führe sie es darauf$fn10zurück, wenn stehend, so führe sie es nicht darauf zurück – so R. Meír. R. Jose sagt, ob so oder so führe sie es darauf zurück. R. Šimo͑n sagt, ob so oder so führe sie es nicht darauf zurück.
Niddah 59b:17	Sie fragten: Welcher Ansicht ist R. Šimo͑n in dem Falle, wenn der Mann und das Weib gesessen haben: sagt es R. Šimo͑n nur von dem Falle, wenn stehend, sie sich also nicht mehr enthalten konnte, und wenn sitzend, bei einem Zweifel$fn11, nicht aber sagt er es bei einem doppelten Zweifel$fn3, oder gibt es hierbei keinen Unterschied? – 
Niddah 59b:18	Komm und höre: da R. Šimo͑n sagt, es bestehe die Annahme, daß das Blut vom Weibe kommt, so ist es einerlei, ob stehend oder sitzend.
Niddah 59b:19	<sup>iii</sup> <b>H</b><small>ATTE SIE IHR</small> H<small>EMD EINER</small> N<small>ICHTJÜDIN ODER EINER</small> M<small>EINSTRUIERENDEN GELIEHEN, SO FÜHRE SIE</small> [<small>DEN</small> B<small>LUTFLECK</small>] <small>DARAUF ZURÜCK</small>. 
Niddah 59b:20	W<small>ENN DREI</small> W<small>EIBER EIN</small> H<small>EMD ANHATTEN ODER AUF EINER</small> B<small>ANK SASSEN, UND</small> B<small>LUT DARAN GEFUNDEN WIRD, SO SIND SIE ALLE UNREIN</small>. 
Niddah 59b:21	S<small>ASSEN SIE AUF EINER STEINERNEN</small> B<small>ANK ODER AUF DEM</small> V<small>ORSPRUNGE</small>$fn12<small>IM</small> B<small>ADEHAUSE, SO SIND SIE NACH</small> R. N<small>EḤEMJA REIN</small>. R. N<small>EḤEMJA SAGT NÄMLICH, WAS FÜR DIE</small> U<small>NREINHEIT NICHT EMPFÄNGLICH IST, SEI AUCH FÜR</small> B<small>LUTFLECKE NICHT EMPFÄNGLICH</small>.
Niddah 59b:22	GEMARA. Rabh sagte: Einer Nichtjüdin, 
Niddah 60a:1	die bereits wahrgenommen hat. – 
Niddah 60a:2	Woher dies? – Gleich der Menstruierenden; wie eine Menstruierende wahrgenommen hat, ebenso eine Nichtjüdin, die wahrgenommen hat. 
Niddah 60a:3	R. Šešeth sagte: Rabh sagte diese Lehre schlummernd und schlafend. Es wird nämlich gelehrt: Sie führe ihn auf eine Nichtjüdin zurück. R. Meír sagt, auf eine Nichtjüdin, die wahrzunehmen geeignet ist. Auch R. Meír sagt nur, die wahrzunehmen geeignet ist, sie braucht aber nicht wahrgenommen zu haben. 
Niddah 60a:4	Raba sprach: Du glaubst wohl, R. Meír [sage es] erschwerend, R. Meír [sagt es] erleichternd$fn13. 
Niddah 60a:5	Es wird nämlich gelehrt: Sie führe es nicht auf eine Nichtjüdin zurück; R. Meír sagt, sie führe wohl zurück. – Dies widerspricht ja jener$fn14[Lehre]!? – Erkläre sie wie folgt: nur wenn sie wahrgenommen hat; R. Meír sagt, wenn sie nur wahrzunehmen geeignet ist, auch wenn sie nicht wahrgenommen hat.
Niddah 60a:6	Die Rabbanan lehrten: Sie führe ihn zurück auf eine den zweiten Tag Flußverdächtige$fn15
Niddah 60a:7	und auf eine, die sieben Tage$fn16gezählt und noch kein Tauchbad genommen hat; daher ist sie gebessert, ihre Gefährtin aber geschädigt$fn17 – so R. Šimo͑n b. Gamliél. Rabbi sagt, sie führe ihn nicht zurück; daher sind beide geschädigt. 
Niddah 60a:8	Sie stimmen jedoch überein, daß sie ihn auf eine den ersten Tag Flußverdächtige$fn18zurückführe, 
Niddah 60a:9	auf eine, die sich in ihrer Reinheitsblutung$fn19befindet, und auf eine Jungfrau, deren Blutung rein ist. 
Niddah 60a:10	Wozu ist das ‘daher’ des R. Šimo͑n b. Gamliél nötig$fn20? – Wegen des des Rabbi. – 
Niddah 60a:11	Wozu ist das ‘daher’ Rabbis nötig? – Man könnte glauben, nur die, bei der der Blutfleck gefunden wird, sei geschädigt, die andere aber sei nicht geschädigt$fn21, so lehrt er uns.
Niddah 60a:12	R. Ḥisda sagte: Wenn ein Unreiner und ein Reiner zwei Wege gegangen sind, einen reinen und einen unreinen, so kommen wir zum Streite zwischen Rabbi und R. Šimo͑n b. Gamliél. 
Niddah 60a:13	R. Ada wandte ein: Vielleicht ist Rabbi seiner Ansicht nur da, wo beide einander$fn22gleichen, hierbei aber ist es ja einerlei$fn23!? – 
Niddah 60a:14	Und R. Ḥisda!? – Immerhin benötigt sie ja eines Tauchbades$fn24.
Niddah 60a:15	Es wurde gelehrt: R. Jose b. R. Ḥanina sagte: Wenn ein Unreiner und ein Reiner, oder sogar ein Reiner und ein im Zweifel befindlicher zwei Wege gegangen sind, einen unreinen und einen reinen, so verweise man nach aller Ansicht den im Zweifel befindlichen in den unreinen und den Reinen in den reinen.
Niddah 60a:16	R. Joḥanan fragte R. Jehuda b. Livaj: Ist ein Blutfleck auf einen Blutfleck$fn25zurückzuführen? Nach Rabbi ist dies nicht fraglich, 
Niddah 60a:17	denn wenn er da, wo es aus ihrem Körper gekommen ist, nicht zurückzuführen ist, um wieviel weniger hierbei, wo es von anderwärts gekommen ist, 
Niddah 60a:18	fraglich ist es nur nach R. Šimo͑n b. Gamliél: ist er nur da zurückzuführen, wo es aus ihrem Körper kommt, hierbei aber, wo es von anderwärts kommt, ist er nicht zurückzuführen, oder gibt es hierbei keinen Unterschied? 
Niddah 60a:19	Dieser erwiderte: Er ist nicht zurückzuführen$fn26. – Weshalb? – Weil nicht zurückzuführen ist. 
Niddah 60a:20	Er wandte gegen ihn ein: Man führe nicht einen Blutfleck auf einen Blutfleck zurück. Hatte sie ihr Hemd einer Nichtjüdin geliehen, oder einer, die wegen eines Blutfleckes$fn27[in Unreinheit] weilt, so führe sie ihn auf diese zurück!? – 
Niddah 60a:21	Dies widerspricht sich ja selbst: im Anfangsatze heißt es, man führe nicht zurück, und im Schlußsatze heißt es, man führe zurück!? – Das ist kein Einwand; eines nach Rabbi und eines nach R. Šimo͑n b. Gamliél. 
Niddah 60a:22	Manche sagen: Beides nach Rabbi, nur gilt eines vom ersten [Tage] und eines vom zweiten$fn28. 
Niddah 60a:23	R. Aši erwiderte: Beides nach R. Šimo͑n b. Gamliél, dennoch besteht hier kein Widerspruch; 
Niddah 60b:1	eines rückwirkend und eines von dann ab$fn29. – 
Niddah 60b:2	Aber immerhin ist dies ja ein Einwand$fn30!? Rabina erwiderte: Das ist kein Einwand, denn er meint es wie folgt: hatte sie ihr Hemd einer Nichtjüdin geliehen, die einen Blutfleck$fn27gefunden hatte, so führe sie ihn auf diese zurück. – 
Niddah 60b:3	Er lehrt ja aber: oder einer, die wegen eines Blutfleckes [in Unreinheit] weilt!? – Er meint es wie folgt: oder einer, die sich in der Reinheitsblutung befindet, so führe ihn, die den Blutfleck gefunden$fn27hat, auf diese zurück.
Niddah 60b:4	W<small>ENN DREI</small> [W<small>EIBER</small>] <small>ANHATTEN &amp;C</small>. R. N<small>EḤEMJA &amp;C</small>. R. Mathna sagte: Folgendes ist der Grund R. Neḥemjas; es heißt:$fn31<i>und rein wird sie am Boden sitzen</i>, sitzt sie am Boden, so ist sie rein$fn32.
Niddah 60b:5	R. Hona sagte im Namen R. Ḥaninas: Nach R. Meír ist er auch an der Außenseite eines Tongefäßes rein. – Selbstverständlich!? – 
Niddah 60b:6	Man könnte glauben, bei der Außenseite sei die Innenseite zu berücksichtigen, so lehrt er uns. 
Niddah 60b:7	Abajje sagte: Nach R. Meír ist er rein auch an Flicken, die keine drei zu drei [Fingerbreiten] haben, da sie weder für Arme noch für Reiche brauchbar sind$fn33.
Niddah 60b:8	R. Ḥija b. R. Mathna trug im Namen Rabhs vor: Die Halakha ist wie R. Neḥemja. Da sprach R. Naḥman zu ihm: Mein Vater lehrte, einst sei ein Fall vor die Weisen gekommen, und sie erklärten sie als unrein, und du sagst, die Halakha sei wie R. Neḥemja!? – 
Niddah 60b:9	Welches Bewenden hat es damit? – Es wird gelehrt: Wenn zwei Weiber mit einer Handmühle gemahlen haben und Blut sich unter der einwärtigen$fn34befindet, so sind beide unrein, wenn unter der auswärtigen$fn34, die auswärtige unrein und die einwärtige rein, und wenn zwischen beiden, beide unrein. 
Niddah 60b:10	Einst ereignete es sich, daß man, als sie den Ofen heizten, Blut am Rande der Badewanne und auf einem Olivenblatte fand, und als die Sache vor die Weisen kam, erklärten sie es als unrein. – 
Niddah 60b:11	Hierüber streiten Tannaím, denn es wird gelehrt: Nach R. Ja͑qob ist es unrein und nach R. Neḥemja rein. Und die Weisen entschieden nach R. Neḥemja.
Niddah 60b:12	<sup>iv</sup> <b>W</b><small>ENN DREI</small> F<small>RAUEN IN EINEM</small> B<small>ETTE GESCHLAFEN HABEN UND</small> B<small>LUT UNTER EINER VON IHNEN GEFUNDEN WIRD, SO SIND ALLE UNREIN</small>. H<small>AT EINE VON IHNEN SICH UNTERSUCHT UND SICH UNREIN GEFUNDEN, SO IST SIE UNREIN UND DIE BEIDEN ANDEREN REIN</small>. S<small>IE KÖNNEN AUCH</small> [<small>DEN</small> B<small>LUTFLECK</small>] <small>AUF EINANDER ZURÜCKFÜHREN</small>. S<small>IND SIE ZUR</small> W<small>AHRNEHMUNG NICHT GEEIGNET, SO BETRACHTE MAN SIE ALS GEEIGNET</small>.
Niddah 60b:13	GEMARA. R. Jehuda sagte im Namen Rabhs: Dies$fn35nur dann, wenn sie sich innerhalb der Dauer einer Blutung$fn36untersucht hat. 
Niddah 60b:14	Er ist also der Ansicht des Bar Pada, welcher sagte: In einem Falle, wo der Ehemann ein Sündopfer darzubringen$fn37hat, sind ihre reinen Speisen$fn38unrein, 
Niddah 60b:15	in einem Falle, wo der Ehemann ein Schwebe-Schuldopfer darzubringen hat, befinden sich ihre reinen Speisen in der Schwebe$fn39, und in einem Falle, wo der Ehemann frei ist, sind ihre reinen Speisen rein. 
Niddah 60b:16	R. Ošaja aber sagt, auch in einem Falle, wo ihr Ehemann, ein Sündopfer darzubringen hat, befinden sich ihre reinen Speisen in der Schwebe. – 
Niddah 60b:17	Allerdings kann da$fn40der Diener$fn41das Blut zurückgehalten$fn42haben, wer aber sollte denn hierbei, wenn das Blut dann$fn43vorhanden wäre, es zurückgehalten haben!? 
Niddah 60b:18	R. Jirmeja sprach: Bei dem, was R. Oša͑ja [sagt]$fn44, ist es ebenso, wie bei einem Kinde und einem Greise, die beisammen auf dem Wege gehen; solange sie sich auf dem Wege befinden, bleibt das Kind zurück$fn45, kommen sie in die Stadt, so eilt das Kind voran. Ferner sagte Abajje: Bei dem, was R. Oša͑ja sagt, ist es ebenso, als wenn jemand den Finger an das Auge legt; solange der Finger am Auge ist, bleiben die Tränen zurück, nimmt er den Finger fort, so kommen schnell Tränen hervor.
Niddah 60b:19	S<small>IE KÖNNEN</small> [<small>DEN</small> B<small>LUTFLECK</small>] <small>AUF EINANDER ZURÜCKFÜHREN</small>. Die Rabbanan lehrten: Wieso führen sie ihn auf einander zurück? Ist eine schwanger$fn46und eine nicht schwanger, so führe ihn die schwangere auf die nicht schwangere zurück; 
Niddah 60b:20	ist eine säugende und eine nicht säugende, so führe ihn die säugende auf die nicht säugende zurück; ist eine alt und eine nicht alt, so führe ihn die alte auf die zurück, die nicht alt ist; ist eine Jungfrau und eine nicht Jungfrau$fn47, so führe ihn die Jungfrau auf die zurück, die nicht Jungfrau ist. 
Niddah 60b:21	Sind beide schwanger, beide säugende, beide alt oder beide Jungfrauen, so ist dies der Fall, von dem wir gelernt haben: sind sie zur Wahrnehmung nicht geeignet, so betrachte man sie 
Niddah 61a:1	als geeignet.
Niddah 61a:2	<sup>v</sup> <b>W</b><small>ENN DREI</small> W<small>EIBER IN EINEM</small> B<small>ETTE GESCHLAFEN HABEN UND</small> B<small>LUT UNTER DER MITTELSTEN</small>$fn48<small>GEFUNDEN WIRD, SO SIND ALLE UNREIN; WENN UNTER DER EINWÄRTIGEN</small>$fn49, <small>SO SIND DIE BEIDEN EINWÄRTIGEN UNREIN UND DIE AUSWÄRTIGE REIN; WENN UNTER DER AUSWÄRTIGEN, SO SIND DIE BEIDEN AUSWÄRTIGEN UNREIN UND DIE EINWÄRTIGE REIN</small>. 
Niddah 61a:3	D<small>IES NUR DANN, WENN SIE IN DAS</small> B<small>ETT VOM</small> F<small>USSENDE AUS GESTIEGEN SIND, WENN ABER</small> [<small>ÜBER EINANDER</small>] <small>STEIGEND, SO SIND ALLE UNREIN</small>. H<small>AT EINE VON IHNEN SICH UNTERSUCHT UND SICH REIN GEFUNDEN, SO IST SIE REIN UND DIE BEIDEN ANDEREN UNREIN; HABEN ZWEI SICH UNTERSUCHT UND SICH REIN GEFUNDEN, SO SIND SIE REIN UND DIE DRITTE UNREIN; WENN ALLE DREI UND SICH REIN GEFUNDEN, SO SIND ALLE UNREIN</small>. 
Niddah 61a:4	D<small>IES IST MIT DEM</small> F<small>ALLE ZU VERGLEICHEN, WENN EIN UNREINER</small> S<small>CHUTTHAUFEN MIT ZWEI REINEN</small> H<small>AUFEN VERMISCHT WORDEN IST: HAT MAN EINEN VON IHNEN UNTERSUCHT UND REIN GEFUNDEN, SO IST DIESER REIN UND DIE BEIDEN ANDEREN UNREIN; WENN ZWEI UND REIN GEFUNDEN, SO SIND DIESE REIN UND DER DRITTE UNREIN; 
Niddah 61a:5	WENN ALLE DREI UND REIN GEFUNDEN, SO SIND ALLE UNREIN – SO</small> R. M<small>EÍR</small>. R. M<small>EÍR SAGTE NÄMLICH</small>: J<small>EDE</small> S<small>ACHE, DIE SICH IM</small> Z<small>USTANDE DER</small> U<small>NREINHEIT BEFINDET, BLEIBT SOLANGE UNREIN, BIS DIR BEKANNT WIRD, WO DIE</small> U<small>NREINHEIT SICH BEFINDET</small>. 
Niddah 61a:6	D<small>IE</small> W<small>EISEN SAGEN, MAN DURCHSUCHE SOLANGE, BIS MAN AUF EINEN</small> F<small>ELSEN ODER JUNGFRÄULICHE</small> [E<small>RDE</small>] <small>STÖSST</small>$fn50.
Niddah 61a:7	GEMARA. Weshalb unterscheidet er im Anfangsatze nicht$fn51und im Schlußsalze wohl? R. Ami erwiderte: Wenn sie sich umschlungen hatten$fn52.
